reference_Q_mean,rollout/Q_mean,AI_distance,param_noise_stddev,AI_return,rollout/return_history,train/loss_critic,obs_rms_std,train/loss_actor,reference_actor_Q_mean,rollout/return,AI_success_rate,total/steps_per_second,reference_actor_Q_std,reference_action_mean,rollout/episode_steps,train/param_noise_distance,rollout/actions_mean,rollout/episodes,obs_rms_mean,total/epochs,reference_Q_std,total/duration,total/steps,total/episodes,reference_perturbed_action_mean,rollout/actions_std,reference_perturbed_action_std,reference_action_std
-232.76124572753906,-129.5614013671875,15.353199654961477,0.00735078803626736,-1155.562446045506,-1096.5776172478195,528.0634155273438,0.1653326004743576,210.921875,-226.69093322753906,-1155.562446045506,,74.8530523043882,483.8100280761719,-0.1428024172782898,196.65573770491804,0.20726959615945817,-0.23550593852996826,122.0,0.4643353521823883,12,482.59686279296875,320.62820768356323,24000,122.0,-0.13466691970825195,0.953026294708252,0.9721307754516602,0.9683087468147278
-240.35443115234375,-130.75462341308594,15.49444089298781,0.006654572515946094,-1152.699004416574,-1143.4768796684625,488.89581298828125,0.1634998470544815,223.48550415039062,-234.35194396972656,-1152.699004416574,,75.13854166571711,502.0040283203125,-0.15820039808750153,197.99236641221373,0.2239127679169178,-0.22762225568294525,131.0,0.4677218496799469,13,500.3440856933594,346.0274770259857,26000,131.0,-0.18369150161743164,0.9539409279823303,0.9630720615386963,0.9698559641838074
-242.06504821777344,-137.61375427246094,15.465787840932142,0.00735078803626736,-1182.9420463346387,-1177.4062603290397,592.6398315429688,0.16673581302165985,224.94630432128906,-236.47689819335938,-1182.9420463346387,,74.94577327767583,502.58074951171875,-0.10336239635944366,199.11428571428573,0.19382603004574775,-0.22455133497714996,140.0,0.4645826816558838,14,501.80865478515625,373.6034572124481,28000,140.0,-0.1035781130194664,0.954154908657074,0.978817880153656,0.9794170260429382
-237.75326538085938,-145.3564453125,15.549184236955725,0.007063962819312372,-1198.1290716957262,-1164.2260962152857,858.4061889648438,0.16538923978805542,239.19287109375,-230.3502197265625,-1198.1290716957262,,75.13913042134409,513.603759765625,-0.16393227875232697,198.63333333333333,0.1968619441986084,-0.22445692121982574,150.0,0.4669800102710724,15,512.790771484375,399.25934505462646,30000,150.0,-0.09626022726297379,0.9533847570419312,0.965053379535675,0.9640117287635803
-225.96066284179688,-150.8958740234375,15.441056909667163,0.006394913388759758,-1190.8745619007975,-1188.7873884252401,484.56707763671875,0.16484583914279938,229.2406463623047,-219.40228271484375,-1190.8745619007975,,74.71107501935721,528.9613037109375,-0.16009621322155,199.2,0.2082851791381836,-0.23213538527488708,160.0,0.4660015106201172,16,528.9271850585938,428.31668519973755,32000,160.0,-0.125998854637146,0.9508207440376282,0.9574088454246521,0.9656531810760498
-237.7684326171875,-153.94937133789062,15.345647298102223,0.007063962819312372,-1141.293534577846,-1131.9792205695976,1733.7515869140625,0.16392956674098969,237.95726013183594,-230.20623779296875,-1141.293534577846,,74.53162269904658,544.0135498046875,-0.31147563457489014,198.3684210526316,0.1847979573905468,-0.23380421102046967,171.0,0.4656686782836914,17,540.5555419921875,456.1822052001953,34000,171.0,-0.08924126625061035,0.9504919052124023,0.9686422348022461,0.9230092763900757
-225.01516723632812,-154.05201721191406,15.14147461139751,0.005675160932492605,-1102.9480955459003,-1107.6465870651386,360.10003662109375,0.16719798743724823,232.6884002685547,-218.19699096679688,-1102.9480955459003,,74.33768857463647,567.0292358398438,-0.20683738589286804,196.36612021857923,0.20247763901948929,-0.23986726999282837,183.0,0.4606304168701172,18,564.4874267578125,484.276558637619,36000,183.0,-0.2013944834470749,0.9481030106544495,0.9468929767608643,0.9458206295967102
-225.52328491210938,-153.09388732910156,15.090264009274868,0.005453718107902164,-1086.1581728550213,-1094.8566355353746,448.5263671875,0.16912347078323364,226.0045928955078,-219.3221435546875,-1086.1581728550213,,74.1894352594561,573.8919067382812,-0.14567050337791443,196.47150259067357,0.20775593400001527,-0.24584046006202698,193.0,0.4591040313243866,19,570.6375732421875,512.2023084163666,38000,193.0,-0.1377502977848053,0.9457442164421082,0.9670366048812866,0.9722040891647339
-224.4897918701172,-153.90408325195312,15.026406307184903,0.004839897909672315,-1053.4086510762702,-947.8429319892367,393.4727783203125,0.16867892444133759,217.94801330566406,-218.0663604736328,-1053.4086510762702,,74.28190320299855,587.1956176757812,-0.12094531953334808,195.41666666666666,0.20503981560468673,-0.24136582016944885,204.0,0.4595557749271393,20,583.862548828125,538.4891645908356,40000,204.0,-0.1345912665128708,0.9464011192321777,0.9605517387390137,0.9710378646850586
-204.96861267089844,-151.03872680664062,14.999151112987512,0.004744532800384585,-1018.5219401426356,-864.9242018245075,511.4898376464844,0.17030870914459229,207.71514892578125,-197.68434143066406,-1018.5219401426356,,74.33772205123765,574.0609130859375,-0.19077035784721375,195.23720930232557,0.20774072542786598,-0.24275188148021698,215.0,0.45810532569885254,21,571.5464477539062,564.9890639781952,42000,215.0,-0.20014548301696777,0.9455792307853699,0.9500232934951782,0.9475664496421814
-212.40631103515625,-154.5966033935547,14.902691832271568,0.005240915906043995,-1024.1125240936858,-864.2511067507481,587.5643920898438,0.16999666392803192,204.81417846679688,-203.0380859375,-1024.1125240936858,,74.17879806595013,596.3030395507812,-0.15002880990505219,195.50666666666666,0.20184699043631554,-0.2406097799539566,225.0,0.4558328092098236,22,596.5167846679688,593.1614038944244,44000,225.0,-0.1418817788362503,0.9454600214958191,0.9542672038078308,0.9578481912612915
-210.64096069335938,-153.6891326904297,14.817987628520886,0.0044695645181095965,-1000.612076021543,-763.0511049147979,1640.7718505859375,0.16923169791698456,181.15179443359375,-203.55992126464844,-1000.612076021543,,74.03486718133442,606.2501220703125,-0.07033713161945343,194.0548523206751,0.20705917119979858,-0.23766885697841644,237.0,0.4558134973049164,23,605.7894897460938,621.3288650512695,46000,237.0,-0.2215605527162552,0.9455047845840454,0.9445206522941589,0.9622985124588013
-202.56997680664062,-154.42428588867188,14.779690017074056,0.005036417172795629,-997.6745864292614,-739.683170625111,313.1347961425781,0.16951413452625275,184.91893005371094,-194.57687377929688,-997.6745864292614,,73.85664324335215,626.5776977539062,-0.18322938680648804,193.51209677419354,0.19459697231650352,-0.24068808555603027,248.0,0.4555078446865082,24,626.9930419921875,649.9076845645905,48000,248.0,-0.09591130912303925,0.9441958069801331,0.9631004333496094,0.959266722202301
-255.23178100585938,-152.7345733642578,14.792429321106413,0.004744532800384585,-991.2077831763587,-636.135835345315,1521.7276611328125,0.1696445494890213,175.44189453125,-247.4249725341797,-991.2077831763587,,73.82306609745889,641.3589477539062,-0.2134113907814026,194.49805447470817,0.21289966940879823,-0.23983728885650635,257.0,0.45402106642723083,25,640.9581298828125,677.2950873374939,50000,257.0,-0.17766019701957703,0.943960964679718,0.9505561590194702,0.9413582682609558
-243.220703125,-154.09800720214844,14.789916363537445,0.005036417172795629,-983.6626903711864,-687.9111940609478,361.7352294921875,0.17070432007312775,164.8438262939453,-234.9840087890625,-983.6626903711864,,73.9225255377734,639.50634765625,-0.17251276969909668,194.12359550561797,0.19650020956993103,-0.23573145270347595,267.0,0.45180511474609375,26,640.0802001953125,703.439169883728,52000,267.0,-0.23450863361358643,0.9446741938591003,0.9373313188552856,0.9483146071434021
-222.41326904296875,-152.95016479492188,14.864408973052472,0.005240915906043995,-965.3995255362207,-688.9361875757634,334.022705078125,0.17085206508636475,159.7239990234375,-214.74502563476562,-965.3995255362207,,73.74740252869667,630.974365234375,-0.14616449177265167,193.04301075268816,0.20248579382896423,-0.23728299140930176,279.0,0.45382174849510193,27,633.767333984375,732.2291789054871,54000,279.0,-0.17296946048736572,0.9434652328491211,0.9325683116912842,0.95845627784729
-208.05027770996094,-149.90438842773438,14.771397187251754,0.004839897909672315,-943.2705870240604,-667.4975463703059,401.8472900390625,0.17116433382034302,146.80775451660156,-199.67010498046875,-943.2705870240604,,73.43134527116486,622.8805541992188,-0.25312379002571106,190.9692832764505,0.2018092691898346,-0.23817874491214752,293.0,0.4533974230289459,28,626.3026123046875,762.6171057224274,56000,293.0,-0.2826040983200073,0.9428703784942627,0.9234896302223206,0.9346305727958679
-196.29296875,-144.31869506835938,14.726648501455475,0.004651046760498564,-897.8682381236757,-577.0649965263103,432.0643615722656,0.1716952919960022,150.60421752929688,-186.30697631835938,-897.8682381236757,,73.45625362844042,568.34912109375,-0.2553238868713379,191.01980198019803,0.1897805428504944,-0.23828110098838806,303.0,0.45275190472602844,29,573.1106567382812,789.5855987071991,58000,303.0,-0.23918642103672028,0.9423907995223999,0.9388603568077087,0.9369877576828003
-192.86834716796875,-142.48828125,14.648944022280876,0.005137649157968821,-894.0255204904234,-606.5820630451806,381.07843017578125,0.17242006957530975,150.37786865234375,-181.01104736328125,-894.0255204904234,,73.33702596943361,551.2114868164062,-0.2965160608291626,192.05769230769232,0.206707603931427,-0.2432832419872284,312.0,0.45100370049476624,30,555.1708984375,818.1406214237213,60000,312.0,-0.34364837408065796,0.9408506155014038,0.9156891703605652,0.9333112835884094
-176.30609130859375,-142.9004669189453,14.647620912637587,0.0044695645181095965,-895.1385720262464,-609.4716193015892,333.314453125,0.1716180443763733,146.90492248535156,-163.99734497070312,-895.1385720262464,,73.19471312893509,550.0166015625,-0.3383115530014038,191.374613003096,0.20497848436236382,-0.2393791824579239,323.0,0.45177707076072693,31,556.6067504882812,847.0557141304016,62000,323.0,-0.25640302896499634,0.9410502910614014,0.936371386051178,0.9160107970237732
-193.21298217773438,-145.3874969482422,14.763501204045518,0.005240915906043995,-916.652948629924,-719.5337166056157,1146.355712890625,0.1710556000471115,141.5320281982422,-184.5081787109375,-916.652948629924,,72.89045634878308,547.705810546875,-0.12529639899730682,191.11976047904193,0.20420022621750833,-0.23850955069065094,334.0,0.4540410041809082,32,556.3099975585938,878.0298986434937,64000,334.0,-0.3763708472251892,0.9409230351448059,0.8894092440605164,0.9564160108566284
-190.93283081054688,-143.63040161132812,14.675479224007333,0.005453718107902164,-903.978604029143,-677.060465033204,282.03497314453125,0.17172197997570038,147.70004272460938,-178.99468994140625,-903.978604029143,,72.65434540546428,507.6420593261719,-0.32346874475479126,190.9913043478261,0.19255757361650466,-0.23589351773262024,345.0,0.4519735872745514,33,517.9830322265625,908.41090965271,66000,345.0,-0.3115066885948181,0.9414939284324646,0.9237783551216125,0.9221641421318054
-170.42501831054688,-146.38943481445312,14.653152211031426,0.005346258315755479,-917.3088182867922,-720.5485191022551,354.51531982421875,0.1719161719083786,155.70193481445312,-158.67178344726562,-917.3088182867922,,72.69663930005598,474.7154846191406,-0.2935509979724884,191.99435028248587,0.20044931039214134,-0.2342720776796341,354.0,0.45167407393455505,34,480.90911865234375,935.3939969539642,68000,354.0,-0.38031452894210815,0.9417386651039124,0.9029686450958252,0.9339923858642578
-177.9805145263672,-146.90089416503906,14.598771500831905,0.005036417172795629,-912.3575878799371,-736.2061989125272,477.0874328613281,0.1711835414171219,148.732177734375,-166.68710327148438,-912.3575878799371,,72.48715437431109,488.2782287597656,-0.3200664222240448,192.1346153846154,0.20199533984065055,-0.23538357019424438,364.0,0.4513017237186432,35,490.2620849609375,965.6883430480957,70000,364.0,-0.4655608832836151,0.9411077499389648,0.8194718360900879,0.8942666053771973
-168.77325439453125,-146.32838439941406,14.637494150148289,0.005137649157968821,-935.921819329344,-835.5614995147729,530.3909912109375,0.17200519144535065,149.22117614746094,-159.23306274414062,-935.921819329344,,72.52878171238757,490.45672607421875,-0.22828000783920288,193.42741935483872,0.21125537499785424,-0.23555327951908112,372.0,0.4506416618824005,36,492.6805419921875,992.7093534469604,72000,372.0,-0.29648178815841675,0.9407585859298706,0.9150194525718689,0.9402797222137451
-155.4560546875,-142.41558837890625,14.620821226550689,0.0044695645181095965,-907.4995463693488,-778.0006567639315,338.5853271484375,0.1721038818359375,146.05963134765625,-145.70980834960938,-907.4995463693488,,72.4360201364374,493.8830261230469,-0.32903164625167847,192.0155844155844,0.20003210186958312,-0.2336745411157608,385.0,0.4513985216617584,37,495.9264831542969,1021.5911898612976,74000,385.0,-0.25928550958633423,0.9405223727226257,0.9341052174568176,0.9050732851028442
-151.7639923095703,-140.45620727539062,14.675524548366297,0.005137649157968821,-897.9276525868605,-791.8439437271909,446.085205078125,0.17277419567108154,143.65728759765625,-141.3344268798828,-897.9276525868605,,72.24897486477803,496.4859313964844,-0.2434103786945343,191.25440806045341,0.21014351904392242,-0.23266130685806274,397.0,0.4518791735172272,38,496.33685302734375,1051.918039560318,76000,397.0,-0.31699755787849426,0.9401638507843018,0.9157642722129822,0.9467743635177612
-164.89114379882812,-136.91009521484375,14.610930518701881,0.0044695645181095965,-883.8297277287311,-860.0457800962861,435.8071594238281,0.1741694211959839,131.73690795898438,-156.02659606933594,-883.8297277287311,,72.16847902572536,488.3798828125,-0.26645517349243164,191.30541871921181,0.2106342566013336,-0.23082730174064636,406.0,0.4490927457809448,39,491.2261962890625,1080.8042659759521,78000,406.0,-0.3005067706108093,0.9401018023490906,0.9174148440361023,0.9406710267066956
-156.53964233398438,-134.84542846679688,14.574167914824232,0.004651046760498564,-873.0656876805604,-791.8240506051216,438.3082275390625,0.17466770112514496,126.57194519042969,-147.54266357421875,-873.0656876805604,,72.16516397264918,488.6788024902344,-0.23944957554340363,192.19277108433735,0.21525252878665924,-0.22954587638378143,415.0,0.4478161334991455,40,492.1590881347656,1108.5681178569794,80000,415.0,-0.24057112634181976,0.9401406645774841,0.9332135319709778,0.9513772130012512
-151.31103515625,-134.44488525390625,14.54663845572374,0.0049371798576567285,-876.1955649122018,-766.7257345959779,409.01715087890625,0.17524468898773193,126.8813705444336,-140.73626708984375,-876.1955649122018,,72.06701125035339,492.1067810058594,-0.30695271492004395,192.35915492957747,0.20557212740182876,-0.22860820591449738,426.0,0.4472411870956421,41,493.3955993652344,1137.8298971652985,82000,426.0,-0.3163195848464966,0.9402936697006226,0.9225660562515259,0.9232699871063232
-151.0987091064453,-134.8604278564453,14.501593959806987,0.004839897909672315,-871.0755620333549,-713.5730704078165,441.5301513671875,0.17491455376148224,136.4517059326172,-142.20169067382812,-871.0755620333549,,72.119227916307,495.897216796875,-0.34082725644111633,192.91494252873562,0.1939243644475937,-0.22732636332511902,435.0,0.44668468832969666,42,497.08074951171875,1164.7379267215729,84000,435.0,-0.2725943326950073,0.9402923583984375,0.9255986213684082,0.9102070331573486
-152.12567138671875,-134.28256225585938,14.45052478193911,0.004839897909672315,-867.2401300417963,-740.4923947854504,736.8273315429688,0.17458927631378174,130.8468475341797,-145.40072631835938,-867.2401300417963,,71.98420670926976,493.1015319824219,-0.34228867292404175,192.638202247191,0.20978819712996483,-0.22823864221572876,445.0,0.4461944103240967,43,493.9576721191406,1194.7065048217773,86000,445.0,-0.40523484349250793,0.9396225214004517,0.8732330203056335,0.8895126581192017
-167.09213256835938,-132.89820861816406,14.435564652995248,0.004651046760498564,-870.4382177681824,-713.1992572136561,596.9331665039062,0.17470429837703705,133.19482421875,-157.29859924316406,-870.4382177681824,,71.97567282830028,504.80450439453125,-0.43351829051971436,193.13186813186815,0.2038016490638256,-0.22700679302215576,455.0,0.44559502601623535,44,504.70428466796875,1222.635323047638,88000,455.0,-0.3478512167930603,0.9396089315414429,0.8852327466011047,0.8642228245735168
-180.76388549804688,-130.2163543701172,14.462665763394625,0.004651046760498564,-878.5765201707155,-755.6134337091484,400.6352844238281,0.1752808839082718,140.78475952148438,-172.3831024169922,-878.5765201707155,,71.89343340614757,516.2830810546875,-0.3782261610031128,193.16810344827587,0.21030641436576844,-0.22655907273292542,464.0,0.44467711448669434,45,516.411376953125,1251.852856874466,90000,464.0,-0.40858975052833557,0.9393620491027832,0.8712347149848938,0.8866739273071289
-221.03509521484375,-129.81942749023438,14.49244695599634,0.004381496439672185,-872.9208289957838,-688.720522268638,444.7911376953125,0.17558176815509796,132.11375427246094,-211.1553955078125,-872.9208289957838,,71.87269855675207,535.2864379882812,-0.47374528646469116,193.66315789473686,0.21655125081539153,-0.22701333463191986,475.0,0.44566047191619873,46,533.9276733398438,1280.0409870147705,92000,475.0,-0.4443771541118622,0.9388815760612488,0.8556318283081055,0.8502636551856995
-206.8201446533203,-125.455810546875,14.403768081953213,0.004295163650301133,-846.7846028723384,-613.032070408849,379.34124755859375,0.1754574328660965,133.1141815185547,-195.95733642578125,-846.7846028723384,,71.80579019953126,523.7787475585938,-0.3730217218399048,193.7422680412371,0.21336053267121316,-0.2298438549041748,485.0,0.44481444358825684,47,526.1934814453125,1309.0866312980652,94000,485.0,-0.41635531187057495,0.9375309348106384,0.8657881021499634,0.8852651715278625
-189.96922302246094,-124.26459503173828,14.447805883958377,0.004744532800384585,-855.3515434290399,-683.5366105508515,413.8785095214844,0.17610926926136017,135.4552764892578,-179.01364135742188,-855.3515434290399,,71.77479925262998,530.4961547851562,-0.43409115076065063,195.25050916496946,0.20304503709077834,-0.23117420077323914,491.0,0.4456857144832611,48,531.2265014648438,1337.5168025493622,96000,491.0,-0.4225369989871979,0.9366218447685242,0.8716682195663452,0.8698901534080505
-191.14981079101562,-122.06672668457031,14.460017971055924,0.0044695645181095965,-837.3735795488417,-616.5983502326085,481.9663391113281,0.17596252262592316,128.3693389892578,-181.98626708984375,-837.3735795488417,,71.76088816383876,516.714599609375,-0.40371137857437134,194.80318091451292,0.20280669525265693,-0.23225368559360504,503.0,0.44679126143455505,49,521.318603515625,1365.646419763565,98000,503.0,-0.44287699460983276,0.9359093904495239,0.869314432144165,0.8867836594581604
-160.14144897460938,-121.73436737060547,14.47126541295053,0.0044695645181095965,-844.7051614709684,-716.7440478109465,704.8115844726562,0.1769886016845703,120.37147521972656,-153.90237426757812,-844.7051614709684,,71.76153338513133,495.0961608886719,-0.3300159275531769,194.78557504873294,0.20651961669325827,-0.2319413721561432,513.0,0.4465242326259613,50,501.7635803222656,1393.5042254924774,100000,513.0,-0.32123538851737976,0.9356805682182312,0.9140444397926331,0.9122571349143982
-193.47921752929688,-121.78479766845703,14.575536772444808,0.004295163650301133,-844.2926440643768,-707.7503600296953,518.6986083984375,0.17693687975406647,132.03582763671875,-186.3028564453125,-844.2926440643768,,71.75787228220412,469.6566467285156,-0.32902464270591736,194.27619047619046,0.2065952754020691,-0.23262235522270203,525.0,0.44851255416870117,51,475.8983459472656,1421.446828842163,102000,525.0,-0.26579755544662476,0.9349111914634705,0.9318130016326904,0.9067659974098206
-211.27459716796875,-122.0059585571289,14.54650145385295,0.004839897909672315,-835.934764878549,-673.9584156270757,474.256591796875,0.17625956237316132,112.20913696289062,-204.12294006347656,-835.934764878549,,71.71470787045459,466.47161865234375,-0.311895489692688,193.56424581005587,0.201980614811182,-0.23395119607448578,537.0,0.449211984872818,52,468.399658203125,1450.190666437149,104000,537.0,-0.3839794993400574,0.9343305826187134,0.8890364766120911,0.9006299376487732
-229.34690856933594,-120.65386962890625,14.568259503136433,0.004381496439672185,-828.4972083458863,-666.5158314742632,377.56402587890625,0.17588001489639282,113.5659408569336,-222.29995727539062,-828.4972083458863,,71.76600589249884,470.6745300292969,-0.2705918848514557,193.54478976234003,0.19916424825787543,-0.23443272709846497,547.0,0.449791818857193,53,473.1938171386719,1477.0224242210388,106000,547.0,-0.20982351899147034,0.9340285062789917,0.9484950304031372,0.9289502501487732
-243.40106201171875,-119.49188995361328,14.570145340091505,0.0044695645181095965,-829.4284198595375,-631.4008630233526,557.1023559570312,0.17588429152965546,116.99150085449219,-236.588134765625,-829.4284198595375,,71.74552907045569,474.01678466796875,-0.23001264035701752,193.85098743267505,0.20170362800359726,-0.23802141845226288,557.0,0.4498147964477539,54,474.6841125488281,1505.3202812671661,108000,557.0,-0.27903488278388977,0.9328835606575012,0.9305955767631531,0.9470346570014954
-248.43191528320312,-121.46650695800781,14.58994075953935,0.004839897909672315,-826.3203273812771,-540.6738076409284,531.052001953125,0.17559444904327393,100.06986236572266,-239.46365356445312,-826.3203273812771,,71.73534032350238,496.4325256347656,-0.2308400422334671,193.88888888888889,0.19872273311018943,-0.2403639256954193,567.0,0.45083513855934143,55,494.6107482910156,1533.4143464565277,110000,567.0,-0.21846649050712585,0.9320211410522461,0.9534496068954468,0.9509143233299255
-268.3040466308594,-122.09248352050781,14.599214306180887,0.00421053195794641,-836.0333179517381,-639.6242089244698,490.8071594238281,0.1749151349067688,96.45214080810547,-264.140869140625,-836.0333179517381,,71.68550272865093,533.0206298828125,-0.26868578791618347,194.8554006968641,0.20473550766706466,-0.23995104432106018,574.0,0.4508415162563324,56,529.021240234375,1562.3800592422485,112000,574.0,-0.2777129113674164,0.9318448901176453,0.9290774464607239,0.919729471206665
-303.80419921875,-122.68394470214844,14.592518436206394,0.0045594027649236,-835.7543146989458,-759.2163785079346,692.380615234375,0.17469501495361328,100.1197280883789,-298.04840087890625,-835.7543146989458,,71.64528744978811,554.1583862304688,-0.14226573705673218,195.18664383561645,0.20179161220788955,-0.23945045471191406,584.0,0.4510630667209625,57,553.8789672851562,1591.1723444461823,114000,584.0,-0.20152072608470917,0.9317119717597961,0.9467933177947998,0.9567896127700806
-296.7583312988281,-124.11846923828125,14.61154606216948,0.0044695645181095965,-834.3745066365778,-730.960927251278,1049.515380859375,0.17409248650074005,109.64579772949219,-291.45159912109375,-834.3745066365778,,71.68817056032317,559.3853149414062,-0.329590380191803,195.64695945945945,0.21001470893621443,-0.2394208014011383,592.0,0.4514124393463135,58,563.2671508789062,1618.1191275119781,116000,592.0,-0.28487706184387207,0.9313662648200989,0.9175930023193359,0.9010629653930664
-282.49365234375,-122.67695617675781,14.59745837997172,0.004651046760498564,-817.507456799906,-717.5808593727586,461.0557556152344,0.17402398586273193,106.29598999023438,-273.45068359375,-817.507456799906,,71.66100602445546,554.9279174804688,-0.2538563907146454,195.45439469320067,0.20510323703289032,-0.24000871181488037,603.0,0.4519573450088501,59,553.8634643554688,1646.6416890621185,118000,603.0,-0.29174676537513733,0.9309216141700745,0.9169785976409912,0.9296973347663879
-301.26806640625,-121.04410552978516,14.602801517673091,0.0045594027649236,-811.1839146184558,-639.2199182650659,1120.4923095703125,0.17415548861026764,98.47282409667969,-294.5245056152344,-811.1839146184558,,71.62011520902664,555.0270385742188,-0.32087624073028564,195.6721044045677,0.21129527494311331,-0.23945428431034088,613.0,0.4523491859436035,60,555.6974487304688,1675.5069389343262,120000,613.0,-0.36572110652923584,0.9311513900756836,0.8820059895515442,0.9110718965530396
