rollout/episodes,param_noise_stddev,reference_Q_std,total/steps,train/loss_critic,reference_actor_Q_std,AI_distance,train/loss_actor,reference_perturbed_action_std,reference_action_mean,reference_actor_Q_mean,total/duration,total/steps_per_second,obs_rms_mean,rollout/actions_std,AI_return,AI_success_rate,reference_perturbed_action_mean,reference_Q_mean,train/param_noise_distance,rollout/Q_mean,reference_action_std,rollout/episode_steps,rollout/actions_mean,obs_rms_std,rollout/return,total/epochs,rollout/return_history,total/episodes
295.0,0.014460633428115275,165.1873779296875,22000,167.01278686523438,162.18032836914062,12.54421806041133,-59.009254455566406,0.9194988012313843,0.257290244102478,-40.11832046508789,298.0937993526459,73.8022731360941,0.2984919548034668,0.8444262742996216,-20.13771536858851,,0.26666632294654846,-48.446014404296875,0.19987530767917633,29.204029083251953,0.9385303854942322,74.44067796610169,0.44368115067481995,0.37906160950660706,-20.13771536858851,11,176.08325146121834,295.0
303.0,0.012833077932624282,171.28079223632812,24000,209.9228057861328,172.92979431152344,12.47097554346518,-110.1981430053711,0.9467576146125793,-0.035020213574171066,-7.260408401489258,325.51579904556274,73.72914024563428,0.30694371461868286,0.8513692617416382,11.31378899301474,,-0.03531248867511749,-18.21458625793457,0.20775785133242608,37.02332305908203,0.9519444108009338,79.0990099009901,0.42477643489837646,0.3743029534816742,11.31378899301474,12,261.97419966079923,303.0
307.0,0.01161761804096316,216.69073486328125,26000,181.55035400390625,214.61270141601562,12.466553687418571,-211.81356811523438,0.9202927947044373,-0.18391740322113037,86.53500366210938,353.5354220867157,73.54284288272162,0.3133309781551361,0.8552627563476562,3.9099780576527357,,-0.17948737740516663,68.44236755371094,0.2018473353981972,43.7820930480957,0.9297171235084534,83.84039087947883,0.40352609753608704,0.3692528009414673,3.9099780576527357,13,245.3816600956767,307.0
314.0,0.012580215599082718,226.20913696289062,28000,1123.3748779296875,226.8030242919922,12.475345893288479,-324.2734069824219,0.9602923393249512,-0.06334583461284637,235.81663513183594,380.53781485557556,73.58007248406248,0.3207996189594269,0.8532046675682068,-53.41623539039647,,-0.03171372041106224,207.1046905517578,0.19117791518568994,65.03875732421875,0.9680435657501221,88.63375796178345,0.394584059715271,0.3658532202243805,-53.41623539039647,14,63.818833496303526,314.0
325.0,0.010944321720492653,271.0239562988281,30000,840.4285888671875,270.5094299316406,12.391761552266818,-412.9287414550781,0.9573562741279602,-0.025696303695440292,336.0246276855469,410.49174904823303,73.08307674772527,0.32594308257102966,0.8549933433532715,7.51071923804662,,-0.11255604028701782,310.73626708984375,0.20896164923906327,94.83719635009766,0.962986409664154,92.00923076923077,0.38299673795700073,0.36377719044685364,7.51071923804662,15,238.88765578443264,325.0
333.0,0.009907751681525063,299.7159729003906,32000,741.800537109375,294.9020690917969,12.350849394978017,-528.4177856445312,0.9701926112174988,-0.14271506667137146,439.68505859375,440.5789337158203,72.6317069454811,0.3324160873889923,0.8540029525756836,45.4603382226141,,-0.13161568343639374,411.8769226074219,0.20743039965629578,127.68477630615234,0.9548628330230713,95.41141141141141,0.37405484914779663,0.36032792925834656,45.4603382226141,16,357.7594352618437,333.0
341.0,0.00896935834762211,342.105224609375,34000,1317.1566162109375,338.4313049316406,12.313970082146291,-613.8953247070312,0.9494925737380981,-0.08628955483436584,521.381103515625,467.5194823741913,72.72424205155845,0.3365519344806671,0.853790819644928,56.76745393156026,,-0.07509443163871765,495.59820556640625,0.1999176897108555,151.62586975097656,0.9545077085494995,99.35483870967742,0.36758890748023987,0.35872897505760193,56.76745393156026,17,400.6077410967198,341.0
347.0,0.010517278057089798,374.940673828125,36000,2273.67822265625,372.59210205078125,12.309975795532779,-689.778564453125,0.9661417007446289,-0.025784950703382492,572.483154296875,495.1927342414856,72.698966504715,0.34096577763557434,0.8533703088760376,20.56023986109813,,0.00904807634651661,544.5562744140625,0.20213037550449373,181.39251708984375,0.9606764912605286,103.51296829971182,0.36190763115882874,0.3560250997543335,20.56023986109813,18,285.1852650319162,347.0
354.0,0.010106897490323717,420.962890625,38000,1052.2298583984375,420.896484375,12.239605394458964,-754.4202270507812,0.9707292318344116,0.04466494545340538,612.124267578125,522.4729840755463,72.73103329397304,0.34487485885620117,0.852409303188324,64.9141593880532,,-0.05795613303780556,590.53857421875,0.20446321070194245,210.84388732910156,0.9763851165771484,107.23728813559322,0.36043283343315125,0.35371923446655273,64.9141593880532,19,447.27656534443753,354.0
360.0,0.009907751681525063,466.5219421386719,40000,2162.637451171875,466.6585693359375,12.185609391057405,-799.051025390625,0.9499518871307373,-0.008894075639545918,650.2779541015625,549.735910654068,72.76221040828234,0.3494677245616913,0.8504437208175659,89.04815747454455,,-0.08340974152088165,623.8546752929688,0.2055032142996788,245.4907684326172,0.9534651637077332,110.95,0.36016011238098145,0.350881427526474,89.04815747454455,20,527.2476319610494,360.0
366.0,0.010106897490323717,500.3764343261719,42000,3402.9365234375,497.6924743652344,12.142413722244509,-880.6994018554688,0.959212064743042,-0.017688605934381485,655.2415771484375,576.8557615280151,72.80849529654955,0.3537941873073578,0.8499108552932739,133.65919378358075,,-0.02698361687362194,628.16015625,0.20035114824771882,282.5744934082031,0.9625024199485779,114.30601092896175,0.3582215905189514,0.34870025515556335,133.65919378358075,21,693.6446107194308,366.0
373.0,0.010310046129879225,542.931396484375,44000,3848.95458984375,537.620849609375,12.114853486848785,-920.0960693359375,0.9504843950271606,-0.0382770337164402,685.303955078125,606.627195596695,72.53219163166663,0.3561002314090729,0.8503310084342957,148.4939251631051,,-0.00788824912160635,661.3309326171875,0.191147008985281,307.8288269042969,0.9549221396446228,117.89812332439678,0.354726642370224,0.3461313247680664,148.4939251631051,22,763.2253576138703,373.0
381.0,0.009149642450409314,572.0707397460938,46000,5551.41259765625,569.8336181640625,12.119576455509705,-929.3270874023438,0.9592173099517822,-0.06897642463445663,723.476318359375,636.8552317619324,72.22991616593268,0.3570230007171631,0.8524581789970398,155.02508686778344,,-0.036736804991960526,700.3067016601562,0.2015783567726612,337.1788330078125,0.9561032056808472,120.65354330708661,0.3473667502403259,0.34392619132995605,155.02508686778344,23,800.0896811064349,381.0
389.0,0.009149642450409314,585.1649169921875,48000,2260.900146484375,583.4970703125,12.077580187392668,-1002.7532958984375,0.9508713483810425,-0.05153949558734894,768.2361450195312,664.8053522109985,72.20158478021033,0.35840868949890137,0.853904128074646,164.72154921189374,,-0.03826357424259186,745.8639526367188,0.20418709456920625,370.1809997558594,0.9591583609580994,123.38560411311055,0.34339502453804016,0.3415137529373169,164.72154921189374,24,839.3018994878505,389.0
395.0,0.008619377074687717,607.6145629882812,50000,1304.8564453125,606.0979614257812,12.011710018219322,-1067.710205078125,0.9575279951095581,0.03875313699245453,818.703369140625,692.253253698349,72.22790175831751,0.36003127694129944,0.8544759750366211,158.3854784696785,,0.03961820900440216,794.1073608398438,0.1999714830517769,405.3598937988281,0.9578603506088257,126.0632911392405,0.34011828899383545,0.3393488824367523,158.3854784696785,25,685.0289002925665,395.0
401.0,0.00896935834762211,612.0859375,52000,4278.361328125,609.49072265625,11.981497161575067,-1088.6270751953125,0.9502483010292053,0.03099765256047249,864.8977661132812,718.7410230636597,72.34872969730894,0.36212286353111267,0.8552469611167908,174.11715267662223,,0.03578570485115051,838.0576171875,0.1968963150680065,446.5376281738281,0.9522454738616943,129.4488778054863,0.3363626301288605,0.33766046166419983,174.11715267662223,26,556.0417562582144,401.0
407.0,0.008792626553888941,631.9408569335938,54000,5784.26123046875,632.85009765625,11.92781486538188,-1152.046142578125,0.9592171311378479,0.02058890275657177,900.6781005859375,746.7109098434448,72.31714347299629,0.3640975058078766,0.8535948991775513,187.20609051663652,0.002457002457002457,0.04621857404708862,874.795654296875,0.20124670207500459,472.7264099121094,0.9594190716743469,132.23832923832924,0.33641374111175537,0.33564361929893494,187.20609051663652,27,749.9251557657168,407.0
415.0,0.008119843104068908,668.4554443359375,56000,5276.06298828125,665.7727661132812,11.838791501143186,-1180.5211181640625,0.9574035406112671,0.03772756829857826,931.648193359375,776.4021694660187,72.12756764772408,0.36468520760536194,0.8530926704406738,208.11006584428546,0.0024096385542168677,0.04897652566432953,901.5782470703125,0.20107831418514252,500.9085693359375,0.954865574836731,134.9325301204819,0.3356906771659851,0.3339347839355469,208.11006584428546,28,1030.0987947815424,415.0
421.0,0.009149642450409314,689.1322021484375,58000,4378.7802734375,681.7532348632812,11.764640254057214,-1176.6407470703125,0.9534648656845093,0.04043782502412796,954.3843994140625,804.6412980556488,72.0818085526462,0.3668462038040161,0.8526572585105896,260.93462187338844,0.0023752969121140144,0.059322748333215714,925.8978881835938,0.20426525086164474,529.3295288085938,0.9658400416374207,136.46793349168647,0.33436688780784607,0.33282068371772766,260.93462187338844,29,1199.656257219004,421.0
427.0,0.008619377074687717,701.8974609375,60000,4088.876953125,697.07958984375,11.72909756683419,-1244.9451904296875,0.9559759497642517,0.06822662800550461,972.9010620117188,832.0025832653046,72.11516070601853,0.36919906735420227,0.8519222140312195,297.9923363077282,0.00234192037470726,0.07299943268299103,944.2761840820312,0.2047412845492363,560.9118041992188,0.9563295841217041,139.92740046838406,0.3339037001132965,0.3318920433521271,297.9923363077282,30,1240.445704667915,427.0
432.0,0.008792626553888941,730.3703002929688,62000,2133.140380859375,727.3990478515625,11.73343192988834,-1297.3677978515625,0.9608781933784485,0.1374218612909317,984.9639892578125,859.8999166488647,72.10141412924145,0.3718976676464081,0.8513603806495667,325.63419220640384,0.0023148148148148147,0.12241119146347046,954.2822265625,0.19893777385354042,580.123046875,0.9641785025596619,142.8912037037037,0.33502957224845886,0.3301926255226135,325.63419220640384,31,1285.2995525103565,432.0
439.0,0.008449541294664952,740.007080078125,64000,5856.4189453125,729.9596557617188,11.69319692220725,-1328.94970703125,0.9622268676757812,0.07425891607999802,1036.964599609375,889.724175453186,71.93240530684831,0.3738288879394531,0.8522466421127319,351.14916331932073,0.002277904328018223,0.08502332866191864,1002.9874877929688,0.2009586662054062,607.0574951171875,0.9623618125915527,145.63325740318908,0.3318725526332855,0.3291184902191162,351.14916331932073,32,1281.1673659006829,439.0
445.0,0.008119843104068908,761.3807983398438,66000,4921.2236328125,748.0202026367188,11.682444435390806,-1384.2979736328125,0.9492732882499695,-0.027556614950299263,1086.748291015625,917.1254353523254,71.96398383024375,0.3760095536708832,0.8521746397018433,341.42577591891666,0.0022471910112359553,-0.01604323647916317,1047.1845703125,0.19999340116977693,629.4846801757812,0.950637936592102,147.8988764044944,0.33155927062034607,0.32770758867263794,341.42577591891666,33,1453.6308715273447,445.0
452.0,0.007803009623294559,765.4854125976562,68000,2576.859619140625,759.5350341796875,11.70980488000839,-1422.4771728515625,0.9421647191047668,-0.004703490063548088,1166.787109375,945.1453540325165,71.94660557751686,0.3773306906223297,0.8526420593261719,310.59082524598927,0.0022123893805309734,-0.08957327902317047,1123.576416015625,0.20492830157279968,646.6002197265625,0.9453504085540771,150.25221238938053,0.3307107090950012,0.32728374004364014,310.59082524598927,34,1260.5287887787395,452.0
457.0,0.008119843104068908,806.9415283203125,70000,3599.325927734375,803.8032836914062,11.667545187158211,-1433.7891845703125,0.9544792771339417,0.11585596948862076,1176.474853515625,972.8721904754639,71.9518973666926,0.3791828155517578,0.8532520532608032,303.00668188309214,0.002188183807439825,0.10071846842765808,1139.6214599609375,0.2045924833416939,661.1868286132812,0.9571559429168701,152.64113785557987,0.3281000256538391,0.32639071345329285,303.00668188309214,35,1137.502624404964,457.0
463.0,0.007803009623294559,825.2898559570312,72000,3362.190673828125,818.7501831054688,11.616302282477768,-1438.08203125,0.9392443895339966,0.1816454529762268,1189.690185546875,1000.1175394058228,71.99153815738072,0.3794229328632355,0.8536621928215027,316.15313625714316,0.0021598272138228943,0.16890066862106323,1148.0740966796875,0.1964664003252983,677.0010986328125,0.9594945311546326,155.38444924406048,0.327196329832077,0.32485175132751465,316.15313625714316,36,1071.0434979736258,463.0
468.0,0.007803009623294559,815.9320068359375,74000,8155.28125,808.4348754882812,11.56474736194343,-1444.1947021484375,0.9606800079345703,0.22667111456394196,1202.484375,1031.128468990326,71.76603325913433,0.38111069798469543,0.8542386889457703,346.28428243333457,0.004273504273504274,0.1280817687511444,1156.843017578125,0.2022201293706894,701.9973754882812,0.9454600214958191,157.14743589743588,0.32554563879966736,0.32347020506858826,346.28428243333457,37,1212.5796344882015,468.0
474.0,0.007649259507199841,797.3858032226562,76000,6323.61328125,783.849365234375,11.557456768909956,-1517.305908203125,0.9565728902816772,0.15968504548072815,1265.609619140625,1058.7161936759949,71.78505481824973,0.3815714418888092,0.854124903678894,350.373863252191,0.004219409282700422,0.17089974880218506,1222.34375,0.19885450556874276,719.2670288085938,0.9633238315582275,159.67299578059072,0.3261171877384186,0.32255980372428894,350.373863252191,38,1127.22809539324,474.0
481.0,0.008119843104068908,791.9453125,78000,4702.3720703125,785.374755859375,11.511423042389826,-1506.9625244140625,0.9587429761886597,0.12803301215171814,1268.43359375,1087.4551124572754,71.72709853167802,0.3828270733356476,0.8540015816688538,380.27928054725174,0.004158004158004158,0.10192132741212845,1232.454833984375,0.20375698804855347,743.7015991210938,0.9585549831390381,161.8939708939709,0.3259003758430481,0.3222406804561615,380.27928054725174,39,1238.4977584660262,481.0
487.0,0.007498538875796335,836.605712890625,80000,5465.0869140625,834.8343505859375,11.423894543947752,-1508.345947265625,0.9644595384597778,0.12291382998228073,1253.260009765625,1115.2602725028992,71.7321346168475,0.3838771879673004,0.8548386096954346,447.8370385478068,0.006160164271047228,0.11524170637130737,1219.611572265625,0.1965884855389595,773.8953857421875,0.9581419825553894,164.09445585215605,0.32335570454597473,0.321305513381958,447.8370385478068,40,1546.7867357420212,487.0
495.0,0.008119843104068908,851.6407470703125,82000,4768.7490234375,846.2655639648438,11.406206957235565,-1569.01611328125,0.9566264748573303,-0.010781604796648026,1242.17626953125,1142.809728860855,71.75297683345507,0.38573265075683594,0.8551957607269287,458.4402169560745,0.006060606060606061,0.13776126503944397,1202.8525390625,0.2042906576395035,800.158203125,0.9601422548294067,165.5939393939394,0.32175007462501526,0.32145240902900696,458.4402169560745,41,1643.6564339773388,495.0
501.0,0.007803009623294559,853.5155029296875,84000,8988.7060546875,842.9110107421875,11.392392240706181,-1580.4471435546875,0.963042676448822,0.05405643582344055,1251.283935546875,1171.628500699997,71.69508077843247,0.3871968686580658,0.8559083938598633,491.0442402803698,0.005988023952095809,0.05646664276719093,1212.2890625,0.2092584890127182,825.32958984375,0.9624544978141785,166.77644710578844,0.3191463351249695,0.32059744000434875,491.0442402803698,42,1761.921861571398,501.0
508.0,0.007498538875796335,883.9116821289062,86000,7410.28271484375,878.653564453125,11.31072007724112,-1649.5841064453125,0.9634135961532593,0.06710450351238251,1265.286376953125,1199.6098668575287,71.68997386232216,0.3886159360408783,0.8554865121841431,561.8108832491864,0.005905511811023622,0.08705651760101318,1227.837890625,0.21106420189142228,853.8480224609375,0.9664809107780457,168.748031496063,0.3186812102794647,0.32033514976501465,561.8108832491864,43,2029.7124240773492,508.0
514.0,0.007649259507199841,922.1529541015625,88000,2547.700439453125,915.9359741210938,11.284841997946433,-1670.4091796875,0.9641509652137756,0.11695319414138794,1245.966552734375,1227.3372898101807,71.69993182038006,0.3898501694202423,0.8553041219711304,577.3908212053932,0.005836575875486381,0.12855227291584015,1202.96728515625,0.20538830399513244,874.4383544921875,0.9762970805168152,170.60311284046693,0.31801190972328186,0.3195846974849701,577.3908212053932,44,2124.5846916268033,514.0
521.0,0.00735078803626736,960.0753173828125,90000,3079.87158203125,955.9650268554688,11.256552622026783,-1693.5263671875,0.9549541473388672,0.13381710648536682,1212.8232421875,1255.2326085567474,71.6998581669106,0.3909582793712616,0.8553680777549744,570.8913576414494,0.005758157389635317,0.16426697373390198,1179.144775390625,0.19505557492375375,900.4213256835938,0.9662396311759949,172.55470249520152,0.31653469800949097,0.31906601786613464,570.8913576414494,45,1875.8092152249862,521.0
528.0,0.00678832942351661,983.9924926757812,92000,5418.42626953125,979.6624755859375,11.221158312350996,-1693.9542236328125,0.9770898222923279,0.006779700517654419,1204.098388671875,1285.5509462356567,71.56464725835556,0.39216676354408264,0.8552773594856262,564.1413425391343,0.007575757575757576,0.001271708868443966,1169.114990234375,0.2113097783923149,920.4248657226562,0.967889666557312,173.87689393939394,0.3150879144668579,0.31845569610595703,564.1413425391343,46,1572.3817703319155,528.0
535.0,0.007063962819312372,988.5676879882812,94000,3541.443359375,988.1834106445312,11.186444879927791,-1716.3277587890625,0.9589990377426147,0.018435601145029068,1232.00439453125,1313.7802259922028,71.54925773754026,0.39377379417419434,0.8551275730133057,584.9665125308564,0.007476635514018692,0.0277389045804739,1197.7359619140625,0.19704779148101806,945.9327392578125,0.9634386301040649,175.56448598130842,0.31479474902153015,0.3177974224090576,584.9665125308564,47,1741.557584293852,535.0
541.0,0.00735078803626736,1001.4014892578125,96000,3599.172607421875,1002.0261840820312,11.180246643049648,-1706.255126953125,0.9675469994544983,-0.07225649803876877,1221.2139892578125,1342.5562710762024,71.5053827301002,0.3953211009502411,0.8554577827453613,650.6224149460372,0.0073937153419593345,-0.08262479305267334,1188.6044921875,0.1983301943540573,971.5631713867188,0.9720236659049988,177.29574861367837,0.312988817691803,0.3177068531513214,650.6224149460372,48,2084.2306985839928,541.0
548.0,0.007205948471980551,993.2724609375,98000,3725.694091796875,993.2965698242188,11.130653357667192,-1753.81103515625,0.9664361476898193,-0.05723990499973297,1208.6217041015625,1371.423817873001,71.45858101836988,0.39632919430732727,0.855398416519165,680.9628753543078,0.0072992700729927005,-0.04223071411252022,1174.46728515625,0.1928136555850506,992.069580078125,0.9675062298774719,178.62226277372264,0.3125142753124237,0.3171722888946533,680.9628753543078,49,2345.8095523294983,548.0
553.0,0.007803009623294559,957.1054077148438,100000,6683.931640625,951.9429321289062,11.086794572717254,-1808.10205078125,0.9663575887680054,0.014992784708738327,1204.725341796875,1399.0658977031708,71.47626152861618,0.39719510078430176,0.8554184436798096,686.9670741140543,0.007233273056057866,0.01568351872265339,1167.229736328125,0.1904508002102375,1007.7469482421875,0.9665207266807556,180.5732368896926,0.31218552589416504,0.3161700963973999,686.9670741140543,50,2360.1715670130043,553.0
558.0,0.00795985011672278,942.42919921875,102000,2894.754150390625,933.3021850585938,11.094883002282407,-1829.0758056640625,0.9718577265739441,0.08071362227201462,1273.8260498046875,1427.886890888214,71.43422959542062,0.3978385925292969,0.8569129109382629,658.5982079337209,0.007168458781362007,0.06718975305557251,1226.2225341796875,0.19627194866538047,1022.1419067382812,0.9774818420410156,182.42652329749103,0.30833700299263,0.3158304691314697,658.5982079337209,51,2341.1872958417084,558.0
565.0,0.007205948471980551,934.65087890625,104000,4114.5361328125,927.2017822265625,11.070647516356528,-1837.056884765625,0.9486199021339417,0.13101834058761597,1397.354736328125,1456.1405029296875,71.42167928902245,0.3989638388156891,0.8567070364952087,681.5828531622207,0.007079646017699115,0.1799125075340271,1344.9615478515625,0.20040232047438622,1041.1531982421875,0.9497849345207214,183.7504424778761,0.30790427327156067,0.3153253495693207,681.5828531622207,52,2323.2668308558937,565.0
570.0,0.007205948471980551,937.5360717773438,106000,8868.7626953125,935.4426879882812,11.041626593554643,-1911.6361083984375,0.9457809329032898,0.04800483584403992,1522.6024169921875,1484.562077999115,71.40152747459793,0.39955782890319824,0.8564514517784119,717.4767429668286,0.007017543859649123,0.05768971890211105,1478.8056640625,0.19876732915639878,1058.808837890625,0.9533177018165588,185.77719298245614,0.30750370025634766,0.3147500455379486,717.4767429668286,53,2458.7236013164543,570.0
574.0,0.00735078803626736,1002.61083984375,108000,7569.67822265625,999.6552124023438,11.073425930199274,-1940.056396484375,0.9508519172668457,0.1272503137588501,1639.621826171875,1515.065200328827,71.28406089491058,0.4006701409816742,0.8564273715019226,696.7388562003124,0.006968641114982578,0.15680553019046783,1587.2386474609375,0.1992642205953598,1070.6474609375,0.9612035155296326,187.86759581881532,0.3062756657600403,0.3143652379512787,696.7388562003124,54,2338.5089227744083,574.0
580.0,0.00735078803626736,998.8184814453125,110000,4871.05078125,988.0736694335938,11.013590187308933,-2007.5634765625,0.9552914500236511,0.17719976603984833,1708.54736328125,1543.9887795448303,71.24404105606786,0.4009600579738617,0.8565146923065186,750.3465314849284,0.008620689655172414,0.1603202521800995,1656.263916015625,0.2054257407784462,1085.0460205078125,0.9560604691505432,189.65,0.3060036599636078,0.31341224908828735,750.3465314849284,55,2560.9447724386796,580.0
588.0,0.007498538875796335,968.4885864257812,112000,5735.47314453125,955.0328369140625,10.973054897103973,-1955.65869140625,0.9641063213348389,0.0896715521812439,1668.830322265625,1572.3910975456238,71.2290982662157,0.40084898471832275,0.8563121557235718,810.487166910756,0.008503401360544218,0.11551301926374435,1617.086669921875,0.19738200783729554,1107.5853271484375,0.9681721925735474,190.46938775510205,0.3067399263381958,0.3133178651332855,810.487166910756,56,2574.601301417443,588.0
594.0,0.00735078803626736,939.159912109375,114000,11829.4140625,916.9874267578125,10.949720476282241,-1975.9278564453125,0.9613282084465027,0.19187387824058533,1583.1446533203125,1600.0010268688202,71.2499542722772,0.4010058343410492,0.8564117550849915,829.4361840588011,0.008417508417508417,0.09801546484231949,1528.981201171875,0.19961696088314057,1121.958984375,0.9543980956077576,191.61111111111111,0.3068126440048218,0.3125743567943573,829.4361840588011,57,2618.92078566644,594.0
601.0,0.0062689083313006155,1014.4447021484375,116000,5879.31298828125,994.566650390625,10.954779195493199,-1999.6629638671875,0.9618028402328491,-0.012557726353406906,1558.5855712890625,1628.5722119808197,71.22803591184336,0.4011034667491913,0.8558799028396606,836.3582910747127,0.008319467554076539,0.06426098197698593,1504.396728515625,0.20229218780994415,1136.5390625,0.9617902040481567,192.96339434276206,0.30881229043006897,0.3127784729003906,836.3582910747127,58,2566.3816855543696,601.0
605.0,0.00652345114787383,1038.9151611328125,118000,8900.7470703125,1027.6734619140625,10.951205658475576,-2006.735107421875,0.9441446661949158,0.08661459386348724,1552.981201171875,1657.8857777118683,71.17498779853082,0.4017937481403351,0.8558355569839478,824.926481633965,0.008264462809917356,0.05286450311541557,1503.90771484375,0.19964870631694795,1153.5748291015625,0.959125280380249,193.71404958677687,0.30892521142959595,0.3122595250606537,824.926481633965,59,2453.6752335425767,605.0
611.0,0.0062689083313006155,1043.919189453125,120000,5307.6943359375,1031.952392578125,10.963440014862146,-2090.24267578125,0.9476799964904785,0.05502904951572418,1654.78662109375,1686.737419128418,71.14326073468341,0.4022638499736786,0.8556767106056213,797.1056140966432,0.008183306055646482,0.04488719254732132,1598.288330078125,0.20476834148168563,1170.5126953125,0.9497193694114685,195.87888707037644,0.3085907995700836,0.3116777241230011,797.1056140966432,60,2034.7785496632946,611.0
