reference_actor_Q_mean,reference_actor_Q_std,reference_Q_mean,reference_perturbed_action_mean,reference_action_mean,AI_return,rollout/Q_mean,rollout/actions_std,param_noise_stddev,reference_perturbed_action_std,total/episodes,total/epochs,obs_rms_std,reference_Q_std,total/duration,AI_success_rate,obs_rms_mean,train/loss_actor,rollout/return,AI_distance,rollout/episodes,train/param_noise_distance,reference_action_std,rollout/return_history,rollout/actions_mean,train/loss_critic,total/steps_per_second,total/steps,rollout/episode_steps
1141.6583251953125,1435.05126953125,1124.02685546875,0.013070089742541313,0.035292308777570724,2395.1827333853694,1231.97021484375,0.8401638269424438,0.007498538875796335,0.8064321279525757,1067.0,107,3.686192512512207,1443.5643310546875,2061.925804376602,0.02436738519212746,0.4673531949520111,-1327.6390380859375,2395.1827333853694,8.097275640613601,1067.0,0.20078463912010192,0.7845132350921631,3972.5563303683675,0.2112227976322174,2690.82568359375,103.78646969050385,214000,200.48453608247422
1130.2813720703125,1429.950927734375,1113.79833984375,0.2608410716056824,0.1763191521167755,2405.1317228237767,1236.974609375,0.8395422697067261,0.007649259507199841,0.7722935080528259,1078.0,108,3.6694717407226562,1438.05224609375,2080.7107570171356,0.02504638218923933,0.467138409614563,-1278.8560791015625,2405.1317228237767,8.068257288067263,1078.0,0.20049932658672331,0.7987582087516785,3998.1051378304924,0.2114848792552948,2784.779052734375,103.81068068761907,216000,200.23840445269016
1130.3763427734375,1425.3836669921875,1112.573486328125,0.13057377934455872,0.13267335295677185,2421.405329901946,1240.943359375,0.839325487613678,0.00735078803626736,0.847865879535675,1088.0,109,3.652968168258667,1433.155517578125,2102.973142147064,0.025735294117647058,0.4669783115386963,-1310.25830078125,2421.405329901946,8.030332296029414,1088.0,0.19972728937864304,0.7879714965820312,4004.601226846821,0.21155916154384613,2322.307861328125,103.66275994253992,218000,200.3308823529412
1170.392578125,1382.7872314453125,1151.674560546875,0.12405319511890411,0.10358121246099472,2424.60835670142,1244.3543701171875,0.8387086987495422,0.00735078803626736,0.7887789011001587,1099.0,110,3.636664390563965,1389.853515625,2123.015358686447,0.025477707006369428,0.4667675197124481,-1262.1656494140625,2424.60835670142,8.024264401154667,1099.0,0.19843297004699706,0.8069196939468384,3948.5515192535026,0.21215717494487762,3030.831298828125,103.62619332915165,220000,199.99818016378526
1136.684814453125,1417.8314208984375,1120.960693359375,0.14176319539546967,0.045864589512348175,2435.887974312647,1245.55615234375,0.8384883999824524,0.00735078803626736,0.8096891045570374,1110.0,111,3.6207282543182373,1424.136962890625,2143.49218249321,0.026126126126126126,0.46581315994262695,-1325.2310791015625,2435.887974312647,7.976522083815458,1110.0,0.20539042115211487,0.8417609333992004,4005.7985261415847,0.21119526028633118,2649.84033203125,103.56930704630796,222000,199.97657657657658
1124.4271240234375,1391.38525390625,1108.48681640625,0.056687235832214355,0.07207692414522171,2453.095660463909,1251.937744140625,0.8379518985748291,0.007498538875796335,0.8142988681793213,1120.0,112,3.6049346923828125,1397.41650390625,2164.5501730442047,0.025892857142857145,0.46580830216407776,-1276.4488525390625,2453.095660463909,7.944149533250879,1120.0,0.20058006167411804,0.8143801689147949,4003.1710062721545,0.21108265221118927,2074.450927734375,103.48570469261442,224000,199.92857142857142
1141.76220703125,1386.1883544921875,1123.663818359375,-0.0097122173756361,0.06244613975286484,2462.8294622142666,1254.97705078125,0.8379216194152832,0.007205948471980551,0.7904951572418213,1131.0,113,3.589386224746704,1395.330078125,2183.001556158066,0.02564102564102564,0.46539056301116943,-1338.1064453125,2462.8294622142666,7.9214022474066335,1131.0,0.20328352689743043,0.8213695883750916,3884.9267122897004,0.2105494737625122,2444.059814453125,103.52718226996807,226000,199.763041556145
1149.4549560546875,1391.2130126953125,1131.2763671875,0.09327857941389084,0.01056433655321598,2481.0528336683305,1259.458251953125,0.8378017544746399,0.007063962819312372,0.7987471222877502,1140.0,114,3.573974847793579,1398.3441162109375,2202.090552330017,0.02543859649122807,0.46516671776771545,-1313.8309326171875,2481.0528336683305,7.884170935822587,1140.0,0.20146626621484756,0.7935717701911926,3842.161225226776,0.20938538014888763,2536.78564453125,103.53797656447631,228000,199.91052631578947
1138.5037841796875,1378.467529296875,1123.3939208984375,0.02107253298163414,0.13971702754497528,2491.9153290169083,1263.5059814453125,0.8374823331832886,0.007803009623294559,0.8103742599487305,1149.0,115,3.558804750442505,1385.0628662109375,2221.3463912010193,0.02610966057441253,0.4647691547870636,-1309.805419921875,2491.9153290169083,7.859013359499783,1149.0,0.19691963791847228,0.8003820180892944,3843.596227660941,0.20845480263233185,3091.077392578125,103.54080791318886,230000,200.00348128807659
1130.6201171875,1413.1026611328125,1111.60302734375,0.0980818122625351,0.08416673541069031,2493.9622701404805,1267.02685546875,0.8371827602386475,0.007649259507199841,0.8469682931900024,1159.0,116,3.543811798095703,1423.821044921875,2238.5872390270233,0.025884383088869714,0.4647326171398163,-1357.0230712890625,2493.9622701404805,7.8451446444595225,1159.0,0.2024237309396267,0.7962440252304077,3729.9034273821453,0.20806214213371277,2972.041015625,103.63679197100944,232000,199.94995685936152
1154.380126953125,1398.7635498046875,1136.55712890625,0.2939803898334503,-0.0008453140035271645,2510.0895264501814,1271.2335205078125,0.8370056748390198,0.007498538875796335,0.7605447173118591,1169.0,117,3.52919864654541,1406.0484619140625,2258.2240023612976,0.02566295979469632,0.46476471424102783,-1344.63232421875,2510.0895264501814,7.8143796536700485,1169.0,0.20018001794815063,0.7803225517272949,3687.8974554370043,0.20807743072509766,3193.27587890625,103.62125269916508,234000,199.99743370402052
1147.326171875,1434.6737060546875,1127.78662109375,0.10751399397850037,-0.00700925849378109,2519.4119806668714,1274.9461669921875,0.8364332318305969,0.007498538875796335,0.8257429599761963,1180.0,118,3.514615774154663,1445.00146484375,2276.2064468860626,0.025423728813559324,0.46448811888694763,-1305.872314453125,2519.4119806668714,7.80751024802513,1180.0,0.2000507342815399,0.794035017490387,3691.691328989861,0.20807115733623505,3549.233154296875,103.68128089737071,236000,199.88813559322034
1151.2490234375,1415.0343017578125,1133.3037109375,0.029072988778352737,0.046360451728105545,2524.5320891172673,1276.07666015625,0.8364871144294739,0.007649259507199841,0.7810558080673218,1189.0,119,3.500281572341919,1423.26513671875,2294.474632501602,0.025231286795626577,0.4641798734664917,-1380.9354248046875,2524.5320891172673,7.7883968701116935,1189.0,0.19857930213212968,0.7920261025428772,3646.845018786199,0.2071804702281952,3883.06005859375,103.72744881494513,238000,200.02354920100925
1123.5677490234375,1409.9110107421875,1106.0467529296875,0.1615576297044754,0.09652159363031387,2532.989152876821,1279.16455078125,0.8361003398895264,0.007498538875796335,0.7854750156402588,1200.0,120,3.485982656478882,1417.332763671875,2312.9331674575806,0.025,0.46380582451820374,-1360.7857666015625,2532.989152876821,7.766262710859951,1200.0,0.1984618127346039,0.7888555526733398,3713.207001166258,0.2072892040014267,4132.0439453125,103.76434709689968,240000,199.95416666666668
1132.707763671875,1426.437744140625,1114.16015625,-0.09367990493774414,0.14978750050067902,2541.1701869438434,1281.6866455078125,0.8360732793807983,0.00795985011672278,0.8118411898612976,1211.0,121,3.471903085708618,1435.776123046875,2333.2581231594086,0.02477291494632535,0.4637450873851776,-1332.989013671875,2541.1701869438434,7.738577683621709,1211.0,0.19058920621871947,0.8276799321174622,3658.2768422567224,0.20744378864765167,3053.435546875,103.71762883753026,242000,199.72584640792732
1142.2421875,1438.4459228515625,1123.8427734375,0.18355177342891693,0.13778957724571228,2560.350942400407,1287.225830078125,0.8354212641716003,0.007498538875796335,0.8088088631629944,1220.0,122,3.458005666732788,1446.180419921875,2352.4361402988434,0.02459016393442623,0.46408557891845703,-1430.197998046875,2560.350942400407,7.711275790131189,1220.0,0.2040315416455269,0.806621253490448,3761.6101000891877,0.20765401422977448,2827.03759765625,103.72226298521467,244000,199.9639344262295
1130.45068359375,1434.4154052734375,1110.6790771484375,-0.007256414741277695,0.0064177922904491425,2578.0139357739313,1293.32666015625,0.8351466059684753,0.006924774844929294,0.8398174047470093,1229.0,123,3.4443397521972656,1446.2349853515625,2372.5241458415985,0.024410089503661515,0.4644201099872589,-1377.393798828125,2578.0139357739313,7.694545934037526,1229.0,0.21212372839450835,0.8270759582519531,3877.148764781396,0.2076069712638855,2555.082275390625,103.68703746647735,246000,200.1041497152156
1103.1793212890625,1419.5667724609375,1086.0111083984375,0.12606476247310638,0.08820515125989914,2586.7535672574927,1295.890625,0.8352722525596619,0.00735078803626736,0.8402760028839111,1240.0,124,3.4308364391326904,1429.5240478515625,2393.5800726413727,0.025,0.4642762243747711,-1365.2991943359375,2586.7535672574927,7.671963598543362,1240.0,0.20512208580970764,0.8050699234008789,3791.741930173937,0.2076629102230072,1655.12353515625,103.61048825340782,248000,199.9790322580645
1113.37939453125,1404.959716796875,1095.851806640625,-0.012372992001473904,0.02187051624059677,2592.258996169777,1296.7509765625,0.8354107141494751,0.00735078803626736,0.7616059184074402,1251.0,125,3.4174461364746094,1414.97998046875,2413.7731804847717,0.026378896882494004,0.4634369909763336,-1291.2301025390625,2592.258996169777,7.6331464855931355,1251.0,0.20948244303464889,0.8211143016815186,3766.5510725610056,0.20743156969547272,3355.701171875,103.57228343625522,250000,199.7146282973621
1120.9732666015625,1415.597900390625,1099.870361328125,0.10123494267463684,-0.07828918099403381,2599.422516770758,1298.6234130859375,0.8354012966156006,0.00795985011672278,0.8320397734642029,1261.0,126,3.404212236404419,1425.206787109375,2435.115117788315,0.02696272799365583,0.46342000365257263,-1367.09375,2599.422516770758,7.616321915648459,1261.0,0.1945439636707306,0.8431323766708374,3780.7939953950413,0.20715396106243134,2178.327880859375,103.48586732477689,252000,199.81284694686755
1097.881591796875,1408.623291015625,1076.941650390625,-0.026096012443304062,0.030446192249655724,2615.8814227350463,1302.760498046875,0.8350669741630554,0.007063962819312372,0.7856283187866211,1271.0,127,3.3911116123199463,1419.010986328125,2454.8961725234985,0.02832415420928403,0.46342769265174866,-1373.578857421875,2615.8814227350463,7.578877795245538,1271.0,0.2023112189769745,0.7906292080879211,3817.291261557971,0.20732645690441132,2095.10302734375,103.46669763181957,254000,199.81589299763965
1163.9290771484375,1331.1031494140625,1149.27734375,0.014947770163416862,0.10134375840425491,2619.4164704024247,1304.9071044921875,0.8348689675331116,0.007498538875796335,0.8077683448791504,1282.0,128,3.378230094909668,1337.94384765625,2474.1705644130707,0.028861154446177848,0.46301087737083435,-1347.7672119140625,2619.4164704024247,7.558512771138859,1282.0,0.20075858101248742,0.8218858242034912,3769.039409742,0.2074056714773178,2436.7646484375,103.46901853984711,256000,199.59672386895477
1137.934326171875,1365.8529052734375,1121.143310546875,0.03627213463187218,-0.10024936497211456,2632.5448435070643,1307.696533203125,0.8346774578094482,0.00735078803626736,0.8111609816551208,1293.0,129,3.365518569946289,1372.06103515625,2492.6505239009857,0.029389017788089715,0.4630439281463623,-1356.76513671875,2632.5448435070643,7.5419551016660575,1293.0,0.20245467722415925,0.8240078687667847,3848.2974120613244,0.20810860395431519,2578.868408203125,103.50428089543466,258000,199.50966744006186
1110.98388671875,1396.06982421875,1096.72802734375,-0.0700162872672081,0.043203406035900116,2644.776482715139,1310.007080078125,0.8346049189567566,0.00735078803626736,0.8467715978622437,1303.0,130,3.352940320968628,1403.5987548828125,2510.666265964508,0.029930928626247123,0.46270421147346497,-1382.5831298828125,2644.776482715139,7.503073765743749,1303.0,0.2125556644797325,0.8013474941253662,3975.922908741146,0.2082611322402954,2519.7509765625,103.55816841316316,260000,199.49501151189563
1070.12353515625,1409.2459716796875,1052.8499755859375,-0.10093407332897186,0.013088198378682137,2649.7409399161384,1311.8861083984375,0.8343989849090576,0.007649259507199841,0.8525189757347107,1313.0,131,3.3404619693756104,1417.6441650390625,2530.8297069072723,0.0297029702970297,0.46259260177612305,-1390.8465576171875,2649.7409399161384,7.488865100278247,1313.0,0.19787588208913803,0.859297513961792,3911.885597360832,0.20835654437541962,2933.8359375,103.52336203614804,262000,199.47372429550649
1097.0701904296875,1386.6280517578125,1081.2557373046875,-0.025773169472813606,0.007720327004790306,2657.5143025225775,1314.2030029296875,0.8342312574386597,0.007649259507199841,0.8140749931335449,1322.0,132,3.3282110691070557,1395.126953125,2550.748641014099,0.029500756429652043,0.46263161301612854,-1316.9593505859375,2657.5143025225775,7.481313619121431,1322.0,0.2055070334672928,0.8213996291160583,3787.119194223227,0.20769210159778595,3098.20068359375,103.49902603301662,264000,199.66641452344933
1080.45263671875,1388.3380126953125,1060.39404296875,-0.05687100440263748,-0.07131120562553406,2672.770581553794,1319.0831298828125,0.8340038061141968,0.006654572515946094,0.8070021271705627,1332.0,133,3.316056251525879,1399.630615234375,2569.7973067760468,0.02927927927927928,0.4627152979373932,-1381.6624755859375,2672.770581553794,7.459427040189468,1332.0,0.21174108773469924,0.8029077053070068,3793.2125161823647,0.20747698843479156,2618.8447265625,103.51010925982787,266000,199.6418918918919
1085.77880859375,1386.432861328125,1067.1236572265625,0.13042552769184113,0.06089375913143158,2683.024964494772,1321.8133544921875,0.8336564302444458,0.007498538875796335,0.8020936846733093,1343.0,134,3.3039724826812744,1398.2869873046875,2587.9202909469604,0.029784065524944156,0.46241655945777893,-1348.6309814453125,2683.024964494772,7.4250516277927625,1343.0,0.20060616612434387,0.8061462640762329,3833.080334844833,0.2074269950389862,1605.5762939453125,103.55805815871346,268000,199.5428145941921
1109.795166015625,1388.0089111328125,1086.89990234375,0.003025023965165019,-0.05947500467300415,2690.291885906321,1324.162109375,0.8334636092185974,0.007205948471980551,0.8433261513710022,1353.0,135,3.2920475006103516,1397.9827880859375,2607.4801926612854,0.030303030303030304,0.4619610011577606,-1380.5584716796875,2690.291885906321,7.397594406970123,1353.0,0.21630387574434282,0.776947021484375,3912.8406331635038,0.20720577239990234,4531.52001953125,103.54824583515956,270000,199.45971914264598
1117.270263671875,1332.3040771484375,1094.6370849609375,0.14381256699562073,0.1111307144165039,2694.684852326792,1325.029052734375,0.8334509134292603,0.007205948471980551,0.8068322539329529,1363.0,136,3.28035569190979,1349.44970703125,2626.452182531357,0.03008070432868672,0.4617854654788971,-1375.205322265625,2694.684852326792,7.378106200062596,1363.0,0.19543951988220215,0.8234115839004517,3882.006818391651,0.20674169063568115,3213.701904296875,103.56175597221353,272000,199.40205429200293
1139.8134765625,1299.9696044921875,1122.123291015625,-0.08737394958734512,0.14142689108848572,2701.7605751920737,1326.7220458984375,0.8331605195999146,0.007205948471980551,0.8424352407455444,1371.0,137,3.268683433532715,1311.2510986328125,2646.081746339798,0.029905178701677606,0.4616612195968628,-1426.2119140625,2701.7605751920737,7.373731826137448,1371.0,0.19849200755357743,0.8658159375190735,3793.284602920893,0.2067050039768219,2371.558837890625,103.54933303894012,274000,199.75346462436178
1120.7540283203125,1322.997802734375,1104.40576171875,-0.03230352699756622,0.07213764637708664,2700.845338794825,1324.3720703125,0.8335253000259399,0.00735078803626736,0.8114738464355469,1380.0,138,3.257150411605835,1331.3748779296875,2665.1898884773254,0.030434782608695653,0.46128392219543457,-1395.3421630859375,2700.845338794825,7.36357625893397,1380.0,0.19920127630233764,0.8276805877685547,3749.6209064543573,0.20538225769996643,3344.172607421875,103.5573492129989,276000,199.95
1140.081787109375,1323.2315673828125,1121.983154296875,-0.052056934684515,-0.06200338155031204,2708.318472661165,1326.2725830078125,0.8333291411399841,0.00735078803626736,0.8207859992980957,1390.0,139,3.2457306385040283,1330.872314453125,2686.51189994812,0.03093525179856115,0.46092379093170166,-1401.9189453125,2708.318472661165,7.332256905459893,1390.0,0.20352506190538405,0.786940336227417,3697.0693056678115,0.2049046903848648,3430.326904296875,103.47990641893993,278000,199.86474820143886
1131.037109375,1323.5159912109375,1114.238037109375,0.07324710488319397,0.04293514043092728,2712.5753108366057,1329.39306640625,0.8329696655273438,0.006924774844929294,0.8187375664710999,1399.0,140,3.2344810962677,1333.9810791015625,2704.4673862457275,0.030736240171551108,0.4614158570766449,-1380.3258056640625,2712.5753108366057,7.334693311896801,1399.0,0.20160798728466034,0.8206934332847595,3650.0345215032207,0.2046402245759964,2199.1884765625,103.53240028850517,280000,200.10793423874196
1141.1810302734375,1340.8065185546875,1122.1229248046875,0.03107377700507641,-0.03397621959447861,2720.0111952772386,1331.7655029296875,0.8326408863067627,0.00652345114787383,0.8254827857017517,1410.0,141,3.2233121395111084,1348.3272705078125,2721.581081390381,0.031205673758865248,0.4610053598880768,-1380.0643310546875,2720.0111952772386,7.307531961852366,1410.0,0.20163040161132811,0.8117097616195679,3660.483784838644,0.20459958910942078,2192.53759765625,103.61624054791487,282000,199.9177304964539
1139.838623046875,1359.1871337890625,1120.2030029296875,0.05414820834994316,0.0435771569609642,2726.97561730089,1333.7752685546875,0.8324344754219055,0.00678832942351661,0.8249548077583313,1421.0,142,3.2122504711151123,1366.8350830078125,2741.4679198265076,0.03096410978184377,0.4612632095813751,-1407.2119140625,2726.97561730089,7.301701836090224,1421.0,0.20786264955997466,0.7940970659255981,3705.635564146853,0.20508712530136108,2044.832763671875,103.59413580807934,284000,199.85432793807178
1151.50830078125,1357.5504150390625,1130.18994140625,0.08592632412910461,0.09792686253786087,2733.5034103634657,1334.778564453125,0.8324417471885681,0.007205948471980551,0.8312581181526184,1430.0,143,3.201366424560547,1369.438720703125,2761.0770485401154,0.03076923076923077,0.46096429228782654,-1383.9453125,2733.5034103634657,7.2847352263391905,1430.0,0.20772119641304015,0.8437104821205139,3601.1730322712638,0.2045670598745346,2297.784423828125,103.58276678704743,286000,199.95174825174826
1157.9486083984375,1374.4188232421875,1138.9197998046875,0.041792936623096466,0.07362508773803711,2740.305450307721,1337.2410888671875,0.8323031663894653,0.007063962819312372,0.8274728059768677,1440.0,144,3.1906185150146484,1386.435546875,2780.996368408203,0.030555555555555555,0.4611729383468628,-1435.44091796875,2740.305450307721,7.288233115151529,1440.0,0.2013580831885338,0.82127845287323,3534.1585585650396,0.20435482263565063,2653.891845703125,103.56000578484988,288000,199.91736111111112
1169.619140625,1350.69384765625,1149.159912109375,0.07132396847009659,0.1417320817708969,2751.0495831766216,1340.2188720703125,0.832085132598877,0.007498538875796335,0.7770554423332214,1450.0,145,3.1798741817474365,1363.458740234375,2799.64319562912,0.03103448275862069,0.46113237738609314,-1431.072509765625,2751.0495831766216,7.260332375227328,1450.0,0.20300992876291274,0.7866590619087219,3615.4833407248534,0.20459501445293427,2375.105224609375,103.58462837434284,290000,199.91241379310344
1171.801025390625,1340.5418701171875,1150.1822509765625,-0.04502195864915848,0.0007173763588070869,2762.53308349838,1341.39599609375,0.8319632411003113,0.007063962819312372,0.8037061095237732,1460.0,146,3.169318437576294,1355.2896728515625,2819.320253133774,0.03219178082191781,0.4608675539493561,-1410.770263671875,2762.53308349838,7.238974641974072,1460.0,0.19679659128189086,0.8084532618522644,3713.125463525111,0.20416897535324097,2545.58056640625,103.57106457680064,292000,199.913698630137
1169.7325439453125,1296.275146484375,1146.721923828125,0.014930150471627712,-0.07845097035169601,2776.7003557482176,1345.100341796875,0.8320698142051697,0.00652345114787383,0.7945230007171631,1470.0,147,3.1588363647460938,1308.7747802734375,2836.6787214279175,0.03333333333333333,0.460944265127182,-1360.46044921875,2776.7003557482176,7.219611937795521,1470.0,0.20196132957935334,0.7918120622634888,3816.4391196388447,0.20392808318138123,2118.05029296875,103.64233276724666,294000,199.91904761904763
1171.65771484375,1309.281494140625,1155.687255859375,0.12179442495107651,-0.1059320867061615,2793.6216857751733,1348.9227294921875,0.831833004951477,0.007205948471980551,0.7961972951889038,1480.0,148,3.148531913757324,1318.3114013671875,2855.3814976215363,0.03310810810810811,0.4608989953994751,-1430.1612548828125,2793.6216857751733,7.187424320479378,1480.0,0.20938894376158715,0.7899060845375061,4073.9352741039843,0.2039874941110611,2684.6005859375,103.66390629292823,296000,199.90540540540542
1171.866943359375,1324.1165771484375,1151.834228515625,0.13843514025211334,0.003623603843152523,2805.2186008136096,1353.1375732421875,0.831558108329773,0.007649259507199841,0.8161027431488037,1491.0,149,3.138252019882202,1336.4490966796875,2871.893858194351,0.0335345405767941,0.46098437905311584,-1392.3209228515625,2805.2186008136096,7.166267747804457,1491.0,0.20596303939819335,0.7997738122940063,4130.756574835777,0.20430873334407806,2373.474609375,103.76428054599548,298000,199.8189134808853
1156.939453125,1339.2978515625,1135.089111328125,0.060299068689346313,0.2673996686935425,2817.7561497670013,1356.1829833984375,0.8313325643539429,0.007205948471980551,0.8306534290313721,1500.0,150,3.128089189529419,1351.5107421875,2892.3390822410583,0.034,0.4608648121356964,-1421.75537109375,2817.7561497670013,7.14774655397556,1500.0,0.19909261792898178,0.7913703918457031,4277.496806550732,0.20422081649303436,3088.108154296875,103.72227856754344,300000,199.902
1184.095703125,1338.159423828125,1163.3221435546875,0.17474180459976196,0.19650572538375854,2825.888178729062,1357.6923828125,0.8312373757362366,0.007498538875796335,0.7837919592857361,1511.0,151,3.1180460453033447,1347.0975341796875,2915.1541118621826,0.03441429516876241,0.46030959486961365,-1395.7421875,2825.888178729062,7.116164306123517,1511.0,0.20761009216308593,0.769270122051239,4322.112062661712,0.2042984813451767,2671.345703125,103.59658131661665,302000,199.79549966909332
1171.22900390625,1348.453369140625,1152.1336669921875,0.08648508042097092,0.0647420883178711,2836.9445431694967,1362.2960205078125,0.8308724164962769,0.006924774844929294,0.7983748316764832,1522.0,152,3.1080923080444336,1357.5091552734375,2933.788470029831,0.03416557161629435,0.4607253074645996,-1410.67822265625,2836.9445431694967,7.106986043005367,1522.0,0.20674638628959655,0.7939742207527161,4396.929797005661,0.20488612353801727,3261.4775390625,103.62028588820138,304000,199.63731931668858
1184.023193359375,1347.457275390625,1167.11572265625,0.08149376511573792,0.13043126463890076,2847.4687563838265,1365.24560546875,0.8307176828384399,0.007649259507199841,0.8173251748085022,1534.0,153,3.0981690883636475,1357.28564453125,2952.726172685623,0.035202086049543675,0.46070441603660583,-1410.470947265625,2847.4687563838265,7.081198486939083,1534.0,0.19938065469264984,0.8334551453590393,4382.98216363086,0.20521987974643707,2965.849609375,103.6330435347077,306000,199.3735332464146
1162.17431640625,1351.772216796875,1144.97900390625,0.07762816548347473,0.055589087307453156,2862.3309953606654,1369.1981201171875,0.8303834795951843,0.007063962819312372,0.8173259496688843,1545.0,154,3.0883872509002686,1362.1748046875,2970.9933586120605,0.036245954692556634,0.4606974422931671,-1421.8636474609375,2862.3309953606654,7.047191968924529,1545.0,0.2007241043448448,0.8086375594139099,4602.478501480587,0.20585599541664124,2331.265380859375,103.66903012663964,308000,199.2440129449838
1159.9521484375,1345.3878173828125,1141.7918701171875,0.08545185625553131,0.2004772573709488,2874.371468291712,1372.2349853515625,0.8303748965263367,0.00735078803626736,0.7937020659446716,1557.0,155,3.0787439346313477,1356.2882080078125,2992.0296425819397,0.036608863198458574,0.4606754779815674,-1403.57470703125,2874.371468291712,7.029493068914294,1557.0,0.19679431855678559,0.7471169829368591,4559.8394440729135,0.2058536857366562,3166.058349609375,103.6085991890404,310000,199.0976236351959
1122.83984375,1361.8814697265625,1104.7730712890625,0.2098609358072281,0.22105130553245544,2881.891825229023,1375.2193603515625,0.8299742341041565,0.00795985011672278,0.831610381603241,1568.0,156,3.0691394805908203,1370.9981689453125,3013.364594936371,0.03635204081632653,0.4607858657836914,-1414.9754638671875,2881.891825229023,7.02144767851609,1568.0,0.2003897312283516,0.8122727274894714,4453.6655254695825,0.20630323886871338,2658.634033203125,103.53874885378352,312000,198.9591836734694
1122.450439453125,1378.236083984375,1105.6881103515625,0.08143750578165054,0.05269021540880203,2888.426262730143,1378.0391845703125,0.8299021124839783,0.006924774844929294,0.8368595242500305,1580.0,157,3.059623956680298,1387.070068359375,3033.4513227939606,0.036075949367088606,0.46066296100616455,-1408.854248046875,2888.426262730143,6.9982267365155915,1580.0,0.20292369574308394,0.808813750743866,4291.534001663692,0.20638300478458405,2282.43505859375,103.51245712780724,314000,198.7126582278481
1133.4100341796875,1364.74609375,1117.120849609375,0.0009016208350658417,0.13308964669704437,2899.1444121001123,1381.855224609375,0.8296819925308228,0.007649259507199841,0.8281145095825195,1590.0,158,3.050159215927124,1375.7484130859375,3050.4179315567017,0.035849056603773584,0.4605282247066498,-1464.2808837890625,2899.1444121001123,6.972135626635993,1590.0,0.19437477946281434,0.8037363290786743,4315.3324924567805,0.20666317641735077,3949.8212890625,103.59236245334343,316000,198.6364779874214
1128.5751953125,1384.3236083984375,1111.3529052734375,-0.011764835566282272,0.11427981406450272,2907.1832727115675,1383.433349609375,0.8294970989227295,0.00735078803626736,0.8243085741996765,1601.0,159,3.0408973693847656,1396.3167724609375,3068.6832218170166,0.03622735790131168,0.46052947640419006,-1425.05126953125,2907.1832727115675,6.959973556910997,1601.0,0.20601881861686708,0.8308675289154053,4250.879915896791,0.20674081146717072,2387.582763671875,103.6275095908098,318000,198.62460961898813
1153.561279296875,1393.077392578125,1133.572998046875,0.299299031496048,0.050810862332582474,2919.805782951425,1385.1070556640625,0.8294858336448669,0.007063962819312372,0.7997365593910217,1611.0,160,3.031723976135254,1404.955810546875,3087.104055404663,0.03786468032278088,0.4603729248046875,-1462.31787109375,2919.805782951425,6.931132049993041,1611.0,0.20287803262472154,0.811011552810669,4338.900782751337,0.20689907670021057,1994.1351318359375,103.65701779302474,320000,198.59093730602112
1181.84033203125,1350.175048828125,1163.906005859375,-0.04497166723012924,-0.006778031587600708,2925.0186430472845,1387.290283203125,0.8293762803077698,0.006924774844929294,0.803051233291626,1622.0,161,3.022984266281128,1364.2984619140625,3107.797595500946,0.0376078914919852,0.46041011810302734,-1504.3818359375,2925.0186430472845,6.923449946283838,1622.0,0.19200178861618042,0.8384809494018555,4265.506443187205,0.20664049685001373,2305.6953125,103.61035109434043,322000,198.48890258939582
1144.578125,1399.170166015625,1126.140625,0.02753952518105507,-0.05457763746380806,2931.442319667982,1388.531005859375,0.8294915556907654,0.006145386071268126,0.8217339515686035,1633.0,162,3.013953924179077,1413.2491455078125,3126.218881368637,0.037966932026944275,0.4600500166416168,-1519.299072265625,2931.442319667982,6.90081785575331,1633.0,0.2053447672724724,0.8338578343391418,4222.011802211814,0.20691879093647003,1788.0791015625,103.63957620848193,324000,198.37477036129823
1100.0540771484375,1391.0758056640625,1083.644287109375,-0.0638730376958847,-0.017037823796272278,2939.4112646210374,1391.92138671875,0.8293389081954956,0.007063962819312372,0.8176631331443787,1644.0,163,3.004972457885742,1402.101806640625,3147.7380435466766,0.03832116788321168,0.45982667803764343,-1469.0760498046875,2939.4112646210374,6.893112441169833,1644.0,0.1967429280281067,0.8173208236694336,4132.22758104622,0.20683026313781738,1874.243408203125,103.5664326224184,326000,198.176399026764
1165.7071533203125,1374.7054443359375,1148.7333984375,-0.026705626398324966,0.11064859479665756,2951.1261521592724,1396.1854248046875,0.8289716243743896,0.00678832942351661,0.8298887610435486,1655.0,164,2.9960901737213135,1386.7279052734375,3167.775411128998,0.038066465256797584,0.46008071303367615,-1495.7979736328125,2951.1261521592724,6.881796836277001,1655.0,0.19959049701690673,0.7996127009391785,4225.861208089756,0.20715077221393585,3212.87060546875,103.54269398255747,328000,198.1498489425982
1167.63623046875,1348.1141357421875,1150.6719970703125,0.15979771316051483,0.23918356001377106,2955.7616364280843,1398.108642578125,0.8286338448524475,0.007649259507199841,0.8167455792427063,1666.0,165,2.9873456954956055,1359.2908935546875,3186.312908887863,0.037815126050420166,0.45990291237831116,-1514.0606689453125,2955.7616364280843,6.868079160302547,1666.0,0.19424110129475594,0.7708282470703125,4139.556088291761,0.2073819786310196,3824.75634765625,103.56798262954713,330000,198.00720288115247
