#{"env_id": null, "t_start": 1520462718.0082862}
r,l,t
-1886.140012,88,2.310972
-904.530662,57,3.673567
-699.340573,38,3.749425
-1456.914878,94,4.943321
-834.662736,58,6.353234
-854.81399,83,7.759805
-608.73167,16,7.803227
-903.593796,53,7.93607
-3794.661302,149,11.235391
-946.88943,58,11.424165
-743.722139,65,12.932733
-787.769223,78,14.476349
-9072.847258,306,18.238181
-4403.099102,167,20.64305
-1250.444215,81,20.796862
-905.173915,66,21.952102
-1071.638791,84,23.156301
-1913.024477,87,24.36271
-1042.736556,82,25.556643
-970.753907,81,25.717313
-812.344027,68,26.868615
-913.549061,39,26.944125
-873.713319,37,28.049459
-801.844093,65,28.196601
-982.314543,78,29.611911
-968.393882,87,30.814829
-935.259235,64,31.987689
-902.691425,64,32.108123
-928.534026,47,33.241536
-902.368961,57,33.345692
-802.617562,75,34.507624
-916.69937,48,35.6227
-749.258891,78,35.771659
-796.083473,73,36.951439
-869.421082,60,38.15576
-1144.10308,39,38.231919
-1015.800562,50,39.688684
-913.348634,55,39.805815
-870.063449,80,41.265894
-982.38832,44,41.414186
-740.834171,67,42.851716
-901.770988,57,44.185111
-878.226863,70,44.351596
-768.809584,79,45.644352
-950.798428,51,46.780997
-907.455452,81,47.974302
-1107.253564,85,48.138654
-891.676767,56,49.291862
-1022.309434,87,50.484972
-938.411045,46,50.576415
-632.396239,69,52.155681
-949.116254,56,53.312008
-915.401423,24,53.35657
-1016.481557,48,53.441923
-885.757802,35,54.55919
-709.803739,69,54.692511
-672.257468,70,56.038001
-1054.175412,85,57.35101
-1214.059929,83,58.90389
-1015.387916,50,58.997363
-896.48977,58,60.199819
-974.627336,52,60.521232
-792.507279,75,61.767941
-871.399393,55,62.93421
-920.828357,51,63.039994
-718.078109,74,64.231638
-1121.612568,80,65.425725
-898.022471,89,66.638665
-709.051367,81,66.795442
-1004.661049,89,68.025762
-734.33955,55,69.504462
-775.90722,65,69.645392
-904.05743,76,70.848753
-919.671831,42,71.980065
-1378.501951,87,72.440912
-731.952569,66,74.033071
-741.215123,67,75.415674
-1134.596819,49,75.537943
-763.556287,61,76.712516
-811.346367,63,77.863541
-854.330868,72,77.997201
-755.852077,68,79.154505
-818.700096,78,80.366891
-970.555959,49,80.466828
-1180.155241,47,81.618973
-895.928911,55,81.725467
-925.004783,51,83.099161
-994.197156,49,83.188577
-909.011237,82,84.402591
-922.596528,70,85.585503
-861.881458,78,86.770069
-1240.255199,80,86.919637
-718.494807,69,88.112398
-861.735329,46,88.199616
-833.269051,79,89.41678
-1711.76503,82,90.715728
-880.908973,63,91.876398
-947.742113,54,91.977651
-899.855138,74,93.174151
-1028.335565,42,93.255902
-786.417069,72,94.429248
-1011.869734,77,95.598953
-905.248159,50,95.696211
-1243.363326,75,96.888996
-1044.600047,57,98.038803
-756.144276,80,99.229428
-826.253289,82,99.376748
-791.232828,79,100.572038
-990.541784,91,101.80961
-1344.110144,102,103.082544
-1159.601513,102,104.343518
-1116.097822,78,105.558099
-859.471764,35,105.626976
-877.709365,83,106.950938
-1147.961081,84,108.62701
-889.191445,69,109.804835
-794.265114,82,109.965086
-887.404674,63,111.129719
-1059.554344,78,112.3359
-1140.969682,82,113.548584
-787.773472,67,113.687423
-6028.161922,231,117.244081
-752.645277,70,117.376497
-1169.062985,88,118.591236
-831.101717,31,118.650771
-860.269448,46,119.792792
-575.512896,67,120.976148
-691.455661,48,121.067816
-459.391236,69,122.307811
-871.778228,66,122.459632
-870.537973,67,124.013337
-676.017479,46,125.527156
-676.321152,68,125.719064
-658.386752,67,126.998127
-1039.465065,81,128.291632
-813.689182,71,128.640626
-944.42521,86,130.306639
-975.405706,40,131.655483
-797.695923,55,131.792114
-590.217211,66,133.184001
-1526.578664,82,134.572886
-1068.30654,83,136.438765
-875.609503,72,136.581343
-760.051157,76,137.949307
-692.739007,70,139.202068
-801.603783,62,139.328026
-846.493669,52,140.674954
-968.989067,56,141.019543
-663.986257,20,142.358824
-854.250311,76,142.54489
-1227.317625,86,143.945372
-704.905826,47,145.306317
-651.701345,68,145.427405
-932.206529,76,146.612221
-1012.963997,43,147.726461
-656.670586,57,147.835554
-680.621011,77,149.175422
-749.956008,80,150.497782
-887.87372,39,150.576913
-766.777218,76,151.782477
-783.212857,71,152.976502
-857.068218,64,153.101601
-744.354461,66,154.653476
-774.140582,50,154.748898
-1227.249708,84,155.931787
-1080.466836,88,157.129439
-705.352042,77,158.328373
-1866.381866,89,159.540983
-743.928326,94,161.23502
-5879.343781,268,164.944744
-846.367912,129,167.302858
-1335.610511,78,167.458505
-747.553199,53,168.649864
-1486.557231,124,169.980212
-6554.936757,323,173.72799
-704.976911,24,174.93945
-2984.118059,162,176.991849
-833.58192,91,178.953045
-827.315353,34,180.477062
-3742.879165,245,184.091173
-1286.660694,87,185.707078
-6128.661465,288,190.097602
-2730.728816,156,191.674463
-3264.648394,192,194.86523
-2171.952344,163,198.032055
-966.702987,41,198.131717
-9545.126594,325,203.65793
-1674.754069,174,205.277445
-1943.063985,181,207.883227
-4387.850726,235,210.403414
-1516.738463,310,215.749677
-1489.742274,254,218.63749
-2910.100982,214,222.054389
-3734.025799,204,225.370165
-3171.205687,299,229.338062
-1095.262798,89,230.564278
-2844.051333,180,233.022439
-1216.908919,322,237.261417
-2295.202702,379,242.186024
-4650.061247,341,245.927263
-1199.931663,129,248.273522
-1452.458133,130,249.782955
-469.22822,156,252.154522
-2054.775818,157,253.512872
-1421.60399,148,255.892408
-2334.795544,147,257.640647
-1687.862886,208,260.525148
-1489.089565,84,262.068343
-356.14452,139,263.889798
-1979.628208,178,267.031824
-2241.888798,146,269.759348
-2046.676499,200,272.713801
-987.586537,158,274.082221
-1523.30808,208,276.621817
