reference_actor_Q_std,total/steps_per_second,AI_distance,rollout/actions_mean,reference_actor_Q_mean,rollout/episodes,rollout/episode_steps,AI_success_rate,reference_perturbed_action_mean,AI_return,rollout/Q_mean,train/param_noise_distance,obs_rms_mean,train/loss_critic,rollout/return,reference_action_mean,total/duration,total/steps,rollout/actions_std,reference_perturbed_action_std,rollout/return_history,reference_Q_std,total/episodes,reference_action_std,obs_rms_std,reference_Q_mean,total/epochs,train/loss_actor,param_noise_stddev
728.7229614257812,153.75629652075776,11.349392663134884,-0.12533019483089447,43.77979278564453,358.0,61.24860335195531,,-0.2720160484313965,963.5762784313606,573.1871948242188,0.20194677978754044,0.4042150378227234,5326.56640625,963.5762784313606,-0.2254757285118103,143.08357119560242,22000,0.8413271307945251,0.8380632400512695,1866.635763582445,713.880859375,358.0,0.8625493049621582,0.1647040843963623,-19.788684844970703,11,-988.7841186523438,0.015047793132436803
787.7389526367188,153.6295524034932,11.202833774867639,-0.1324978470802307,-0.9093761444091797,386.0,62.038860103626945,,-0.13546638190746307,1053.4838316152027,631.3897705078125,0.1963244354724884,0.403104305267334,4861.5830078125,1053.4838316152027,-0.15665605664253235,156.21994352340698,24000,0.8361955881118774,0.9094629883766174,1960.7483799998008,775.2380981445312,386.0,0.8979739546775818,0.16598665714263916,-57.98055648803711,12,-1065.094970703125,0.014460633428115275
829.2532958984375,153.98095328258637,10.993658962349198,-0.13149529695510864,22.530921936035156,415.0,62.63855421686747,,-0.06005331873893738,1160.2322257673522,692.1905517578125,0.2055104285478592,0.4015235900878906,2914.53466796875,1160.2322257673522,-0.07680432498455048,168.85205245018005,26000,0.8332434296607971,0.9364089965820312,2207.092269994505,809.6296997070312,415.0,0.9309491515159607,0.1660882532596588,-59.63191604614258,13,-1136.7137451171875,0.015973535632157008
847.8873291015625,154.00985538392064,10.75957580366402,-0.1345706731081009,-59.42946243286133,442.0,63.2420814479638,,-0.06683773547410965,1249.58202034803,751.9249877929688,0.20042749911546706,0.39845341444015503,4134.79248046875,1249.58202034803,-0.06530691683292389,181.8065469264984,28000,0.8265503644943237,0.9193733930587769,2414.9132962951717,831.9473876953125,442.0,0.9269719123840332,0.16541457176208496,-120.46768951416016,14,-1169.5379638671875,0.016294603698363365
916.7666625976562,154.31273647246314,10.571809107112909,-0.13499531149864197,-24.903343200683594,470.0,63.729787234042554,,-0.09318813681602478,1332.6607049349877,807.3881225585938,0.204632385969162,0.39700251817703247,2954.312744140625,1332.6607049349877,-0.08949838578701019,194.4103946685791,30000,0.8229849338531494,0.9128885269165039,2572.835124835221,898.4219970703125,470.0,0.9164261817932129,0.1645730584859848,-99.32540893554688,15,-1233.7022705078125,0.0136225708197137
939.83544921875,154.2770583807754,10.405011037341755,-0.1364736407995224,4.710687637329102,501.0,63.83233532934132,,-0.09545812755823135,1396.6658200571783,860.4873657226562,0.20446717560291292,0.3951139450073242,2412.029541015625,1396.6658200571783,-0.09082506597042084,207.41904425621033,32000,0.8174181580543518,0.9055887460708618,2553.2838572017945,918.7776489257812,501.0,0.914435625076294,0.16414795815944672,-72.97538757324219,16,-1274.285888671875,0.014175701821503062
926.7682495117188,154.59120716368108,10.206695703239394,-0.13148649036884308,117.28598022460938,531.0,64.00188323917138,,-0.022268112748861313,1480.9818683647002,915.6898193359375,0.21436007231473922,0.39332452416419983,2800.48779296875,1480.9818683647002,-0.05392971634864807,219.93488907814026,34000,0.8152319192886353,0.9250290393829346,2659.121078767105,906.6063232421875,531.0,0.9214805364608765,0.1634736806154251,43.64703369140625,17,-1330.1807861328125,0.013091022799070031
946.191650390625,154.2879072559417,10.032903817929654,-0.1294698566198349,148.05906677246094,560.0,64.20535714285714,,-0.0893181785941124,1551.5770595668198,964.6004638671875,0.20654757529497147,0.39125293493270874,2835.307861328125,1551.5770595668198,-0.06400686502456665,233.33001685142517,36000,0.8123769164085388,0.9376210570335388,2707.005789399503,929.1727905273438,560.0,0.9313489198684692,0.1632993221282959,59.447265625,18,-1416.69091796875,0.012580215599082718
996.8797607421875,154.57692396466456,9.887683607780632,-0.12398554384708405,157.5773162841797,587.0,64.71039182282794,,-0.09553393721580505,1623.046754798892,1002.0762939453125,0.20978242069482803,0.39012545347213745,3142.815673828125,1623.046754798892,-0.0533519946038723,245.83229517936707,38000,0.8072913289070129,0.9280755519866943,2831.575491112794,963.8858642578125,587.0,0.9376458525657654,0.16382040083408356,58.1234130859375,19,-1458.7684326171875,0.01335415235733134
995.3533935546875,154.64260052600997,9.760684789534563,-0.11778196692466736,168.09716796875,613.0,65.18923327895595,,-0.13932962715625763,1679.064482917662,1047.240478515625,0.19725480452179908,0.3887343406677246,5279.5830078125,1679.064482917662,-0.1353236436843872,258.66093730926514,40000,0.8041183948516846,0.9010153412818909,2915.4500528951426,965.5970458984375,613.0,0.9235897660255432,0.16374485194683075,83.32075500488281,20,-1524.04052734375,0.0136225708197137
1050.2452392578125,154.8457746807379,9.685720563666004,-0.11307555437088013,134.46755981445312,639.0,65.58372456964007,,-0.14026926457881927,1731.4163466143245,1088.9354248046875,0.21209928691387175,0.38844507932662964,3591.785400390625,1731.4163466143245,-0.24272282421588898,271.2376239299774,42000,0.8013502955436707,0.8921659588813782,3014.4762482390347,1015.654052734375,639.0,0.8891562819480896,0.1666477620601654,57.1617546081543,21,-1568.7698974609375,0.01335415235733134
1100.6363525390625,154.67513115320003,9.581392322304099,-0.10728327929973602,182.5177001953125,665.0,66.07518796992481,,-0.15011675655841827,1782.6360554665848,1126.907958984375,0.20168640047311784,0.3874761164188385,2845.391845703125,1782.6360554665848,-0.1950792372226715,284.4671905040741,44000,0.8002720475196838,0.8826174139976501,2984.5934454830967,1054.7147216796875,665.0,0.8856554627418518,0.16624006628990173,97.35653686523438,22,-1645.3197021484375,0.013896384493189945
1107.59814453125,154.83739403483997,9.521141494795252,-0.09856139868497849,181.63226318359375,691.0,66.50072358900145,,-0.1544608324766159,1827.1430302720432,1164.58642578125,0.19873138189315795,0.3871428668498993,2932.3388671875,1827.1430302720432,-0.19575345516204834,297.085857629776,46000,0.7995885014533997,0.8996685147285461,3005.5893080963024,1060.3155517578125,691.0,0.9018616080284119,0.16588541865348816,94.34609985351562,23,-1655.8221435546875,0.014175701821503062
1171.0899658203125,154.80469854492176,9.417198089230526,-0.09351106733083725,149.23468017578125,717.0,66.93444909344491,,-0.22646474838256836,1859.873961789101,1190.76171875,0.2008664694428444,0.38532376289367676,3515.975830078125,1859.873961789101,-0.20407764613628387,310.0681080818176,48000,0.798018217086792,0.9037950038909912,2925.4978579225403,1150.525634765625,717.0,0.9028030633926392,0.16549894213676453,83.19215393066406,24,-1720.23193359375,0.013091022799070031
1194.216552734375,154.91030453728004,9.375068574345589,-0.08768429607152939,121.6455078125,741.0,67.4399460188934,,-0.22483177483081818,1894.7917152842572,1224.830078125,0.19790982753038405,0.38489997386932373,3510.02685546875,1894.7917152842572,-0.29479020833969116,322.7674243450165,50000,0.797964334487915,0.9167299270629883,2926.2761266678112,1151.7703857421875,741.0,0.8930581212043762,0.16545453667640686,41.449188232421875,25,-1761.002685546875,0.01335415235733134
1202.381591796875,154.77470331591198,9.322389055685525,-0.08180813491344452,18.52117156982422,764.0,67.99476439790575,,-0.29509440064430237,1926.3109776196225,1253.1790771484375,0.20293464958667756,0.38401249051094055,6330.76318359375,1926.3109776196225,-0.32610487937927246,335.9722156524658,52000,0.7973008751869202,0.885080873966217,2902.933464905642,1143.82470703125,764.0,0.8669410347938538,0.1654423475265503,-59.10730743408203,26,-1751.944580078125,0.012580215599082718
1263.7930908203125,154.61213932157486,9.227975906427938,-0.07394538819789886,-51.90508270263672,788.0,68.4238578680203,,-0.2546204924583435,1959.0805174596617,1279.149658203125,0.20529718026518823,0.3822695016860962,3437.719970703125,1959.0805174596617,-0.2666890025138855,349.26106214523315,54000,0.7976878881454468,0.8939864039421082,2928.9576307012503,1212.16552734375,788.0,0.8889259696006775,0.16500155627727509,-114.60832214355469,27,-1787.5601806640625,0.014175701821503062
1289.3651123046875,154.85890671892366,9.210785265897478,-0.06712082028388977,-157.26011657714844,811.0,68.95684340320592,,-0.28386205434799194,1988.1470052129257,1307.7266845703125,0.19733356058597565,0.3826179802417755,5868.45166015625,1988.1470052129257,-0.2433781623840332,361.61949729919434,56000,0.7979981899261475,0.878192126750946,2941.5217121685682,1209.085205078125,811.0,0.895724892616272,0.1653282642364502,-233.28384399414062,28,-1783.2919921875,0.013896384493189945
1329.5716552734375,154.7314329287139,9.147204209118563,-0.06288763135671616,-239.1680450439453,836.0,69.3744019138756,0.0011961722488038277,-0.32829949259757996,2032.858057567934,1336.5333251953125,0.20448031961917879,0.3819693922996521,4088.767578125,2032.858057567934,-0.24067805707454681,374.84303545951843,58000,0.797360897064209,0.8532968759536743,3109.2702662883535,1252.6231689453125,836.0,0.893247127532959,0.16537971794605255,-324.2140197753906,29,-1809.7930908203125,0.014175701821503062
1302.4630126953125,154.44343668534637,9.088980480553333,-0.059794168919324875,-276.59033203125,858.0,69.8962703962704,0.002331002331002331,-0.2543414235115051,2061.0394439576776,1357.0146484375,0.20921069741249085,0.38082996010780334,2299.1064453125,2061.0394439576776,-0.2886313796043396,388.4917435646057,60000,0.7952091693878174,0.8920081853866577,3100.0935440318626,1234.3299560546875,858.0,0.8741945028305054,0.1659087985754013,-349.50274658203125,30,-1779.293701171875,0.012580215599082718
1230.7271728515625,154.62453237790558,9.032753976124514,-0.057413119822740555,-320.723876953125,882.0,70.27324263038548,0.003401360544217687,-0.2528972625732422,2095.9474808597893,1381.44189453125,0.2014530436694622,0.3803785741329193,3568.914306640625,2095.9474808597893,-0.21153624355793,400.97130155563354,62000,0.7945017218589783,0.882758378982544,3298.2488107548643,1145.1947021484375,882.0,0.904123842716217,0.16619038581848145,-422.65362548828125,31,-1812.858642578125,0.012833077932624282
1227.1502685546875,154.82005186386507,8.953252447129591,-0.05310157313942909,-286.76458740234375,904.0,70.75553097345133,0.00331858407079646,-0.16148698329925537,2138.462715897458,1405.521240234375,0.20432704359292983,0.3798416256904602,3564.6328125,2138.462715897458,-0.16372933983802795,413.3831453323364,64000,0.7941620349884033,0.9206743836402893,3371.0509916342016,1154.8485107421875,904.0,0.9176313877105713,0.1674039363861084,-398.56781005859375,32,-1778.89501953125,0.012332335652468109
1188.1390380859375,154.9880998718374,8.914518919437974,-0.049363259226083755,-237.82579040527344,927.0,71.08953613807982,0.003236245954692557,-0.1524529904127121,2162.991167257742,1425.44189453125,0.2119329285621643,0.38002339005470276,3771.081298828125,2162.991167257742,-0.1557103395462036,425.8391454219818,66000,0.7924370765686035,0.9030806422233582,3386.6547691857677,1122.0433349609375,927.0,0.9181590676307678,0.17668408155441284,-356.25543212890625,33,-1840.65869140625,0.013091022799070031
1255.7218017578125,155.08625158719744,8.901575293859459,-0.046790242195129395,-49.80279541015625,950.0,71.53157894736842,0.003157894736842105,-0.10941004753112793,2175.3846814879016,1443.85888671875,0.20765676558017732,0.37998801469802856,4153.22705078125,2175.3846814879016,-0.1374816745519638,438.4656879901886,68000,0.7903085947036743,0.9244003891944885,3242.2629512434237,1175.854736328125,950.0,0.9161896705627441,0.17677967250347137,-165.36923217773438,34,-1884.6524658203125,0.01208933992007461
1310.6192626953125,155.2189757644146,8.83146010177964,-0.044227924197912216,-4.044097900390625,973.0,71.89003083247688,0.0041109969167523125,-0.1426675170660019,2213.389483590062,1468.5970458984375,0.20871880710124968,0.3794802725315094,7224.54833984375,2213.389483590062,-0.10709241777658463,450.97578859329224,70000,0.7877028584480286,0.9084835052490234,3355.7805396600197,1216.0482177734375,973.0,0.9259282350540161,0.19479766488075256,-130.1820068359375,35,-1932.36181640625,0.012833077932624282
1151.04345703125,155.10256796050422,8.81371410530801,-0.041608262807130814,189.97096252441406,997.0,72.15245737211634,0.0050150451354062184,-0.04371590539813042,2230.1847171864338,1487.3101806640625,0.20812140375375748,0.38029026985168457,3624.581787109375,2230.1847171864338,-0.029987527057528496,464.20894861221313,72000,0.7839513421058655,0.9358720183372498,3221.194391198021,1125.69287109375,997.0,0.9367067217826843,0.3112703263759613,90.63856506347656,36,-1898.67041015625,0.012833077932624282
1099.5062255859375,155.2104065154318,8.723284695779974,-0.03821364790201187,372.9737548828125,1019.0,72.5809617271835,0.004906771344455349,-0.0770985335111618,2257.3306804752815,1504.612060546875,0.2012167477607727,0.37846964597702026,2178.57666015625,2257.3306804752815,-0.05500137060880661,476.772155046463,74000,0.7802879810333252,0.9172506928443909,3222.045090284304,1073.203857421875,1019.0,0.9289388656616211,0.30874013900756836,269.8751220703125,37,-1942.0523681640625,0.013091022799070031
1057.069091796875,155.03924597097065,8.663570903607186,-0.03604207932949066,578.493896484375,1043.0,72.83700862895493,0.004793863854266539,-0.06405416876077652,2279.279710904026,1525.1915283203125,0.20686545044183732,0.3775556683540344,6262.45458984375,2279.279710904026,-0.05043000355362892,490.1984624862671,76000,0.7780295014381409,0.9387836456298828,3366.4371315055714,1007.3968505859375,1043.0,0.9372329115867615,0.3074413239955902,428.64361572265625,38,-1962.193115234375,0.014175701821503062
1219.5609130859375,155.1551561036647,8.583788490785153,-0.03273016959428787,516.8215942382812,1066.0,73.10412757973734,0.004690431519699813,-0.0845666378736496,2305.398294675944,1547.268310546875,0.20413510203361512,0.3757389187812805,5657.623046875,2305.398294675944,-0.08923777937889099,502.7225775718689,78000,0.7757076025009155,0.9136223196983337,3239.1089233436414,1180.6392822265625,1066.0,0.8999881148338318,0.3066047430038452,431.08917236328125,39,-1981.9918212890625,0.013896384493189945
1278.375732421875,155.2740007186992,8.489335254054797,-0.03064407967031002,415.2572021484375,1090.0,73.3211009174312,0.006422018348623854,-0.15522655844688416,2333.809946082194,1570.73486328125,0.20141748249530791,0.3739965558052063,2592.11181640625,2333.809946082194,-0.20348520576953888,515.2182569503784,80000,0.7732629776000977,0.9014647006988525,3432.9163596719327,1250.166015625,1090.0,0.8871381878852844,0.3048570156097412,312.5031433105469,40,-2035.9520263671875,0.014175701821503062
1278.056396484375,155.36048862307487,8.429739973514925,-0.02957196719944477,306.541015625,1113.0,73.65588499550763,0.006289308176100629,-0.09034349024295807,2359.575223963568,1586.341796875,0.19741887152194976,0.3732651174068451,2727.18994140625,2359.575223963568,-0.15863345563411713,527.8047251701355,82000,0.771672785282135,0.920892596244812,3399.70005667737,1253.3880615234375,1113.0,0.895501971244812,0.30318230390548706,246.03082275390625,41,-2066.45166015625,0.012833077932624282
1281.9794921875,155.37965029746482,8.389768352261605,-0.027745386585593224,411.85540771484375,1134.0,74.05379188712521,0.007936507936507936,-0.10091006010770798,2386.2466592627943,1603.90478515625,0.20235975772142412,0.3728560209274292,2973.75537109375,2386.2466592627943,-0.12541905045509338,540.6113338470459,84000,0.7708355188369751,0.9162724614143372,3553.6381602161828,1258.4251708984375,1134.0,0.909828782081604,0.301053911447525,311.8769836425781,42,-2072.65869140625,0.012332335652468109
1273.4102783203125,155.4569153690641,8.34456545271665,-0.025295453146100044,347.4559631347656,1157.0,74.32238547968885,0.00864304235090752,-0.12380526959896088,2408.6707689947557,1620.3555908203125,0.20356100916862488,0.37149113416671753,3389.25244140625,2408.6707689947557,-0.12190408259630203,553.2079405784607,86000,0.7702113389968872,0.895531952381134,3562.586765929212,1245.4677734375,1157.0,0.8943319916725159,0.31749698519706726,277.555908203125,43,-2099.373046875,0.012833077932624282
1307.2518310546875,155.53501667957934,8.287414650909575,-0.02311084046959877,346.8353271484375,1179.0,74.6047497879559,0.01102629346904156,-0.2878611385822296,2439.856560159785,1639.774169921875,0.20031454563140869,0.37079498171806335,3980.25439453125,2439.856560159785,-0.21829363703727722,565.788990020752,88000,0.769161581993103,0.8021471500396729,3756.4560422966715,1271.6578369140625,1179.0,0.8449411392211914,0.31635308265686035,247.58897399902344,44,-2102.638427734375,0.013091022799070031
1330.1453857421875,155.58216232878027,8.246665061693566,-0.02120748721063137,422.9983215332031,1201.0,74.8767693588676,0.011656952539550375,-0.12412852048873901,2467.9196302915575,1658.3319091796875,0.19802845627069474,0.3704169690608978,3755.240966796875,2467.9196302915575,-0.10432705283164978,578.472484588623,90000,0.7680551409721375,0.8862377405166626,3719.916956408899,1305.44140625,1201.0,0.8746045827865601,0.31456297636032104,326.6348876953125,45,-2111.930419921875,0.013896384493189945
1306.59326171875,155.5835686408535,8.181441970589386,-0.01902705617249012,418.1107482910156,1224.0,75.07924836601308,0.013888888888888888,0.0858968123793602,2498.695864833527,1677.8701171875,0.2003854987025261,0.3693115711212158,5031.5751953125,2498.695864833527,0.15130436420440674,591.3220837116241,92000,0.7669792771339417,0.8632354736328125,3894.1134515157196,1268.401611328125,1224.0,0.8731979727745056,0.312577486038208,299.6314697265625,46,-2154.479736328125,0.015350253774398782
1240.7069091796875,155.60914800920585,8.110682861408096,-0.016678275540471077,485.791748046875,1246.0,75.42295345104334,0.015248796147672551,0.16070115566253662,2538.082394413547,1698.436767578125,0.1991994349658489,0.36884963512420654,4638.93896484375,2538.082394413547,0.11090327799320221,604.0775957107544,94000,0.7664152383804321,0.8780480623245239,4071.8109573829074,1236.3592529296875,1246.0,0.8855434656143188,0.31097203493118286,372.52398681640625,47,-2188.2880859375,0.014460633428115275
1180.693359375,155.68388303188743,8.05138822730134,-0.014077339321374893,746.947021484375,1268.0,75.69479495268139,0.017350157728706624,0.05367559567093849,2573.0705533466507,1715.9578857421875,0.20606440544128418,0.3680112361907959,2164.090576171875,2573.0705533466507,0.028162848204374313,616.6341571807861,96000,0.7659212350845337,0.8869746327400208,4231.635897780733,1162.79541015625,1268.0,0.8890253901481628,0.3121461272239685,631.1826171875,48,-2218.869384765625,0.014175701821503062
1097.9893798828125,155.77070246613482,7.988355503964194,-0.011225906200706959,939.606689453125,1290.0,75.91007751937984,0.017054263565891473,0.08750312030315399,2598.7406847456346,1732.2708740234375,0.20283269375562668,0.36680081486701965,4152.35302734375,2598.7406847456346,0.08649192750453949,629.1298584938049,98000,0.7648221254348755,0.8953112363815308,4283.017882907212,1103.87744140625,1290.0,0.9011061191558838,0.31067726016044617,844.9884643554688,49,-2232.305419921875,0.013896384493189945
1085.281982421875,155.83537845569592,7.957055927439362,-0.009737890213727951,905.942138671875,1314.0,76.0730593607306,0.0167427701674277,-0.06334295868873596,2611.9607513909323,1748.6002197265625,0.2015465998649597,0.36618202924728394,5373.38134765625,2611.9607513909323,-0.025645645335316658,641.702808380127,100000,0.7632148861885071,0.8986958861351013,4138.839039366924,1049.34619140625,1314.0,0.8969311714172363,0.30977481603622437,779.216064453125,50,-2254.708740234375,0.014751292160020392
1102.091064453125,155.91686813297824,7.8944569461975,-0.008117117919027805,843.406494140625,1336.0,76.34505988023952,0.01721556886227545,0.006776199676096439,2638.6511858562344,1763.95703125,0.20925727218389512,0.3666723072528839,5789.6533203125,2638.6511858562344,0.00858963094651699,654.1947720050812,102000,0.7618736624717712,0.9150769710540771,4155.010158372868,1079.52978515625,1336.0,0.9092043042182922,0.5945010781288147,734.8390502929688,51,-2241.987060546875,0.014751292160020392
1130.7042236328125,155.95130046684383,7.831299774510007,-0.005681240931153297,791.2387084960938,1358.0,76.54786450662739,0.017673048600883652,0.2859160900115967,2657.3509959653375,1778.8367919921875,0.2029483662545681,0.3653314709663391,2754.6337890625,2657.3509959653375,0.24662283062934875,666.874849319458,104000,0.7606407999992371,0.8788096308708191,3850.2461450846745,1114.4307861328125,1358.0,0.8841546177864075,0.589999794960022,677.7748413085938,52,-2273.121337890625,0.0156587938752642
1158.9013671875,156.01226386538426,7.770256664371483,-0.0027639695908874273,925.391357421875,1380.0,76.79710144927536,0.018115942028985508,0.2234576940536499,2688.1812826180826,1794.851806640625,0.20161623001098633,0.3644741177558899,2585.9189453125,2688.1812826180826,0.22389808297157288,679.4337661266327,106000,0.7604572772979736,0.8884502649307251,3946.807772649377,1135.385009765625,1380.0,0.8890917301177979,0.5872599482536316,804.9640502929688,53,-2285.150634765625,0.014460633428115275
1207.11767578125,155.94849501051834,7.7123009175672905,-0.0007987585850059986,1059.4102783203125,1402.0,77.02567760342367,0.01925820256776034,0.21497149765491486,2710.804782272132,1808.385009765625,0.2034816187620163,0.3633926808834076,3905.8623046875,2710.804782272132,0.21222129464149475,692.5363402366638,108000,0.7596865296363831,0.907442033290863,4146.206399805269,1194.4141845703125,1402.0,0.902993381023407,0.5828653573989868,928.5904541015625,54,-2320.353515625,0.014751292160020392
1259.0623779296875,156.0099495510556,7.646288867949696,0.0006903668981976807,1087.05615234375,1425.0,77.16140350877193,0.018947368421052633,0.2253468930721283,2725.4110938816907,1823.00048828125,0.1979959264397621,0.36194419860839844,7343.72119140625,2725.4110938816907,0.29390692710876465,705.083235502243,110000,0.757527232170105,0.8774133920669556,3996.098017589879,1253.9271240234375,1425.0,0.8738532066345215,0.580122172832489,996.2356567382812,55,-2314.7666015625,0.014751292160020392
1279.98388671875,156.05674542290436,7.584950244282667,0.001566682243719697,914.3975830078125,1448.0,77.33218232044199,0.019337016574585635,0.15982721745967865,2751.7138232834736,1839.6051025390625,0.20398653596639632,0.36095142364501953,6752.24609375,2751.7138232834736,0.17225870490074158,717.6876571178436,112000,0.7556407451629639,0.8792842626571655,4184.568617354817,1251.87353515625,1448.0,0.8832090497016907,0.5766417384147644,788.6746826171875,56,-2359.976318359375,0.014175701821503062
1356.3150634765625,156.14832704360256,7.526543666629264,0.002670062705874443,899.940673828125,1470.0,77.50544217687074,0.01904761904761905,0.22548680007457733,2771.8401033896894,1854.5897216796875,0.19998216181993483,0.3597676455974579,3981.391357421875,2771.8401033896894,0.2183258831501007,730.0750648975372,114000,0.7535642385482788,0.8487192392349243,4138.696542186886,1355.0919189453125,1470.0,0.8534673452377319,0.5725488662719727,819.0480346679688,57,-2344.1943359375,0.014460633428115275
1326.08251953125,156.11588506673655,7.474687270655785,0.003411022014915943,977.1962280273438,1492.0,77.71380697050938,0.01943699731903485,0.3166695237159729,2789.0502962189094,1865.2601318359375,0.217766390144825,0.35855576395988464,3230.675537109375,2789.0502962189094,0.28146597743034363,743.0377757549286,116000,0.751280665397644,0.8944385051727295,3935.2891273725268,1322.1722412109375,1492.0,0.888951301574707,0.5686541199684143,851.608154296875,58,-2322.999267578125,0.015350253774398782
1347.069580078125,156.07657645181644,7.414856936428046,0.004490990191698074,929.0330810546875,1515.0,77.83696369636964,0.02046204620462046,0.2723330855369568,2811.897476616543,1881.8419189453125,0.1987120997905731,0.35755717754364014,5529.33984375,2811.897476616543,0.2807060182094574,756.0391359329224,118000,0.7493736743927002,0.8521397113800049,4091.554316068,1320.4716796875,1515.0,0.8806498646736145,0.5646063089370728,803.6531372070312,59,-2392.668701171875,0.014751292160020392
