total/steps_per_second,rollout/Q_mean,reference_perturbed_action_mean,total/epochs,param_noise_stddev,rollout/actions_std,AI_success_rate,train/param_noise_distance,rollout/episode_steps,obs_rms_std,reference_Q_mean,train/loss_critic,reference_action_std,total/episodes,reference_perturbed_action_std,total/steps,reference_actor_Q_std,rollout/episodes,total/duration,reference_Q_std,AI_distance,rollout/actions_mean,reference_action_mean,AI_return,obs_rms_mean,rollout/return_history,train/loss_actor,rollout/return,reference_actor_Q_mean
73.40817513354038,-88.821044921875,-0.09665179252624512,1,0.030197360033365813,0.9123292565345764,,0.18444610565900801,109.125,0.2840413451194763,-195.05569458007812,413.552978515625,0.9854913353919983,16.0,0.9596716165542603,2000,156.1238555908203,16.0,27.244921922683716,158.01246643066406,14.882834671562486,0.16353057324886322,-0.0656520277261734,-3069.946528986647,0.37142807245254517,-3069.946528986647,188.7861785888672,-3069.946528986647,-190.84425354003906
76.44490538924495,-177.95274353027344,0.02759036421775818,2,0.030197360033365813,0.9321308135986328,,0.2135759125649929,146.62962962962962,0.2811269462108612,-431.4107666015625,730.2877197265625,0.9870070219039917,27.0,0.9825088977813721,4000,349.49615478515625,27.0,52.325265884399414,351.86260986328125,16.69764703261177,0.1212851032614708,0.010428502224385738,-4534.345332226824,0.39944005012512207,-4534.345332226824,393.0968017578125,-4534.345332226824,-423.0816650390625
75.32581035361731,-291.56353759765625,0.019484227523207664,3,0.023313810312614223,0.9360992908477783,,0.1958855538070202,148.95,0.2809655964374542,-619.03466796875,904.8133544921875,0.9884453415870667,40.0,0.9828250408172607,6000,515.5023803710938,40.0,79.65397214889526,518.1607666015625,16.43620762583692,0.12359172850847244,-0.025867637246847153,-4518.956742282402,0.39200738072395325,-4518.956742282402,588.3230590820312,-4518.956742282402,-609.31298828125
75.50484070616662,-377.32110595703125,-0.02159057930111885,4,0.0252455158307554,0.942745566368103,,0.21256639838218688,146.88888888888889,0.28171196579933167,-784.6652221679688,603.5875244140625,0.9700695872306824,54.0,0.9790262579917908,8000,629.7225952148438,54.0,105.95347166061401,634.0502319335938,16.18630419318377,0.13108474016189575,0.029823599383234978,-4356.900779666348,0.3846246898174286,-4356.900779666348,765.2835693359375,-4356.900779666348,-776.263916015625
76.0654560769807,-435.599609375,0.0647771805524826,5,0.018361167303396802,0.9465585350990295,,0.20306354612112046,137.31944444444446,0.28459495306015015,-938.2930908203125,1206.2503662109375,0.9805344343185425,72.0,0.97093665599823,10000,722.51708984375,72.0,131.46572065353394,727.4505004882812,15.326405296159884,0.11386770009994507,0.011052248999476433,-3964.141923775088,0.380113810300827,-3964.141923775088,869.787841796875,-3964.141923775088,-929.019775390625
76.25410272424854,-469.3834228515625,0.04892101138830185,6,0.021962663920618613,0.9471328258514404,,0.19472006633877753,139.27906976744185,0.28500673174858093,-1060.699951171875,1374.8170166015625,0.9861632585525513,86.0,0.9843255877494812,12000,766.1739501953125,86.0,157.3685817718506,771.7364501953125,15.520254053981832,0.1189953088760376,-0.008412711322307587,-3896.064273513687,0.389050155878067,-3896.064273513687,946.8951416015625,-3896.064273513687,-1048.206298828125
76.45834669645015,-486.3251037597656,0.10720732808113098,7,0.015350253774398782,0.9457884430885315,,0.20312414214015007,141.72448979591837,0.2834072411060333,-1154.1025390625,1810.8028564453125,0.9617072343826294,98.0,0.9590372443199158,14000,778.6663208007812,98.0,183.10623502731323,783.937744140625,15.597097969006912,0.13632705807685852,0.11450177431106567,-3794.386033091222,0.3932553231716156,-3794.386033091222,994.47509765625,-3794.386033091222,-1137.3800048828125
76.49206298433675,-484.4463806152344,0.08249400556087494,8,0.013091022799070031,0.9329867959022522,,0.20315709978342056,146.37962962962962,0.2851842939853668,-1268.43408203125,1755.475341796875,0.9815295934677124,108.0,0.9753391742706299,16000,816.6433715820312,108.0,209.17202877998352,826.2551879882812,15.049965627530051,0.2022295445203781,0.08731761574745178,-3517.6520959862687,0.3942849338054657,-3540.294787746068,994.7161865234375,-3517.6520959862687,-1248.591552734375
76.55582279524977,-486.009765625,0.18096379935741425,9,0.013896384493189945,0.9194678664207458,,0.20138227254152297,156.64912280701753,0.2783292829990387,-1282.035888671875,2492.78271484375,0.9631357192993164,114.0,0.9556747078895569,18000,817.076171875,114.0,235.12254643440247,825.5875244140625,15.465757495270813,0.2434539943933487,0.16399073600769043,-3790.4753571733854,0.40169402956962585,-3870.6362242814607,950.9601440429688,-3790.4753571733854,-1257.942138671875
76.75824349679793,-479.497802734375,0.2903939485549927,10,0.015047793132436803,0.9075077176094055,,0.20346859246492385,164.64462809917356,0.2743891179561615,-1230.8052978515625,1227.27099609375,0.9343418478965759,121.0,0.937822163105011,20000,846.9143676757812,121.0,260.5583333969116,853.2151489257812,15.541283731564244,0.2814449965953827,0.2615402340888977,-3917.272955313079,0.4042354226112366,-3773.3494568891906,837.5109252929688,-3917.272955313079,-1201.300048828125
