#{"env_id": null, "t_start": 1522179406.2126822}
r,l,t
-1847.943399,101,3.810986
-1568.264348,75,3.94416
-3500.382371,98,5.690635
-3001.224176,128,8.266285
-1348.809947,97,8.438457
-1547.993484,61,9.647196
-1155.87863,97,10.936722
-11906.451237,210,13.528861
-2036.298994,81,14.741217
-2789.339997,116,15.988233
-5254.183341,156,18.385699
-4962.236304,213,21.268042
-1894.510163,50,21.360505
-2237.051899,62,22.522475
-1955.643967,104,23.772775
-2112.932208,97,24.997042
-16635.058413,260,29.481647
-7058.483803,173,30.828939
-6611.372556,271,34.442693
-5593.503783,211,36.947525
-11637.518884,318,40.886656
-3369.674145,214,43.396638
-2990.834603,131,45.714919
-3128.494503,141,47.010226
-1947.824132,75,48.18661
-7910.594057,201,50.633694
-6424.820627,218,53.143596
-1976.182782,192,56.049661
-5572.210831,210,58.704451
-3831.552717,157,61.075272
-5192.1965,215,64.198431
-3624.200491,211,67.024311
-6992.376559,163,69.397349
-6606.035986,156,70.987471
-2251.687587,75,72.4593
-1995.484611,63,73.61809
-4862.670265,126,75.281997
-5725.796076,175,77.863997
-1921.18004,70,77.99898
-7779.371278,186,80.472169
-7390.375254,182,83.152911
-2351.526932,80,84.340186
-4316.944428,179,85.704747
-3166.060251,131,88.038867
-6125.067671,180,90.928073
-4064.261897,239,93.467075
-1796.20263,67,94.640593
-1285.556799,60,94.745818
-1889.67168,77,96.031825
-3011.275083,102,97.646749
-7954.766225,191,100.139096
-1586.459531,71,101.339389
-5347.065336,207,103.796594
-4229.138693,208,106.690504
-2501.396971,85,108.18126
-1731.265462,79,108.320447
-13135.391291,287,112.202569
-5153.411533,147,114.584762
-1823.947707,89,115.888612
-1498.158719,83,117.102817
-1745.155991,56,117.207371
-1228.856992,66,118.376896
-2742.624117,141,119.664268
-1988.811904,100,120.886663
-1775.164394,98,122.095338
-913.130727,107,123.387637
-1685.671223,61,124.736494
-5655.899235,197,127.28901
-1676.145156,97,128.512057
-1964.118714,107,129.759748
-1642.286842,120,131.031358
-1284.139434,35,131.100879
-2261.670164,121,133.675967
-1334.137106,101,135.037771
-12782.707321,316,139.007605
-4382.888878,227,141.665725
-2163.137034,95,142.988981
-3797.277147,137,144.355419
-2799.947753,128,146.866046
-4472.638139,225,149.477574
-3687.413327,143,150.865868
-1516.765957,106,152.119187
-3326.580389,130,154.456883
-2282.436308,153,155.785108
-1677.082821,50,156.94251
-3158.626667,159,158.283776
-2666.333997,144,161.101679
-2074.729382,97,162.3159
-2812.24978,137,163.622885
388.946424,161,166.022629
-4419.289615,222,168.546851
-2515.039918,148,169.874253
-1918.41437,125,172.237215
-543.978908,93,173.462293
-933.750435,112,174.714949
-6168.676279,166,176.113514
-9169.039718,276,179.84827
-3955.747743,230,182.39815
-2710.335571,190,185.446567
651.173753,198,187.969847
687.945204,230,191.6522
-3314.038321,297,195.398354
-4745.776378,357,199.186289
3013.141838,212,201.700958
-1638.719612,125,203.243069
-1486.222952,54,204.508115
-1031.024946,21,204.594706
2517.261861,236,208.676408
-19407.060407,353,212.784674
1802.594559,192,215.222092
-13132.260252,407,220.24651
-5124.530703,364,225.840476
-503.483384,211,228.358765
-15843.024164,522,234.647104
4577.938175,255,238.819004
-21307.379212,456,243.88254
-3578.264992,189,246.340107
-3940.551828,301,250.07553
-3805.978503,314,253.805392
-9296.133779,355,258.776149
-4525.466736,194,261.287123
-1243.341122,229,264.200583
-1267.573617,184,266.628548
1215.407766,190,269.092837
-6466.546479,332,272.885281
-1348.509322,36,272.956023
-80.717709,343,278.389026
-3100.629299,265,282.699382
-2958.563657,460,287.858631
-1878.169689,70,289.629717
1229.440815,362,293.604014
-1377.440806,281,297.390168
3068.267017,287,301.34475
2996.890447,313,305.239312
-2071.238388,233,309.612786
68.037172,173,311.31896
-1765.753406,169,314.144542
2909.077607,347,318.170601
-1428.421365,94,319.460835
10806.263193,298,323.148122
5911.988287,256,326.9207
3202.879949,317,330.810844
-2886.033629,379,335.678868
7029.703854,290,339.569486
1313.364585,196,342.289186
-742.32618,315,346.056127
-1577.178845,172,348.493692
801.053614,290,352.220074
3718.687096,248,355.134454
1445.546819,234,357.685131
-1542.231592,148,360.051973
-2881.525622,383,364.950312
521.243292,178,366.32556
330.402375,275,370.802006
-229.793454,286,374.674604
-1669.28599,168,377.201379
369.251001,278,381.119899
2646.150269,231,383.788719
-1125.471393,249,386.494487
1320.843655,167,389.343131
-492.149491,188,392.350542
-1028.014997,285,396.649582
-1132.459325,30,396.704848
-326.995382,192,399.201468
-687.907112,289,402.852102
35.965925,348,406.610269
-2231.37373,131,408.927585
-10726.728432,429,414.050696
-226.728977,200,416.475002
-2719.467043,247,419.000331
-132.803879,242,423.142258
7136.856743,235,425.75862
-1414.787696,309,429.504306
945.957701,182,431.91619
-11389.780135,420,436.965517
-827.844221,188,439.800606
2273.347957,150,442.15812
-6619.609501,369,446.226443
2592.098301,244,449.772772
-1910.516184,161,451.110761
-271.739264,228,454.830374
-2061.861328,140,456.110623
-33.96295,251,459.750786
1272.964017,229,462.764419
-2001.910729,93,464.163286
-174.503397,168,465.625935
-2487.42621,325,471.236716
4050.913296,224,474.010278
1586.695525,192,476.438966
-1939.755858,154,477.757683
7598.324836,340,482.862556
1229.530963,179,485.299137
5291.647842,201,488.383406
602.694215,202,490.878015
-1741.764565,71,491.010581
-11.265487,140,493.351054
4170.799803,337,497.323758
3435.194812,241,501.192451
-4051.120476,139,502.482006
-1.842629,169,504.864231
237.435616,263,507.437104
45.665399,335,512.789601
5695.199084,221,515.278436
-1648.131408,68,515.403568
-2531.266347,143,517.852365
628.237124,216,520.391186
264.733078,207,522.864294
8840.649602,332,526.892239
-1308.232758,246,530.46597
4870.512985,353,534.2129
-6107.592496,220,537.748968
-4888.303484,392,543.312241
-7612.718389,345,547.07192
-1320.223937,431,552.310744
-2973.781135,404,557.223328
266.425098,277,560.890814
-178.926487,231,563.67197
-3771.120944,213,567.265889
-4711.326615,191,568.690338
378.358841,410,575.630859
-6208.439988,277,578.299025
4664.05955,413,583.57187
581.559568,290,587.236576
-165.393419,209,590.128406
-5302.93649,250,594.618436
-3643.562211,143,596.117491
-3290.719411,165,598.540721
6131.267235,343,602.521232
-1591.159932,199,604.950769
-1717.913351,380,609.804141
-3714.514965,157,612.34676
-4859.318041,271,616.482856
1803.516266,244,619.200408
4969.224168,377,624.399941
7598.174094,377,629.860047
-1242.11988,79,630.026838
-1720.465087,227,633.556961
-2718.274583,155,634.915156
770.717766,432,639.854062
-3647.855708,162,642.414503
-1922.091925,201,644.863014
402.188891,259,648.727973
-3004.501315,222,651.265388
-5539.792269,410,657.072309
-1552.727507,130,658.343498
2000.855348,489,665.18465
-2850.570239,292,669.204782
2566.239273,234,671.705369
2219.25788,217,675.337121
1337.054048,220,677.83959
2448.253215,198,680.747703
1257.569901,219,683.241068
-3494.181094,169,685.79806
3464.383036,230,688.305068
-2073.448302,137,689.584946
-2422.827117,380,694.642961
-2035.583445,76,695.82927
972.447579,215,698.310006
-1935.669424,67,699.514901
-4273.720723,448,704.549101
-2271.165923,133,707.635208
1884.717498,259,710.85191
1037.308997,232,713.378932
-1918.241864,264,717.538752
3261.72199,325,721.720403
337.193115,284,725.665347
6933.470645,253,729.670542
-4092.151789,180,732.073491
911.934621,244,734.879728
5393.22523,231,737.374087
-1625.60972,160,739.753806
-721.778745,229,742.62229
-159.865654,167,745.017502
-2883.318434,165,746.367544
-6494.608448,464,752.704245
-2047.311739,98,753.908183
-7920.520303,499,760.312162
570.696225,171,762.716281
3644.177614,205,765.260952
-3144.01817,162,766.709919
-11.50411,178,769.110117
3339.487649,247,772.840261
-253.303545,167,774.255381
1764.835168,189,776.805846
4985.851144,335,781.632381
7887.555539,397,787.283735
2913.877236,292,790.990458
-2636.574573,140,792.295773
-535.555896,171,794.688796
3653.627356,188,796.069067
-1461.58718,468,802.485883
-3002.013898,128,803.768459
-1546.562565,48,804.908586
98.68362,203,807.40594
121.671576,255,811.791728
-1200.041982,46,811.878804
1722.412983,180,814.272758
2706.919269,219,816.878573
7753.467175,270,820.709694
-1535.332564,176,822.252412
-1814.854595,225,825.79175
1441.624059,169,827.170042
7795.952054,368,832.388475
7731.686008,265,836.477294
-15714.818272,535,843.008835
631.888153,167,845.539236
2851.089747,252,848.490987
6803.860547,248,852.448658
-4468.672329,142,853.758583
2989.895189,304,858.167612
-5918.063387,310,862.28657
-2846.916684,146,864.991354
-2502.354648,479,871.093158
-4718.388541,144,872.926488
9482.212064,375,878.382398
-840.372371,161,879.735864
-1217.526464,116,881.049779
289.16676,200,883.534508
2159.348706,253,887.313202
-450.509213,140,888.616163
-1781.095648,234,892.446844
-623.313428,198,894.926233
2387.836051,230,897.465851
3208.978194,248,901.040896
-4166.764109,168,902.388226
-800,8,902.406002
1124.687852,231,906.240414
8013.829391,294,910.31203
2668.237506,259,912.909686
-1593.460861,148,915.520368
663.211036,194,918.101158
-2566.762411,191,919.664964
153.722999,135,922.25067
8048.226031,338,926.099843
6710.883602,279,929.783721
-2405.796589,202,932.25036
4391.866177,376,937.145064
2267.963698,238,939.68127
3004.483155,229,942.619036
4742.592856,293,946.285194
-920.768705,178,948.787143
4754.606102,281,952.523568
9085.247237,220,955.480216
3835.498198,297,959.1991
8095.339369,286,963.085878
4120.855353,255,967.927166
-1532.689519,53,968.026655
8611.020321,264,971.644759
-751.458514,129,973.176969
-644.423097,327,976.915662
-1916.587648,307,980.635264
5384.078578,386,985.501523
-608.693466,273,989.154957
8184.320334,289,993.149074
-1201.289712,160,994.483793
-921.553214,183,996.915926
-981.156359,95,998.161076
-2251.685793,102,999.397718
718.67304,203,1001.854011
3238.479141,274,1005.682359
