total/steps_per_second,reference_action_mean,AI_return,reference_action_std,rollout/actions_std,reference_Q_std,obs_rms_std,obs_rms_mean,reference_actor_Q_mean,rollout/return,rollout/Q_mean,param_noise_stddev,train/loss_actor,total/duration,AI_distance,AI_success_rate,reference_actor_Q_std,rollout/episode_steps,total/epochs,reference_perturbed_action_std,total/episodes,reference_perturbed_action_mean,rollout/return_history,reference_Q_mean,rollout/actions_mean,train/loss_critic,total/steps,rollout/episodes,train/param_noise_distance
79.41864012764078,0.23673909902572632,-185.16499344542413,0.9562927484512329,0.8830207586288452,147.91590881347656,0.3435385823249817,0.3834352195262909,0.09960174560546875,-185.16499344542413,1.7839890718460083,0.02733727610437334,-16.077497482299805,25.18300485610962,13.406499925744818,,147.91519165039062,81.04166666666667,1,0.935165286064148,24.0,0.2644405663013458,-185.16499344542413,-1.0814666748046875,0.26274290680885315,119.03060913085938,2000,24.0,0.19522190727293492
74.9620402602231,0.29429930448532104,-43.664590285714745,0.9529649019241333,0.8750069737434387,269.4915466308594,0.334351122379303,0.39698201417922974,-13.40334701538086,-43.664590285714745,27.758880615234375,0.018730226766195082,-19.358675003051758,53.36034059524536,12.545225521444618,,269.11761474609375,85.32608695652173,2,0.9218106865882874,46.0,0.34738004207611084,-43.664590285714745,-15.619611740112305,0.3607279062271118,183.66336059570312,4000,46.0,0.18834073096513748
75.29015799010887,0.21604016423225403,165.2263716230393,0.9633501172065735,0.8657463192939758,373.54510498046875,0.3291930854320526,0.40440353751182556,-10.56888198852539,165.2263716230393,57.50227737426758,0.0156587938752642,-55.69960403442383,79.69169092178345,11.933998196907112,,374.88897705078125,84.57971014492753,3,0.9476281404495239,69.0,0.22540712356567383,165.2263716230393,-13.785284042358398,0.40848860144615173,467.3258056640625,6000,69.0,0.20429299294948577
75.85845633632482,0.28168177604675293,204.60754743797594,0.9409595131874084,0.8679786920547485,457.17791748046875,0.3242737352848053,0.3968649208545685,17.63833236694336,204.60754743797594,70.77056121826172,0.01662212523270047,-107.07498931884766,105.45956754684448,11.66573355652301,,456.0377197265625,93.08235294117647,4,0.928927481174469,85.0,0.3063928186893463,204.60754743797594,15.025619506835938,0.39987558126449585,206.76492309570312,8000,85.0,0.19941651776432992
73.79270794642729,0.4759541451931,339.0845631956284,0.8560447692871094,0.8628683686256409,510.7399597167969,0.3213343620300293,0.3939878046512604,48.34840393066406,339.0845631956284,115.36817169189453,0.0136225708197137,-172.2139892578125,135.51474499702454,11.606328904796397,,509.6140441894531,98.85148514851485,5,0.8629459142684937,101.0,0.4557417929172516,355.84639085525305,42.84651184082031,0.41582190990448,596.843017578125,10000,101.0,0.20851672798395157
74.457512089896,0.3812521696090698,475.8145943256202,0.9150857329368591,0.8561809659004211,560.670166015625,0.3169454038143158,0.3954603970050812,117.04537963867188,475.8145943256202,145.0430908203125,0.014460633428115275,-278.50311279296875,161.1657395362854,11.65618095081111,,557.6275024414062,103.68141592920354,6,0.8653339743614197,113.0,0.465850293636322,548.7945418443722,107.608642578125,0.4265618622303009,1531.6639404296875,12000,113.0,0.20728912934660912
75.25018176741845,0.3652774691581726,679.2258479867257,0.9073836803436279,0.8595418930053711,625.2316284179688,0.308622807264328,0.3949398398399353,175.4683837890625,679.2258479867257,216.170654296875,0.014175701821503062,-404.85198974609375,186.04606223106384,11.360615201510626,0.00819672131147541,622.8915405273438,113.31967213114754,7,0.9246478080749512,122.0,0.3334747850894928,869.8888087575813,165.1824188232422,0.4183642268180847,1849.2535400390625,14000,122.0,0.19623963803052902
74.95366718878347,0.28853920102119446,805.4359908987489,0.949936032295227,0.8610935807228088,668.0421752929688,0.30148348212242126,0.3916550576686859,265.46319580078125,805.4359908987489,259.9106140136719,0.013896384493189945,-533.0035400390625,213.46520590782166,11.127133975870656,0.007633587786259542,666.1258544921875,119.19847328244275,8,0.9454576969146729,131.0,0.26154571771621704,1095.5288734077585,249.9686737060547,0.41663435101509094,1162.5078125,16000,131.0,0.1981705103814602
75.28802838441345,0.333122193813324,1033.334546670313,0.9192979335784912,0.859743058681488,702.8549194335938,0.2967143654823303,0.39350658655166626,324.1180419921875,1033.334546670313,334.5091247558594,0.012833077932624282,-613.66650390625,239.08183526992798,10.799028925061428,0.014492753623188406,700.811279296875,127.79710144927536,9,0.9374468922615051,138.0,0.31570693850517273,1455.3354496164445,305.2264099121094,0.4160703122615814,1519.6065673828125,18000,138.0,0.2137664510309696
75.40486610761732,0.3130542039871216,1089.7053053145069,0.9346122741699219,0.8572192192077637,753.3410034179688,0.29147863388061523,0.39498111605644226,418.543212890625,1089.7053053145069,374.8786926269531,0.011388705069074755,-778.5675659179688,265.23487186431885,10.729385987316302,0.013513513513513514,754.2833251953125,135.02027027027026,10,0.9302771091461182,148.0,0.32297998666763306,1622.896372380188,399.3626708984375,0.41877031326293945,3070.21630859375,20000,148.0,0.1988662984967232
