reference_perturbed_action_mean,total/steps,param_noise_stddev,reference_actor_Q_mean,AI_distance,train/loss_actor,train/param_noise_distance,reference_Q_mean,total/steps_per_second,reference_perturbed_action_std,rollout/Q_mean,total/episodes,rollout/return_history,rollout/actions_std,AI_return,obs_rms_mean,train/loss_critic,reference_Q_std,total/epochs,reference_action_mean,obs_rms_std,total/duration,reference_action_std,rollout/return,rollout/actions_mean,rollout/episode_steps,rollout/episodes,reference_actor_Q_std,AI_success_rate
-0.03081047534942627,2000,0.027337276104373337,-45.832305908203125,17.978468692462105,32.6477165222168,0.1950936459004879,-48.81358337402344,61.4317590555058,0.9636922478675842,-29.733205795288086,12.0,-1396.7123895837303,0.9143123626708984,-1396.7123895837303,0.505682110786438,290.6298522949219,94.5133056640625,1,0.03476396203041077,0.19740302860736847,32.5564501285553,0.9844874739646912,-1396.7123895837303,-0.12896475195884705,164.66666666666666,12.0,93.7610092163086,
-0.08926662057638168,4000,0.021529912675834345,-74.64088439941406,16.298935945454254,73.96269226074219,0.2024109074473381,-81.03819274902344,66.87425813508379,0.971440315246582,-40.037349700927734,22.0,-1289.3806010092912,0.9431048035621643,-1289.3806010092912,0.46858343482017517,731.68359375,203.02859497070312,2,-0.07779848575592041,0.2007472962141037,59.81374764442444,0.9854443669319153,-1289.3806010092912,-0.09744319319725037,177.1818181818182,22.0,201.06561279296875,
-0.07908164709806442,6000,0.02285443614607805,-83.03695678710938,13.399110717264143,36.35035705566406,0.20937901929020883,-90.9671859741211,69.58684063214604,0.9664781093597412,-21.460433959960938,33.0,-369.1972331815388,0.9625470042228699,-369.1972331815388,0.4415333569049835,672.3353881835938,296.84979248046875,3,-0.10130617022514343,0.20644511282444,86.22319889068604,0.9849666953086853,-369.1972331815388,-0.023739023134112358,176.42424242424244,33.0,296.13897705078125,
-0.1253286600112915,8000,0.01949074908111193,-54.55633544921875,13.866249664403346,7.665326118469238,0.20916539296507836,-65.91483306884766,70.44975496475995,0.9744248390197754,-35.99098587036133,43.0,-414.84039617153826,0.9694939255714417,-414.84039617153826,0.4446731507778168,1106.5955810546875,364.7007141113281,4,-0.16403961181640625,0.20658381283283234,113.55610823631287,0.9753008484840393,-414.84039617153826,-0.017221176996827126,185.7674418604651,43.0,363.9647216796875,
0.06882290542125702,10000,0.012580215599082718,-83.65167236328125,12.728302138121958,-33.034366607666016,0.19680987276136874,-95.45648956298828,69.34030972154018,0.9619381427764893,-3.4872827529907227,52.0,70.06345950484575,0.9720966815948486,70.06345950484575,0.44386911392211914,2045.03857421875,454.4779968261719,5,0.06752302497625351,0.20496560633182526,144.21625804901123,0.981428325176239,70.06345950484575,0.02336142212152481,187.84615384615384,52.0,452.9606018066406,0.019230769230769232
-0.005199084058403969,12000,0.013091022799070031,-43.73977279663086,12.549535638222673,-76.9386978149414,0.200454960167408,-57.397789001464844,68.26858107220278,0.9675077795982361,0.4306601583957672,61.0,184.0394994229627,0.972789466381073,184.0394994229627,0.4371856153011322,1333.541748046875,481.633544921875,6,0.026060892269015312,0.208388090133667,175.77632069587708,0.9674098491668701,184.0394994229627,0.03488578274846077,195.60655737704917,61.0,478.1297302246094,0.01639344262295082
-0.02554791048169136,14000,0.011164302587074557,27.81927490234375,11.910956859737567,-176.18943786621094,0.2024390485882759,11.622823715209961,68.30007689878181,0.9570571184158325,26.539302825927734,71.0,477.3635294290794,0.9732186198234558,477.3635294290794,0.4341549873352051,2119.30908203125,505.47442626953125,7,-0.05515267327427864,0.20982426404953003,204.9778072834015,0.9687972068786621,477.3635294290794,0.0313476137816906,196.7605633802817,71.0,501.1572570800781,0.014084507042253521
0.05294934660196304,16000,0.009521154623962158,91.17385864257812,12.000062489764163,-258.6962585449219,0.20885023713111878,74.08409118652344,68.97639365020385,0.9730203747749329,35.499515533447266,80.0,617.7738433011157,0.9731041789054871,617.7738433011157,0.44024619460105896,2344.62060546875,547.6005249023438,8,-0.031445808708667755,0.21443332731723785,231.96341753005981,0.9645319581031799,617.7738433011157,0.02541780099272728,196.6875,80.0,547.4149780273438,0.0125
-0.19111871719360352,18000,0.008619377074687717,152.8114471435547,12.048843399780289,-282.074951171875,0.19928343519568442,130.42686462402344,69.32130362461281,0.9473939538002014,44.941505432128906,88.0,667.8669885366052,0.9735358953475952,667.8669885366052,0.44037583470344543,2409.98095703125,581.3370361328125,9,-0.2523205280303955,0.21510343253612518,259.6604371070862,0.9351681470870972,667.8669885366052,0.014812502078711987,199.29545454545453,88.0,577.5065307617188,0.011363636363636364
-0.17934592068195343,20000,0.008619377074687717,205.54840087890625,12.11757694978421,-346.3194885253906,0.19939094066619872,183.46861267089844,69.29284423517998,0.936730146408081,57.774051666259766,98.0,622.8814632731336,0.9749736189842224,622.8814632731336,0.43933963775634766,967.1839599609375,626.2346801757812,10,-0.19337446987628937,0.21366114914417267,288.6300919055939,0.952464759349823,622.8814632731336,0.005997938569635153,204.0204081632653,98.0,625.1220092773438,0.01020408163265306
