rollout/return,rollout/episode_steps,param_noise_stddev,train/loss_critic,train/loss_actor,reference_perturbed_action_std,AI_success_rate,AI_distance,total/epochs,reference_Q_std,train/param_noise_distance,total/duration,total/episodes,reference_Q_mean,obs_rms_std,rollout/episodes,rollout/Q_mean,reference_perturbed_action_mean,total/steps,reference_action_std,obs_rms_mean,total/steps_per_second,AI_return,rollout/actions_std,reference_actor_Q_mean,reference_actor_Q_std,rollout/return_history,rollout/actions_mean,reference_action_mean
-517.8027683683553,99.66511411271541,0.003001997037927551,1333.483642578125,-106.41175842285156,0.9276907444000244,0.0035,12.475122618907639,107,247.81689453125,0.2037509198486805,3453.485318183899,2147.0,-128.414794921875,0.12493196129798889,2147.0,66.78357696533203,0.2409825176000595,214000,0.9335120916366577,nan,61.96638476301304,-510.8129092092981,0.8560271263122559,-119.31658935546875,251.0518035888672,-613.5264819419166,0.2847278118133545,0.23157259821891785
-519.530001662383,100.0129689671144,0.0029428458366116566,667.9248657226562,-114.8855972290039,0.948449969291687,0.0035,12.457830184165541,108,249.54893493652344,0.19730130672454835,3491.563398838043,2159.0,-132.7885284423828,0.12487658113241196,2159.0,69.48474884033203,0.1706346720457077,216000,0.9436615109443665,nan,61.86340482085549,-511.5717135065072,0.8560435771942139,-123.39292907714844,252.75074768066406,-641.6746069170647,0.28508299589157104,0.17582513391971588
-522.1962622879895,100.24885004599815,0.003062337178389895,592.0311279296875,-107.04794311523438,0.9433895945549011,0.0035,12.464201386446263,109,257.4212646484375,0.1970695996284485,3529.4390778541565,2174.0,-124.07234191894531,0.12484711408615112,2174.0,69.15404510498047,0.14567731320858002,218000,0.932357907295227,nan,61.76618867509694,-514.8069587312082,0.8565611243247986,-114.25306701660156,260.19866943359375,-679.7315717894754,0.2833544611930847,0.21560171246528625
-527.0657382130634,100.57293095564701,0.003062337178389895,811.9053955078125,-112.41789245605469,0.9473970532417297,0.0035,12.471478756008462,110,256.0707092285156,0.2032388785481453,3567.7196865081787,2187.0,-127.73295593261719,0.1247859001159668,2187.0,69.88632202148438,0.20137694478034973,220000,0.9457787275314331,nan,61.664037349111304,-521.0051242127613,0.8566286563873291,-118.47933197021484,257.6184387207031,-791.2273609818182,0.2824752926826477,0.19871878623962402
-527.5345953967625,100.88130968622102,0.003062337178389895,1058.2420654296875,-108.68099975585938,0.9509140849113464,0.0035,12.45274973715303,111,254.90370178222656,0.2001412646472454,3605.520850419998,2199.0,-129.04063415527344,0.12472620606422424,2199.0,70.57738494873047,0.2138129025697708,222000,0.9273585677146912,nan,61.57224135152062,-521.25980857543,0.8567619919776917,-119.28672790527344,256.0666198730469,-737.0891287549072,0.2821212708950043,0.26635438203811646
-529.9912516758338,100.89810640216412,0.0029428458366116566,1543.01416015625,-108.18299865722656,0.9034192562103271,0.0035,12.444411257796425,112,240.93548583984375,0.20619161620736123,3644.2155225276947,2218.0,-135.9835205078125,0.12473089247941971,2218.0,70.65493774414062,0.24762094020843506,224000,0.9212507605552673,nan,61.467275635945235,-524.4312053236661,0.8571711182594299,-129.67758178710938,241.88421630859375,-731.163738757283,0.28034505248069763,0.23212143778800964
-531.6294032785848,101.17599641737573,0.00318668034780461,1011.01904296875,-98.86192321777344,0.9273050427436829,0.0035,12.436162589211278,113,251.99258422851562,0.20665740609169006,3682.5784125328064,2233.0,-134.44146728515625,0.1246659979224205,2233.0,71.36593627929688,0.16864266991615295,226000,0.9185314774513245,nan,61.3700442143638,-527.1126075256618,0.8571567535400391,-126.19429779052734,252.68040466308594,-835.6296201586479,0.27999401092529297,0.23704275488853455
-532.3695624591273,101.46215494211933,0.0031238901556755318,1052.0244140625,-108.11280059814453,0.91676265001297,0.0035,12.438799581867594,114,255.82191467285156,0.19784676551818847,3720.8491683006287,2246.0,-134.08641052246094,0.12465169280767441,2246.0,72.54480743408203,0.19311600923538208,228000,0.9254301190376282,nan,61.27633496741048,-527.8112961163705,0.8572708368301392,-124.05465698242188,256.3868103027344,-842.8346489949731,0.27901625633239746,0.2590125799179077
-537.0911688485127,101.82728077945085,0.0028280170058268914,1093.962158203125,-92.3134536743164,0.9378227591514587,0.0035,12.435358289538847,115,255.91232299804688,0.21044541656970978,3759.0891122817993,2258.0,-152.0641326904297,0.12462840229272842,2258.0,73.9848861694336,0.20917002856731415,230000,0.9310795664787292,nan,61.18503529180452,-533.6983722370942,0.8572052717208862,-143.04632568359375,257.4019470214844,-919.2238458392976,0.2784190773963928,0.1894589364528656
-542.3450940499798,102.05631324241091,0.003001997037927551,888.0822143554688,-94.21867370605469,0.9460354447364807,0.0035,12.452505579506317,116,244.66404724121094,0.20282743960618974,3797.0593917369843,2273.0,-146.96163940429688,0.12459500879049301,2273.0,73.10575103759766,0.21895676851272583,232000,0.9534884691238403,nan,61.09991339742263,-539.984760308257,0.8575323820114136,-137.4974365234375,246.91207885742188,-954.8619240017875,0.27665358781814575,0.19658488035202026
-542.4592033181964,101.95640802092414,0.003062337178389895,1191.5791015625,-97.34075164794922,0.9235609769821167,0.0035,12.491347637028742,117,238.67381286621094,0.19997485235333443,3835.3455488681793,2294.0,-154.88302612304688,0.12458473443984985,2294.0,73.38372802734375,0.25478753447532654,234000,0.9263731241226196,nan,61.01145177624322,-542.9696235073917,0.8577163815498352,-147.64906311035156,241.15924072265625,-900.835069478823,0.2758760154247284,0.19851583242416382
-541.1261386972765,102.1342572542226,0.002884860147644012,952.5318603515625,-90.09161376953125,0.8849017024040222,0.0035,12.479982608567179,118,230.5109100341797,0.20089555457234382,3874.209944963455,2309.0,-163.2925567626953,0.12457244843244553,2309.0,75.58082580566406,0.359127014875412,236000,0.9299821257591248,nan,60.91564560325503,-542.1030432774751,0.8579389452934265,-154.9407958984375,234.3607635498047,-821.4605563710072,0.27575430274009705,0.18855470418930054
-542.3387006464627,102.32516129032258,0.003001997037927551,1331.63916015625,-84.8735122680664,0.9487030506134033,0.0035,12.49508478513547,119,238.93190002441406,0.205984445810318,3912.282466173172,2325.0,-173.0438232421875,0.1245618686079979,2325.0,76.3095703125,0.12406640499830246,238000,0.9314141869544983,nan,60.8340532816388,-544.5875713695339,0.8578953146934509,-162.79022216796875,244.8078155517578,-813.0226792552318,0.2755364775657654,0.055057816207408905
-540.4830412194183,102.39137857447717,0.003250732622795483,1248.76416015625,-82.63204193115234,0.8806488513946533,0.0035,12.494416614807552,120,239.34930419921875,0.20261189848184585,3950.7287731170654,2343.0,-175.24777221679688,0.12456152588129044,2343.0,77.03309631347656,0.3330824375152588,240000,0.9063144326210022,nan,60.748285641143525,-544.2007066755389,0.8580518960952759,-165.8754425048828,243.40858459472656,-718.2472431553263,0.2753754258155823,0.2583991289138794
-540.7430027098521,102.42040643522438,0.003062337178389895,996.5806274414062,-76.87626647949219,0.9311556816101074,0.0035,12.488006174594743,121,238.83737182617188,0.19976066797971725,3989.081629514694,2362.0,-161.0098876953125,0.12452449649572372,2362.0,76.55859375,0.1796867549419403,242000,0.9274017810821533,nan,60.665592353255846,-546.1509863530359,0.8581392765045166,-154.9017333984375,240.68414306640625,-582.0024291019353,0.2751542031764984,0.15543127059936523
-541.1550531701138,102.70905263157894,0.00318668034780461,926.1513061523438,-71.43470001220703,0.8968278169631958,0.0035,12.471575269325312,122,246.98597717285156,0.1923893378674984,4027.2507603168488,2375.0,-166.30433654785156,0.12450198084115982,2375.0,77.5334701538086,0.2718927562236786,244000,0.9027249217033386,nan,60.587237925259714,-547.0934516630417,0.8581749200820923,-158.83775329589844,248.7381591796875,-503.08443652489177,0.27512264251708984,0.25062325596809387
-541.6528968165187,102.7538654408692,0.002884860147644012,923.0797119140625,-80.4599380493164,0.9212345480918884,0.0035,12.473877791635438,123,235.33786010742188,0.20835718929767608,4065.5181090831757,2393.0,-176.4691619873047,0.12447104603052139,2393.0,78.92080688476562,0.22407712042331696,246000,0.9209399223327637,nan,60.508892937996535,-548.0896841547441,0.8583326935768127,-168.64215087890625,236.59764099121094,-519.2896025117795,0.275351345539093,0.18345725536346436
-540.2055593302368,102.9398090493981,0.0027722938984676908,853.9014892578125,-73.5433120727539,0.9197241067886353,0.0035,12.461187073533317,124,246.8882598876953,0.22176183223724366,4103.607012748718,2409.0,-168.10118103027344,0.12446600198745728,2409.0,80.20399475097656,0.13968130946159363,248000,0.9078938364982605,nan,60.43463694977025,-547.8908961043786,0.8584191799163818,-159.51466369628906,246.80020141601562,-518.9493817452905,0.2752649486064911,0.27631163597106934
-538.4515266987345,102.96415327564895,0.0028280170058268914,822.7622680664062,-80.16349792480469,0.8907428979873657,0.0035,12.45146419848167,125,237.594482421875,0.20317310720682144,4141.83719420433,2427.0,-170.8612823486328,0.1244770884513855,2427.0,80.82356262207031,0.30858415365219116,250000,0.8853203654289246,nan,60.35968780951236,-546.8189607774799,0.8587421178817749,-165.20782470703125,240.25064086914062,-470.4981420953108,0.2743740379810333,0.36768126487731934
-535.2346590784693,103.18877968877969,0.002884860147644012,949.842529296875,-77.8044662475586,0.9088000059127808,0.0035,12.438531483548763,126,255.07933044433594,0.20086965709924698,4180.1382801532745,2442.0,-173.672607421875,0.1244586780667305,2442.0,81.97012329101562,0.28364720940589905,252000,0.9209080934524536,nan,60.28508702605882,-543.6851784946437,0.8587982654571533,-166.16688537597656,256.1239013671875,-410.13699087107693,0.2745608687400818,0.1984773725271225
-533.9060253483366,103.39470468431772,0.003001997037927551,1374.4246826171875,-80.06549072265625,0.921476423740387,0.0035,12.44906357269224,127,240.6103515625,0.1982530300319195,4218.65109205246,2455.0,-168.12728881835938,0.12444794178009033,2455.0,83.3245620727539,0.15692883729934692,254000,0.9187218546867371,nan,60.208818993946196,-541.4484388187116,0.8590566515922546,-159.6741485595703,239.49874877929688,-377.3440302656101,0.2739518880844116,0.24305634200572968
-534.1149507282523,103.65356564019449,0.003001997037927551,1134.8577880859375,-82.66429901123047,0.9195782542228699,0.0035,12.426430802890929,128,237.0215606689453,0.2042459738254547,4256.758847475052,2468.0,-172.23046875,0.12440520524978638,2468.0,84.39004516601562,0.1449146419763565,256000,0.9207731485366821,nan,60.139653001919406,-541.520048565509,0.8589075803756714,-165.06459045410156,239.0288848876953,-344.5460090797925,0.27434706687927246,0.15665303170681
-532.8786149447101,103.86352657004831,0.0027176687564627886,1439.6395263671875,-82.25236511230469,0.917750895023346,0.0035,12.423869174931736,129,246.53378295898438,0.20286402910947798,4295.569004774094,2484.0,-177.15419006347656,0.12440044432878494,2484.0,84.27316284179688,0.14770764112472534,258000,0.9052799940109253,nan,60.06189161744554,-540.0601754665411,0.8589423894882202,-171.4634552001953,249.06576538085938,-326.5573659357427,0.2737266421318054,0.23369717597961426
-532.2383954585301,104.01480592236895,0.002884860147644012,591.48486328125,-80.52144622802734,0.9064123630523682,0.0035,12.412570148143852,130,238.1317138671875,0.20673399925231933,4333.978515625,2499.0,-175.50453186035156,0.12439761310815811,2499.0,84.90009307861328,0.2148756980895996,260000,0.9059851169586182,nan,59.99106803659491,-538.6041896568944,0.8590483069419861,-167.40570068359375,239.32188415527344,-319.536772528241,0.2734147906303406,0.233671173453331
-528.0027261499515,103.96703733121525,0.0028280170058268914,595.1775512695312,-79.7928237915039,0.9350630044937134,0.0035,12.39444339623169,131,235.4668731689453,0.20487325385212898,4372.366199970245,2518.0,-160.85281372070312,0.12440130859613419,2518.0,86.08927154541016,0.21205690503120422,262000,0.9389284253120422,nan,59.921787887250375,-534.6773959117395,0.8591371178627014,-153.0667724609375,237.17288208007812,-296.73980071939474,0.273000568151474,0.18631792068481445
-527.9577245954277,104.15982636148382,0.0028280170058268914,743.8392944335938,-73.67845916748047,0.9283749461174011,0.0035,12.37301170746292,132,238.50323486328125,0.20295148298144342,4410.848986148834,2534.0,-181.4850311279297,0.12439537048339844,2534.0,86.79070281982422,0.19725105166435242,264000,0.9393891096115112,nan,59.85242315686296,-535.9213528035538,0.859308123588562,-172.35012817382812,240.3188018798828,-329.3621776098387,0.27256032824516296,0.12516847252845764
-527.2118744067797,104.13782302270947,0.0028280170058268914,763.8015747070312,-88.38103485107422,0.9387215971946716,0.0035,12.384979568215186,133,219.79869079589844,0.20904251158237458,4449.226167678833,2554.0,-190.73532104492188,0.1244141235947609,2554.0,87.1104736328125,0.20499324798583984,266000,0.9299345016479492,nan,59.78567732347321,-535.0826488966799,0.8595649003982544,-182.69981384277344,221.57191467285156,-368.10669068071087,0.2716151475906372,0.23745329678058624
-526.4507914937973,103.91621411947246,0.0028280170058268914,1161.262939453125,-83.87417602539062,0.9047778248786926,0.0035,12.400448857095823,134,235.77645874023438,0.200023123472929,4487.700807094574,2578.0,-182.27035522460938,0.12441540509462357,2578.0,87.01155853271484,0.2875314950942993,268000,0.9021136164665222,nan,59.71877616625438,-535.9675667090402,0.8594322800636292,-174.723388671875,237.7433319091797,-338.55383146823704,0.2716540992259979,0.3279542028903961
-525.7631229022251,104.04394757131843,0.002664119945557091,1268.4163818359375,-95.16790008544922,0.9147195816040039,0.0035,12.407452385533581,135,236.82994079589844,0.21098632663488387,4526.4581842422485,2594.0,-180.98593139648438,0.12436705827713013,2594.0,87.1001205444336,0.24549217522144318,270000,0.859416663646698,nan,59.6492862653495,-536.4640948761083,0.8590347766876221,-170.6736602783203,238.1715545654297,-385.1231062091599,0.2719934582710266,0.40437471866607666
-524.7430906870198,103.99770466717673,0.002664119945557091,1160.9959716796875,-83.84919738769531,0.9045958518981934,0.0035,12.407140721512981,136,240.02471923828125,0.2112857285141945,4565.310298204422,2614.0,-182.75909423828125,0.12433316558599472,2614.0,87.74957275390625,0.2810229957103729,272000,0.9037652015686035,nan,59.57973987156581,-536.4414550092475,0.8590573668479919,-175.16282653808594,238.9733428955078,-442.19377123384635,0.2718431055545807,0.25523149967193604
-524.1218152126737,104.31226199543032,0.002664119945557091,1023.87451171875,-93.66569519042969,0.9020528793334961,0.0035,12.386943205098166,137,236.846435546875,0.20163768261671067,4604.263123989105,2626.0,-192.6180419921875,0.12429735064506531,2626.0,89.37419128417969,0.272104948759079,274000,0.9063793420791626,nan,59.51006548092501,-534.2960017983522,0.8589692711830139,-186.31869506835938,238.42747497558594,-444.17269343584894,0.27135324478149414,0.22299185395240784
-524.1124407822234,104.48504354411207,0.003001997037927551,947.3192138671875,-90.73468017578125,0.9230625629425049,0.0035,12.390445128497452,138,245.52667236328125,0.19649207681417466,4643.259123086929,2641.0,-184.94381713867188,0.12425108999013901,2641.0,90.34268951416016,0.20706094801425934,276000,0.933346688747406,nan,59.44100742249978,-539.7432518429807,0.8589785695075989,-176.55279541015625,247.11264038085938,-465.5827285977081,0.27140796184539795,0.18795865774154663
-523.2375633447632,104.34909909909909,0.003062337178389895,1132.7850341796875,-102.92948150634766,0.8468608260154724,0.0035,12.372567976222847,139,249.8533935546875,0.19081701681017876,4682.373057842255,2664.0,-188.8655242919922,0.12422561645507812,2664.0,90.71113586425781,0.44928622245788574,278000,0.8798584938049316,nan,59.371604219871536,-537.430101435155,0.8592674136161804,-180.7763671875,250.75341796875,-404.3420087533819,0.27118831872940063,0.3762887120246887
-520.1773166126984,104.40805669526296,0.003001997037927551,1198.5111083984375,-89.7157974243164,0.9251790046691895,0.003,12.38435431085398,140,247.44573974609375,0.21091940969228745,4721.083278417587,2681.0,-191.83407592773438,0.12418889999389648,2681.0,92.04066467285156,0.18334370851516724,280000,0.9178922772407532,nan,59.30842213269544,-533.4465706387659,0.8590394854545593,-181.48037719726562,246.03887939453125,-355.3259694281153,0.2717742323875427,0.19427332282066345
-520.8334206307023,104.55543196143863,0.003062337178389895,1193.02880859375,-94.03142547607422,0.8611572980880737,0.0035,12.367352248177605,141,251.40286254882812,0.216645664870739,4759.766309738159,2697.0,-183.86123657226562,0.12416163831949234,2697.0,92.36190032958984,0.4203808605670929,282000,0.8845752477645874,nan,59.24660616699755,-533.899806076697,0.8589848875999451,-174.54344177246094,252.0687255859375,-378.13421301739714,0.27202123403549194,0.37864163517951965
-520.2388279853258,104.5081001472754,0.0027722938984676908,1161.7847900390625,-116.20832061767578,0.9006480574607849,0.0035,12.373808272286682,142,240.81039428710938,0.19795357659459115,4798.503346681595,2716.0,-180.57215881347656,0.1241450309753418,2716.0,94.13978576660156,0.2608605623245239,284000,0.9075660109519958,nan,59.18512075153604,-530.6217312404244,0.8588178753852844,-171.18508911132812,242.3112030029297,-397.2257480304452,0.27275463938713074,0.2663288116455078
-518.892745779732,104.21035362741524,0.0029428458366116566,1161.3455810546875,-103.75041961669922,0.9090656042098999,0.0035,12.414011459469602,143,246.08766174316406,0.20597902119159697,4837.780800104141,2743.0,-182.37423706054688,0.12413234263658524,2743.0,95.2286605834961,0.3291667699813843,286000,0.8917902112007141,nan,59.11801543258086,-529.3046827244805,0.8589208722114563,-171.92469787597656,249.6140594482422,-391.7875431403663,0.2728949189186096,0.34027376770973206
-517.5083811830997,104.47496371552975,0.0027722938984676908,1603.830322265625,-110.2756576538086,0.8928049802780151,0.0035,12.401401681410876,144,259.94091796875,0.20610449314117432,4876.590259313583,2756.0,-177.57723999023438,0.12409651279449463,2756.0,96.52286529541016,0.36366456747055054,288000,0.9075143933296204,nan,59.05765805317795,-526.8804564743631,0.8587617874145508,-168.665771484375,261.9221496582031,-346.18970923442174,0.2733391523361206,0.321632444858551
-516.9827260063034,104.71794871794872,0.002884860147644012,1687.2247314453125,-116.51567077636719,0.8575776815414429,0.0035,12.385164275737905,145,252.20362854003906,0.20007070079445838,4915.553748130798,2769.0,-190.35598754882812,0.12404599040746689,2769.0,98.246826171875,0.4008731245994568,290000,0.8719609975814819,nan,58.99640505614981,-528.3209616931374,0.8585343956947327,-180.31320190429688,253.93698120117188,-381.3314750676634,0.2738956809043884,0.37675613164901733
-516.282340912855,104.84626436781609,0.002884860147644012,1513.831298828125,-119.54496002197266,0.8800551295280457,0.0035,12.369249430706759,146,270.7801513671875,0.21232720851898193,4954.634051799774,2784.0,-181.42271423339844,0.12401780486106873,2784.0,99.94121551513672,0.34255415201187134,292000,0.8760663270950317,nan,58.934725944882004,-526.6278110926843,0.8583455085754395,-171.0096893310547,271.3023376464844,-395.3814276482928,0.27406856417655945,0.38757798075675964
-516.0621598393243,104.8712094184802,0.00318668034780461,1122.1881103515625,-113.369140625,0.8880998492240906,0.004,12.340264398146646,147,255.7422332763672,0.20379026144742965,4994.362155199051,2803.0,-173.2246856689453,0.12398627400398254,2803.0,101.87548828125,0.39573317766189575,294000,0.8837024569511414,nan,58.866375898261744,-524.1417975619854,0.8582094311714172,-162.21133422851562,255.99647521972656,-401.90678890428507,0.2746075689792633,0.3996999263763428
-513.0415954838396,105.05113636363636,0.0029428458366116566,999.993896484375,-117.45999908447266,0.932305634021759,0.004,12.320836056573244,148,243.3135528564453,0.19796767234802246,5033.421207666397,2816.0,-190.20840454101562,0.123989038169384,2816.0,102.62662506103516,0.2149260938167572,296000,0.8731014728546143,nan,58.80692034061501,-519.5359646292337,0.8582946062088013,-179.0210418701172,243.64739990234375,-317.5647607434762,0.27397528290748596,0.3681870400905609
-512.6649520900753,105.25715294948782,0.0027176687564627886,891.74609375,-137.78131103515625,0.8963085412979126,0.004,12.293396026001734,149,243.88548278808594,0.20987215653061866,5072.497235298157,2831.0,-181.59341430664062,0.12398771196603775,2831.0,103.57669067382812,0.3480883538722992,298000,0.8507707118988037,nan,58.74818381886882,-519.4730450395623,0.858322262763977,-171.00863647460938,243.56541442871094,-330.04009929255955,0.27352580428123474,0.4288741946220398
-512.1268853487549,105.16549789621318,0.0029428458366116566,856.542236328125,-117.87078094482422,0.9036256670951843,0.004,12.298240756657558,150,244.08900451660156,0.20488732933998108,5111.709235429764,2852.0,-174.65756225585938,0.12397534400224686,2852.0,104.93708038330078,0.2982083261013031,300000,0.8785921931266785,nan,58.688784158666586,-521.1653335922947,0.858397364616394,-164.18215942382812,246.00210571289062,-341.9182943276182,0.27370402216911316,0.33411169052124023
-509.6894226072835,105.11347024016708,0.0029428458366116566,1076.53466796875,-125.04010009765625,0.8945321440696716,0.004,12.292587741209612,151,243.26483154296875,0.19110907897353172,5151.045357942581,2873.0,-174.3245849609375,0.12397372722625732,2873.0,105.93177032470703,0.32687389850616455,302000,0.8933352828025818,nan,58.6288760851883,-516.2381454198326,0.8583970069885254,-162.27667236328125,244.76715087890625,-312.5799671548009,0.2734995484352112,0.3185749053955078
-509.0108467214665,105.1501210653753,0.0029428458366116566,1255.3204345703125,-128.4266815185547,0.9048287272453308,0.004,12.280577543781943,152,234.580810546875,0.19726745218038558,5190.066531419754,2891.0,-176.11810302734375,0.12395600229501724,2891.0,108.10298919677734,0.2640351355075836,304000,0.930550754070282,nan,58.57343025559253,-515.6404810234703,0.8583656549453735,-164.78115844726562,236.6020050048828,-283.2804457906395,0.27402597665786743,0.22004899382591248
-506.15661958412267,104.93276157804459,0.0029428458366116566,819.590576171875,-130.2090301513672,0.9320532083511353,0.004,12.268125083785824,153,234.08419799804688,0.20669661790132524,5229.705855369568,2915.0,-172.13348388671875,0.1239592432975769,2915.0,109.08061218261719,0.25855323672294617,306000,0.9473171830177307,nan,58.51189502098219,-510.5380423074596,0.8587472438812256,-162.34844970703125,235.9466094970703,-310.21207107612355,0.2733303904533386,0.1799892783164978
-504.38098694451224,105.06243602865916,0.003001997037927551,1462.04150390625,-134.88320922851562,0.9514048099517822,0.004,12.236833411854947,154,230.35159301757812,0.1986950884759426,5268.836359739304,2931.0,-168.42979431152344,0.1239757239818573,2931.0,109.77757263183594,0.0712071880698204,308000,0.9375583529472351,nan,58.45693032972455,-508.8103610374403,0.8588467240333557,-158.72897338867188,231.7942657470703,-269.86193367361824,0.2728642523288727,0.1304747462272644
-501.1765778795788,105.18832711231761,0.002884860147644012,1232.1396484375,-115.43161010742188,0.944585382938385,0.004,12.217303574084815,155,233.20196533203125,0.19838383600115775,5308.103027105331,2947.0,-180.12890625,0.12396740168333054,2947.0,110.99722290039062,0.13744130730628967,310000,0.9513638615608215,nan,58.401277898528726,-505.0805209025523,0.858892560005188,-168.00729370117188,234.94505310058594,-178.61065212545617,0.2725510895252228,0.13336074352264404
-497.7096513088533,105.22596964586846,0.0028280170058268914,1022.1604614257812,-125.59981536865234,0.934671938419342,0.004,12.223677380647857,156,237.568603515625,0.19354766622185707,5347.370079278946,2965.0,-187.72743225097656,0.12397163361310959,2965.0,112.0638198852539,0.1093142032623291,312000,0.9436350464820862,nan,58.34643859960239,-500.2754806507807,0.8591341376304626,-177.49684143066406,240.24066162109375,-122.06703431304695,0.2716694474220276,0.06557682156562805
-493.9447942419349,105.31566588393157,0.0029428458366116566,1060.09716796875,-130.04318237304688,0.9311342835426331,0.004,12.203570842962757,157,241.46719360351562,0.2016787439584732,5386.349177360535,2981.0,-175.2457275390625,0.12396905571222305,2981.0,113.35039520263672,0.12024668604135513,314000,0.9332080483436584,nan,58.29551513663082,-492.9507181665012,0.8594227433204651,-166.767333984375,242.8546142578125,-53.38037603655556,0.27088963985443115,0.12717841565608978
-494.3479969189373,105.2215928023992,0.0029428458366116566,1099.686279296875,-123.81848907470703,0.9332526326179504,0.004,12.198324848419835,158,228.5860137939453,0.19834646791219712,5425.437520265579,3001.0,-177.96646118164062,0.12395616620779037,3001.0,113.84398651123047,0.15978682041168213,316000,0.9481487274169922,nan,58.24415059977164,-493.03589069652884,0.8595907092094421,-167.08868408203125,230.49264526367188,-115.62598537679118,0.2702760398387909,0.06854798644781113
-494.2855466121648,105.38772802653399,0.0027722938984676908,1552.099365234375,-121.3976058959961,0.9469688534736633,0.004,12.181117383743361,159,229.89447021484375,0.203483963906765,5464.959131717682,3015.0,-168.80010986328125,0.12394434213638306,3015.0,115.09967041015625,0.15501520037651062,318000,0.9427986145019531,nan,58.18890724257804,-492.66749970984057,0.8596770763397217,-158.02142333984375,231.41165161132812,-148.24376947959252,0.2702887952327728,0.15865075588226318
-494.6520027418598,105.42635914332784,0.002884860147644012,1063.425048828125,-130.40170288085938,0.9577104449272156,0.004,12.181874762096081,160,223.9134521484375,0.2039065182209015,5504.074402093887,3035.0,-163.39471435546875,0.123940609395504,3035.0,114.87052154541016,0.010907061398029327,320000,0.9542969465255737,nan,58.1387489744441,-491.1188170287666,0.8599525690078735,-150.61392211914062,226.3437957763672,-266.24822389125006,0.2693558931350708,-0.03963516652584076
-492.5516280034668,105.4900032776139,0.0028280170058268914,952.3588256835938,-133.55101013183594,0.9601613879203796,0.004,12.174513277369824,161,221.1478271484375,0.2116084322333336,5543.304354190826,3051.0,-184.60279846191406,0.12394800037145615,3051.0,116.22672271728516,0.11590360105037689,322000,0.9657507538795471,nan,58.08809681477491,-490.0480975990834,0.8600982427597046,-175.10511779785156,223.0267791748047,-282.94152522547233,0.2690432071685791,0.12094689160585403
-492.05263186468557,105.52410423452768,0.003001997037927551,653.848388671875,-136.3644561767578,0.9531790018081665,0.004,12.148261767086321,162,230.20193481445312,0.1997878731787205,5582.562987804413,3070.0,-183.4192657470703,0.12392741441726685,3070.0,117.01693725585938,0.13624951243400574,324000,0.9403042197227478,nan,58.037858365020824,-489.34141737269596,0.860324501991272,-172.58245849609375,230.8181610107422,-386.42872285563243,0.26846450567245483,0.20185203850269318
-492.14646392191344,105.70330739299611,0.003001997037927551,949.962890625,-132.9412078857422,0.9589334726333618,0.004,12.135787412763278,163,228.40403747558594,0.19988666653633116,5622.141105890274,3084.0,-168.499755859375,0.12391514331102371,3084.0,117.64921569824219,0.12795628607273102,326000,0.9301238059997559,nan,57.98502632003532,-490.25994026192524,0.8604044318199158,-156.57730102539062,230.2176055908203,-422.4155374170294,0.2680370509624481,0.18388420343399048
-492.9457986044427,105.70319046084434,0.003001997037927551,1171.3831787109375,-135.4954071044922,0.9507458209991455,0.004,12.159948780610025,164,236.89208984375,0.20889331191778182,5662.215191364288,3103.0,-149.3787078857422,0.12391147017478943,3103.0,118.05701446533203,0.1239662691950798,328000,0.9465687870979309,nan,57.92785842902055,-495.8506460960981,0.8605156540870667,-138.27987670898438,237.91354370117188,-434.0384608525812,0.2676989436149597,0.0988200232386589
-492.3762906949891,105.87319422150883,0.003062337178389895,761.8345947265625,-147.00955200195312,0.9364632964134216,0.004,12.12389886544828,165,236.91477966308594,0.20016979709267615,5701.921907424927,3115.0,-157.4764404296875,0.12388991564512253,3115.0,119.40605163574219,0.20584611594676971,330000,0.9506877064704895,nan,57.8752226631306,-493.54330790375576,0.8605577349662781,-145.74755859375,239.1349639892578,-434.8122247921453,0.2674188017845154,0.14498458802700043
-490.7732825883495,106.12759833706428,0.003062337178389895,1231.17529296875,-123.2033462524414,0.9505012035369873,0.004,12.090781078280893,166,241.12689208984375,0.20784859418869017,5741.392447471619,3127.0,-155.2637939453125,0.12385530024766922,3127.0,121.05913543701172,0.16237349808216095,332000,0.945023775100708,nan,57.82569351206873,-492.0209515449685,0.8605426549911499,-145.07469177246094,243.67562866210938,-414.67847402835105,0.26756587624549866,0.1862938404083252
-489.2656064513209,106.18060413354532,0.0028280170058268914,670.7142944335938,-134.5544891357422,0.9187402129173279,0.004,12.097196662118748,167,245.37908935546875,0.20582815647125244,5780.933489084244,3145.0,-160.41143798828125,0.12386620044708252,3145.0,122.10508728027344,0.26709768176078796,334000,0.937468945980072,nan,57.776136091285295,-491.4471623490806,0.8606469035148621,-149.14834594726562,247.60838317871094,-379.15554603060184,0.2674158811569214,0.20059934258460999
-489.42885521877514,106.21625039519444,0.002884860147644012,883.42724609375,-136.99134826660156,0.9316296577453613,0.004,12.064466846211365,168,247.43057250976562,0.20039384588599204,5820.808043956757,3163.0,-150.8307647705078,0.12384724617004395,3163.0,122.9955825805664,0.1876966655254364,336000,0.9171910881996155,nan,57.72394441847981,-492.40731904846484,0.8607012033462524,-140.00413513183594,248.9568634033203,-429.54843190770015,0.2671760022640228,0.24927854537963867
