#{"t_start": 1521790369.4315495, "env_id": null}
r,l,t
-1502.600684,87,2.488284
-1124.967867,60,3.877486
-893.134376,43,3.971521
1681.755717,190,6.600765
-2316.863535,118,7.865155
-965.019784,74,9.03541
-1199.69357,75,10.202697
-2774.926844,141,11.670047
-14986.773884,366,16.501987
-6916.009268,203,18.958841
-9922.856303,236,21.48727
-1191.463752,75,22.734033
-1535.633575,103,24.029897
-1108.010855,73,25.20758
6999.149878,235,28.020209
-1891.355151,298,31.716523
-3520.481403,402,36.673663
-1290.182373,62,37.930043
-1059.931796,79,39.334963
-1009.433986,77,39.475874
-1494.127796,169,41.834855
-1349.254725,72,43.085619
-805.273132,72,44.263904
-8470.56619,414,49.340249
-1394.278782,55,49.436964
-1404.732056,61,50.589945
-814.889735,70,51.761261
-9525.000442,247,54.495604
-9327.884856,222,56.997815
-927.643501,67,58.17825
-2244.620034,275,61.970783
-455.123687,85,63.163615
-817.353734,365,67.129875
-346.179695,84,68.324501
-913.890838,65,69.504543
133.546267,113,70.82484
8947.213508,325,74.987234
-953.028515,89,76.235994
-1041.082352,61,77.425506
-8537.804599,378,81.954399
-427.090308,77,83.467873
-2644.695392,414,88.602094
802.247549,223,91.120891
1724.431715,292,94.867971
-541.668114,168,97.313139
4125.364201,239,99.883477
-53.944818,131,102.262074
1254.078547,222,105.057893
-136.461316,415,110.038707
-1491.181615,379,115.2497
-5345.046187,323,119.005897
-1349.896423,114,120.26839
-1631.881801,152,122.600804
3831.138861,223,125.106335
-830.229739,10,125.127982
-293.925313,81,126.326996
1957.548529,291,130.521927
83.672078,119,131.790657
-1037.978132,118,133.193408
2556.919484,181,135.725215
-582.467052,76,136.919918
-1060.60055,83,138.127439
-1710.295228,177,139.782821
-383.91007,158,142.497243
-194.574614,85,143.747307
-526.621919,83,144.956337
11698.53861,338,148.743954
-12568.579725,345,154.053175
-5372.017815,424,159.448837
-3369.036692,186,161.941191
-721.132304,96,163.181191
-1509.13231,66,163.29557
-817.986218,188,165.738493
-324.930317,79,166.970164
-646.62795,85,168.263647
-379.349903,76,169.528003
7365.808336,221,172.200981
-441.160868,75,172.340079
16881.523995,435,178.50931
-2890.848016,125,179.845202
-2461.314559,122,181.269659
6626.298257,251,185.212245
1784.395568,120,186.522624
-1524.555281,273,190.294926
-617.067355,68,190.418597
-591.511441,63,191.585181
-701.20766,70,192.890261
-556.845882,63,193.061187
-705.484691,177,195.701315
7466.185605,329,199.50023
-956.658255,171,201.917966
1013.08155,112,203.170646
7601.278934,220,205.665143
2249.903258,184,208.283088
-3289.743714,177,210.717793
2941.739094,207,213.192844
6816.514027,323,216.91366
4474.243111,255,220.858722
-1388.19635,121,222.128947
6269.763112,224,224.646499
-4780.779487,266,228.378932
4804.392135,220,230.878507
-1744.413371,303,235.375471
10225.474443,226,239.470474
16022.61637,383,243.435398
2897.093224,169,245.82097
-3971.451893,132,247.124312
416.93801,143,249.550879
689.637575,186,251.977562
6762.10427,253,254.545337
-17.322756,176,256.978423
4394.498967,205,259.812364
-887.661818,123,261.085646
217.988518,184,263.532232
-1081.745105,65,264.692477
-514.603737,145,266.014965
-1204.346519,167,268.417384
7627.925367,242,270.973893
2689.839298,378,276.042921
-3618.839749,250,279.714806
-1038.253578,69,279.833633
10475.833306,263,283.466506
7932.972434,248,286.394395
10143.595633,342,291.231702
945.752988,168,292.617873
483.329184,231,296.250299
-7373.941364,496,302.614416
6037.706433,217,305.157719
-5498.96292,333,308.933368
-415.305172,138,311.569883
550.383919,107,312.820442
2553.800529,291,316.514536
-6112.55007,269,319.086148
5752.881775,209,321.645579
32.47346,110,322.900342
3314.348978,254,326.5295
-5927.761065,267,330.740475
-889.487241,134,332.052353
3988.368779,288,336.007128
-401.969562,161,337.361018
-1689.317005,153,339.743763
777.116659,183,342.286158
-810.011969,156,343.660318
-2015.863257,217,347.23706
-1129.794044,208,349.706182
-1212.328402,82,349.85037
-3682.511342,216,353.428721
5129.974327,252,356.005843
4795.146917,252,359.813201
8459.021907,251,362.702007
7999.474707,201,365.170643
11836.846245,383,370.101131
-2031.517646,95,371.350879
-2240.80414,151,372.681537
7287.247297,338,377.531785
-1708.179749,195,379.990758
7370.83,242,382.946404
-314.76104,288,387.203728
-588.047334,195,389.660911
248.148586,239,392.277045
6243.695611,250,395.960208
-379.267056,158,398.8454
-1497.848956,80,398.996149
7053.498718,230,402.589752
-8437.053844,746,411.503151
1354.566349,181,414.499825
963.82698,235,417.08534
-228.676895,201,419.551948
6745.886457,492,425.996965
-2351.451007,147,428.683882
2777.547486,270,431.7015
550.692083,216,435.258279
-1789.618078,166,436.607825
4674.549943,233,440.691548
5556.90105,217,443.32645
3512.771817,269,445.913095
-1003.358628,222,449.465779
2303.446344,209,451.951553
