reference_action_mean,train/loss_actor,reference_action_std,total/epochs,total/steps,rollout/actions_mean,rollout/actions_std,reference_actor_Q_mean,total/duration,rollout/return_history,obs_rms_mean,obs_rms_std,total/episodes,reference_Q_std,rollout/episode_steps,reference_actor_Q_std,param_noise_stddev,rollout/episodes,train/param_noise_distance,rollout/return,reference_Q_mean,train/loss_critic,reference_perturbed_action_mean,total/steps_per_second,rollout/Q_mean,reference_perturbed_action_std,AI_distance,AI_return,AI_success_rate
0.24072794616222382,-1778.2249755859375,0.9248712062835693,27,54000,0.3787502944469452,0.8416455984115601,1400.08935546875,693.2410063743591,1159.4721008367485,0.392654150724411,0.28264039754867554,260.0,1828.27099609375,207.44230769230768,1821.530517578125,0.007498538875796335,260.0,0.20145854070782662,634.9494277218118,1358.391357421875,15682.697265625,0.19718396663665771,77.89498818371875,865.87646484375,0.9282222986221313,10.46329366023673,634.9494277218118,0.011538461538461539
0.2159879505634308,-1804.692138671875,0.927656352519989,28,56000,0.36940324306488037,0.8459799289703369,1359.66845703125,718.3203942775726,1053.7758567135588,0.3916766345500946,0.28257498145103455,266.0,1873.439697265625,208.7330827067669,1875.3502197265625,0.00735078803626736,266.0,0.20622252821922302,597.1985624744499,1323.302978515625,45916.46875,0.27911412715911865,77.95964091527733,870.8709716796875,0.8979796767234802,10.487504232092329,597.1985624744499,0.011278195488721804
0.2820143699645996,-1833.3572998046875,0.9288582801818848,29,58000,0.3653610348701477,0.8479686379432678,1395.347412109375,743.2170352935791,708.7249085674207,0.3926587402820587,0.28278791904449463,275.0,1855.70263671875,210.5090909090909,1848.8052978515625,0.00735078803626736,275.0,0.1963529047369957,513.6341120817117,1348.110107421875,7571.2236328125,0.25349482893943787,78.03911542082636,917.5870971679688,0.9237263202667236,10.647516285544551,513.6341120817117,0.01090909090909091
0.2298581898212433,-1825.39453125,0.9197474718093872,30,60000,0.3649567663669586,0.8483911752700806,1484.8262939453125,768.215761423111,447.00608389227085,0.3930296003818512,0.2824617922306061,283.0,1823.5216064453125,211.4487632508834,1814.4007568359375,0.007205948471980551,283.0,0.19431927025318146,445.73542152711167,1431.3360595703125,17215.40234375,0.24029502272605896,78.10305777747996,950.30859375,0.9220542907714844,10.713294619807415,445.73542152711167,0.01060070671378092
0.24277158081531525,-1836.0855712890625,0.9277400374412537,31,62000,0.358291894197464,0.8512215614318848,1566.2275390625,794.3243849277496,610.3468091108887,0.3920290470123291,0.28268903493881226,291.0,1780.992431640625,212.63573883161513,1768.324951171875,0.008119843104068908,291.0,0.20197651624679566,467.66715814187324,1526.9765625,11241.1904296875,0.19232714176177979,78.0537538270834,973.9006958007812,0.9235655069351196,10.660080838262504,467.66715814187324,0.010309278350515464
0.40539801120758057,-1846.1751708984375,0.8668985366821289,32,64000,0.3536160886287689,0.8524223566055298,1593.957275390625,819.5615200996399,736.4386866779588,0.3920365869998932,0.2823123335838318,297.0,1769.818359375,214.86868686868686,1762.9444580078125,0.00795985011672278,297.0,0.1984206607937813,462.93923278786497,1550.918212890625,12586.9658203125,0.24140946567058563,78.09053796500727,1001.3224487304688,0.9318335056304932,10.63435013495412,462.93923278786497,0.010101010101010102
0.3002571761608124,-1905.34228515625,0.8949311375617981,33,66000,0.35330650210380554,0.8528404235839844,1561.104248046875,845.9181950092316,837.3843717606411,0.3922092914581299,0.28209996223449707,305.0,1769.511474609375,215.75081967213114,1764.9140625,0.007205948471980551,305.0,0.19871005833148955,527.7011607696048,1522.306396484375,11348.11328125,0.44051527976989746,78.02172880236928,1035.3140869140625,0.8289804458618164,10.53179942041475,527.7011607696048,0.009836065573770493
0.3913480043411255,-1915.4449462890625,0.876546323299408,34,68000,0.34933924674987793,0.8537353873252869,1509.5330810546875,871.5812530517578,608.6937624932057,0.39198726415634155,0.28174230456352234,311.0,1785.1737060546875,218.09003215434083,1784.45947265625,0.00795985011672278,311.0,0.20791828721761704,500.57801376156647,1467.96923828125,20160.404296875,0.390778511762619,78.01911727897377,1077.8360595703125,0.8663513660430908,10.545987791779144,500.57801376156647,0.00964630225080386
0.19649577140808105,-1869.5567626953125,0.9147799611091614,35,70000,0.3461299240589142,0.8547377586364746,1577.53369140625,896.9953050613403,710.4247127015391,0.3930749297142029,0.2820679247379303,319.0,1804.8919677734375,219.10344827586206,1800.0140380859375,0.006654572515946094,319.0,0.20940641105175017,558.792837267192,1540.1195068359375,10853.5947265625,0.2632589638233185,78.03831258092606,1117.737060546875,0.9111849665641785,10.52449549241293,558.792837267192,0.009404388714733543
0.3273717761039734,-1922.271240234375,0.9025514721870422,36,72000,0.3407799303531647,0.8568528294563293,1643.036376953125,923.7645380496979,662.4514471879477,0.39201587438583374,0.28195908665657043,325.0,1788.231201171875,220.6553846153846,1772.1370849609375,0.00678832942351661,325.0,0.19035389751195908,592.1774615941529,1587.966796875,7148.73291015625,0.322746604681015,77.9419397847966,1133.927001953125,0.9075910449028015,10.45938891674301,592.1774615941529,0.009230769230769232
0.18451455235481262,-1930.6134033203125,0.9500423669815063,37,74000,0.3368768095970154,0.8580281138420105,1729.0684814453125,948.9751243591309,357.3536705509165,0.39125531911849976,0.28225135803222656,333.0,1789.6514892578125,221.33633633633633,1772.4422607421875,0.006654572515946094,333.0,0.2047780802845955,529.5447697080882,1675.898681640625,28246.83984375,0.2585594654083252,77.97886172198059,1137.1376953125,0.908389151096344,10.515905827792833,529.5447697080882,0.009009009009009009
0.189307302236557,-1966.1439208984375,0.953594446182251,38,76000,0.33163315057754517,0.8592059016227722,1666.1131591796875,975.467657327652,55.707398489921076,0.39163461327552795,0.2824765145778656,338.0,1810.279541015625,224.55917159763314,1792.3428955078125,0.00678832942351661,338.0,0.1984500327706337,479.79915746439644,1612.783935546875,9665.5615234375,0.14683544635772705,77.91134788436372,1165.3055419921875,0.9505898952484131,10.591213833963302,479.79915746439644,0.008875739644970414
0.08109061419963837,-1929.44580078125,0.9606560468673706,39,78000,0.32734692096710205,0.8605113625526428,1722.22998046875,1001.8233485221863,-271.33435793477764,0.39180445671081543,0.2819574475288391,342.0,1730.3712158203125,227.47076023391813,1706.4105224609375,0.006654572515946094,342.0,0.19658346027135848,434.28566155639345,1658.113525390625,11082.884765625,0.13098350167274475,77.8580376620885,1171.501220703125,0.9527513384819031,10.639433836006644,434.28566155639345,0.008771929824561403
0.2636401057243347,-1964.1292724609375,0.9309259057044983,40,80000,0.3248286247253418,0.860838770866394,1892.0509033203125,1027.0015861988068,-109.027708014741,0.3910875916481018,0.28195440769195557,349.0,1571.93603515625,228.59025787965615,1541.5125732421875,0.006654572515946094,349.0,0.19699195221066476,451.9297582936363,1831.847412109375,12054.017578125,0.2860439419746399,77.8966664463492,1185.806396484375,0.9137689471244812,10.577870958574767,451.9297582936363,0.008595988538681949
0.16984045505523682,-2056.61328125,0.9488927125930786,41,82000,0.31774264574050903,0.862855076789856,1905.7532958984375,1052.7730069160461,24.721318264468046,0.39057254791259766,0.2815092206001282,355.0,1536.4813232421875,230.6056338028169,1512.6695556640625,0.006654572515946094,355.0,0.20143423721194267,500.25636073896675,1845.27685546875,8085.71044921875,0.12549705803394318,77.8895350292156,1227.654296875,0.9567151665687561,10.559596148952325,500.25636073896675,0.008450704225352112
0.052430979907512665,-2079.701904296875,0.9606513381004333,42,84000,0.31035733222961426,0.8653282523155212,1968.0230712890625,1078.682403087616,534.3767629437858,0.39001569151878357,0.2821090519428253,364.0,1523.9718017578125,230.60714285714286,1502.47607421875,0.006654572515946094,364.0,0.19628032565116882,584.2529878276498,1910.847412109375,12682.5224609375,0.11520081758499146,77.87278234961352,1263.8411865234375,0.9496957063674927,10.49865758702121,584.2529878276498,0.008241758241758242
0.18725866079330444,-2083.759521484375,0.9511922597885132,43,86000,0.30639442801475525,0.8665051460266113,1915.7098388671875,1104.2105388641357,1082.6497542017069,0.3891938626766205,0.2816034257411957,371.0,1550.6981201171875,231.18867924528303,1529.74365234375,0.006394913388759758,371.0,0.2009572422504425,628.4491614744445,1851.2659912109375,8809.271484375,0.24041259288787842,77.88369787564726,1298.4365234375,0.9279435276985168,10.451040645529524,628.4491614744445,0.008086253369272238
0.18080493807792664,-2194.123779296875,0.9390155076980591,44,88000,0.3048343062400818,0.867120087146759,1904.6920166015625,1130.4961030483246,1323.9612130935334,0.39029890298843384,0.2818893492221832,378.0,1533.5040283203125,232.65873015873015,1511.0911865234375,0.0062689083313006155,378.0,0.19362925812602044,717.4948580085571,1842.537353515625,17574.630859375,0.09566541761159897,77.8419313102562,1336.98583984375,0.9469348192214966,10.431243340760377,717.4948580085571,0.007936507936507936
0.17227108776569366,-2228.62158203125,0.9429160356521606,45,90000,0.3002234697341919,0.8685132265090942,2061.623046875,1156.2293491363525,1206.2980526746385,0.3904133439064026,0.2821875810623169,385.0,1497.8309326171875,233.46753246753246,1471.5953369140625,0.0062689083313006155,385.0,0.19428593039512634,648.2179452834329,1989.6893310546875,14920.013671875,0.1702725887298584,77.83922806251688,1349.9505615234375,0.9312419295310974,10.503452791842436,648.2179452834329,0.007792207792207792
0.1259302943944931,-2209.898681640625,0.9579840898513794,46,92000,0.2982383668422699,0.8689364790916443,2096.0322265625,1181.8449611663818,1484.7276092175796,0.39133232831954956,0.28195223212242126,390.0,1500.75927734375,234.7871794871795,1480.7193603515625,0.005675160932492605,390.0,0.20702604174613953,731.8978205682889,2025.56640625,22298.07421875,0.13929356634616852,77.84438993521088,1388.18701171875,0.945922315120697,10.422641179704168,731.8978205682889,0.010256410256410256
0.12685804069042206,-2254.7060546875,0.9582232236862183,47,94000,0.29669854044914246,0.8693816661834717,2157.753662109375,1208.1050815582275,1926.749536406674,0.3926577568054199,0.28229185938835144,396.0,1533.01416015625,236.83585858585857,1517.2208251953125,0.005346258315755479,396.0,0.20349690794944764,829.5488009979589,2078.71484375,10939.2939453125,0.06751205027103424,77.80780118792129,1424.1676025390625,0.9649773836135864,10.399878313340126,829.5488009979589,0.010101010101010102
0.15897148847579956,-2261.75,0.9533438682556152,48,96000,0.29225629568099976,0.8697664141654968,2166.72802734375,1235.7062385082245,1769.3931597954622,0.3935050070285797,0.2817714214324951,399.0,1576.9296875,237.72431077694236,1561.3887939453125,0.006024297687744463,399.0,0.1998232340812683,807.937181880778,2094.988525390625,6749.57958984375,0.09803829342126846,77.68836719307463,1469.230712890625,0.9632717967033386,10.448047042593238,807.937181880778,0.010025062656641603
0.20425930619239807,-2296.177978515625,0.9485495090484619,49,98000,0.28987544775009155,0.8703425526618958,2246.98291015625,1261.0330154895782,1682.9178745309366,0.3941989541053772,0.28079479932785034,403.0,1521.8175048828125,242.41687344913151,1497.621826171875,0.006024297687744463,403.0,0.2049210724234581,801.6183924143876,2171.48583984375,6894.08984375,0.10389115661382675,77.71406362580673,1510.158203125,0.9517298340797424,10.440004244094315,801.6183924143876,0.009925558312655087
0.09434568136930466,-2251.49755859375,0.9479402303695679,50,100000,0.2888649106025696,0.8706035614013672,2314.50732421875,1287.5609323978424,1742.4852417969614,0.3949446678161621,0.2806943953037262,408.0,1514.1583251953125,245.08333333333334,1490.4462890625,0.0062689083313006155,408.0,0.19619283378124236,771.4318441751977,2249.425048828125,12478.037109375,0.09813083708286285,77.66622727032315,1517.3038330078125,0.942783772945404,10.466042373248555,771.4318441751977,0.00980392156862745
0.11561577022075653,-2202.066650390625,0.9595811367034912,51,102000,0.2837476432323456,0.8724003434181213,2270.9130859375,1313.7981009483337,1553.053616034126,0.3949909806251526,0.28079885244369507,412.0,1450.8714599609375,246.32766990291262,1417.0296630859375,0.0062689083313006155,412.0,0.19560834884643555,755.3573251464179,2193.786376953125,8448.900390625,0.004118015058338642,77.63749995252219,1539.611328125,0.9508849382400513,10.485071966383313,755.3573251464179,0.009708737864077669
0.10662342607975006,-2227.3076171875,0.9671632647514343,52,104000,0.28286105394363403,0.872493326663971,2318.054443359375,1339.6748282909393,1222.794719551895,0.39474916458129883,0.2804676592350006,419.0,1385.183837890625,248.0143198090692,1373.7586669921875,0.0057892316672357065,419.0,0.19953114181756973,717.265840199102,2253.58447265625,13573.5673828125,0.06460196524858475,77.63077860668302,1548.0833740234375,0.9637189507484436,10.473866369120756,717.265840199102,0.00954653937947494
0.11619080603122711,-2257.21435546875,0.9699150919914246,53,106000,0.28061291575431824,0.8728348612785339,2255.568115234375,1365.9497673511505,1157.6643243831104,0.39528170228004456,0.2803160846233368,422.0,1462.8370361328125,250.07582938388626,1437.4560546875,0.0062689083313006155,422.0,0.2109085029363632,710.9557464241275,2183.0615234375,15972.1533203125,0.1136351227760315,77.60168238511082,1566.66748046875,0.9674257040023804,10.486261523499113,710.9557464241275,0.009478672985781991
0.02340504713356495,-2167.127197265625,0.9519718289375305,54,108000,0.2788456976413727,0.8731380105018616,2152.33544921875,1392.0467875003815,1226.1891849335138,0.39522242546081543,0.2805272936820984,428.0,1488.907958984375,251.42056074766356,1476.51611328125,0.006145386071268126,428.0,0.19623931989073753,717.4460037419575,2093.82861328125,17259.232421875,0.023007139563560486,77.58359917911193,1577.1759033203125,0.9533330798149109,10.481929254185905,717.4460037419575,0.009345794392523364
0.1602136790752411,-2198.754638671875,0.9436882138252258,55,110000,0.27685225009918213,0.8737349510192871,2217.75830078125,1418.7639162540436,1533.2527706230328,0.39496737718582153,0.2801741063594818,435.0,1498.422119140625,252.53793103448277,1476.83740234375,0.00652345114787383,435.0,0.19993120789527893,744.7306686291597,2153.611328125,12320.3251953125,0.1217929869890213,77.53227914791668,1592.5013427734375,0.9532732963562012,10.434257278641127,744.7306686291597,0.009195402298850575
0.15956798195838928,-2250.80322265625,0.9394859075546265,56,112000,0.2782784104347229,0.8729793429374695,2140.5576171875,1445.1722633838654,1959.0821191704579,0.39500492811203003,0.2800135016441345,441.0,1569.2088623046875,253.73015873015873,1550.75927734375,0.0057892316672357065,441.0,0.19693545892834663,760.7439664333735,2075.4072265625,5669.310546875,0.14917407929897308,77.49941154956325,1600.333740234375,0.946492075920105,10.413489597908683,760.7439664333735,0.009070294784580499
0.08079609274864197,-2216.315185546875,0.9557514190673828,57,114000,0.2802397608757019,0.8724328279495239,2142.7021484375,1471.2285823822021,2074.289656662132,0.39581888914108276,0.2797274887561798,447.0,1553.414794921875,254.5771812080537,1542.6160888671875,0.006024297687744463,447.0,0.2013217744231224,807.6067076463067,2077.5732421875,4370.51220703125,0.14806368947029114,77.4862596914832,1619.255859375,0.9572454690933228,10.36043134198847,807.6067076463067,0.008948545861297539
0.12867645919322968,-2143.243408203125,0.9543168544769287,58,116000,0.28000229597091675,0.8724652528762817,2172.6201171875,1497.321893453598,2233.1291988255343,0.39582544565200806,0.2794817090034485,453.0,1564.7281494140625,256.0419426048565,1543.3896484375,0.006024297687744463,453.0,0.19178226441144944,866.912363577421,2095.513916015625,12855.3876953125,0.15669435262680054,77.47165155813227,1630.8966064453125,0.9558656811714172,10.324034274027268,866.912363577421,0.008830022075055188
0.08979025483131409,-2189.55224609375,0.9579322934150696,59,118000,0.27656465768814087,0.8733852505683899,2155.695068359375,1523.6326439380646,2259.464183695911,0.3953101336956024,0.27912136912345886,458.0,1614.429443359375,257.2052401746725,1597.6171875,0.006024297687744463,458.0,0.20420534551143646,863.7529943669957,2088.887939453125,9125.0126953125,0.07219035923480988,77.44648978838542,1634.1483154296875,0.9645981192588806,10.28404387043691,863.7529943669957,0.013100436681222707
