rollout/return,AI_return,rollout/actions_std,reference_Q_std,rollout/Q_mean,total/steps_per_second,total/steps,rollout/return_history,train/loss_critic,reference_perturbed_action_std,train/loss_actor,total/duration,reference_actor_Q_std,rollout/episodes,total/epochs,reference_action_mean,param_noise_stddev,train/param_noise_distance,reference_action_std,obs_rms_mean,total/episodes,reference_actor_Q_mean,rollout/actions_mean,AI_distance,reference_perturbed_action_mean,AI_success_rate,obs_rms_std,rollout/episode_steps,reference_Q_mean
333.38539596551334,333.38539596551334,0.8935551643371582,59.65789794921875,23.524736404418945,64.74903421392848,22000,758.5882034424455,30.040693283081055,0.8580995798110962,-53.8443603515625,339.7734076976776,60.74858474731445,120.0,11,0.38485246896743774,0.008119843104068908,0.20632272630929946,0.898151159286499,0.45006272196769714,120.0,45.66923904418945,0.3536701500415802,12.016294454957384,0.4518992304801941,,0.23932065069675446,182.04166666666666,43.16621398925781
456.5628367802004,456.5628367802004,0.8946080207824707,64.31453704833984,28.813627243041992,64.75685371502634,24000,1174.5888833637393,32.12016296386719,0.8703829646110535,-65.3357925415039,370.61714124679565,64.93958282470703,133.0,12,0.339237242937088,0.007498538875796335,0.2079250346124172,0.9066742658615112,0.4501783847808838,133.0,55.239566802978516,0.34997856616973877,11.830139959133009,0.4384699761867523,,0.23706352710723877,180.38345864661653,52.53877258300781
611.6223788509135,611.6223788509135,0.8934804201126099,69.42459869384766,35.473018646240234,64.70293850702058,26000,1441.5196825421083,52.3934211730957,0.8659815788269043,-76.62232208251953,401.8364636898041,70.68487548828125,145.0,13,0.4993012249469757,0.007205948471980551,0.21127134919166565,0.8212249875068665,0.44938036799430847,145.0,66.45072937011719,0.3522469103336334,11.450322809330617,0.39387890696525574,,0.2353038787841797,179.1103448275862,63.918575286865234
714.3922099352839,714.3922099352839,0.8937187194824219,71.39727020263672,41.668212890625,64.61563117555879,28000,1705.3511233433483,44.83833312988281,0.8982551097869873,-88.41313171386719,433.3316798210144,71.51231384277344,158.0,14,0.33712995052337646,0.007649259507199841,0.19600298643112182,0.895125687122345,0.45333871245384216,158.0,72.10891723632812,0.35296154022216797,11.30640651200442,0.3594794273376465,,0.23406611382961273,177.15822784810126,69.16395568847656
745.8467259463574,745.8467259463574,0.8920264840126038,69.95914459228516,45.360694885253906,64.58989449184656,30000,1864.8863157881776,45.47065353393555,0.8949847221374512,-93.22660827636719,464.4689426422119,70.00909423828125,169.0,15,0.37360715866088867,0.008119843104068908,0.20414394482970238,0.9058100581169128,0.4553861618041992,169.0,88.10091400146484,0.3578614592552185,11.314819461239294,0.38209086656570435,,0.23360955715179443,176.9112426035503,83.9641342163086
786.1324145323566,786.1324145323566,0.8911158442497253,64.6155014038086,49.594017028808594,64.60069010617133,32000,1809.2694722474005,72.85269165039062,0.8631595969200134,-102.30960083007812,495.3507454395294,64.1251220703125,180.0,16,0.36163175106048584,0.007803009623294559,0.1999976846575737,0.9170346260070801,0.4556102752685547,180.0,101.70503234863281,0.35982149839401245,11.186453280096432,0.4496949315071106,,0.23264674842357635,176.50555555555556,97.28121185302734
896.2708162070279,896.2708162070279,0.8914209604263306,69.03572845458984,53.59572982788086,64.54767463127841,34000,1912.2135615838824,58.748172760009766,0.8861517906188965,-108.5663070678711,526.7424457073212,68.36891174316406,192.0,17,0.336323618888855,0.007803009623294559,0.2066008585691452,0.9247417449951172,0.4576478898525238,192.0,116.00187683105469,0.3585886061191559,11.050227232581657,0.41030603647232056,,0.23288531601428986,176.94791666666666,111.03189086914062
967.6459837008498,967.6459837008498,0.8933196067810059,70.74357604980469,58.42770004272461,64.45426491124286,36000,1875.6654248273398,88.22594451904297,0.9344548583030701,-116.13054656982422,558.5355763435364,71.28919219970703,204.0,18,0.2291388362646103,0.00735078803626736,0.2138640207052231,0.9335511922836304,0.4581350088119507,204.0,126.53328704833984,0.3535090386867523,10.92800097442087,0.23560473322868347,0.004901960784313725,0.23242592811584473,176.0049019607843,122.43353271484375
992.5428679486101,992.5428679486101,0.8941665887832642,78.2724838256836,62.91787338256836,64.41998432424857,38000,1780.557098151965,121.16799926757812,0.9349594712257385,-121.283203125,589.879063129425,78.2603759765625,215.0,19,0.14452685415744781,0.006394913388759758,0.2098640963435173,0.9528045058250427,0.45607805252075195,215.0,135.4759521484375,0.34857505559921265,10.796616025474599,0.20485158264636993,0.004651162790697674,0.231159046292305,176.24651162790698,130.80825805664062
1075.986588236649,1075.986588236649,0.8950167298316956,85.3194580078125,67.45759582519531,64.46035672516118,40000,1918.244319213806,38.46473693847656,0.958216667175293,-127.7436294555664,620.5364356040955,84.70008850097656,228.0,20,0.06461092829704285,0.00652345114787383,0.20889443665742874,0.955217182636261,0.45876583456993103,228.0,134.12937927246094,0.3449402153491974,10.747677244677337,0.10753319412469864,0.0043859649122807015,0.22970493137836456,175.25438596491227,130.5198211669922
961.6476301779351,961.6476301779351,0.8962655663490295,86.93914031982422,69.68282318115234,64.34277113668321,42000,1562.849894595216,51.61814498901367,0.918012797832489,-131.70831298828125,652.7539808750153,86.61630249023438,237.0,21,0.24527114629745483,0.006394913388759758,0.20101608455181122,0.921309232711792,0.45834922790527344,237.0,134.30364990234375,0.3387327194213867,10.9259796961114,0.2650677263736725,0.004219409282700422,0.22861458361148834,176.873417721519,130.68312072753906
1013.1517361695645,1013.1517361695645,0.8964065909385681,88.2099380493164,73.0108871459961,64.36401790593432,44000,1575.6351008550907,68.59614562988281,0.9392244815826416,-127.82941436767578,683.6117668151855,88.01457977294922,247.0,22,0.12278192490339279,0.006394913388759758,0.205179376155138,0.9434987306594849,0.45727458596229553,247.0,130.9761505126953,0.3373248279094696,10.79043422891942,0.14826594293117523,0.004048582995951417,0.22881126403808594,177.59919028340082,127.63232421875
950.1832008251439,950.1832008251439,0.8998693823814392,92.4030990600586,75.42154693603516,64.35460614255804,46000,1322.7329664311228,75.40576171875,0.9196504354476929,-133.734375,714.7895505428314,91.92166137695312,258.0,23,0.251293420791626,0.006024297687744463,0.20685260146856307,0.9323267340660095,0.45899200439453125,258.0,123.35087585449219,0.326083779335022,10.983814627051384,0.2645992636680603,0.003875968992248062,0.22809499502182007,177.87596899224806,119.421142578125
940.066552596255,940.066552596255,0.9008632302284241,93.70122528076172,76.39679718017578,64.3543224330559,48000,1268.2980596345815,72.36070251464844,0.9714993834495544,-110.92093658447266,745.8706452846527,92.98060607910156,269.0,24,0.12108258903026581,0.007063962819312372,0.19947268053889275,0.9605640172958374,0.46004343032836914,269.0,75.57487487792969,0.32177937030792236,11.050315710893194,-0.04710119590163231,0.0037174721189591076,0.35707369446754456,177.39776951672863,72.31477355957031
779.3042412859116,779.3042412859116,0.9029198884963989,92.87969970703125,76.22576904296875,64.38455886284379,50000,785.9637756601695,45.205020904541016,0.9538639783859253,-112.74718475341797,776.5837163925171,94.17179870605469,279.0,25,0.14590945839881897,0.006654572515946094,0.2003928554058075,0.9415858387947083,0.4585961401462555,279.0,86.19422912597656,0.31582018733024597,11.32457855756314,0.06579482555389404,0.0035842293906810036,0.35341691970825195,178.98924731182797,83.29219055175781
777.2519477391374,777.2519477391374,0.9046749472618103,101.53131866455078,77.78386688232422,64.41349488300348,52000,607.0577974389018,69.5251693725586,0.9566211700439453,-115.08116912841797,807.2842514514923,102.06088256835938,288.0,26,0.1962219625711441,0.007063962819312372,0.20116143882274629,0.9293321371078491,0.4591904580593109,288.0,85.87078094482422,0.3083743155002594,11.368443830466683,0.04227186366915703,0.003472222222222222,0.34913238883018494,180.46527777777777,83.33465576171875
781.6218695398302,781.6218695398302,0.9061734676361084,101.17858123779297,79.3834228515625,64.41274558625555,54000,475.0977834563909,37.805747985839844,0.9657182693481445,-119.31348419189453,838.3433978557587,102.16752624511719,299.0,27,0.03528263047337532,0.0059055952237471445,0.19849082708358765,0.9585869908332825,0.4568631947040558,299.0,78.66773223876953,0.30237889289855957,11.320797353349622,0.03916878253221512,0.0033444816053511705,0.3731611967086792,180.4314381270903,75.39541625976562
773.1587411100572,773.1587411100572,0.907712459564209,105.74864959716797,79.71060943603516,64.39292320253496,56000,458.7455813171031,68.85637664794922,0.9670889377593994,-118.52580261230469,869.6607828140259,106.23551940917969,307.0,28,0.12430661916732788,0.006394913388759758,0.20635626554489137,0.9463268518447876,0.45606064796447754,307.0,83.3597183227539,0.29454585909843445,11.323071386716984,-0.028399407863616943,0.003257328990228013,0.3684173822402954,182.27361563517914,80.83476257324219
773.5465964168112,773.5465964168112,0.90900719165802,106.2392578125,80.9685287475586,64.40073095477608,58000,313.72339135069177,72.9399642944336,0.9558950662612915,-115.76434326171875,900.6108958721161,107.06635284423828,316.0,29,0.23704637587070465,0.006394913388759758,0.1955883027613163,0.9529742002487183,0.45488929748535156,316.0,85.91213989257812,0.28755271434783936,11.30167115247265,0.178559347987175,0.006329113924050633,0.36461082100868225,183.12974683544303,83.25288391113281
807.1202717338937,807.1202717338937,0.9091227650642395,111.22350311279297,83.8602066040039,64.3852453435954,60000,203.81920485917172,75.30194854736328,0.911182701587677,-121.23944091796875,931.8905236721039,112.88307189941406,327.0,30,0.23666885495185852,0.006394913388759758,0.21389801695942878,0.946104884147644,0.4543271064758301,327.0,88.01915740966797,0.2851879298686981,11.251750070733582,0.3479955196380615,0.0061162079510703364,0.361101359128952,183.131498470948,83.48867797851562
796.7723651993923,796.7723651993923,0.909314751625061,109.13912963867188,84.86165618896484,64.3781783533549,62000,413.2703241993895,61.65461730957031,0.972316324710846,-118.496826171875,963.0592474937439,110.0242919921875,336.0,31,-0.06759710609912872,0.00652345114787383,0.1961438912153244,0.9816721677780151,0.45457085967063904,336.0,93.87623596191406,0.2817501723766327,11.282854880472577,-0.06430560350418091,0.005952380952380952,0.3578110635280609,183.2202380952381,88.94509887695312
744.8095905973992,744.8095905973992,0.9098940491676331,108.75581359863281,85.37405395507812,64.30806421978215,64000,85.33549362256768,64.88536071777344,0.9529144763946533,-120.73503112792969,995.209555387497,109.47091674804688,345.0,32,0.09997416287660599,0.00678832942351661,0.19890722543001174,0.9597547650337219,0.45473313331604004,345.0,95.57492065429688,0.28023695945739746,11.354371163597465,0.03769288212060928,0.005797101449275362,0.35402199625968933,185.16811594202898,91.71682739257812
747.3165619874969,747.3165619874969,0.9103557467460632,106.28910064697266,86.60615539550781,64.30607854676767,66000,249.5322826666395,51.36249542236328,0.968980073928833,-123.4537124633789,1026.341544866562,106.9498062133789,354.0,33,0.10161331295967102,0.006924774844929294,0.20781440973281862,0.9623472094535828,0.45624586939811707,354.0,96.79812622070312,0.2781383991241455,11.392341046725262,0.01318222563713789,0.005649717514124294,0.35039758682250977,186.07909604519773,93.55868530273438
715.5867235510949,715.5867235510949,0.9110265374183655,107.95745086669922,87.8098373413086,64.28385744411625,68000,142.55400602306864,110.37458038330078,0.9497908353805542,-119.96646118164062,1057.8083317279816,108.46934509277344,362.0,34,0.16390156745910645,0.007063962819312372,0.19128466680645942,0.9541434049606323,0.4553556442260742,362.0,96.6605453491211,0.27587631344795227,11.465890015149416,0.17161275446414948,0.0055248618784530384,0.34739556908607483,187.4668508287293,93.03479766845703
737.2905904759981,737.2905904759981,0.9117830991744995,108.19010925292969,89.26398468017578,64.25188264066992,70000,419.8601568524137,64.57034301757812,0.9174758791923523,-117.40436553955078,1089.4622402191162,108.68303680419922,371.0,35,0.08667915314435959,0.006654572515946094,0.20459867253899575,0.9594294428825378,0.45412978529930115,371.0,88.90921783447266,0.2735106647014618,11.408657414343468,0.2595774829387665,0.005390835579514825,0.34418949484825134,188.37196765498652,85.10298156738281
736.2407416366875,736.2407416366875,0.9119045734405518,107.84814453125,90.57865142822266,64.21329278959085,72000,594.643666840071,91.97098541259766,0.9795093536376953,-117.58568572998047,1121.2631664276123,109.06739044189453,382.0,36,0.06999962776899338,0.007803009623294559,0.20016912192106248,0.9838421940803528,0.45489993691444397,382.0,89.72891235351562,0.2724813222885132,11.407766093635045,-0.007040119729936123,0.005235602094240838,0.3418479859828949,188.1937172774869,85.96412658691406
747.167369337946,747.167369337946,0.9123186469078064,106.86227416992188,90.75907135009766,64.18090075070558,74000,622.4031061708015,79.3967514038086,0.9541139006614685,-116.15498352050781,1152.9909853935242,107.10496520996094,391.0,37,0.0470389761030674,0.006024297687744463,0.20669596254825592,0.9648051857948303,0.4557727575302124,391.0,91.61563873291016,0.27013593912124634,11.39151050985295,-0.10598161816596985,0.005115089514066497,0.3392128050327301,189.21994884910487,88.79967498779297
747.6339810214888,747.6339810214888,0.9145635962486267,99.33821105957031,91.0694580078125,64.18356529364159,76000,646.0101943516476,146.92266845703125,0.9614304304122925,-109.71794891357422,1184.103744506836,100.59854888916016,399.0,38,-0.16232699155807495,0.0062689083313006155,0.1896531367301941,0.977810800075531,0.4542466104030609,399.0,84.27649688720703,0.26194679737091064,11.380188254894916,-0.018642742186784744,0.005012531328320802,0.3373187780380249,190.1904761904762,79.96023559570312
767.8048120497925,767.8048120497925,0.9155475497245789,97.45564270019531,91.74999237060547,64.15467391819297,78000,745.2798395076759,76.23558807373047,0.9620556831359863,-114.35521697998047,1215.8116507530212,98.14461517333984,408.0,39,-0.17365692555904388,0.006024297687744463,0.2065469053387642,0.9729210734367371,0.4539690315723419,408.0,90.91275024414062,0.2595886290073395,11.364173441611916,-0.1934865415096283,0.004901960784313725,0.334628701210022,191.1299019607843,86.55316925048828
708.9399538037825,708.9399538037825,0.9165859818458557,93.00732421875,92.22435760498047,64.13273369954742,80000,504.7829631466115,74.1114501953125,0.9705629348754883,-111.03884887695312,1247.4129104614258,94.07205200195312,416.0,40,-0.09542335569858551,0.006145386071268126,0.19401451244950293,0.9763708114624023,0.45289793610572815,416.0,86.02864837646484,0.2545504868030548,11.442387499905802,-0.07706529647111893,0.004807692307692308,0.33249178528785706,192.18509615384616,82.21472930908203
759.6427717797508,759.6427717797508,0.9164790511131287,84.10195922851562,93.69959259033203,64.10940745076866,82000,622.0215683779084,60.999576568603516,0.9667106866836548,-108.97290802001953,1279.0634520053864,84.67791748046875,428.0,41,-0.05972606688737869,0.0059055952237471445,0.20022314354777337,0.9724900722503662,0.45321404933929443,428.0,89.52772521972656,0.25469323992729187,11.38165873603817,-0.06468259543180466,0.004672897196261682,0.33048194646835327,191.28271028037383,87.03364562988281
772.7060063901694,772.7060063901694,0.9163737893104553,84.10476684570312,94.24663543701172,64.1220936531822,84000,803.6790080124082,75.5340805053711,0.9799230098724365,-110.44023132324219,1310.000893831253,84.42471313476562,441.0,42,0.004640892148017883,0.0057892316672357065,0.19919309958815576,0.9734029173851013,0.45265695452690125,441.0,85.57130432128906,0.2553907334804535,11.342727973669792,-0.051498159766197205,0.006802721088435374,0.32837677001953125,190.41950113378684,82.96002197265625
777.54981624933,777.54981624933,0.9162653088569641,84.07647705078125,94.3602294921875,64.13208694327675,86000,981.3075654232262,82.94662475585938,0.9811394810676575,-107.12054443359375,1340.982402086258,84.37450408935547,449.0,43,-0.1241820901632309,0.005453718107902164,0.20557259440422057,0.9771839380264282,0.4528934061527252,449.0,85.03947448730469,0.2557213604450226,11.372141650131692,-0.10766500234603882,0.0066815144766146995,0.32643604278564453,191.29621380846325,82.56660461425781
760.9125235308157,760.9125235308157,0.9174101948738098,78.08995819091797,94.21826934814453,64.11591227809863,88000,929.2581683349327,68.03337097167969,0.9552451372146606,-99.48434448242188,1372.514199256897,78.36140441894531,460.0,44,0.08033780008554459,0.006024297687744463,0.19057050064206124,0.9720752239227295,0.4542667865753174,460.0,80.67544555664062,0.2518548369407654,11.449623356944532,0.07594233751296997,0.006521739130434782,0.32470324635505676,191.23478260869564,77.64801788330078
779.4574153199691,779.4574153199691,0.9177762866020203,79.43315124511719,94.92449188232422,64.122634059293,90000,954.983253250409,76.646728515625,0.9571876525878906,-103.7090835571289,1403.5605573654175,79.6248779296875,470.0,45,-0.118316151201725,0.0062689083313006155,0.19315097630023956,0.968550980091095,0.4542796313762665,470.0,72.02133178710938,0.2514219284057617,11.418431416424713,0.05119607597589493,0.006382978723404255,0.3225627541542053,191.16382978723405,68.65874481201172
734.5570642527267,734.5570642527267,0.9179240465164185,75.47380828857422,95.03437042236328,64.12311154534787,92000,670.2338236687522,62.53587341308594,0.9561930298805237,-101.54707336425781,1434.7401082515717,75.32246398925781,479.0,46,-0.14233636856079102,0.0062689083313006155,0.2057782630622387,0.9545692801475525,0.4550032317638397,479.0,78.25746154785156,0.2516016364097595,11.516866903392401,-0.01794731244444847,0.006263048016701462,0.320588618516922,191.83507306889354,74.75093078613281
755.318218883274,755.318218883274,0.9188043475151062,72.27082824707031,95.09368133544922,64.11716193860251,94000,819.7663070994815,60.84000015258789,0.9635565280914307,-102.33682250976562,1466.066138267517,72.54080200195312,488.0,47,0.024672910571098328,0.006654572515946094,0.208202985227108,0.9607799649238586,0.45579585433006287,488.0,79.74388122558594,0.2489594966173172,11.534307591203202,0.007848570123314857,0.006147540983606557,0.3188728392124176,192.22131147540983,76.88483428955078
704.7930777650661,704.7930777650661,0.9192621111869812,75.17403411865234,94.95313262939453,64.12898915480979,96000,445.513623593453,120.05455017089844,0.9769229888916016,-104.2929916381836,1496.9828975200653,75.14033508300781,496.0,48,0.13086463510990143,0.0062689083313006155,0.20526196271181107,0.9677688479423523,0.45480799674987793,496.0,72.23391723632812,0.24676503241062164,11.628921451311616,0.08231174200773239,0.006048387096774193,0.3171428442001343,193.46975806451613,69.74353790283203
713.7760983961549,713.7760983961549,0.9192705750465393,70.39546966552734,94.8058090209961,64.12181659350173,98000,551.1813178639558,85.16315460205078,0.9704007506370544,-101.90492248535156,1528.3409798145294,70.2496566772461,506.0,49,0.026161465793848038,0.006024297687744463,0.20042968302965164,0.9734733700752258,0.4544607102870941,506.0,78.41063690185547,0.24618424475193024,11.591130765249307,0.07001331448554993,0.005928853754940711,0.31578585505485535,193.66205533596838,75.47415161132812
755.8538032596643,755.8538032596643,0.9195423126220703,72.80286407470703,95.73745727539062,64.11797088317346,100000,951.0154169961336,64.02342224121094,0.9615719318389893,-103.68026733398438,1559.625150680542,72.35887908935547,516.0,50,0.10657364130020142,0.005675160932492605,0.2061946040391922,0.9596695303916931,0.4547616243362427,516.0,79.65059661865234,0.2458673119544983,11.519854681803144,0.19358351826667786,0.005813953488372093,0.31431859731674194,193.56589147286823,77.71267700195312
773.6281182747988,773.6281182747988,0.9194766283035278,66.76499938964844,96.22296142578125,64.11895484233635,102000,815.1624787440804,87.37162780761719,0.9666617512702942,-99.7304916381836,1590.793241262436,67.27739715576172,529.0,51,0.14292436838150024,0.0062689083313006155,0.20701443821191787,0.9537003040313721,0.4551965296268463,529.0,81.50869750976562,0.2466268241405487,11.46771601411438,0.09979844838380814,0.005671077504725898,0.3130122125148773,192.67863894139887,78.2312240600586
783.0277958089426,783.0277958089426,0.9202700853347778,70.84689331054688,96.92808532714844,64.12280382698498,104000,816.2153993660285,62.82170486450195,0.9699974060058594,-103.74500274658203,1621.8879055976868,71.26478576660156,538.0,52,0.02199535444378853,0.005453718107902164,0.19821018785238265,0.9618302583694458,0.45449599623680115,538.0,78.72164154052734,0.2428383082151413,11.426309553588615,-0.08219422399997711,0.0055762081784386614,0.31127986311912537,192.93308550185873,76.35796356201172
736.9894009099062,736.9894009099062,0.9211746454238892,68.9394302368164,96.2142105102539,64.12719678836467,106000,496.14204909485227,98.05469512939453,0.9593803882598877,-104.05192565917969,1652.964815378189,68.98950958251953,546.0,53,0.13583073019981384,0.005563337841870998,0.21132311642169951,0.9523260593414307,0.4537351131439209,546.0,84.09358215332031,0.23789919912815094,11.50105708839264,0.013944316655397415,0.005494505494505495,0.31019821763038635,193.97619047619048,81.55789947509766
762.4505645583349,762.4505645583349,0.9215487241744995,68.456787109375,96.71546173095703,64.12175243815462,108000,700.1524712788789,86.95906066894531,0.947100818157196,-104.58812713623047,1684.2958261966705,68.92081451416016,554.0,54,-0.02058066800236702,0.005240915906043995,0.20011226654052736,0.9673293232917786,0.4537123143672943,554.0,81.15170288085938,0.2357182502746582,11.43643644756765,0.20781934261322021,0.005415162454873646,0.3085166811943054,194.4259927797834,78.28410339355469
772.6780381883982,772.6780381883982,0.9220342636108398,68.22138977050781,96.87073516845703,64.11256296866452,110000,743.6943738797538,78.42538452148438,0.9653968811035156,-104.95661926269531,1715.7323760986328,68.29290771484375,565.0,55,0.07993929088115692,0.005563337841870998,0.1936671769618988,0.9679490327835083,0.4543783366680145,565.0,82.42417907714844,0.23479054868221283,11.443459524224448,0.13456544280052185,0.005309734513274336,0.307158499956131,194.5557522123894,79.14227294921875
776.6085420881949,776.6085420881949,0.9213561415672302,67.6201171875,97.16606903076172,64.12525210261121,112000,1024.2006896610148,80.95709991455078,0.9575157165527344,-101.85385131835938,1746.5818274021149,68.09505462646484,575.0,56,0.14739076793193817,0.005240915906043995,0.20307376176118852,0.9550703167915344,0.4551568925380707,575.0,83.35755157470703,0.23611725866794586,11.441388863196199,0.11965494602918625,0.0052173913043478265,0.3055363595485687,194.7617391304348,81.88194274902344
774.8831009604953,774.8831009604953,0.9218178987503052,72.54532623291016,97.06420135498047,64.12478955800789,114000,985.5003858865115,88.69866180419922,0.9197281002998352,-103.5065689086914,1777.7836120128632,72.81780242919922,585.0,57,0.24533580243587494,0.005240915906043995,0.19904257357120514,0.9426496028900146,0.4552180767059326,585.0,78.84221649169922,0.23427031934261322,11.44315918122151,0.27381256222724915,0.005128205128205128,0.30446094274520874,194.81196581196582,77.025634765625
755.7782585016962,755.7782585016962,0.9217464327812195,72.34693145751953,96.52008819580078,64.14024034210456,116000,1022.8838355933756,88.49494171142578,0.9454792141914368,-101.41639709472656,1808.5370335578918,73.29890441894531,593.0,58,0.23598596453666687,0.005240915906043995,0.20640526235103607,0.9486284852027893,0.4550755023956299,593.0,80.24278259277344,0.23287849128246307,11.466463710954077,0.23425596952438354,0.00505902192242833,0.30312952399253845,194.99156829679595,77.76316833496094
769.8989941931372,769.8989941931372,0.9220533967018127,74.30894470214844,96.82644653320312,64.14157717927795,118000,1079.7410656082127,65.0625991821289,0.939251184463501,-105.00250244140625,1839.6803631782532,74.37879943847656,604.0,59,0.3153063654899597,0.0057892316672357065,0.20704456627368928,0.9188544750213623,0.4556025564670563,604.0,81.08709716796875,0.2322738915681839,11.478493501928364,0.18556901812553406,0.004966887417218543,0.3021526038646698,194.89735099337747,78.74482727050781
764.9538550093961,764.9538550093961,0.9225165843963623,73.83779907226562,97.054443359375,64.14874534374027,120000,874.2457275649642,66.5772933959961,0.9542829394340515,-102.17191314697266,1870.6523308753967,73.98600006103516,615.0,60,0.2808893322944641,0.006024297687744463,0.20291088193655013,0.9240082502365112,0.4552144706249237,615.0,81.787353515625,0.2314378023147583,11.465675241644327,0.19562265276908875,0.004878048780487805,0.3009314239025116,195.11544715447155,79.45649719238281
