reference_actor_Q_mean,reference_Q_std,total/episodes,obs_rms_mean,total/epochs,reference_perturbed_action_std,rollout/actions_std,reference_actor_Q_std,rollout/return,total/steps_per_second,rollout/episode_steps,reference_perturbed_action_mean,rollout/episodes,train/loss_actor,reference_action_mean,param_noise_stddev,total/duration,reference_action_std,rollout/return_history,rollout/actions_mean,rollout/Q_mean,reference_Q_mean,AI_distance,AI_success_rate,obs_rms_std,total/steps,AI_return,train/param_noise_distance,train/loss_critic
-1405.85400390625,676.83447265625,206.0,0.3499862253665924,11,0.9451152086257935,0.958316445350647,662.8658447265625,-3255.317661575027,77.77979078241938,106.71844660194175,0.31504252552986145,206.0,1433.0428466796875,0.3367016911506653,0.040701478966889366,282.84982228279114,0.9408331513404846,-1538.6904638660708,0.21593663096427917,-838.08837890625,-1420.0045166015625,14.801278778630728,,0.29129138588905334,22000,-3255.317661575027,0.17864005369599908,2533.370361328125
-1431.9278564453125,684.4163208007812,229.0,0.34951844811439514,12,0.9250569939613342,0.9590710997581482,667.7260131835938,-3079.3533683353426,77.47475849805045,104.51528384279476,0.366347074508667,229.0,1382.7828369140625,0.35158470273017883,0.04320544008261584,309.7783131599426,0.9361323118209839,-1455.9591992193978,0.21825359761714935,-862.039306640625,-1451.8143310546875,14.664581803874865,,0.2925591468811035,24000,-3079.3533683353426,0.1947592309862375,2020.5799560546875
-1367.4703369140625,642.1258544921875,254.0,0.3486187756061554,13,0.9260384440422058,0.9611195921897888,625.0794677734375,-2920.7603398461206,77.67766828244817,102.29527559055119,0.3735317885875702,254.0,1302.44970703125,0.3515625,0.03758713295613904,334.7165353298187,0.9361644387245178,-1454.802471010512,0.21449850499629974,-869.6102905273438,-1389.703857421875,14.499956175599934,,0.29510071873664856,26000,-2920.7603398461206,0.18909636753611267,2066.42431640625
-1338.789794921875,643.546630859375,282.0,0.3464784324169159,14,0.930060863494873,0.9623095989227295,626.5680541992188,-2773.192853510044,77.47706730697595,99.14893617021276,0.36138707399368286,282.0,1268.3570556640625,0.3367180824279785,0.040701478966889366,361.39726209640503,0.94083172082901,-1447.7307327841877,0.21373219788074493,-874.6029052734375,-1358.994384765625,14.274111742600754,,0.29792532324790955,28000,-2773.192853510044,0.18840916215092876,3093.254150390625
-1321.166259765625,631.0755615234375,307.0,0.34643104672431946,15,0.9421786069869995,0.9640814661979675,617.6549072265625,-2659.5782472503597,77.31947659486545,97.49837133550488,0.33024948835372925,307.0,1220.288818359375,0.3439180552959442,0.04495975420378478,388.00055718421936,0.9388234615325928,-1445.4501770268755,0.20948070287704468,-879.8632202148438,-1341.42919921875,14.150449560194359,,0.29929086565971375,30000,-2659.5782472503597,0.19046920427121222,4461.4150390625
-1328.8607177734375,624.5035400390625,335.0,0.34574219584465027,16,0.9450666904449463,0.966180682182312,609.8106689453125,-2547.6493902700295,77.39128281570486,95.45970149253732,0.31678780913352966,335.0,1186.3751220703125,0.3437093198299408,0.046785300513072794,413.48326110839844,0.9390328526496887,-1413.558482448723,0.20351532101631165,-881.5994873046875,-1348.733642578125,13.977537727249416,,0.3016210198402405,32000,-2547.6493902700295,0.17452901482825836,459.2774353027344
-1316.6708984375,605.5497436523438,360.0,0.34584006667137146,17,0.9348769187927246,0.9676835536956787,595.5479736328125,-2461.8900610479836,77.53120778299669,94.29444444444445,0.34605875611305237,360.0,1167.2291259765625,0.33595556020736694,0.04586344526328085,438.53308844566345,0.9418478012084961,-1362.9190684172995,0.1997079849243164,-880.2479248046875,-1331.748779296875,13.909081792564242,,0.30323752760887146,34000,-2461.8900610479836,0.17888565175875557,907.9769287109375
-1331.823974609375,621.7499389648438,387.0,0.3465392291545868,18,0.9479769468307495,0.9695231318473816,614.2197265625,-2376.837474691971,77.22597453662969,92.9328165374677,0.2994964122772217,387.0,1100.6258544921875,0.32082679867744446,0.03989949903626053,466.1643989086151,0.9466121196746826,-1310.2401215786117,0.19348734617233276,-876.8253784179688,-1347.337646484375,13.84623244248083,,0.3058311939239502,36000,-2376.837474691971,0.20577005420219394,1831.2049560546875
-1227.4267578125,582.6207275390625,410.0,0.3474677503108978,19,0.9442206621170044,0.9702958464622498,568.2557373046875,-2306.429734054836,77.34817239848837,92.54878048780488,0.1669219583272934,410.0,1060.5662841796875,0.0951961949467659,0.0191067043241956,491.28504037857056,0.9445491433143616,-1251.5872164637685,0.18682734668254852,-871.948486328125,-1256.5771484375,13.78401286338624,,0.30777397751808167,38000,-2306.429734054836,0.2016605693101883,768.2560424804688
-1132.6505126953125,526.215087890625,432.0,0.3488157093524933,20,0.9204238057136536,0.9692699313163757,516.7008666992188,-2254.769168333943,76.98901246619391,92.42129629629629,0.22691026329994202,432.0,1018.7230224609375,0.21447749435901642,0.017999379770019416,519.554657459259,0.9271414279937744,-1228.5605910806887,0.17733557522296906,-867.2877197265625,-1157.3011474609375,13.757758415369565,,0.3105509579181671,40000,-2254.769168333943,0.1986261633783579,1802.31787109375
-1092.5189208984375,515.9367065429688,456.0,0.3494413197040558,21,0.9186185598373413,0.9680079817771912,508.41180419921875,-2192.4007753915275,77.103342167405,92.01973684210526,0.2669070363044739,456.0,943.759765625,0.338687926530838,0.015047793132436803,544.7234687805176,0.8994931578636169,-1191.8760332918262,0.17539170384407043,-858.9369506835938,-1110.082763671875,13.74339917863855,,0.3133721351623535,42000,-2192.4007753915275,0.21032072544097902,1148.2847900390625
-1081.7373046875,551.4410400390625,475.0,0.3502327501773834,22,0.8990814089775085,0.9662209153175354,545.8533935546875,-2131.2193156575695,77.21606740442306,92.5957894736842,0.3611108660697937,475.0,903.1173706054688,0.3255864679813385,0.014175701821503062,569.8295896053314,0.9166440367698669,-1067.9387681992864,0.17864637076854706,-846.67236328125,-1096.3626708984375,13.7244418286958,,0.3162493109703064,44000,-2131.2193156575695,0.20244173511862754,2016.3448486328125
-1122.827880859375,565.9533081054688,494.0,0.3521478474140167,23,0.9321849346160889,0.9639422297477722,560.5067138671875,-2040.070362019571,76.75589579080416,92.95951417004049,0.2364102005958557,494.0,881.5730590820312,0.25093069672584534,0.015350253774398782,599.3024969100952,0.9305019974708557,-783.2938469258187,0.1905604898929596,-828.8768920898438,-1138.367431640625,13.704013516505558,,0.31893545389175415,46000,-2040.070362019571,0.21334340050816536,484.5163269042969
-1146.446044921875,629.273681640625,514.0,0.352433443069458,24,0.9222496747970581,0.9619727730751038,621.1155395507812,-1974.8327271566582,76.81623228751927,93.27626459143968,0.2944404184818268,514.0,851.1459350585938,0.26374271512031555,0.014460633428115275,624.8679292201996,0.9194329977035522,-652.7080930430989,0.197731614112854,-813.146240234375,-1162.3907470703125,13.621016491436933,,0.3206312358379364,48000,-1974.8327271566582,0.2106361947953701,2954.22412109375
-1155.5302734375,658.8546142578125,533.0,0.3535882532596588,25,0.9156491756439209,0.9586819410324097,650.5242309570312,-1904.274170536024,76.73378057391345,93.7204502814259,0.31047195196151733,533.0,808.7161865234375,0.3074057400226593,0.014460633428115275,651.6035001277924,0.9177474975585938,-397.30234155099976,0.20684804022312164,-793.6483764648438,-1178.770751953125,13.609133019063654,,0.32223615050315857,50000,-1904.274170536024,0.21254988461732865,2949.871337890625
-1095.77294921875,646.2965087890625,550.0,0.35482388734817505,26,0.9288119673728943,0.9538400769233704,637.3629150390625,-1865.951095093673,76.79435365433326,94.06,0.3371310532093048,550.0,727.4196166992188,0.3437049984931946,0.013896384493189945,677.1331162452698,0.9109103083610535,-308.615550539832,0.2186374068260193,-773.8539428710938,-1120.25146484375,13.565995119046374,,0.3231116235256195,52000,-1865.951095093673,0.2056875793635845,718.4950561523438
-1080.970947265625,669.348388671875,558.0,0.3560442328453064,27,0.9451699256896973,0.9503135681152344,665.9552001953125,-1822.6208154338976,76.85537148166719,96.48387096774194,0.2609274983406067,558.0,688.54541015625,0.27730855345726013,0.01161761804096316,702.6184241771698,0.9222484230995178,-143.8217773343424,0.22310395538806915,-753.0279541015625,-1103.22900390625,13.527611493424862,,0.3223402798175812,54000,-1822.6208154338976,0.20858583986759185,671.020263671875
-1073.925537109375,700.8419189453125,567.0,0.3568043112754822,28,0.9229200482368469,0.9476048946380615,695.4500122070312,-1807.0015357060242,76.88062016940418,98.71604938271605,0.2689242959022522,567.0,641.204345703125,0.2560878098011017,0.010728675346037303,728.4020326137543,0.9270061254501343,-170.33598986563018,0.2245265394449234,-739.4772338867188,-1095.84619140625,13.489788335868575,,0.3223765194416046,56000,-1807.0015357060242,0.2117905329167843,1506.671142578125
-1035.6407470703125,716.2940673828125,575.0,0.3578493297100067,29,0.8888474702835083,0.9437603950500488,715.2274780273438,-1838.6178064705043,76.87178873359976,100.84173913043479,0.3601340651512146,575.0,615.0844116210938,0.35354989767074585,0.00896935834762211,754.50306224823,0.8923356533050537,-448.760637831942,0.22756730020046234,-729.5410766601562,-1059.1439208984375,13.50487308163274,,0.3216736614704132,58000,-1838.6178064705043,0.2006605386734009,1135.8240966796875
-1010.208740234375,705.377197265625,584.0,0.3597818911075592,30,0.9071169495582581,0.9412716627120972,704.0945434570312,-1812.5643415470136,76.85040211858673,102.4332191780822,0.31620854139328003,584.0,559.62158203125,0.3006252646446228,0.008792626553888941,780.7376194000244,0.9180600643157959,-459.487287899875,0.2300751507282257,-703.384521484375,-1036.5208740234375,13.508150024924483,,0.3215845227241516,60000,-1812.5643415470136,0.20474572196602822,1319.0736083984375
-976.137939453125,672.6974487304688,590.0,0.361351877450943,31,0.9376751780509949,0.9400982856750488,671.4340209960938,-1805.3522134961686,76.79334524150667,104.62203389830509,0.25150853395462036,590.0,502.1060485839844,0.27632221579551697,0.008792626553888941,807.361624956131,0.932168185710907,-501.4386204237994,0.22735090553760529,-686.2496337890625,-1001.8671875,13.520200748833567,,0.32154592871665955,62000,-1805.3522134961686,0.19848960444331168,1262.356689453125
-905.14599609375,676.4605712890625,599.0,0.3619246482849121,32,0.9314101338386536,0.9389910101890564,679.2315063476562,-1770.3959296510398,76.83658231938719,106.57929883138564,0.2822543978691101,599.0,487.65277099609375,0.2703482508659363,0.009712529831903797,832.9365787506104,0.9387875199317932,-540.1354962509519,0.22464336454868317,-669.7037963867188,-935.5029296875,13.469791195839314,,0.32111459970474243,64000,-1770.3959296510398,0.19460889130830764,3359.55712890625
-859.8046875,736.5309448242188,610.0,0.36083704233169556,33,0.9432867765426636,0.9378082156181335,742.5267944335938,-1703.8548205667964,76.85844494004392,108.17377049180328,0.2464921772480011,610.0,430.4759521484375,0.23294472694396973,0.010728675346037303,858.7215113639832,0.955017626285553,-263.3926230993675,0.22489887475967407,-646.9674682617188,-892.2120361328125,13.353271064860898,,0.320438951253891,66000,-1703.8548205667964,0.19204868286848067,1863.4390869140625
-842.03857421875,808.5442504882812,618.0,0.36046674847602844,34,0.9331253170967102,0.9366293549537659,812.9424438476562,-1655.7291121716723,76.64310479964685,109.75566343042071,0.26713764667510986,618.0,327.14764404296875,0.2714001536369324,0.009521154623962158,887.2291927337646,0.9366590976715088,-88.71547335734593,0.22601231932640076,-620.3375244140625,-868.6052856445312,13.29082642809029,,0.31891730427742004,68000,-1655.7291121716723,0.1995242267847061,1979.91552734375
-840.4705810546875,866.0728759765625,627.0,0.36045870184898376,35,0.8857327103614807,0.9350751042366028,867.7664794921875,-1569.7284748916559,76.58039747048893,111.57097288676236,0.3069583475589752,627.0,268.496826171875,0.30346620082855225,0.009333550263662541,914.0720381736755,0.9090123772621155,310.3510466549083,0.22689858078956604,-590.0543823242188,-869.9595947265625,13.196168520380937,,0.3177585303783417,70000,-1569.7284748916559,0.1944465407729149,2309.60107421875
-828.164794921875,906.3623046875,635.0,0.36088672280311584,36,0.9413567185401917,0.9342922568321228,908.1815185546875,-1561.0963933414014,76.61756286536855,113.18110236220473,0.21639949083328247,635.0,157.16519165039062,0.1439591497182846,0.008283051950460692,939.7323186397552,0.9456121325492859,230.79740068782493,0.2226545512676239,-574.2503051757812,-862.1475830078125,13.168369082597643,,0.3168543875217438,72000,-1561.0963933414014,0.21495577245950698,2027.8497314453125
-829.6664428710938,935.5579223632812,645.0,0.36037111282348633,37,0.9458528757095337,0.9335147738456726,941.8663940429688,-1524.7157614610908,76.66096271810802,114.48217054263566,0.0878601223230362,645.0,82.38892364501953,0.13702337443828583,0.008283051950460692,965.2892081737518,0.9385040402412415,377.0330461537228,0.22039948403835297,-549.1411743164062,-861.4779052734375,13.094006024037014,,0.3158274292945862,74000,-1524.7157614610908,0.20872169151902198,2416.138671875
-798.32861328125,993.0133056640625,655.0,0.3598576486110687,38,0.9145691394805908,0.9336150884628296,998.826904296875,-1507.5247542591328,76.63479852169257,115.9145038167939,0.2723151445388794,655.0,19.522375106811523,0.23123420774936676,0.008449541294664952,991.7165760993958,0.928835391998291,141.7907124260218,0.21674619615077972,-521.4903564453125,-837.1177978515625,13.049157770360937,,0.3149436116218567,76000,-1507.5247542591328,0.21230201095342635,1871.06005859375
-764.4768676757812,1020.577392578125,662.0,0.3595433235168457,39,0.9118348956108093,0.9334946870803833,1026.5977783203125,-1467.4001067314334,76.43498072882672,117.60574018126889,0.24186831712722778,662.0,-3.4669785499572754,0.2621605098247528,0.008119843104068908,1020.4751706123352,0.9217641353607178,504.57635855404135,0.2136833667755127,-498.5036315917969,-802.3951416015625,12.986114256071199,0.0015105740181268882,0.3143015503883362,78000,-1467.4001067314334,0.1987277090549469,2416.875732421875
-760.9378051757812,1036.1168212890625,669.0,0.3604564666748047,40,0.8652312159538269,0.9331915974617004,1041.7598876953125,-1463.5991528241716,76.49702279433447,119.51121076233184,0.40119436383247375,669.0,-88.77484130859375,0.289724200963974,0.008619377074687717,1045.7923338413239,0.8999086618423462,705.6235872846307,0.2107410430908203,-472.9365539550781,-798.6885986328125,12.98023701464671,0.0014947683109118087,0.3142240047454834,80000,-1463.5991528241716,0.19769684866070747,9962.3115234375
-745.9541015625,1029.132080078125,676.0,0.3610615134239197,41,0.9199612140655518,0.9323784708976746,1029.0140380859375,-1415.4795309456729,76.44922541797656,120.94526627218934,0.2622292637825012,676.0,-125.85790252685547,0.28759217262268066,0.008283051950460692,1072.607335805893,0.9301847219467163,1037.2519869418738,0.21129615604877472,-446.3952331542969,-790.9073486328125,12.93170045648662,0.0014792899408284023,0.3134783208370209,82000,-1415.4795309456729,0.20115743815898895,3950.3505859375
-742.5142211914062,1024.4168701171875,687.0,0.36032989621162415,42,0.9371910095214844,0.9315145611763,1017.6742553710938,-1405.0310462258958,76.35868001274179,122.06550218340611,0.22676606476306915,687.0,-174.8506622314453,0.20603704452514648,0.008619377074687717,1100.0713996887207,0.9395678639411926,1084.5307695688252,0.21360158920288086,-425.4208679199219,-787.661865234375,12.861942947750542,0.001455604075691412,0.31265321373939514,84000,-1405.0310462258958,0.1970911505818367,5994.3330078125
-709.114501953125,1027.4058837890625,695.0,0.3613261282444,43,0.9459962248802185,0.9312330484390259,1028.3922119140625,-1368.5749209405185,76.30890350447551,123.63165467625899,0.1584109663963318,695.0,-302.781494140625,0.15685977041721344,0.008119843104068908,1126.9982407093048,0.9381611943244934,1086.3268513797263,0.21204303205013275,-395.87255859375,-747.6151123046875,12.82502264170054,0.0014388489208633094,0.3125705122947693,86000,-1368.5749209405185,0.20781750172376634,5694.96435546875
-727.2852783203125,1046.7840576171875,705.0,0.3606291711330414,44,0.9497315287590027,0.9312325716018677,1051.9136962890625,-1343.0375206775568,76.23967686523935,124.67801418439716,0.13358964025974274,705.0,-258.27410888671875,0.19932380318641663,0.008119843104068908,1154.2546298503876,0.9501717686653137,913.3027372346703,0.2108912169933319,-370.52288818359375,-761.1790771484375,12.776805865328509,0.0014184397163120568,0.31174376606941223,88000,-1343.0375206775568,0.19527382671833038,14367.75390625
-744.1842041015625,1057.264404296875,711.0,0.36074796319007874,45,0.9621972441673279,0.9310421347618103,1055.475341796875,-1338.933923818725,76.23388595622478,126.29957805907173,0.12109819054603577,711.0,-311.9560546875,0.13295191526412964,0.008792626553888941,1180.5773622989655,0.9595111012458801,880.3076624044937,0.20974208414554596,-352.5721740722656,-777.2733154296875,12.759443299484143,0.0014064697609001407,0.3108384311199188,90000,-1338.933923818725,0.19243781864643097,2183.358154296875
-740.6682739257812,1087.9208984375,721.0,0.3594140410423279,46,0.9541695713996887,0.930377721786499,1081.8294677734375,-1309.1900926120247,76.2596417246573,127.57281553398059,0.1211148127913475,721.0,-357.4990539550781,0.12385715544223785,0.008119843104068908,1206.4048285484314,0.962205708026886,770.249657392357,0.20911166071891785,-329.6836242675781,-782.656005859375,12.6777011378974,0.0013869625520110957,0.31027790904045105,92000,-1309.1900926120247,0.21544125139713288,3084.337158203125
-665.1854248046875,1101.770751953125,729.0,0.3591568171977997,47,0.9525866508483887,0.9300050735473633,1106.67138671875,-1293.8555481022665,76.24793693160252,128.65020576131687,0.12847404181957245,729.0,-410.0843811035156,0.10636048018932343,0.007498538875796335,1232.8202412128448,0.9601566195487976,376.95617105402596,0.20803220570087433,-300.48504638671875,-709.7897338867188,12.634514976076085,0.0013717421124828531,0.3095594048500061,94000,-1293.8555481022665,0.199459475427866,4562.70166015625
-578.2647705078125,1125.2470703125,737.0,0.3600720763206482,48,0.9626302123069763,0.9298552870750427,1134.5804443359375,-1246.4344092344552,76.20685616619825,130.05698778833107,0.14345461130142212,737.0,-392.10992431640625,0.16462525725364685,0.00735078803626736,1259.729174375534,0.952529788017273,643.7496750823217,0.20696711540222168,-266.96295166015625,-634.7218017578125,12.586166525875877,0.0027137042062415195,0.3088521361351013,96000,-1246.4344092344552,0.19858946815133094,3102.626220703125
-496.329833984375,1161.3076171875,746.0,0.3596687614917755,49,0.9599717259407043,0.9287382364273071,1190.21728515625,-1234.900850909231,76.19899030189606,131.3646112600536,0.17181845009326935,746.0,-489.23870849609375,0.12979523837566376,0.007498538875796335,1286.1062805652618,0.9718618988990784,611.5717037366624,0.2073269635438919,-246.99578857421875,-556.19140625,12.54342066719457,0.002680965147453083,0.30866482853889465,98000,-1234.900850909231,0.2012849622964859,6387.818359375
-474.1653137207031,1200.8837890625,752.0,0.3593563437461853,50,0.9539065957069397,0.9282618761062622,1226.0155029296875,-1227.3318837831366,76.1198692148031,132.61835106382978,0.17727428674697876,752.0,-535.398681640625,0.09551061689853668,0.007205948471980551,1313.717443704605,0.9702540636062622,643.1420184550985,0.20573236048221588,-212.25811767578125,-528.0963134765625,12.516388511814899,0.0026595744680851063,0.3077698349952698,100000,-1227.3318837831366,0.19843855187296866,5872.67236328125
-416.6376647949219,1209.1759033203125,762.0,0.3598419725894928,51,0.9630150198936462,0.9278621673583984,1226.4835205078125,-1168.6501665672076,76.09922086814402,133.8018372703412,-0.01863972842693329,762.0,-576.5127563476562,0.03520851582288742,0.006654572515946094,1340.355378627777,0.9644100069999695,809.0744373199691,0.2065887153148651,-174.09707641601562,-471.2126159667969,12.440457590648842,0.0026246719160104987,0.3076615631580353,102000,-1168.6501665672076,0.20448051661252975,3508.1611328125
-336.711181640625,1278.1436767578125,769.0,0.3600091338157654,52,0.9707691073417664,0.9275995492935181,1292.34619140625,-1121.568986025378,76.11987682820472,135.1742522756827,0.07601473480463028,769.0,-651.7617797851562,0.005500666797161102,0.00678832942351661,1366.2660048007965,0.9753109812736511,1166.6128298585518,0.2065189629793167,-142.46847534179688,-380.7113037109375,12.41090349562975,0.002600780234070221,0.3069010078907013,104000,-1121.568986025378,0.20052067548036576,3357.8876953125
-324.7805480957031,1301.353271484375,776.0,0.35993173718452454,53,0.9714140892028809,0.9267287850379944,1315.2008056640625,-1061.2051707874705,75.95350289332087,136.50257731958763,0.04894523322582245,776.0,-738.5802612304688,0.06368093192577362,0.007205948471980551,1395.5906701087952,0.9688277840614319,1333.6895038819794,0.20727427303791046,-106.3494873046875,-369.18798828125,12.34934247420475,0.002577319587628866,0.3059834837913513,106000,-1061.2051707874705,0.19527123242616654,3109.227783203125
-273.4139709472656,1367.883544921875,786.0,0.35895952582359314,54,0.9619119763374329,0.9259949326515198,1372.99853515625,-1053.9019316369765,75.92941266220365,137.33587786259542,0.06069726124405861,786.0,-806.507080078125,0.04993736743927002,0.006654572515946094,1422.3737049102783,0.968859851360321,1331.3548621630048,0.2065104842185974,-85.95216369628906,-309.03125,12.292663288255538,0.002544529262086514,0.30543047189712524,108000,-1053.9019316369765,0.2158365450799465,7612.72998046875
-241.67945861816406,1378.8551025390625,794.0,0.3591068685054779,55,0.9795486927032471,0.9255406856536865,1386.7052001953125,-1020.2602868138629,75.93938200989722,138.4471032745592,-0.06252680718898773,794.0,-855.6782836914062,-0.029641669243574142,0.006924774844929294,1448.5237710475922,0.965363085269928,1357.2876711753054,0.20537270605564117,-58.11052703857422,-298.01678466796875,12.253127854788444,0.0025188916876574307,0.3046404719352722,110000,-1020.2602868138629,0.2000099766254425,3946.68310546875
-183.34994506835938,1418.85009765625,801.0,0.35923337936401367,56,0.9697457551956177,0.924824059009552,1425.0784912109375,-984.9709568507217,75.9587440320994,139.79400749063672,-0.08817751705646515,801.0,-891.4874877929688,-0.10938289016485214,0.00652345114787383,1474.4846222400665,0.9526062607765198,1613.3142683507044,0.20534683763980865,-29.274669647216797,-240.41958618164062,12.21445004606652,0.003745318352059925,0.3040315806865692,112000,-984.9709568507217,0.1959377221763134,3445.295654296875
-71.50992584228516,1420.4466552734375,808.0,0.35971584916114807,57,0.9471737146377563,0.9241473078727722,1425.5697021484375,-954.8015257238585,75.90891454134578,140.89480198019803,-0.1254647970199585,808.0,-1025.94970703125,-0.04798038676381111,0.006654572515946094,1501.799896478653,0.9589924812316895,1912.746451018741,0.20699959993362427,1.2830350399017334,-138.22911071777344,12.171821921372965,0.0037128712871287127,0.3032633662223816,114000,-954.8015257238585,0.20244843930006026,8343.369140625
121.34740447998047,1445.5528564453125,815.0,0.3603472113609314,58,0.9160526990890503,0.9234024882316589,1446.171630859375,-903.6426317243994,75.83924381829144,142.03803680981596,-0.28609588742256165,815.0,-1110.77880859375,-0.19959387183189392,0.00678832942351661,1529.5511157512665,0.948146641254425,2074.594465665001,0.2088385671377182,38.2204475402832,61.099578857421875,12.128241839956418,0.0036809815950920245,0.30255627632141113,116000,-903.6426317243994,0.2010582311451435,4536.8671875
320.90435791015625,1492.826171875,823.0,0.36030954122543335,59,0.9387890100479126,0.9228911995887756,1485.382080078125,-889.8005210763513,75.80300338114537,143.37059538274605,-0.19830049574375153,823.0,-1067.961669921875,-0.1544884741306305,0.00652345114787383,1556.6665532588959,0.9566835165023804,2104.060304676736,0.2090381532907486,67.20975494384766,270.4493713378906,12.073289377064517,0.0036452004860267314,0.3022006154060364,118000,-889.8005210763513,0.2000532005727291,4239.74609375
