rollout/episodes,param_noise_stddev,reference_actor_Q_mean,train/param_noise_distance,rollout/episode_steps,reference_Q_std,rollout/return_history,total/steps_per_second,reference_actor_Q_std,AI_return,reference_action_std,obs_rms_mean,rollout/actions_mean,total/episodes,reference_perturbed_action_std,AI_distance,total/steps,total/epochs,AI_success_rate,reference_action_mean,reference_Q_mean,obs_rms_std,train/loss_critic,reference_perturbed_action_mean,rollout/actions_std,train/loss_actor,rollout/return,total/duration,rollout/Q_mean
124.0,0.009149642450409314,434.7279357910156,0.1944591762125492,176.58064516129033,427.7308654785156,1825.9053931304388,45.41614984652439,429.9159851074219,1500.3466306464497,0.9498386979103088,0.422134667634964,0.3068467974662781,124.0,0.9429819583892822,9.037315656457636,22000,11,0.008064516129032258,0.29166585206985474,422.87017822265625,0.21313923597335815,3867.155517578125,0.25573378801345825,0.9259470701217651,-720.3001708984375,1500.3466306464497,484.4091820716858,433.6929626464844
136.0,0.009149642450409314,510.1360778808594,0.19997115492820738,175.72058823529412,486.3656311035156,1921.286534159006,45.23738641149494,487.4686279296875,1579.2507700704018,0.9158248901367188,0.425527423620224,0.3168449401855469,136.0,0.9442707896232605,8.914076682352558,24000,12,0.007352941176470588,0.3542686700820923,494.02984619140625,0.2134842425584793,5106.763671875,0.2719563841819763,0.9221365451812744,-783.6785888671875,1579.2507700704018,530.5346286296844,487.6147766113281
147.0,0.009712529831903797,642.65625,0.20637829102575778,176.10204081632654,562.0457763671875,1993.5216104961698,45.33772967735455,566.0004272460938,1615.7747551035768,0.8913208842277527,0.42590805888175964,0.3234024941921234,147.0,0.8587232232093811,8.854152095497426,26000,13,0.013605442176870748,0.42659348249435425,615.98193359375,0.21576271951198578,3099.543212890625,0.475084125995636,0.9202762246131897,-901.861572265625,1615.7747551035768,573.4737973213196,532.1549072265625
158.0,0.010944321720492653,714.8236694335938,0.1939271941781044,176.79746835443038,598.6038208007812,2157.8977362104324,45.40848954014726,605.1790771484375,1731.9299164780236,0.8618420958518982,0.42476996779441833,0.32936766743659973,158.0,0.8411902189254761,8.560837133183346,28000,14,0.012658227848101266,0.4849275052547455,694.6070556640625,0.21590353548526764,4474.07958984375,0.4920841455459595,0.91799396276474,-952.203857421875,1731.9299164780236,616.6247828006744,584.3064575195312
167.0,0.00896935834762211,796.6822509765625,0.20933380216360092,178.4251497005988,643.0255126953125,2160.245654893206,45.44431863017368,646.4918212890625,1756.1446751558315,0.8565043210983276,0.4251679480075836,0.3348294198513031,167.0,0.8429393768310547,8.572250441734866,30000,15,0.011976047904191617,0.4556848704814911,776.2623291015625,0.2160087674856186,1436.0926513671875,0.5088794231414795,0.9160163998603821,-1028.842529296875,1756.1446751558315,660.1485269069672,609.1079711914062
179.0,0.007803009623294559,829.32568359375,0.20858823493123055,178.41899441340783,682.3619995117188,2263.0178427017145,45.475836127753645,685.6444091796875,1839.8781670066412,0.8997219800949097,0.42671632766723633,0.34227681159973145,179.0,0.8249363899230957,8.433289000521961,32000,16,0.0111731843575419,0.3982402980327606,815.9373168945312,0.2151505947113037,3085.84814453125,0.5384970903396606,0.9137006402015686,-1056.208740234375,1839.8781670066412,703.6704044342041,653.0347900390625
190.0,0.008283051950460692,879.9813232421875,0.20494551569223404,178.74736842105264,686.834716796875,2490.780524383491,45.489696703988166,688.017822265625,1924.765143633238,0.8448149561882019,0.42760685086250305,0.3506685495376587,190.0,0.8310118317604065,8.289927716161104,34000,17,0.010526315789473684,0.5024539232254028,868.0923461914062,0.21574866771697998,2802.111572265625,0.525003969669342,0.910668671131134,-1122.0538330078125,1924.765143633238,747.4219980239868,694.1137084960938
202.0,0.00795985011672278,922.7448120117188,0.1964076130092144,178.19306930693068,695.7638549804688,2467.4259075951536,45.508239125007165,697.2486572265625,1990.8059116487718,0.9012313485145569,0.4311000406742096,0.35502809286117554,202.0,0.8687936067581177,8.2220809864988,36000,18,0.009900990099009901,0.36951613426208496,909.7730712890625,0.222049281001091,3115.107177734375,0.44263115525245667,0.9092477560043335,-1169.51611328125,1990.8059116487718,791.0655453205109,738.1359252929688
213.0,0.008119843104068908,936.4995727539062,0.19597900554537773,177.906103286385,687.5127563476562,2618.593682517775,45.54239553828746,689.4793090820312,2037.9193062723184,0.8761051297187805,0.43558645248413086,0.3578619956970215,213.0,0.8039361834526062,8.243234782563992,38000,19,0.009389671361502348,0.4382436275482178,923.7762451171875,0.2222425937652588,6046.0068359375,0.5506359338760376,0.9083786010742188,-1217.1466064453125,2037.9193062723184,834.3873779773712,773.4633178710938
224.0,0.008449541294664952,939.777587890625,0.1920381461083889,178.25892857142858,694.47119140625,2795.78614658768,45.538986124391215,695.4202270507812,2078.6678431202135,0.8181458115577698,0.43815383315086365,0.359729528427124,224.0,0.8862547874450684,8.185031611845499,40000,20,0.008928571428571428,0.5241156816482544,927.9622802734375,0.22058506309986115,1607.059326171875,0.393429696559906,0.9080867767333984,-1251.008544921875,2078.6678431202135,878.3682599067688,802.831298828125
235.0,0.00795985011672278,956.5304565429688,0.19416094288229943,178.53191489361703,711.4342651367188,2791.3912183699867,45.52364252068781,713.2364501953125,2100.465836023098,0.8973731994628906,0.44048836827278137,0.3632254898548126,235.0,0.8283253312110901,8.2027362280337,42000,21,0.00851063829787234,0.40562790632247925,938.152099609375,0.22025084495544434,1693.122802734375,0.5207867622375488,0.9069172143936157,-1258.24755859375,2100.465836023098,922.5975267887115,835.3965454101562
247.0,0.008119843104068908,963.1461791992188,0.1899574337899685,177.9757085020243,721.9114990234375,2913.366549305027,45.51358460131592,727.6651000976562,2141.1155624725848,0.8742420077323914,0.44457077980041504,0.3706706166267395,247.0,0.8781861662864685,8.20609151907242,44000,22,0.008097165991902834,0.4427017569541931,944.7431030273438,0.22097432613372803,2557.1748046875,0.4268299341201782,0.9043653607368469,-1266.07470703125,2141.1155624725848,966.7443332672119,864.3237915039062
258.0,0.007498538875796335,1017.8693237304688,0.2029663011431694,177.75193798449612,774.160400390625,2870.5024801720783,45.45695111009413,783.4004516601562,2173.2371117082776,0.8020969033241272,0.4457894265651703,0.3706611394882202,258.0,0.8792306184768677,8.231703247698547,46000,23,0.007751937984496124,0.5574147701263428,996.1206665039062,0.2199355810880661,2838.16064453125,0.4242803454399109,0.9049158692359924,-1290.4716796875,2173.2371117082776,1011.9464433193207,887.7492065429688
270.0,0.008119843104068908,1100.7232666015625,0.18956865839660167,177.66296296296295,804.25537109375,2987.914947495149,45.43049012767365,809.3137817382812,2225.0067046513755,0.8929175734519958,0.44540736079216003,0.3687179684638977,270.0,0.8797872066497803,8.088804082401804,48000,24,0.011111111111111112,0.4264479875564575,1078.6898193359375,0.21937866508960724,1823.43896484375,0.4474213719367981,0.9059320092201233,-1311.8316650390625,2225.0067046513755,1056.5591492652893,912.5615234375
281.0,0.00678832942351661,1117.3857421875,0.19342342928051948,177.74377224199287,794.7901000976562,2951.6661911386595,45.39447340053198,802.7908935546875,2250.950791669053,0.8365640640258789,0.448482483625412,0.36914703249931335,281.0,0.8408134579658508,8.135031372072971,50000,25,0.010676156583629894,0.49945974349975586,1094.9859619140625,0.2195042371749878,3320.912109375,0.5104806423187256,0.9061421751976013,-1342.924560546875,2250.950791669053,1101.4556674957275,937.63037109375
293.0,0.006924774844929294,1153.580810546875,0.20638987809419632,177.17747440273038,816.3561401367188,2880.096004632963,45.35662329030435,818.9960327148438,2268.055783618705,0.7993519902229309,0.4471622705459595,0.37116631865501404,293.0,0.7840227484703064,8.030248321106427,52000,26,0.013651877133105802,0.5562462210655212,1132.2843017578125,0.21904246509075165,10603.6162109375,0.5776647925376892,0.9053155779838562,-1342.95458984375,2268.055783618705,1146.469825744629,958.2786254882812
306.0,0.00678832942351661,1183.2685546875,0.2041060808300972,176.06209150326796,817.3094482421875,2722.7784501896067,45.30667234478098,816.1365356445312,2242.2156719656036,0.8543732762336731,0.4493746757507324,0.3731256425380707,306.0,0.7850714921951294,8.112575773827965,54000,27,0.013071895424836602,0.48676711320877075,1163.767578125,0.22033686935901642,1718.8126220703125,0.6066104173660278,0.904717743396759,-1355.2607421875,2242.2156719656036,1191.8774256706238,968.5884399414062
317.0,0.007063962819312372,1211.389404296875,0.19977196723222732,176.29022082018926,825.3414306640625,2748.739718163197,45.2660487698076,824.4845581054688,2263.193063142793,0.9000126719474792,0.44951486587524414,0.37405434250831604,317.0,0.7893823981285095,8.071462535984711,56000,28,0.012618296529968454,0.41060832142829895,1188.862548828125,0.22002454102039337,2492.58154296875,0.5790178775787354,0.9047938585281372,-1357.705322265625,2263.193063142793,1237.1302890777588,988.0551147460938
328.0,0.0062689083313006155,1212.6622314453125,0.20600570291280745,176.3109756097561,804.1287231445312,2681.9582903576993,45.20214244075224,804.9854736328125,2274.0816996393296,0.8179499506950378,0.4500023126602173,0.3725394606590271,328.0,0.8120004534721375,8.069042346712195,58000,29,0.012195121951219513,0.5515663623809814,1191.712158203125,0.21965456008911133,9576.921875,0.557239294052124,0.905565619468689,-1347.7222900390625,2274.0816996393296,1283.1250216960907,1004.30419921875
339.0,0.0057892316672357065,1210.414306640625,0.20037134632468223,176.52507374631267,791.1019897460938,2715.819828857061,45.118130942218606,791.5952758789062,2300.605138053743,0.7834416627883911,0.4512406885623932,0.37609243392944336,339.0,0.8226141929626465,8.029495139147548,60000,30,0.017699115044247787,0.5945610404014587,1192.3275146484375,0.22022627294063568,5282.79833984375,0.5332154035568237,0.9042264819145203,-1353.8167724609375,2300.605138053743,1329.8423216342926,1020.53173828125
351.0,0.007205948471980551,1247.846923828125,0.18979068599641324,176.28205128205127,792.4529418945312,2845.8961020264205,45.07647621439037,790.5645751953125,2340.9268967268677,0.828601062297821,0.4503735601902008,0.37637490034103394,351.0,0.7949425578117371,7.911449238847129,62000,31,0.019943019943019943,0.5352569222450256,1219.6787109375,0.22026492655277252,1410.2471923828125,0.5909494161605835,0.9044414162635803,-1382.6824951171875,2340.9268967268677,1375.440256357193,1040.5386962890625
362.0,0.0059055952237471445,1284.112060546875,0.19237200424075127,176.3342541436464,771.4268188476562,2930.6852121187007,45.01896042156386,764.8794555664062,2393.7078117911074,0.85515958070755,0.4518671929836273,0.37692898511886597,362.0,0.8465437889099121,7.863640327235249,64000,32,0.022099447513812154,0.4952046573162079,1264.020751953125,0.22092007100582123,3369.71728515625,0.49618038535118103,0.9045343399047852,-1390.7138671875,2393.7078117911074,1421.6232316493988,1060.015869140625
374.0,0.0057892316672357065,1292.6165771484375,0.20504319533705712,176.4625668449198,737.4620971679688,3009.348666581193,44.97609139421449,733.2894897460938,2443.270412117555,0.9681349396705627,0.45196208357810974,0.3755432069301605,374.0,0.940685510635376,7.735259956579595,66000,33,0.0213903743315508,0.22567620873451233,1271.324951171875,0.22002260386943817,1739.7945556640625,0.26418930292129517,0.9054065942764282,-1382.084716796875,2443.270412117555,1467.4463243484497,1075.1524658203125
383.0,0.006024297687744463,1292.95263671875,0.20304905124008654,176.98433420365535,708.23974609375,3045.0151380273815,44.937799477195064,707.45556640625,2465.9686985871012,0.8945965766906738,0.4524306058883667,0.37303268909454346,383.0,0.9281574487686157,7.671724160381329,68000,34,0.020887728459530026,0.4108153283596039,1276.7205810546875,0.21903936564922333,2968.9775390625,0.3343826234340668,0.9065456390380859,-1423.2418212890625,2465.9686985871012,1513.2027111053467,1086.992431640625
394.0,0.005453718107902164,1264.553955078125,0.20431372821331023,177.62436548223351,711.5437622070312,3175.47614358249,44.89556310658222,708.8494873046875,2500.4274994594407,0.82676762342453,0.4523495137691498,0.3722675144672394,394.0,0.873025119304657,7.614091061362596,70000,35,0.02030456852791878,0.5243974924087524,1251.1845703125,0.21880324184894562,2543.203857421875,0.45544344186782837,0.9070820212364197,-1390.9241943359375,2500.4274994594407,1559.1741178035736,1098.0911865234375
405.0,0.005240915906043995,1268.116455078125,0.19516410797834396,177.70864197530864,689.0602416992188,3442.3501367268577,44.83889678928367,683.3709716796875,2544.0815044300252,0.8231192231178284,0.45260706543922424,0.37161651253700256,405.0,0.8740097880363464,7.523475745638385,72000,36,0.022222222222222223,0.5426270365715027,1245.49267578125,0.21777194738388062,4595.22021484375,0.4469184875488281,0.9075542092323303,-1403.6669921875,2544.0815044300252,1605.748694896698,1115.97509765625
415.0,0.007498538875796335,1293.80859375,0.19008829608559608,178.14939759036145,663.9332275390625,3619.8366925056152,44.78484364994087,661.1336059570312,2579.603161346357,0.8182497024536133,0.45193108916282654,0.3713957369327545,415.0,0.7746999859809875,7.444427584399483,74000,37,0.021686746987951807,0.5477551817893982,1270.11376953125,0.21744056046009064,1431.9847412109375,0.6143523454666138,0.9077158570289612,-1431.2105712890625,2579.603161346357,1652.3447213172913,1128.062255859375
425.0,0.006024297687744463,1271.719482421875,0.1998988302052021,178.5435294117647,645.572265625,3633.529171868041,44.726273516251936,643.3283081054688,2594.9377919841145,0.8407323360443115,0.4503129720687866,0.37013283371925354,425.0,0.859900951385498,7.391344380938969,76000,38,0.021176470588235293,0.5111267566680908,1261.686767578125,0.2169162631034851,2305.095703125,0.4441390037536621,0.9083303809165955,-1413.290771484375,2594.9377919841145,1699.224952697754,1139.876220703125
435.0,0.006024297687744463,1208.990478515625,0.2193165363371372,178.9977011494253,677.115966796875,3839.4001329737807,44.66173432012973,675.3220825195312,2633.126671991157,0.8628045320510864,0.4504581391811371,0.36902812123298645,435.0,0.8474404215812683,7.349391495836913,78000,39,0.020689655172413793,0.4752453565597534,1196.4658203125,0.2165176421403885,3228.960205078125,0.5043864250183105,0.9087718725204468,-1412.670654296875,2633.126671991157,1746.4615108966827,1152.0086669921875
446.0,0.0062689083313006155,1229.80029296875,0.1963755352050066,179.1255605381166,663.2272338867188,3841.3735319039756,44.603476203158905,663.0360717773438,2658.574390454886,0.7673443555831909,0.44988179206848145,0.3689153790473938,446.0,0.8023384213447571,7.262518842677397,80000,40,0.02466367713004484,0.629077136516571,1204.5400390625,0.21585898101329803,3266.78369140625,0.5703403353691101,0.9087110757827759,-1432.0179443359375,2658.574390454886,1793.5821781158447,1165.6453857421875
457.0,0.005240915906043995,1243.4383544921875,0.19723119020462035,179.13347921225383,689.3350830078125,3937.0391875633427,44.533410050634615,688.3838500976562,2703.1844030134334,0.8533679842948914,0.45159807801246643,0.3702816367149353,457.0,0.8554032444953918,7.240205825026908,82000,41,0.0262582056892779,0.4922691583633423,1230.78271484375,0.2197083979845047,3157.0654296875,0.4914907217025757,0.907991886138916,-1435.494873046875,2703.1844030134334,1841.3141932487488,1181.4920654296875
468.0,0.005563337841870998,1199.130615234375,0.19276109606027603,179.24358974358975,697.6370239257812,3870.462312844832,44.46694920439809,692.941650390625,2733.056581823021,0.861933171749115,0.45193949341773987,0.37131914496421814,468.0,0.8703191876411438,7.158840473241364,84000,42,0.02564102564102564,0.47647586464881897,1183.493896484375,0.21900169551372528,3540.725830078125,0.47934672236442566,0.9073340892791748,-1457.81640625,2733.056581823021,1889.043469429016,1193.75830078125
479.0,0.0057892316672357065,1237.658203125,0.19623826831579208,179.41753653444675,696.0057983398438,3960.311684812271,44.4130100946219,694.9892578125,2770.6582236481977,0.8487209677696228,0.4515937864780426,0.3712107539176941,479.0,0.8547616004943848,7.096590205897427,86000,43,0.027139874739039668,0.5136580467224121,1215.779052734375,0.219429150223732,3243.464111328125,0.4922623634338379,0.9074501991271973,-1484.676513671875,2770.6582236481977,1936.36954164505,1204.245849609375
490.0,0.005346258315755479,1263.15380859375,0.21177234053611754,179.3734693877551,699.7124633789062,4013.158085831641,44.3620673204465,697.7050170898438,2807.6373259976267,0.8781380653381348,0.45184385776519775,0.37236616015434265,490.0,0.8543360233306885,7.038567774261431,88000,44,0.02857142857142857,0.46284809708595276,1243.647216796875,0.21951796114444733,2894.477783203125,0.5020467042922974,0.9069400429725647,-1484.6556396484375,2807.6373259976267,1983.6767156124115,1218.151123046875
501.0,0.0059055952237471445,1263.3017578125,0.19554681718349456,179.51497005988023,731.179443359375,4145.002240268316,44.31333498025591,729.2968139648438,2853.0946306406063,0.8563188314437866,0.4523814618587494,0.37335100769996643,501.0,0.8797245621681213,6.963796253973989,90000,45,0.031936127744510975,0.49789518117904663,1246.458251953125,0.21883873641490936,4976.013671875,0.449924111366272,0.9064885973930359,-1521.630615234375,2853.0946306406063,2030.9913492202759,1232.8603515625
511.0,0.005036417172795629,1262.5186767578125,0.19549400717020035,179.66731898238748,715.6763305664062,4288.990484308575,44.272083533429026,717.1950073242188,2896.0634434559875,0.8478439450263977,0.4525633156299591,0.3743484914302826,511.0,0.7977254390716553,6.898139244000602,92000,46,0.03522504892367906,0.489461213350296,1243.98876953125,0.21832042932510376,1918.302490234375,0.5696450471878052,0.9061126708984375,-1538.483154296875,2896.0634434559875,2078.058963060379,1247.732666015625
523.0,0.005137649157968821,1270.4459228515625,0.21392304956912994,179.7131931166348,724.8955078125,4248.189142255619,44.2252068172599,727.1450805664062,2909.407299542972,0.8902724385261536,0.45176753401756287,0.3751482665538788,523.0,0.8446210026741028,6.847977223010448,94000,47,0.03441682600382409,0.42733344435691833,1254.9693603515625,0.2184440940618515,2960.9296875,0.5173978209495544,0.9056257605552673,-1548.3974609375,2909.407299542972,2125.484689950943,1259.4927978515625
533.0,0.005346258315755479,1259.5045166015625,0.20665465012192727,180.03939962476548,731.4590454101562,4305.516179296815,44.17215654544219,732.5184936523438,2944.931472427978,0.9265110492706299,0.4524451494216919,0.3755064010620117,533.0,0.9057696461677551,6.816454167255698,96000,48,0.03564727954971857,0.34818729758262634,1241.2288818359375,0.21856920421123505,3407.9697265625,0.3762151002883911,0.9054502844810486,-1540.389404296875,2944.931472427978,2173.3147644996643,1268.6317138671875
543.0,0.005563337841870998,1280.586181640625,0.193331266194582,180.1620626151013,718.6768798828125,4286.077748820895,44.11607002390226,719.6659545898438,2959.2959444045505,0.8832471370697021,0.45094266533851624,0.3740445673465729,543.0,0.9235658049583435,6.78063418911141,98000,49,0.03683241252302026,0.44111692905426025,1257.192626953125,0.21886365115642548,1777.791259765625,0.3558094799518585,0.9059818387031555,-1556.0670166015625,2959.2959444045505,2221.4127402305603,1276.5625
555.0,0.005240915906043995,1293.860107421875,0.21100084915757178,180.05585585585587,705.546875,4253.191669270331,44.06599806617177,706.3997192382812,2973.6249264718635,0.8428053259849548,0.44919630885124207,0.3717328608036041,555.0,0.8498193025588989,6.692647968146042,100000,50,0.04144144144144144,0.5028255581855774,1277.6923828125,0.21855175495147705,2569.404541015625,0.5092190504074097,0.906805157661438,-1528.2755126953125,2973.6249264718635,2269.3233873844147,1286.1116943359375
567.0,0.0062689083313006155,1261.703125,0.19737088739871977,179.82716049382717,690.7959594726562,4215.63557935826,44.01207715760221,691.3628540039062,2994.1090123909767,0.9009988903999329,0.45032963156700134,0.3719356656074524,567.0,0.8714085817337036,6.67219657273069,102000,51,0.04409171075837742,0.4140888750553131,1242.5384521484375,0.2181423455476761,5291.06982421875,0.45817914605140686,0.9067575335502625,-1550.383544921875,2994.1090123909767,2317.545696258545,1297.4700927734375
578.0,0.0057892316672357065,1272.5859375,0.19694511964917183,179.9134948096886,675.1159057617188,4259.2060535780065,43.96959449665714,672.3031005859375,3022.141502058748,0.8366804718971252,0.4502739906311035,0.37078139185905457,578.0,0.8342882990837097,6.6040869926827135,104000,52,0.04671280276816609,0.5208023190498352,1252.97021484375,0.2179199904203415,1610.5335693359375,0.5197572708129883,0.9072802662849426,-1549.6278076171875,3022.141502058748,2365.270846605301,1307.7393798828125
589.0,0.0057892316672357065,1219.4757080078125,0.20719173461198806,179.81833616298812,654.1414184570312,4243.058855036809,43.930072984614355,650.9569702148438,3049.773076742523,0.8464949131011963,0.4513084888458252,0.37111878395080566,589.0,0.8807805180549622,6.561829608478474,106000,53,0.05263157894736842,0.48797765374183655,1200.198974609375,0.29245367646217346,2339.7578125,0.44616544246673584,0.9072446823120117,-1475.93408203125,3049.773076742523,2412.92565202713,1318.2425537109375
600.0,0.004744532800384585,1236.093017578125,0.19990530237555504,179.68833333333333,639.5774536132812,4101.9008917145275,43.88868159092505,636.7649536132812,3059.3896005785728,0.9228643774986267,0.4500292241573334,0.3706308603286743,600.0,0.9044725298881531,6.505203461044426,108000,54,0.05333333333333334,0.31762826442718506,1216.6058349609375,0.29137957096099854,1415.0206298828125,0.37459415197372437,0.9074895977973938,-1481.5255126953125,3059.3896005785728,2460.7711164951324,1323.3399658203125
611.0,0.0062689083313006155,1220.53173828125,0.19775116220116615,179.75613747954174,652.6669311523438,4056.7016088573996,43.83638960214999,652.2267456054688,3086.0205900028636,0.861270010471344,0.4509944021701813,0.37204188108444214,611.0,0.8893538117408752,6.466565807637614,110000,55,0.054009819967266774,0.48093360662460327,1202.896484375,0.29025712609291077,3055.860107421875,0.4263160824775696,0.9068905711174011,-1492.4295654296875,3086.0205900028636,2509.33074092865,1329.4761962890625
622.0,0.0057892316672357065,1225.804443359375,0.19794787682592868,179.85369774919613,652.4834594726562,4155.026808710477,43.79432045080392,650.7180786132812,3112.29203929264,0.9233629107475281,0.4512620270252228,0.3730939030647278,622.0,0.9327794909477234,6.409819461541229,112000,56,0.0594855305466238,0.3294116258621216,1205.62158203125,0.28869515657424927,1249.6636962890625,0.3326343595981598,0.9066029191017151,-1504.968017578125,3112.29203929264,2557.4092450141907,1337.9620361328125
633.0,0.0057892316672357065,1216.831298828125,0.2098903138563037,180.0,651.2335205078125,4202.866878363328,43.75572302269599,648.0711669921875,3143.6574449296127,0.9155677556991577,0.4515325129032135,0.37352266907691956,633.0,0.9497119188308716,6.345852469230771,114000,57,0.06477093206951026,0.3699098527431488,1201.557373046875,0.28744351863861084,1590.618896484375,0.24065282940864563,0.9064712524414062,-1525.9652099609375,3143.6574449296127,2605.373471736908,1346.91455078125
644.0,0.006145386071268126,1233.517578125,0.20953202694654466,180.04192546583852,630.30615234375,4364.294163734626,43.7123649217229,625.9237060546875,3177.2630246381186,0.8825752139091492,0.452549546957016,0.374633252620697,644.0,0.8901722431182861,6.311313247275693,116000,58,0.07298136645962733,0.4276600480079651,1214.501708984375,0.28635266423225403,1434.1363525390625,0.422808974981308,0.9061089158058167,-1536.19482421875,3177.2630246381186,2653.7113745212555,1357.70458984375
654.0,0.00652345114787383,1241.623291015625,0.2105767984688282,180.1743119266055,590.6905517578125,4442.377313436151,43.68252421021972,584.4157104492188,3196.153081424295,0.9105149507522583,0.45233646035194397,0.37449198961257935,654.0,0.8947739005088806,6.254096761404886,118000,59,0.07951070336391437,0.38251549005508423,1221.37890625,0.285066694021225,2520.6064453125,0.4251643419265747,0.9062512516975403,-1528.66650390625,3196.153081424295,2701.3090963363647,1364.2369384765625
