rollout/Q_mean,rollout/actions_std,reference_Q_std,total/steps,reference_action_mean,train/param_noise_distance,rollout/return,train/loss_critic,param_noise_stddev,rollout/return_history,reference_action_std,obs_rms_std,reference_Q_mean,rollout/episodes,obs_rms_mean,reference_perturbed_action_mean,train/loss_actor,rollout/actions_mean,reference_actor_Q_mean,rollout/episode_steps,total/epochs,reference_perturbed_action_std,AI_return,total/episodes,total/steps_per_second,reference_actor_Q_std,AI_success_rate,AI_distance,total/duration
2229.035888671875,0.8123369812965393,1126.2259521484375,26000,-0.07937496155500412,0.2061632952094078,4839.005598579873,4385.02490234375,0.006924774844929294,4941.572552160068,0.8270357847213745,0.7701436877250671,2248.60888671875,136.0,0.45820796489715576,0.04254773259162903,-2252.914794921875,0.25514084100723267,2267.18212890625,191.0514705882353,13,0.8537133932113647,4839.005598579873,136.0,107.90101163243922,1125.88232421875,0.4338235294117647,3.5785412586733587,240.96159625053406
2232.885009765625,0.8091099262237549,1125.806640625,28000,0.16472473740577698,0.19741863399744033,4840.8144160018865,667.2606811523438,0.008283051950460692,4914.029370168113,0.8332853317260742,0.7694081664085388,2278.068603515625,147.0,0.4581008851528168,0.14128953218460083,-2229.9150390625,0.25765103101730347,2291.46923828125,190.1768707482993,14,0.833911657333374,4840.8144160018865,147.0,108.04404133026095,1127.158935546875,0.4421768707482993,3.4710876383664155,259.1535789966583
2245.005126953125,0.8051594495773315,1130.41796875,30000,0.03725037723779678,0.19989073067903518,4851.868798835993,989.28271484375,0.008283051950460692,4968.353470722258,0.8408788442611694,0.7686936259269714,2275.148681640625,156.0,0.4581930637359619,0.028899386525154114,-2266.68896484375,0.2615421712398529,2286.395751953125,191.25,15,0.8358974456787109,4851.868798835993,156.0,107.81820423945875,1133.0250244140625,0.4423076923076923,3.5776672837081205,278.24614787101746
2261.080810546875,0.8019266724586487,1141.8809814453125,32000,0.17738810181617737,0.21267186269164085,4896.885783962923,3028.07568359375,0.00795985011672278,5001.622631996321,0.8299993276596069,0.767989456653595,2264.21240234375,166.0,0.4581632614135742,0.20638377964496613,-2244.272216796875,0.25613150000572205,2276.5146484375,192.17469879518072,16,0.8091814517974854,4896.885783962923,166.0,108.44542084214325,1143.5550537109375,0.42771084337349397,3.541119528622441,295.0793104171753
2258.585693359375,0.8001208901405334,1148.8836669921875,34000,0.19955047965049744,0.19836334258317947,4886.963125877795,837.4090576171875,0.008619377074687717,4880.671650395673,0.8171855211257935,0.767281711101532,2260.13720703125,177.0,0.4581308364868164,0.2145475149154663,-2271.01416015625,0.26341041922569275,2269.564453125,192.05084745762713,17,0.8161938190460205,4886.963125877795,177.0,108.39433796122337,1149.5118408203125,0.423728813559322,3.523301993181491,313.6695203781128
2263.121337890625,0.7983255982398987,1149.9915771484375,36000,0.10996511578559875,0.19755135655403136,4941.478241451234,858.1322631835938,0.008119843104068908,5037.622930904755,0.8330472707748413,0.7665557265281677,2262.98876953125,186.0,0.4582084119319916,0.08323657512664795,-2279.2275390625,0.26402318477630615,2273.107421875,192.93548387096774,18,0.8426498770713806,4941.478241451234,186.0,108.14422945149907,1149.457763671875,0.42473118279569894,3.4826992926519327,332.888774394989
2248.866455078125,0.7962907552719116,1149.1666259765625,38000,0.06882970035076141,0.20166715681552888,4921.289400510143,5006.837890625,0.007803009623294559,5015.66783053991,0.8374523520469666,0.7658389210700989,2251.95166015625,197.0,0.4580196440219879,0.022378388792276382,-2187.678955078125,0.26706668734550476,2265.03515625,192.85279187817258,19,0.8613053560256958,4921.289400510143,197.0,108.6170529360111,1150.05712890625,0.4263959390862944,3.411487935945858,349.85298323631287
2239.1318359375,0.7942323684692383,1149.0919189453125,40000,0.15095733106136322,0.20106568664312363,4906.290540881289,575.4747924804688,0.00795985011672278,4974.487050815333,0.8252716660499573,0.7651339173316956,2260.387939453125,207.0,0.457838773727417,0.1409439742565155,-2242.4091796875,0.26502716541290283,2268.873779296875,192.6425120772947,20,0.8508434891700745,4906.290540881289,207.0,108.34660493271078,1149.17333984375,0.41545893719806765,3.344029299938124,369.1855413913727
2237.5341796875,0.7931116819381714,1148.2938232421875,42000,0.17110802233219147,0.1987301778793335,4936.592687556372,581.2091674804688,0.007803009623294559,5026.44003351454,0.8430554866790771,0.7644190192222595,2257.88720703125,217.0,0.4578317701816559,0.16639168560504913,-2207.0927734375,0.2665672302246094,2266.7685546875,192.88018433179724,21,0.8555999398231506,4936.592687556372,217.0,108.7520050947771,1148.91455078125,0.41935483870967744,3.292431701297647,386.19977593421936
2228.30029296875,0.7934321165084839,1137.0072021484375,44000,0.1455797255039215,0.2067469334602356,4922.130586071586,820.4929809570312,0.007063962819312372,5038.624631135374,0.8325369358062744,0.763723611831665,2237.60693359375,227.0,0.45768436789512634,0.12131047248840332,-2189.52880859375,0.2647738456726074,2247.696044921875,193.00440528634363,22,0.8555057644844055,4922.130586071586,227.0,108.59818922619914,1138.49560546875,0.42290748898678415,3.266795991830185,405.1632933616638
2222.92529296875,0.792979896068573,1119.289794921875,46000,0.08213755488395691,0.19584831863641738,4907.132573460371,607.093505859375,0.008449541294664952,4984.6549412049335,0.8621266484260559,0.7630376219749451,2226.43505859375,237.0,0.45764753222465515,0.06582425534725189,-2211.256591796875,0.2651214897632599,2239.533203125,193.9240506329114,23,0.864302933216095,4907.132573460371,237.0,108.52129917187006,1123.5380859375,0.4050632911392405,3.280891906529658,423.879923582077
2219.430908203125,0.7929455041885376,1107.0965576171875,48000,0.10903749614953995,0.2084740623831749,4926.388146283424,928.5831909179688,0.00735078803626736,5027.558540647662,0.8413482904434204,0.7623544335365295,2224.69970703125,245.0,0.4577353894710541,0.1266770213842392,-2189.28076171875,0.263850599527359,2236.229736328125,195.85714285714286,24,0.8749394416809082,4926.388146283424,245.0,108.73276630404261,1109.5406494140625,0.39591836734693875,3.3163453254589728,441.44926714897156
2221.414794921875,0.7931325435638428,1101.3221435546875,50000,0.17460858821868896,0.21457021147012711,4970.548946727531,597.6587524414062,0.00735078803626736,5123.748165824998,0.8338797688484192,0.7617063522338867,2218.80126953125,253.0,0.4578087329864502,0.10841536521911621,-2186.937255859375,0.2634196877479553,2229.23388671875,197.32806324110672,25,0.8640448451042175,4970.548946727531,253.0,108.94982544393713,1104.696533203125,0.3952569169960474,3.2894139862925487,458.9268481731415
2216.819580078125,0.7932919263839722,1102.1761474609375,52000,0.06292328983545303,0.20423462212085725,4970.42628644962,434.3601989746094,0.007649259507199841,5097.600893450627,0.853019118309021,0.7610331177711487,2218.0673828125,263.0,0.45765963196754456,0.04812028631567955,-2173.336669921875,0.2621578574180603,2230.34033203125,197.34980988593156,26,0.8598212003707886,4970.42628644962,263.0,109.12622992976829,1106.7523193359375,0.3916349809885932,3.252935747878147,476.5123841762543
2203.561279296875,0.7946389317512512,1101.4085693359375,54000,0.07292816787958145,0.19447661086916923,4940.375905169745,1770.76318359375,0.00735078803626736,5049.430767256045,0.8566728234291077,0.7603698372840881,2221.38232421875,273.0,0.457440048456192,0.13122713565826416,-2155.37158203125,0.26133984327316284,2233.913818359375,197.35531135531136,27,0.8537881374359131,4940.375905169745,273.0,109.10264469831861,1107.4368896484375,0.38095238095238093,3.220008218975378,494.9467554092407
2200.30712890625,0.7948994040489197,1117.9267578125,56000,0.10826379060745239,0.2007814359664917,4926.107446296743,609.8441162109375,0.00795985011672278,4908.392783240843,0.8605387210845947,0.7596786022186279,2213.662841796875,284.0,0.457358717918396,0.0862165242433548,-2129.8310546875,0.26120832562446594,2221.73095703125,197.0281690140845,28,0.8624506592750549,4926.107446296743,284.0,109.26003858662763,1119.1361083984375,0.3767605633802817,3.1970226388985132,512.5387170314789
2198.682373046875,0.7953842878341675,1124.9957275390625,58000,0.09797791391611099,0.19940191596746445,4933.041522183079,682.4808349609375,0.007803009623294559,4962.836103502473,0.8600925803184509,0.7589858174324036,2232.46142578125,294.0,0.45730021595954895,0.06972861289978027,-2141.50244140625,0.25995251536369324,2244.09423828125,196.8231292517007,29,0.8637656569480896,4933.041522183079,294.0,109.69714903086077,1130.09375,0.3741496598639456,3.143728006277904,528.7284173965454
2189.248291015625,0.7967715263366699,1120.96826171875,60000,0.0783495083451271,0.20358307898044586,4936.6902126507475,5213.28173828125,0.008119843104068908,4994.775864032906,0.8755200505256653,0.7582964301109314,2232.41162109375,304.0,0.457204669713974,0.11255433410406113,-2165.13818359375,0.2584289610385895,2254.529296875,197.06578947368422,30,0.9032368063926697,4936.6902126507475,304.0,109.64316335441268,1133.72412109375,0.3684210526315789,3.1297406233246634,547.2297420501709
2185.078125,0.7966444492340088,1129.97412109375,62000,0.17913343012332916,0.20954058945178985,4942.371564900615,679.9896240234375,0.006924774844929294,5020.658435644353,0.8556302189826965,0.7576382160186768,2250.697998046875,313.0,0.4572238028049469,0.1773858368396759,-2160.6923828125,0.25989463925361633,2260.995361328125,197.81150159744408,31,0.8622497320175171,4942.371564900615,313.0,110.05221209379565,1133.6842041015625,0.3738019169329074,3.1594997076239926,563.3689575195312
2200.469482421875,0.7956838607788086,1108.8699951171875,64000,0.1528388112783432,0.19221290975809097,4969.40011648376,5247.89453125,0.008283051950460692,5080.9276050789085,0.8525771498680115,0.7569472789764404,2237.735595703125,322.0,0.4574108421802521,0.14160014688968658,-2184.550048828125,0.26194989681243896,2247.0830078125,198.3136645962733,32,0.857471227645874,4969.40011648376,322.0,110.17470236222455,1110.307373046875,0.36645962732919257,3.1985387748570195,580.8956015110016
2204.48046875,0.7960194945335388,1128.19970703125,66000,0.08573968708515167,0.1934878271818161,4985.549209340608,1514.209228515625,0.007803009623294559,5229.816002386861,0.8594463467597961,0.7562388777732849,2224.3173828125,333.0,0.4575141966342926,0.10288704186677933,-2203.640380859375,0.2613990604877472,2232.507568359375,197.96996996996998,33,0.8790066242218018,4985.549209340608,333.0,110.12499015614715,1129.859619140625,0.3633633633633634,3.1937950423672823,599.3190093040466
2201.640380859375,0.7961888909339905,1119.3328857421875,68000,0.23393532633781433,0.20327979922294617,4991.972468610141,652.8441772460938,0.007205948471980551,5195.562466485703,0.8380102515220642,0.7555389404296875,2230.79443359375,344.0,0.45740342140197754,0.17637881636619568,-2160.3798828125,0.26080912351608276,2238.5107421875,197.47674418604652,34,0.8454187512397766,4991.972468610141,344.0,110.44531028911658,1120.728515625,0.37790697674418605,3.1285446805477792,615.6893382072449
2200.298828125,0.7963073253631592,1105.36962890625,70000,0.13889092206954956,0.2020132577419281,4988.086319903574,648.2169799804688,0.007649259507199841,5042.066934790625,0.8403449058532715,0.7550643086433411,2199.80224609375,354.0,0.45735302567481995,0.1263418197631836,-2189.624267578125,0.25916969776153564,2210.041015625,197.38418079096044,35,0.8488439321517944,4988.086319903574,354.0,110.3196041339846,1110.300048828125,0.3785310734463277,3.1104698669934336,634.5200433731079
2203.482177734375,0.7964538931846619,1100.71435546875,72000,0.16923478245735168,0.20226627290248872,5012.8727473026565,3052.6455078125,0.007063962819312372,5153.044738529033,0.8357111215591431,0.7543575167655945,2205.8212890625,364.0,0.4574348032474518,0.2112235128879547,-2187.06787109375,0.2597777545452118,2217.037109375,197.5934065934066,36,0.8232408761978149,5012.8727473026565,364.0,110.65001003718965,1104.6739501953125,0.38186813186813184,3.0723990167389488,650.700347661972
2202.760986328125,0.7960102558135986,1116.6053466796875,74000,0.19213053584098816,0.20495229989290237,5022.516988029225,730.3052978515625,0.007205948471980551,5256.2707690524285,0.8200817108154297,0.7536870837211609,2210.974609375,374.0,0.45736363530158997,0.17730090022087097,-2144.6455078125,0.2587311267852783,2218.63623046875,197.44919786096256,37,0.8079891800880432,5022.516988029225,374.0,111.00584348886117,1116.92333984375,0.39037433155080214,3.042103540500233,666.6315724849701
2194.854736328125,0.7957261204719543,1103.980224609375,76000,0.20272034406661987,0.2051865854859352,4989.363027256332,996.9810180664062,0.007498538875796335,5183.646436790835,0.8255795240402222,0.7530427575111389,2185.669189453125,386.0,0.45706379413604736,0.21543411910533905,-2181.6220703125,0.25780099630355835,2192.632080078125,196.5880829015544,38,0.819004237651825,4989.363027256332,386.0,111.29501239570678,1103.3533935546875,0.3911917098445596,3.0193832869851684,682.8697743415833
2197.469482421875,0.7954012751579285,1101.9151611328125,78000,0.2028890997171402,0.20721993923187257,5001.53826684808,633.3544311523438,0.007498538875796335,5168.168275325052,0.8235729336738586,0.7523729801177979,2181.4755859375,396.0,0.45707011222839355,0.16225343942642212,-2149.325927734375,0.2577521800994873,2188.31005859375,196.61363636363637,39,0.8114059567451477,5001.53826684808,396.0,111.53478338197931,1100.26171875,0.39141414141414144,3.0041432530837318,699.3334064483643
2195.00048828125,0.7951698303222656,1103.5968017578125,80000,0.19206151366233826,0.20661893784999846,5006.080731144025,915.0546264648438,0.007498538875796335,5239.693276514084,0.8172987103462219,0.7517082095146179,2172.38818359375,407.0,0.4569413363933563,0.23066949844360352,-2149.255859375,0.2565300166606903,2180.530029296875,196.2874692874693,40,0.8337118029594421,5006.080731144025,407.0,111.17806047359403,1101.9647216796875,0.3931203931203931,2.9595098984468917,719.5664293766022
2198.25634765625,0.7949496507644653,1089.354736328125,82000,0.14747688174247742,0.19586040690541268,5007.557160723617,972.4629516601562,0.007649259507199841,5163.393787771989,0.8407253623008728,0.7510263323783875,2169.177490234375,417.0,0.4569958746433258,0.10282488167285919,-2169.3876953125,0.2548595070838928,2176.975341796875,196.2158273381295,41,0.8421941995620728,5007.557160723617,417.0,110.9748817722869,1089.6796875,0.39568345323741005,2.9816733433421074,738.9059460163116
2195.9580078125,0.7946768403053284,1079.26611328125,84000,0.2175658941268921,0.2045024125277996,5010.036372498749,718.25244140625,0.007205948471980551,5107.517846546402,0.8196433186531067,0.7503610253334045,2157.80419921875,428.0,0.45686498284339905,0.104836605489254,-2185.509765625,0.25542789697647095,2163.660400390625,195.89719626168224,42,0.8535197377204895,5010.036372498749,428.0,111.06279185503017,1079.4432373046875,0.397196261682243,2.9371433836617236,756.328907251358
2200.670654296875,0.7938197255134583,1078.4405517578125,86000,0.24129952490329742,0.21256853103637696,5019.259703127717,659.790771484375,0.00735078803626736,5114.995234328626,0.8080974817276001,0.749993622303009,2166.31298828125,439.0,0.45682743191719055,0.24434807896614075,-2179.677978515625,0.25433483719825745,2174.550048828125,195.58769931662871,43,0.8306221961975098,5019.259703127717,439.0,110.86923780011605,1078.64794921875,0.39863325740318906,2.9261633802312645,775.6885652542114
2195.248046875,0.794013500213623,1093.8509521484375,88000,0.30850833654403687,0.20560114294290543,5010.984621615133,637.395751953125,0.007649259507199841,5111.677530883867,0.7764545679092407,0.7493699193000793,2168.245361328125,450.0,0.45660486817359924,0.2540614604949951,-2193.81689453125,0.2531742453575134,2177.266357421875,195.39111111111112,44,0.801173210144043,5010.984621615133,450.0,110.86127905606268,1093.5206298828125,0.4022222222222222,2.889330601286538,793.7848160266876
2200.53515625,0.7932661771774292,1078.6793212890625,90000,0.24187391996383667,0.20122962445020676,5020.18811584967,789.9942016601562,0.007649259507199841,5112.590897940757,0.792599618434906,0.7487239837646484,2162.662841796875,460.0,0.45662322640419006,0.26711416244506836,-2165.579345703125,0.2528159022331238,2168.912841796875,195.32391304347826,45,0.787623941898346,5020.18811584967,460.0,111.03903153826174,1079.086181640625,0.40217391304347827,2.896542752080693,810.5258011817932
2199.918701171875,0.7931287884712219,1070.6995849609375,92000,0.20594170689582825,0.19911797523498534,4997.263558410766,1077.41748046875,0.007803009623294559,4895.23298659936,0.8206667304039001,0.7480697631835938,2170.467529296875,473.0,0.45646539330482483,0.13562019169330597,-2165.0380859375,0.25113511085510254,2180.15380859375,194.48837209302326,46,0.8329343199729919,4997.263558410766,473.0,111.00563867070854,1070.42529296875,0.4059196617336152,2.8878904460632375,828.7867274284363
2203.01318359375,0.792661726474762,1070.2821044921875,94000,0.32851505279541016,0.20412138879299163,5009.814869009186,938.896728515625,0.00735078803626736,5069.950671300324,0.7719669342041016,0.7474134564399719,2168.89013671875,483.0,0.456430584192276,0.28946441411972046,-2159.9619140625,0.25065189599990845,2178.733642578125,194.472049689441,47,0.7962751388549805,5009.814869009186,483.0,111.09041235045218,1069.696044921875,0.40993788819875776,2.862501833083023,846.1576297283173
2207.000244140625,0.7922723889350891,1072.713623046875,96000,0.32516351342201233,0.20743212789297105,5024.820998293648,676.5144653320312,0.00735078803626736,5091.459562858781,0.7897723913192749,0.7468495965003967,2169.46875,493.0,0.45650792121887207,0.3024721145629883,-2183.913330078125,0.25125184655189514,2178.91943359375,194.4442190669371,48,0.8043539524078369,5024.820998293648,493.0,111.14682647512657,1071.4671630859375,0.4158215010141988,2.8480172806689676,863.7223665714264
2203.8759765625,0.7917917370796204,1064.436279296875,98000,0.23809953033924103,0.20724558025598527,5031.575508881933,729.7672729492188,0.007205948471980551,5165.647120931625,0.821924090385437,0.7462077140808105,2178.367431640625,503.0,0.45649242401123047,0.24648615717887878,-2156.82373046875,0.25221529603004456,2187.061279296875,194.72564612326045,49,0.8281573057174683,5031.575508881933,503.0,110.92279181601091,1063.4134521484375,0.4194831013916501,2.859667947868748,883.4974164962769
2204.07080078125,0.7915392518043518,1057.968994140625,100000,0.23298633098602295,0.20515589118003846,5037.227943536571,744.8806762695312,0.006924774844929294,5190.463878350839,0.8195227384567261,0.7455770969390869,2174.046875,513.0,0.45636311173439026,0.2578393220901489,-2171.480712890625,0.25112515687942505,2183.00439453125,194.85185185185185,50,0.7970060706138611,5037.227943536571,513.0,111.20266540161248,1057.56298828125,0.42300194931773877,2.8344225948134847,899.2590208053589
2207.802001953125,0.7912039160728455,1067.661376953125,102000,0.2865085303783417,0.1933188334107399,5044.606447518914,1399.474853515625,0.008283051950460692,5185.841043158222,0.7927711606025696,0.7449386119842529,2173.319580078125,522.0,0.4563809931278229,0.27235355973243713,-2130.979248046875,0.2511782944202423,2182.14501953125,195.05172413793105,51,0.8086190223693848,5044.606447518914,522.0,111.17261551866281,1067.1495361328125,0.421455938697318,2.834593931264677,917.4921317100525
2207.92919921875,0.7914174795150757,1063.57373046875,104000,0.167119562625885,0.20171365201473235,5054.69235684029,1241.20458984375,0.00795985011672278,5235.841271900232,0.8273462057113647,0.7442752718925476,2195.5390625,532.0,0.4564763009548187,0.22919416427612305,-2152.60693359375,0.2517688274383545,2204.25244140625,195.15037593984962,52,0.8115165829658508,5054.69235684029,532.0,110.90127164754263,1065.795166015625,0.41729323308270677,2.817555780881529,937.771032333374
2203.984375,0.7912435531616211,1080.73974609375,106000,0.30292177200317383,0.19691830709576608,5041.851597795873,2504.614013671875,0.008119843104068908,5212.914852921392,0.7884529829025269,0.743654727935791,2181.41162109375,543.0,0.4564562141895294,0.3084648549556732,-2199.043212890625,0.2525000274181366,2191.70166015625,195.0718232044199,53,0.8139158487319946,5041.851597795873,543.0,110.7742517622594,1082.7821044921875,0.4180478821362799,2.8420416073204766,956.9010696411133
2204.255126953125,0.790306031703949,1091.723388671875,108000,0.22954504191875458,0.20737595677375795,5035.494484140878,1532.356689453125,0.007803009623294559,5119.669857767006,0.8204874396324158,0.7430570125579834,2198.879150390625,554.0,0.4564099609851837,0.1509966105222702,-2157.999755859375,0.2535048723220825,2207.771728515625,194.73646209386283,54,0.8457198143005371,5035.494484140878,554.0,110.79332897955757,1092.8228759765625,0.4151624548736462,2.836502961860315,974.7879316806793
2202.564453125,0.7906343340873718,1090.085205078125,110000,0.261768102645874,0.20831682562828063,5029.952450994967,1256.9541015625,0.008119843104068908,5045.5789860903615,0.7831251621246338,0.7424648404121399,2196.438232421875,565.0,0.4564301073551178,0.21373167634010315,-2152.369384765625,0.2546692192554474,2208.5576171875,194.59469026548672,55,0.7973148226737976,5029.952450994967,565.0,110.71368300678891,1092.5953369140625,0.41061946902654867,2.8284907664899173,993.5537958145142
2205.823974609375,0.790340006351471,1097.3817138671875,112000,0.2539897859096527,0.2006791740655899,5030.213600627209,684.9854736328125,0.008119843104068908,5179.308650460396,0.8014952540397644,0.7418143153190613,2220.5673828125,575.0,0.4565412998199463,0.24572712182998657,-2186.99951171875,0.25607359409332275,2231.61767578125,194.52521739130435,56,0.793961226940155,5030.213600627209,575.0,110.81448730667583,1099.228759765625,0.40695652173913044,2.8403008372908287,1010.698174238205
2206.53271484375,0.7903962731361389,1101.09375,114000,0.23709429800510406,0.20046010375022888,5031.336296100652,572.0333862304688,0.008119843104068908,5098.708957914925,0.8139059543609619,0.7411489486694336,2209.4072265625,586.0,0.45659053325653076,0.19686174392700195,-2187.87890625,0.2562837600708008,2219.314208984375,194.34470989761093,57,0.8560546636581421,5031.336296100652,586.0,110.81592812563528,1102.934814453125,0.4061433447098976,2.826258264412766,1028.7329802513123
2205.53173828125,0.7899332642555237,1107.46875,116000,0.23798610270023346,0.19949069648981094,5032.600848728844,1180.6490478515625,0.007803009623294559,5049.621501628539,0.8075805306434631,0.7405238151550293,2214.54296875,596.0,0.45653972029685974,0.2235376238822937,-2210.11962890625,0.25661933422088623,2227.763427734375,194.5218120805369,58,0.8061221241950989,5032.600848728844,596.0,110.79604241293858,1111.052978515625,0.40436241610738255,2.8192314718966176,1046.9688038825989
2204.14013671875,0.7896364331245422,1111.9990234375,118000,0.268243670463562,0.19803336828947068,5023.0216683680665,1687.7493896484375,0.00795985011672278,5003.128662673544,0.7899205088615417,0.7399021983146667,2223.33349609375,607.0,0.4564444124698639,0.19659201800823212,-2214.976318359375,0.25632625818252563,2235.49853515625,194.34266886326193,59,0.8182439208030701,5023.0216683680665,607.0,110.75701981627476,1115.12060546875,0.40362438220757824,2.8159076276394477,1065.395224571228
2200.75048828125,0.7893652319908142,1112.4246826171875,120000,0.18173429369926453,0.20400464177131652,5006.974345585894,1147.5482177734375,0.007649259507199841,4811.313965220546,0.7912581562995911,0.7396080493927002,2235.74951171875,617.0,0.45650336146354675,0.23580524325370789,-2188.303466796875,0.25730520486831665,2244.474609375,194.27552674230145,60,0.8125016689300537,5006.974345585894,617.0,110.58102864492878,1114.4232177734375,0.4019448946515397,2.8387869054975226,1085.1771001815796
