#{"t_start": 1519163747.3962924, "env_id": null}
r,l,t
-367.122497,97,2.766975
-72.28176,173,6.618373
1674.768838,125,8.934707
1261.579605,127,12.192369
-8542.722889,326,17.542469
1418.702325,189,21.261155
-652.733017,123,23.027424
-659.286517,121,24.952303
-1061.909734,146,28.473889
-992.052042,124,30.257887
-1664.935719,172,33.9881
1706.405572,124,35.931728
-1902.327017,259,41.26526
-1388.403634,249,44.736826
3167.792667,164,48.111349
366.372753,106,49.8187
-514.696981,141,51.887813
1160.917855,184,55.250495
2439.830542,155,59.000862
3223.504648,171,60.89267
3407.760263,207,64.425278
6835.100225,252,69.857685
1070.904912,168,73.569795
2258.04559,165,75.932076
6796.435346,249,81.245474
825.695826,111,82.929723
5103.971065,185,86.248402
1125.592383,187,88.107136
5514.568234,176,91.728613
4964.008163,176,95.033021
3791.081563,162,98.316316
4423.101207,166,100.121107
2767.913724,165,103.482004
477.788481,87,105.124657
2721.891029,160,106.934938
4679.640353,191,110.600263
5689.344312,180,114.282027
2119.300816,131,116.015667
6497.730999,210,121.569181
6546.533701,213,125.335357
5396.070353,208,129.321832
1797.367786,173,132.099011
2695.282422,166,136.264296
3150.622138,147,139.73551
5402.507357,197,143.217357
2395.315813,167,145.326559
328.541665,155,149.984652
-782.994839,163,151.824862
4835.437242,163,155.806671
-264.768382,167,159.900723
4147.203938,156,161.908385
2246.157766,138,165.985537
-4213.297796,254,169.535455
1554.466739,163,172.819084
-1330.70808,212,176.920005
4024.808285,235,180.371016
1757.92231,160,183.662373
-7508.593687,433,191.481141
3569.872945,173,194.792226
1837.367217,253,198.246353
1976.312558,156,202.09322
1609.846583,137,203.999575
1490.883169,215,209.167156
5623.33108,182,211.092127
2367.880745,185,214.656596
3399.468293,262,219.974695
3404.371658,143,221.7228
-1864.087867,241,227.022991
7155.370139,197,230.441723
755.141198,267,234.224627
3024.624373,201,237.691901
5914.529461,189,241.057609
1969.440422,113,242.809889
1579.161784,155,246.145913
4676.82546,168,249.5009
-4818.653726,434,256.501464
-120.198563,165,260.179352
3670.890758,235,263.665852
1880.449341,182,267.224961
-4064.549599,260,270.828025
2202.48166,148,274.9023
1752.042356,186,278.295069
4261.98048,171,280.195267
457.46526,229,285.170565
2499.343955,149,287.002434
877.652354,254,292.292593
-5008.941968,265,296.628363
2189.617863,171,300.727595
-3615.401101,207,304.388096
3436.202602,172,307.797603
-4730.590919,303,312.908339
909.149954,135,314.695126
3252.52592,177,318.082298
718.373663,180,322.081977
-7999.551572,352,327.970825
-2893.13722,220,333.2988
-8354.820565,351,338.512861
511.772173,239,342.225177
-2316.546425,196,346.109177
-1900.592797,189,350.608335
1602.429,141,354.049032
2871.475384,167,355.994411
-7552.54863,373,363.751498
1916.446489,241,369.035859
-7130.595281,322,374.348014
-10872.321805,325,380.160569
-5227.30797,301,385.236623
3567.811212,161,388.522391
-1758.895253,183,390.464404
-9317.450016,284,396.257077
-6260.611732,368,403.679713
3948.55997,166,408.381671
-4444.363741,232,412.067926
-7496.707251,278,419.017809
-2491.212198,205,422.634729
794.829776,192,426.242642
-8035.315126,372,431.463418
1923.927625,259,436.451243
-2191.31962,328,441.570169
815.870716,168,445.116515
2563.270381,195,448.719171
1940.883324,179,452.083809
3808.745026,212,455.477453
6335.131192,219,459.43585
6290.253105,182,463.22174
2398.638863,186,467.189501
2455.562768,191,470.544902
3327.538581,164,472.577917
7038.204365,208,476.09812
2692.824629,139,479.703641
3724.589255,161,481.542659
1540.794146,168,485.164898
3810.469887,164,488.51904
4143.014379,174,490.329232
2709.075748,222,495.249341
405.132325,66,495.388995
4786.795963,161,500.007047
3179.298861,151,501.876217
6935.231311,183,506.006845
341.204854,81,507.801728
4209.474816,159,511.17501
2256.473229,136,512.949429
-65.170521,190,517.054268
-92.343149,157,518.898698
3260.148054,167,523.256102
2293.011645,176,527.157751
3028.778614,167,530.982253
2485.479045,126,532.830132
94.429877,161,534.770471
1319.60731,186,538.146523
-472.286914,207,541.674962
-2857.573956,393,548.561283
2129.789236,156,552.099937
1134.778014,175,556.371295
1707.19714,162,558.204569
4757.375143,193,561.803054
4110.19444,158,565.495012
-10868.303953,464,573.141187
2691.912712,173,576.56295
706.431003,245,581.769863
4115.396273,181,583.650881
3935.679562,188,587.091432
1443.274371,219,590.92556
-5597.580113,285,596.715769
-1471.277772,197,600.258291
3729.487044,167,604.08797
-1756.207644,339,609.372381
3275.553972,149,612.745391
-9854.81075,381,620.203212
3465.396277,169,622.212157
1618.441952,172,625.688516
2307.714921,382,633.017755
6911.322471,259,636.584811
3659.220129,195,640.316518
1751.295538,202,643.804505
4338.340183,162,647.206462
3641.61798,184,650.967186
-496.146773,220,654.782553
4519.763446,173,658.221782
3088.162383,178,661.673939
2124.551263,199,665.683411
2891.636003,168,667.572715
3566.482477,237,672.754022
3979.393699,181,674.664249
-4580.248373,409,682.010903
2872.59669,164,685.407076
4530.159405,279,691.067024
3561.521725,308,697.291682
2118.009922,156,701.080534
-399.507211,204,704.751338
3506.305022,221,708.967417
3050.453583,333,714.354043
-9616.92638,309,721.08301
3297.644952,150,724.895562
311.929336,267,728.539749
2815.513042,177,732.011922
449.207596,187,735.507694
2236.770102,155,739.556029
-76.914111,187,741.630442
2100.428914,193,745.378177
749.594685,187,748.85038
4036.689622,194,752.664074
1452.722442,144,756.216294
806.75261,193,760.069621
4263.250988,190,761.997985
9303.911693,279,767.47328
-8830.524382,475,777.450464
1628.712246,229,780.997735
-995.438823,214,784.493804
2206.195115,162,787.907775
1705.812351,193,792.049914
1166.467258,201,795.548257
-9365.717592,619,807.61934
3064.68149,149,811.083791
3418.853377,324,816.700819
3488.722268,157,818.585394
1508.967852,192,822.666119
-463.451815,235,828.077164
4532.304145,194,831.540301
2795.148713,172,833.453254
2243.220144,176,836.923224
-943.724608,267,843.21176
3643.36925,193,846.931464
3222.05744,186,850.428851
-10787.412917,315,856.32504
3605.326072,179,860.192193
4161.721297,292,865.67329
-836.61363,168,867.593487
2698.060068,178,871.262318
3323.608839,164,875.058109
2562.712106,175,877.00253
3639.410861,147,880.54055
1271.396151,124,882.575141
1848.714033,174,886.104108
-5868.265205,328,892.181218
-4469.458509,283,898.24784
2551.165234,168,901.779372
-10841.034205,393,908.854859
1751.826789,156,910.75555
1865.28395,186,914.65205
2781.687104,139,916.513803
2267.471991,168,920.212929
1624.768276,180,924.346023
2697.325926,166,926.352009
-8424.816042,303,933.869684
1706.726885,182,935.808215
177.868653,194,939.366962
4233.652898,155,942.910047
-504.945108,183,946.461291
1756.752031,402,953.994821
-6993.092423,285,959.549708
2972.389724,155,961.537186
1529.534332,185,965.5829
2058.412939,172,969.127925
1586.46243,184,971.06208
1508.117514,182,974.578036
-6152.765048,281,979.914977
-687.45218,351,987.871138
-445.563962,184,990.29462
1483.760162,152,993.856985
1142.547481,172,997.402997
7824.838287,228,1001.546524
-1237.00081,140,1003.774996
1533.712211,172,1007.322421
1087.682072,169,1010.865678
3704.255566,154,1012.773504
6559.301898,195,1016.771941
-789.670155,205,1020.658351
3002.030699,169,1024.297864
2219.551424,199,1028.130423
3750.354152,269,1034.331163
2585.225212,193,1037.939968
1315.885994,160,1040.248793
1698.977711,186,1044.420299
798.30085,195,1048.317368
4712.672931,148,1052.140666
804.553488,193,1054.497626
2570.86984,199,1058.368873
-6628.704764,456,1067.652299
2404.492314,172,1071.348165
4030.64759,223,1075.102036
6470.216827,207,1078.806228
2849.08369,193,1082.875768
1950.948623,201,1086.70226
3756.637505,158,1090.240921
-750.64636,398,1097.708901
-1094.456183,239,1101.575689
4261.273117,238,1105.952735
-12.708475,200,1109.626626
1802.824165,159,1113.509648
2308.357253,177,1117.539114
3211.551673,180,1120.160397
1937.923348,171,1124.204217
652.987021,146,1128.489725
3387.429276,200,1132.202969
4710.152988,203,1136.280715
1333.460827,164,1138.328198
4648.314859,258,1143.777451
1293.804981,148,1145.759448
-10734.185621,433,1155.525344
-5728.40976,249,1159.71225
