AI_return,reference_perturbed_action_mean,AI_success_rate,rollout/return_history,total/episodes,total/epochs,reference_action_mean,reference_Q_mean,total/duration,rollout/episode_steps,rollout/episodes,reference_actor_Q_mean,reference_Q_std,rollout/actions_std,param_noise_stddev,reference_actor_Q_std,rollout/return,AI_distance,total/steps,rollout/Q_mean,obs_rms_std,train/loss_critic,obs_rms_mean,rollout/actions_mean,reference_perturbed_action_std,reference_action_std,train/param_noise_distance,train/loss_actor,total/steps_per_second
-175.73767907491654,0.3207082450389862,,-166.76986203960718,243.0,11,0.3167986571788788,18.723604202270508,294.4139997959137,90.52263374485597,243.0,30.200439453125,190.5252227783203,0.8773854970932007,0.011164302587074557,188.31585693359375,-175.73767907491654,12.475190764413613,22000,32.81497573852539,0.3503247797489166,450.53363037109375,0.3121831715106964,0.3207436501979828,0.9141880869865417,0.916534423828125,0.2045738211274147,-126.75438690185547,74.72470743663783
-149.69991047728223,0.2903614342212677,,-117.56616243687544,254.0,12,0.35189661383628845,68.48871612548828,320.439489364624,94.39370078740157,254.0,85.69296264648438,203.23150634765625,0.8781634569168091,0.010310046129879225,200.20046997070312,-149.69991047728223,12.454434671566629,24000,44.82402038574219,0.34756436944007874,414.80877685546875,0.3194181025028229,0.30936992168426514,0.9181644320487976,0.9025750160217285,0.20188420176506042,-163.00582885742188,74.89713595408556
-138.41786454659342,0.30117538571357727,,-74.022620682386,266.0,13,0.29009926319122314,104.68458557128906,347.09007835388184,97.16917293233082,266.0,119.14840698242188,211.10794067382812,0.8804805278778076,0.009333550263662541,211.18295288085938,-138.41786454659342,12.441630278403546,26000,60.25362014770508,0.34547603130340576,613.2249755859375,0.32525205612182617,0.2974788248538971,0.9291293621063232,0.928482174873352,0.20670236960053445,-182.30892944335938,74.90850825615142
-101.68684924991307,0.24719730019569397,,-1.9201993710585168,274.0,14,0.2543646991252899,130.02725219726562,375.3316411972046,101.64233576642336,274.0,151.43185424804688,235.0181427001953,0.882201075553894,0.009712529831903797,235.2106170654297,-101.68684924991307,12.45758257340367,28000,78.34821319580078,0.3454457223415375,740.3923950195312,0.335095077753067,0.28571921586990356,0.9270398020744324,0.9213466048240662,0.19668371766805648,-215.81527709960938,74.60069156623116
-0.21804263316718706,0.2655450403690338,,278.6217174965968,283.0,15,0.23479121923446655,123.8312759399414,402.449636220932,105.69964664310955,283.0,144.71682739257812,249.56234741210938,0.8834227919578552,0.009712529831903797,247.2632293701172,-0.21804263316718706,12.376409521779017,30000,104.97296905517578,0.3434027135372162,762.763427734375,0.3417450487613678,0.2759386897087097,0.9312714338302612,0.9426942467689514,0.19710778683423996,-293.8465576171875,74.54348892374438
22.021021589356902,0.15511393547058105,,391.6822813287459,292.0,16,0.19202172756195068,140.75137329101562,429.7369110584259,109.54452054794521,292.0,158.18218994140625,268.8153991699219,0.8831101655960083,0.010310046129879225,265.57025146484375,22.021021589356902,12.25430778044346,32000,125.8505630493164,0.3420608937740326,878.2054443359375,0.34676769375801086,0.27129241824150085,0.9572728872299194,0.9429490566253662,0.1973806257545948,-322.83868408203125,74.4641644144209
33.23397629012823,0.14697383344173431,,466.88025702129227,300.0,17,0.15704093873500824,185.4544219970703,455.94680738449097,113.32666666666667,300.0,207.47384643554688,305.7034912109375,0.8839182257652283,0.009333550263662541,309.0330505371094,33.23397629012823,12.176377753809263,34000,146.1873779296875,0.3389974534511566,884.0617065429688,0.350836843252182,0.26515746116638184,0.9477257132530212,0.9565643668174744,0.19888977140188216,-391.4711608886719,74.5701021464297
86.97162593513644,0.11538729816675186,,631.3469080276958,309.0,18,0.16515696048736572,241.0850830078125,483.5554292201996,116.01941747572816,309.0,263.6934814453125,367.45440673828125,0.8841985464096069,0.009907751681525063,376.2710876464844,86.97162593513644,12.076591901021784,36000,172.790771484375,0.3381998538970947,1176.65478515625,0.35325542092323303,0.2606770396232605,0.9652464985847473,0.9637566804885864,0.21193323761224747,-466.7551574707031,74.44854886244377
144.98751388751336,0.19684290885925293,,924.6688804750828,319.0,19,0.1623580902814865,301.34918212890625,510.452490568161,118.93416927899686,319.0,316.64019775390625,406.64349365234375,0.8846850991249084,0.00896935834762211,408.2337951660156,144.98751388751336,11.994347219691472,38000,196.28944396972656,0.3360278308391571,1855.17919921875,0.3565833568572998,0.2574990391731262,0.9675784707069397,0.9720677733421326,0.2099440026283264,-511.3582763671875,74.44375471202807
184.32506099610063,0.19780299067497253,,1148.286035335737,328.0,20,0.18343216180801392,306.478759765625,538.806723356247,121.07926829268293,328.0,323.57403564453125,414.0542297363281,0.8850388526916504,0.008449541294664952,417.9955749511719,184.32506099610063,11.896458416430281,40000,226.70159912109375,0.3333970606327057,2055.956787109375,0.359216570854187,0.25496944785118103,0.9668367505073547,0.9643955826759338,0.19800039365887642,-584.740966796875,74.23812336794634
245.26012152579216,0.24327683448791504,,1279.6181446311696,337.0,21,0.22350111603736877,335.0274353027344,566.298130273819,124.08011869436201,337.0,355.7447509765625,427.5181884765625,0.8858890533447266,0.007803009623294559,433.6638488769531,245.26012152579216,11.8179257646338,42000,250.8457794189453,0.33072030544281006,1463.8006591796875,0.3600754737854004,0.2522820830345154,0.9426672458648682,0.9497936964035034,0.1908692379295826,-629.6865234375,74.16588145839714
349.90962784057456,0.022629816085100174,,1633.2146523941558,344.0,22,-0.010400690138339996,346.8957214355469,593.9411818981171,127.21220930232558,344.0,371.63653564453125,409.55535888671875,0.8856316804885864,0.007649259507199841,402.98699951171875,349.90962784057456,11.759894865804977,44000,288.16973876953125,0.3294347822666168,933.9078369140625,0.36394762992858887,0.24997611343860626,0.9556677341461182,0.9568405747413635,0.20739467173814774,-708.19482421875,74.0814096429293
457.96316967820206,-0.09806635975837708,,2000.12801779622,353.0,23,-0.04113106429576874,424.2546081542969,623.1031563282013,129.8385269121813,353.0,453.854248046875,396.2632751464844,0.8854987621307373,0.008119843104068908,392.7886962890625,457.96316967820206,11.625200646120472,46000,322.85101318359375,0.32890066504478455,1341.8070068359375,0.3661974370479584,0.2479000687599182,0.9430131316184998,0.9550985097885132,0.19073084652423858,-777.280517578125,73.82405229828566
498.1818755013125,-0.0994253158569336,,2171.5695369838013,363.0,24,-0.04135602340102196,495.30694580078125,652.5115633010864,132.2258953168044,363.0,523.17919921875,413.5579528808594,0.8852409720420837,0.007063962819312372,409.34393310546875,498.1818755013125,11.551983387257332,48000,348.4847412109375,0.33082953095436096,1818.416259765625,0.3671455681324005,0.2460026890039444,0.9625067114830017,0.9518417119979858,0.20611352995038032,-867.8057250976562,73.56191476081399
551.4066928266311,0.024590294808149338,,2432.259783593878,370.0,25,-0.02573307417333126,608.834228515625,680.6195821762085,134.5,370.0,638.495849609375,419.9609375,0.8842025995254517,0.007649259507199841,412.26922607421875,551.4066928266311,11.48967108020037,50000,376.7568054199219,0.3300515413284302,1723.42724609375,0.36771059036254883,0.24388699233531952,0.9532024264335632,0.9525927901268005,0.2059137538075447,-956.892333984375,73.4624764102883
653.2875736608681,-0.054355114698410034,,2546.2372963502144,378.0,26,-0.030105093494057655,684.5422973632812,708.4356009960175,137.1851851851852,378.0,709.4541015625,446.2853088378906,0.8827270269393921,0.00652345114787383,442.2258605957031,653.2875736608681,11.407642661939407,52000,414.84088134765625,0.3285623788833618,4216.24609375,0.3689091205596924,0.24363495409488678,0.9552212357521057,0.9596543908119202,0.20771859139204024,-1065.7103271484375,73.4011672012123
742.6755140801899,0.052723489701747894,,2818.95026952944,386.0,27,-0.06063862144947052,724.0965576171875,735.8460056781769,139.49222797927462,386.0,755.78515625,442.0414733886719,0.8818080425262451,0.00735078803626736,437.7681884765625,742.6755140801899,11.284252144961318,54000,453.6043701171875,0.32745566964149475,2933.70458984375,0.36945676803588867,0.24452710151672363,0.9569946527481079,0.9533854722976685,0.19826044082641603,-1129.6513671875,73.38491964800711
831.620043182787,0.026710063219070435,,3250.654624598408,394.0,28,-0.0020896345376968384,768.2734375,762.7032208442688,141.6522842639594,394.0,801.3558349609375,504.69976806640625,0.8813108801841736,0.00652345114787383,498.9243469238281,831.620043182787,11.1770351133551,56000,494.41546630859375,0.3257378041744232,3821.734375,0.36899229884147644,0.24465689063072205,0.9476286768913269,0.9460077285766602,0.19505542546510696,-1222.7425537109375,73.42305430152925
870.64282270777,0.18448960781097412,,3383.2077038832913,402.0,29,0.007652228698134422,859.7547607421875,791.7232439517975,144.2363184079602,402.0,893.7772216796875,527.9556884765625,0.8812518119812012,0.006394913388759758,520.5336303710938,870.64282270777,11.140856359447938,58000,523.6065063476562,0.3249112665653229,4266.36865234375,0.3695653975009918,0.243210107088089,0.9245284199714661,0.9517830610275269,0.20295899093151093,-1300.9921875,73.25792244080081
915.4239006922066,-0.004204578697681427,,3463.9614255729766,408.0,30,0.033812426030635834,959.115234375,818.7294554710388,146.52696078431373,408.0,996.4222412109375,546.6573486328125,0.8814384937286377,0.006024297687744463,540.0194091796875,915.4239006922066,11.13975373622807,60000,554.6257934570312,0.32457074522972107,2687.958984375,0.37154778838157654,0.24142208695411682,0.9539679288864136,0.9607117772102356,0.19987112641334534,-1413.532958984375,73.2842816379194
981.1525941967616,0.0022879131138324738,,3696.2857116449736,416.0,31,-0.09187376499176025,1093.290283203125,845.6309142112732,148.40384615384616,416.0,1133.99267578125,591.0428466796875,0.8816640973091125,0.00652345114787383,587.1856689453125,981.1525941967616,11.06959288760204,62000,597.2874145507812,0.32527148723602295,5822.3056640625,0.37079548835754395,0.24104751646518707,0.966508150100708,0.956308901309967,0.19661268800497056,-1469.443115234375,73.3180385887712
1044.2325239882007,-0.04286103695631027,,3852.5879432235906,423.0,32,-0.047929394990205765,1217.733642578125,872.6990268230438,150.82978723404256,423.0,1263.4732666015625,616.1954956054688,0.8821366429328918,0.006654572515946094,608.9474487304688,1044.2325239882007,11.012595352709843,64000,631.460693359375,0.32446232438087463,6051.4970703125,0.371430367231369,0.23905876278877258,0.9455978274345398,0.9549837708473206,0.199690520465374,-1584.2894287109375,73.33570685071614
1086.944200143699,-0.0516192689538002,,3945.8153263169324,431.0,33,-0.00032213516533374786,1322.5396728515625,900.0874235630035,152.707656612529,431.0,1359.61767578125,652.702392578125,0.8826524019241333,0.00652345114787383,644.6032104492188,1086.944200143699,10.972849391743711,66000,663.2549438476562,0.32564911246299744,4034.9677734375,0.3704175651073456,0.2374425083398819,0.9474714398384094,0.954730212688446,0.2003276167809963,-1608.6082763671875,73.32621062378414
1131.5194166713193,-0.09226943552494049,,4064.630405009315,439.0,34,0.002082487568259239,1384.307861328125,927.4864647388458,154.7243735763098,439.0,1423.6988525390625,682.9519653320312,0.8826485276222229,0.005563337841870998,675.7391967773438,1131.5194166713193,10.922430703459758,68000,696.8240356445312,0.32476311922073364,2770.753662109375,0.3708723485469818,0.2371382862329483,0.9593345522880554,0.9510629773139954,0.20881321161985397,-1683.8140869140625,73.31643380817087
1172.1274584425266,-0.08765017986297607,,3930.4112237208406,449.0,35,-0.09858350455760956,1446.154052734375,955.8537397384644,155.7728285077951,449.0,1480.848876953125,730.6773681640625,0.8835176825523376,0.00652345114787383,724.2686157226562,1172.1274584425266,10.900964490986121,70000,730.5977783203125,0.32522517442703247,3538.37646484375,0.3700824975967407,0.23467418551445007,0.9487878084182739,0.9422874450683594,0.20111954867839812,-1700.53369140625,73.23296137247215
1204.3044051830739,0.046071309596300125,,3789.948986523049,456.0,36,0.12917490303516388,1473.7442626953125,983.1774892807007,157.43421052631578,456.0,1508.255126953125,742.6192626953125,0.8829866647720337,0.006024297687744463,734.1175537109375,1204.3044051830739,10.840751869156497,72000,770.7978515625,0.3242165148258209,3876.640625,0.3704253137111664,0.2347390353679657,0.9743509888648987,0.9616788625717163,0.20713194757699965,-1730.8948974609375,73.23194518283336
1244.4275844394092,0.15764372050762177,,3969.4891687904565,464.0,37,0.22419053316116333,1453.6072998046875,1012.0323448181152,159.08620689655172,464.0,1483.8553466796875,780.3463745117188,0.8830981254577637,0.0062689083313006155,764.802490234375,1244.4275844394092,10.777623101425238,74000,804.9978637695312,0.3229826092720032,3356.742919921875,0.3700331151485443,0.2339487373828888,0.9305705428123474,0.9130465388298035,0.19489946320652962,-1793.842041015625,73.12019262911943
1279.5035231022157,0.05541025102138519,,3888.328184419337,473.0,38,0.0886799693107605,1514.8218994140625,1040.3928849697113,160.43128964059196,473.0,1551.4805908203125,805.1127319335938,0.8828629851341248,0.0062689083313006155,794.713134765625,1279.5035231022157,10.701240074777699,76000,832.372802734375,0.322738379240036,4404.91455078125,0.37000736594200134,0.2354399859905243,0.9557749629020691,0.9690003395080566,0.20856496840715408,-1792.7176513671875,73.0493269398056
1322.7481154479547,0.09502043575048447,,3767.7290553031194,480.0,39,0.09621372818946838,1510.09423828125,1068.7732326984406,162.21458333333334,480.0,1555.43896484375,843.193603515625,0.8827836513519287,0.006024297687744463,829.7620239257812,1322.7481154479547,10.647463765740076,78000,861.6644897460938,0.3219326436519623,3660.92626953125,0.3707681894302368,0.23590224981307983,0.9589497447013855,0.9567733407020569,0.19977567672729493,-1875.3846435546875,72.98086966780171
1359.823763323521,-0.046851746737957,,3742.016005402779,486.0,40,0.023949971422553062,1600.1162109375,1095.6322684288025,164.15843621399176,486.0,1655.0810546875,846.102294921875,0.8834292888641357,0.00678832942351661,834.7960205078125,1359.823763323521,10.627749358107952,80000,888.8643798828125,0.3212500810623169,6405.65576171875,0.3709695339202881,0.23450243473052979,0.9499431252479553,0.945309579372406,0.2005522519350052,-1914.2147216796875,73.01719957073229
1405.1113977439643,0.01926647685468197,,3664.6673347150027,494.0,41,-0.0348077192902565,1706.54248046875,1124.839825630188,165.82186234817814,494.0,1749.826171875,863.7027587890625,0.883776843547821,0.006924774844929294,856.4832153320312,1405.1113977439643,10.569181166808617,82000,920.5493774414062,0.3202715814113617,10517.5888671875,0.37069153785705566,0.2333962470293045,0.9697936773300171,0.9550334215164185,0.2079937320947647,-1944.67822265625,72.89926808384452
1433.5839790641344,0.09143128246068954,,3696.6074276167187,502.0,42,0.10885819792747498,1761.5673828125,1152.09526014328,167.11155378486055,502.0,1795.9114990234375,837.1709594726562,0.8837864995002747,0.006394913388759758,830.9119262695312,1433.5839790641344,10.480167633941454,84000,940.3662109375,0.31947562098503113,6014.78173828125,0.3702676594257355,0.2350659817457199,0.9603602290153503,0.9679006934165955,0.206831651031971,-1985.13134765625,72.91063760608941
1489.0100353447526,0.1177634745836258,,3754.083331511026,509.0,43,0.20605121552944183,1702.03271484375,1180.2827949523926,168.55795677799608,509.0,1741.34765625,843.3888549804688,0.884198784828186,0.0062689083313006155,832.7118530273438,1489.0100353447526,10.436884429362452,86000,969.7012939453125,0.3192601203918457,4926.755859375,0.3707658350467682,0.2346230447292328,0.9464488625526428,0.9451667070388794,0.2022495150566101,-1969.4459228515625,72.8638936090472
1535.7409920770526,0.0869644433259964,,3769.2449013402256,517.0,44,0.1117052361369133,1828.7027587890625,1209.2861328125,169.81431334622823,517.0,1871.6373291015625,820.9817504882812,0.884280264377594,0.006145386071268126,819.8208618164062,1535.7409920770526,10.374088547267073,88000,1000.6387329101562,0.31885048747062683,5646.916015625,0.37104305624961853,0.23426321148872375,0.962322473526001,0.9525201916694641,0.19924445763230325,-2024.0140380859375,72.77020517496037
1550.3875745297196,0.21776391565799713,,3592.743100220851,525.0,45,0.14783789217472076,1880.12255859375,1236.5278105735779,171.14095238095237,525.0,1925.55224609375,865.7589721679688,0.8846756219863892,0.006024297687744463,864.85107421875,1550.3875745297196,10.352526289295659,90000,1027.676513671875,0.3199850618839264,9521.8466796875,0.37110042572021484,0.23410551249980927,0.9425258636474609,0.9581424593925476,0.20003602653741837,-2043.4677734375,72.78445274777317
1579.091617594362,0.13674895465373993,,3696.5447140565752,532.0,46,0.025853769853711128,1938.611572265625,1264.821846485138,172.73496240601503,532.0,1978.3978271484375,874.4186401367188,0.8848816752433777,0.006024297687744463,873.3045043945312,1579.091617594362,10.303004977539365,92000,1061.41455078125,0.31915518641471863,4307.93212890625,0.3717193603515625,0.23327505588531494,0.9497447609901428,0.9637041687965393,0.19225967511534692,-2072.558837890625,72.73751655670902
1634.0008555506497,0.0024432791396975517,,3839.8943722309086,539.0,47,0.008731410838663578,1960.9287109375,1292.394770860672,174.34322820037104,539.0,2015.86669921875,888.864013671875,0.8850556015968323,0.006654572515946094,881.4661254882812,1634.0008555506497,10.266692745544349,94000,1088.708984375,0.3192613422870636,5667.6318359375,0.3719208538532257,0.23289357125759125,0.9557831287384033,0.9671936631202698,0.19678393617272377,-2105.465087890625,72.73319431445903
1669.1709638139394,-0.013367620296776295,,3884.2272558289865,547.0,48,0.04355821758508682,1975.3973388671875,1321.3257932662964,175.24497257769653,547.0,2022.3746337890625,929.5692138671875,0.8853781819343567,0.0062689083313006155,918.66796875,1669.1709638139394,10.21615991787346,96000,1117.3309326171875,0.31844770908355713,4785.6142578125,0.3724765479564667,0.23123690485954285,0.9641051888465881,0.9737368822097778,0.19552054584026338,-2098.069091796875,72.65429955975469
1701.0182099692363,0.03923272714018822,,3997.7873164957236,555.0,49,0.04132387414574623,1974.9739990234375,1349.2347180843353,176.32072072072071,555.0,2011.8466796875,938.6580200195312,0.8858470916748047,0.006145386071268126,933.9815063476562,1701.0182099692363,10.170006222380005,98000,1137.0943603515625,0.31835976243019104,6303.142578125,0.372849702835083,0.23077353835105896,0.9644083380699158,0.9668352007865906,0.20632940351963044,-2115.900146484375,72.63376689501582
1762.6449267702392,0.09534206241369247,,4169.317607561583,563.0,50,0.1722964644432068,1966.54443359375,1377.1106045246124,177.5328596802842,563.0,2001.281982421875,934.6365356445312,0.8861503005027771,0.0059055952237471445,926.4497680664062,1762.6449267702392,10.120844305493355,100000,1164.6756591796875,0.3177960216999054,3442.416015625,0.3730844259262085,0.2302253246307373,0.9646465182304382,0.9463538527488708,0.19615876629948617,-2142.828857421875,72.61580854249587
1811.2888991703305,0.2576007544994354,,4350.16958773055,571.0,51,0.11143454164266586,1999.455322265625,1404.4807908535004,178.6217162872154,571.0,2054.058349609375,968.830322265625,0.8864931464195251,0.0062689083313006155,952.23681640625,1811.2888991703305,10.075725389496116,102000,1193.69775390625,0.31807348132133484,3922.520263671875,0.37315240502357483,0.23018686473369598,0.9316131472587585,0.9688363671302795,0.1988804991543293,-2195.585205078125,72.6247027828802
1854.5931136582203,0.13904587924480438,,4491.695945423917,578.0,52,0.1774377077817917,2016.8370361328125,1434.8120331764221,179.71453287197232,578.0,2065.8740234375,966.9817504882812,0.8864694237709045,0.00652345114787383,958.7315063476562,1854.5931136582203,10.032078276223515,104000,1217.2152099609375,0.3174430727958679,7140.94384765625,0.3731762170791626,0.23048080503940582,0.9482390284538269,0.9500747323036194,0.20291523724794389,-2201.18115234375,72.48336199813033
1862.4659796207757,0.10257087647914886,,4335.721560322824,585.0,53,0.09617684781551361,1969.0740966796875,1462.5106739997864,180.37094017094017,585.0,2018.9930419921875,1014.9740600585938,0.8867899179458618,0.00678832942351661,1010.9010009765625,1862.4659796207757,10.008940250895293,106000,1240.85205078125,0.3172394931316376,5833.525390625,0.3735034167766571,0.23005813360214233,0.9565057754516602,0.9642090797424316,0.19865817576646805,-2217.047607421875,72.47810349999229
1926.1631423543847,0.03257548436522484,,4496.662725179701,593.0,54,-0.007417191751301289,2042.4381103515625,1490.074408531189,182.10118043844858,593.0,2084.517578125,1028.4100341796875,0.8869070410728455,0.0062689083313006155,1026.322509765625,1926.1631423543847,9.955193252903335,108000,1271.3460693359375,0.3171415627002716,3964.784912109375,0.37360796332359314,0.22999855875968933,0.9766690731048584,0.9643025994300842,0.20964235335588455,-2267.870849609375,72.4796019458242
1973.2422899585442,0.18190264701843262,,4701.529814610348,600.0,55,0.17232738435268402,1999.6463623046875,1518.9178726673126,183.065,600.0,2050.405029296875,1069.5838623046875,0.8864246010780334,0.006654572515946094,1055.695068359375,1973.2422899585442,9.90838928915858,110000,1299.20556640625,0.31690749526023865,6265.04296875,0.3738321363925934,0.2316562682390213,0.9338462352752686,0.9362356662750244,0.1991299444437027,-2271.83740234375,72.41997870946985
2039.5616405630788,0.011015999130904675,,4841.869311124359,609.0,56,0.12605084478855133,1969.7088623046875,1548.0169129371643,183.7783251231527,609.0,2015.005615234375,1050.767822265625,0.8860526084899902,0.0062689083313006155,1031.6800537109375,2039.5616405630788,9.83604807049414,112000,1327.0706787109375,0.3164370357990265,11023.5126953125,0.3740220069885254,0.23426438868045807,0.9698454141616821,0.9586541652679443,0.21272724419832229,-2241.090087890625,72.35063070951486
2073.060316492882,0.08507611602544785,,4797.956931546578,618.0,57,0.12287960946559906,2034.02880859375,1575.6633875370026,184.18284789644014,618.0,2086.201171875,1005.48095703125,0.8854047656059265,0.006394913388759758,995.2388916015625,2073.060316492882,9.794722707428335,114000,1346.888427734375,0.3162679076194763,4150.41796875,0.37497448921203613,0.2378428876399994,0.9600609540939331,0.9697973728179932,0.19825026616454125,-2314.448486328125,72.35047847256199
2104.2816049691055,-0.04547850042581558,,4973.388713381938,628.0,58,0.12910154461860657,2021.28955078125,1604.0380930900574,184.43949044585986,628.0,2058.110595703125,1008.64208984375,0.8854537606239319,0.0062689083313006155,1002.5997924804688,2104.2816049691055,9.763729344887793,116000,1369.4149169921875,0.3163054287433624,7367.6435546875,0.375030517578125,0.2385823130607605,0.9573029279708862,0.9599345922470093,0.20181908071041108,-2291.78955078125,72.31748454086575
2114.505458452125,0.12189671397209167,,4786.483595627985,637.0,59,0.12339016050100327,1980.7607421875,1632.7399435043335,185.06436420722136,637.0,2019.6124267578125,984.6627807617188,0.8849243521690369,0.00652345114787383,978.1868896484375,2114.505458452125,9.724591699947775,118000,1394.8778076171875,0.3157956898212433,4694.509765625,0.37504157423973083,0.24037368595600128,0.9611328840255737,0.9643809199333191,0.19660505503416062,-2292.33935546875,72.271154061888
2157.887610968406,0.16372567415237427,,4823.097248782862,644.0,60,0.11580686271190643,2007.0782470703125,1662.0370326042175,186.1226708074534,644.0,2054.726318359375,1001.4730224609375,0.8849921822547913,0.00652345114787383,986.0086059570312,2157.887610968406,9.71009444328103,120000,1421.740478515625,0.316992849111557,3680.5419921875,0.37538281083106995,0.24013975262641907,0.9583972096443176,0.969803512096405,0.2006116610765457,-2295.974365234375,72.20055729563019
2181.3217856962538,0.14385773241519928,,4957.488906917024,651.0,61,0.2306136041879654,2031.776123046875,1691.5819816589355,186.90322580645162,651.0,2070.097900390625,997.4174194335938,0.8846152424812317,0.0057892316672357065,981.4852294921875,2181.3217856962538,9.669086476972046,122000,1435.56005859375,0.31664007902145386,7678.74853515625,0.3752291202545166,0.24222710728645325,0.9461420774459839,0.9499173164367676,0.20686115711927414,-2367.048828125,72.12183702758203
