total/epochs,rollout/episode_steps,train/loss_critic,obs_rms_mean,reference_actor_Q_mean,rollout/actions_mean,train/param_noise_distance,rollout/Q_mean,rollout/return_history,obs_rms_std,reference_Q_std,AI_distance,rollout/return,reference_actor_Q_std,reference_perturbed_action_std,AI_return,rollout/actions_std,total/steps_per_second,rollout/episodes,train/loss_actor,reference_Q_mean,total/duration,reference_action_std,total/steps,AI_success_rate,total/episodes,param_noise_stddev,reference_action_mean,reference_perturbed_action_mean
238,193.99510803098246,2363.9033203125,0.4682619869709015,1376.75927734375,0.2452453076839447,0.20552720934152602,1768.5548095703125,5592.639225815071,0.7667425274848938,1011.0676879882812,3.8299152510678325,3954.0770725185594,1006.57861328125,0.967072606086731,4631.739560164645,0.9131543636322021,68.60870322770114,2453.0,-2051.90380859375,1338.662109375,6937.895304918289,0.9716947674751282,476000,0.29,2453.0,0.004744532800384585,-0.2042926400899887,-0.2066727876663208
239,194.0588712951685,1098.396240234375,0.4682326316833496,1428.7025146484375,0.24496963620185852,0.19364539444446563,1770.8463134765625,5694.465570849891,0.7653999924659729,999.76953125,3.8078381711979588,3963.003784688783,994.286865234375,0.9727537631988525,4645.90111358819,0.9132400751113892,68.60041361245405,2463.0,-2058.012451171875,1393.9716796875,6967.888017416,0.9769201278686523,478000,0.2915,2463.0,0.004651046760498564,-0.16344387829303741,-0.17979413270950317
240,194.086938940558,4199.0654296875,0.46838536858558655,1387.538330078125,0.24489720165729523,0.21322377353906632,1773.911865234375,5703.050948591826,0.7640486359596252,989.4734497070312,3.8006173840813426,3972.776479039415,980.9302978515625,0.984586775302887,4654.551779456754,0.9132765531539917,68.58566216940075,2473.0,-2056.395263671875,1351.555908203125,6998.547288417816,0.9781317710876465,480000,0.2935,2473.0,0.004295163650301133,-0.08414752781391144,-0.07457126677036285
241,194.07611759967781,1263.0980224609375,0.46819815039634705,1394.4525146484375,0.2445569932460785,0.19939050570130348,1775.934814453125,5617.835175086857,0.7626559734344482,971.8849487304688,3.7678476180646494,3979.044767647449,968.4169311523438,0.9353303909301758,4664.918659780177,0.9134135842323303,68.57236691722902,2483.0,-2000.12548828125,1358.5860595703125,7029.070479393005,0.9456421732902527,482000,0.297,2483.0,0.004046238451403247,-0.28008514642715454,-0.3061201274394989
242,193.9815631262525,1302.0726318359375,0.4676682651042938,1361.878173828125,0.24412153661251068,0.20426427841186523,1776.760498046875,5536.109719248322,0.7612949013710022,1001.141357421875,3.7204083574180373,3982.6314346354498,998.183837890625,0.970801055431366,4674.207106067901,0.9136356711387634,68.55622084956028,2495.0,-2068.90673828125,1326.1214599609375,7059.899072647095,0.96796715259552,484000,0.302,2495.0,0.004651046760498564,-0.18052992224693298,-0.13089707493782043
243,194.06269968051117,1449.9464111328125,0.4677405059337616,1430.7958984375,0.24354229867458344,0.18948890686035155,1779.890869140625,5572.378007164404,0.7599400877952576,997.92626953125,3.7061918645351217,3992.817916190562,997.2112426757812,0.954113781452179,4687.362596807005,0.9137303233146667,68.54702631691653,2504.0,-2028.91552734375,1401.401611328125,7090.023099660873,0.9612583518028259,486000,0.3045,2504.0,0.0045594027649236,-0.1911543607711792,-0.21379803121089935
244,194.00437375745526,1370.317138671875,0.4675147831439972,1444.21826171875,0.24307072162628174,0.19993849284946918,1781.447021484375,5504.048008755927,0.7586830258369446,1005.8863525390625,3.6832986913607466,3996.8033602350247,1003.1411743164062,0.9649263024330139,4699.872046800194,0.9139049053192139,68.53270929547352,2515.0,-2026.0865478515625,1412.1907958984375,7120.687406301498,0.9638078808784485,488000,0.3065,2515.0,0.0045594027649236,-0.1578957587480545,-0.20187842845916748
245,194.07646592709983,4070.1357421875,0.46747931838035583,1457.9307861328125,0.24212315678596497,0.19367272317409515,1784.07666015625,5659.1707430915985,0.7573399543762207,995.8335571289062,3.6532068488997456,4004.9690022277373,991.972900390625,0.9708828926086426,4712.8317701722945,0.9141051173210144,68.52670473387563,2524.0,-2042.022216796875,1428.6826171875,7150.497049331665,0.9804691672325134,490000,0.3075,2524.0,0.004651046760498564,-0.1466759592294693,-0.1507919877767563
246,194.1483820047356,1992.87158203125,0.4676928222179413,1399.657470703125,0.24191878736019135,0.21071445643901826,1787.348388671875,5768.157534245453,0.7560052871704102,988.6502075195312,3.625777062875385,4015.4030156613085,983.3333129882812,0.9707850813865662,4734.084642896134,0.9141262173652649,68.52023938750865,2534.0,-2033.9488525390625,1366.46826171875,7180.360203027725,0.9738770723342896,492000,0.3115,2534.0,0.004381496439672185,-0.11421222984790802,-0.1338120996952057
247,194.22925678332678,1575.5045166015625,0.4678225517272949,1432.4036865234375,0.2416568547487259,0.20356599524617194,1790.4490966796875,5910.750142845138,0.7548672556877136,1011.6350708007812,3.5804651828737533,4025.521306034275,1007.8900756835938,0.9801197052001953,4757.199893388528,0.9141677618026733,68.50175381960469,2543.0,-2049.170654296875,1401.6058349609375,7211.4941947460175,0.9907694458961487,494000,0.3125,2543.0,0.00421053195794641,-0.07397071272134781,-0.07657700777053833
248,194.16797180892718,3600.652587890625,0.4675324857234955,1419.80517578125,0.24165742099285126,0.193614884018898,1792.3321533203125,5876.713756651319,0.7536045908927917,1011.4706420898438,3.567268891594421,4030.7395040977312,1008.0655517578125,0.9735508561134338,4767.624552724847,0.9141839146614075,68.48297740029676,2554.0,-2070.69384765625,1389.1910400390625,7242.675754308701,0.9746711850166321,496000,0.316,2554.0,0.00396651156886898,-0.13482365012168884,-0.15965746343135834
249,194.11033138401558,1859.2794189453125,0.4672001302242279,1439.279052734375,0.24124138057231903,0.19965505376458167,1793.853759765625,5764.700116981357,0.7522721290588379,1010.4503173828125,3.551319963808682,4034.9123149875118,1008.2314453125,0.9901691675186157,4774.984829085583,0.9143468141555786,68.46817373342498,2565.0,-2013.3980712890625,1403.867431640625,7273.452362537384,0.9865514039993286,498000,0.319,2565.0,0.004744532800384585,-0.07995502650737762,-0.06465455144643784
250,194.06327639751552,1217.7467041015625,0.46698859333992004,1415.193115234375,0.24103139340877533,0.19711895287036896,1795.66357421875,5652.341729657131,0.7510243058204651,999.0410766601562,3.5362409879512526,4039.9871508455,996.7027587890625,0.9875433444976807,4781.838031614952,0.9144898056983948,68.4613519604273,2576.0,-2039.27783203125,1377.967529296875,7303.390682220459,0.9765889644622803,500000,0.3225,2576.0,0.004744532800384585,0.044533781707286835,0.01849355734884739
251,194.06960556844547,2375.36572265625,0.46682998538017273,1412.152099609375,0.24094989895820618,0.2135743620991707,1797.469482421875,5680.72655979618,0.7500693798065186,1004.705810546875,3.4929059885028066,4045.881168611687,1001.2740478515625,0.9670015573501587,4800.698182609121,0.9145520329475403,68.45369897301198,2586.0,-2044.501708984375,1381.9267578125,7333.424015522003,0.9846966862678528,502000,0.3255,2586.0,0.00421053195794641,-0.07695264369249344,-0.18098889291286469
252,194.01771274547554,2063.973388671875,0.4667437970638275,1434.9561767578125,0.24088937044143677,0.19654491290450096,1799.718505859375,5671.062625281142,0.7487924695014954,986.9310913085938,3.4809700023247387,4051.120698131498,986.6068725585938,0.9709418416023254,4806.672847183016,0.9146185517311096,68.44817426733454,2597.0,-2040.2713623046875,1401.4508056640625,7363.235110282898,0.9731518030166626,504000,0.33,2597.0,0.0049371798576567285,-0.12210109829902649,-0.07194685935974121
253,193.965490797546,3385.044921875,0.4666413366794586,1433.668212890625,0.24067111313343048,0.2070396788418293,1801.4022216796875,5540.9198413945505,0.7475075125694275,1001.9385986328125,3.468123107742,4055.3172812090525,1000.0104370117188,0.9637926816940308,4808.14658312293,0.9147262573242188,68.43717800229308,2608.0,-2036.750732421875,1398.8929443359375,7393.6420929431915,0.9720725417137146,506000,0.3335,2608.0,0.00396651156886898,-0.08080660551786423,-0.11523997783660889
254,193.93623520427644,2227.229248046875,0.4664766788482666,1434.006103515625,0.24049383401870728,0.19146644160151483,1802.6072998046875,5520.5090712812225,0.7468894124031067,1014.6173706054688,3.4511696033402623,4058.681491787286,1005.897705078125,0.9766160249710083,4811.17294660341,0.9148057103157043,68.42231887713358,2619.0,-2014.3782958984375,1404.2322998046875,7424.477982282639,0.9725841879844666,508000,0.3365,2619.0,0.004651046760498564,-0.0993717759847641,-0.07904554903507233
255,193.90456273764258,1489.0469970703125,0.46629878878593445,1438.579345703125,0.24030552804470062,0.20666366145014764,1804.3427734375,5439.4754253735755,0.7456240653991699,994.4867553710938,3.433753865316724,4064.338983278077,990.6434326171875,0.9809916019439697,4815.331084691931,0.9148746132850647,68.40938209848564,2630.0,-2075.68115234375,1403.1976318359375,7455.117768287659,0.9774850010871887,510000,0.3395,2630.0,0.004127567844276452,-0.1551692634820938,-0.09886264055967331
256,193.9196665403562,2632.23583984375,0.46627768874168396,1442.966064453125,0.24014969170093536,0.20581408351659775,1806.5745849609375,5336.140579388053,0.7443647384643555,1003.7894287109375,3.4218307095453384,4068.7090126828843,997.9664916992188,0.9785575866699219,4827.131959518047,0.9149672389030457,68.39178034587397,2639.0,-2075.1171875,1401.2646484375,7486.279746055603,0.9723817110061646,512000,0.3415,2639.0,0.0045594027649236,-0.10271087288856506,-0.10976461321115494
257,193.9871649679124,3481.8583984375,0.46610936522483826,1411.460205078125,0.23996439576148987,0.19447501346468926,1808.034912109375,5277.230513698961,0.7431098818778992,1000.7811279296875,3.393256821923769,4075.4866511906393,996.3294677734375,0.97921222448349,4838.622714776173,0.9150277376174927,68.3826493427502,2649.0,-2050.263671875,1373.1885986328125,7516.526559591293,0.9686222076416016,514000,0.3425,2649.0,0.004295163650301133,-0.13103899359703064,-0.035092562437057495
258,194.0421369450715,1577.3642578125,0.46609699726104736,1481.7301025390625,0.23976768553256989,0.19629046216607093,1810.4881591796875,5330.200978267039,0.7418777942657471,988.1074829101562,3.3406329070234695,4081.10531330008,980.0331420898438,0.9670092463493347,4867.9783415675665,0.915077805519104,68.35937669513248,2658.0,-2096.398193359375,1446.681884765625,7548.342669963837,0.9647979140281677,516000,0.3445,2658.0,0.0038117396538467885,-0.17626947164535522,-0.1498900204896927
259,194.12706146926536,1691.739013671875,0.4659234285354614,1449.98095703125,0.23957140743732452,0.20847936362028122,1812.164306640625,5444.856688568514,0.7406484484672546,1007.8753051757812,3.307822099683836,4088.3124079630675,999.580322265625,0.9778863191604614,4888.472516257104,0.915084183216095,68.34743468428164,2668.0,-2049.2763671875,1419.251220703125,7578.923808813095,0.9668057560920715,518000,0.3465,2668.0,0.004381496439672185,-0.0359177403151989,-0.06494443863630295
260,194.1277072442121,1387.8193359375,0.46574723720550537,1423.7320556640625,0.23913925886154175,0.20050853997468948,1813.706787109375,5439.938870172916,0.7394564151763916,965.179931640625,3.283433059572306,4093.5095398923595,960.523681640625,0.9791653156280518,4899.458170524276,0.9151793122291565,68.3411198297817,2678.0,-2063.725341796875,1391.894287109375,7608.8890743255615,0.9797325134277344,520000,0.349,2678.0,0.00421053195794641,-0.035892095416784286,0.004946674220263958
261,194.08516177017478,1068.1781005859375,0.4654291868209839,1420.642578125,0.23904050886631012,0.19784349530935288,1815.072509765625,5470.137116926368,0.7382121086120605,1000.5081176757812,3.2582354850844517,4098.998318304982,997.0470581054688,0.9711570143699646,4913.776815332033,0.9152626991271973,68.33252505749086,2689.0,-2046.8326416015625,1387.896240234375,7639.114748954773,0.9717972874641418,522000,0.3535,2689.0,0.004744532800384585,-0.1784238964319229,-0.16962014138698578
262,194.1096702482401,2730.793701171875,0.4654102325439453,1357.998779296875,0.23912416398525238,0.20012639924883843,1817.2489013671875,5471.8276532369455,0.7370341420173645,1030.635986328125,3.2600795752267393,4105.737662290255,1032.119384765625,0.989395797252655,4916.231338008895,0.9152291417121887,68.3195649443566,2699.0,-2051.40380859375,1325.7586669921875,7669.838068008423,0.9871980547904968,524000,0.3565,2699.0,0.0044695645181095965,0.063564732670784,-0.045656900852918625
263,194.08044280442803,1633.6171875,0.46514180302619934,1366.4693603515625,0.2385474443435669,0.19679025575518608,1818.6962890625,5534.413282397328,0.7358148097991943,1046.0919189453125,3.2490440357069077,4111.000404770719,1043.832275390625,0.9934744834899902,4917.7293299627845,0.9153963923454285,68.31041543716677,2710.0,-2047.969482421875,1330.4775390625,7700.143479347229,0.9845010638237,526000,0.3615,2710.0,0.00421053195794641,-0.043907441198825836,-0.026778358966112137
264,193.99375229694965,1482.6131591796875,0.4647064208984375,1390.192138671875,0.23868204653263092,0.20578157186508178,1819.5885009765625,5518.80773062694,0.7346050143241882,1039.21826171875,3.227044481795041,4113.04233478479,1033.566650390625,0.9783645868301392,4921.3133002774275,0.9154263138771057,68.30418967266138,2721.0,-2054.39208984375,1355.521240234375,7730.126109838486,0.9815331101417542,528000,0.3645,2721.0,0.0044695645181095965,0.022681456059217453,0.08502548933029175
265,193.97181551976573,1613.1573486328125,0.46480119228363037,1340.4276123046875,0.23848941922187805,0.1975645925104618,1821.8876953125,5545.268214416096,0.7333776354789734,1088.2374267578125,3.2237428446856473,4118.9869851507365,1084.4818115234375,0.9807165861129761,4928.049406240588,0.9154749512672424,68.29257693730031,2732.0,-2058.5166015625,1313.1195068359375,7760.726330280304,0.978817880153656,530000,0.3675,2732.0,0.0044695645181095965,0.0036058928817510605,0.024526730179786682
266,193.9420342690485,1905.174072265625,0.4645495116710663,1375.901611328125,0.23830334842205048,0.20752913162112235,1823.154296875,5524.057262502886,0.7321774959564209,1061.2183837890625,3.1994132172196714,4123.921270654084,1060.8798828125,0.9827876091003418,4935.386229284294,0.9155839085578918,68.28304896172679,2743.0,-2056.20068359375,1342.0185546875,7791.09908080101,0.9873120784759521,532000,0.3715,2743.0,0.004651046760498564,0.010385746136307716,0.04030453413724899
267,193.97202034883722,1704.8740234375,0.46445879340171814,1352.455322265625,0.23847368359565735,0.19351816222071647,1824.93212890625,5541.39542910105,0.7310354113578796,1077.38232421875,3.1875619105732134,4128.942657812543,1074.533447265625,0.9772292971611023,4943.031520644771,0.91556316614151,68.27464861106651,2752.0,-2056.000732421875,1319.261474609375,7821.351129055023,0.9832201600074768,534000,0.3735,2752.0,0.004381496439672185,-0.10643687099218369,-0.09141562134027481
268,193.94245385450597,1888.301513671875,0.46424126625061035,1383.8466796875,0.23827606439590454,0.18418850213289262,1826.3297119140625,5440.192719466004,0.729829728603363,1083.20654296875,3.1743424055051617,4135.079248667474,1082.1763916015625,0.9822294116020203,4940.695764147101,0.915686845779419,68.2665331428814,2763.0,-2032.6407470703125,1344.6907958984375,7851.577857017517,0.9846935272216797,536000,0.378,2763.0,0.004295163650301133,-0.026857368648052216,-0.06292089819908142
269,194.01298232960693,4096.501953125,0.4642399847507477,1406.5634765625,0.23799636960029602,0.20340721011161805,1828.46875,5491.859171453726,0.7287127375602722,1090.6597900390625,3.155029187647373,4143.059737293842,1085.73681640625,0.9881786108016968,4958.9668807647795,0.9157333374023438,68.25633533079804,2773.0,-2072.776123046875,1367.239013671875,7882.052228450775,0.978630781173706,538000,0.3805,2773.0,0.004127567844276452,-0.12507720291614532,-0.07848300039768219
270,193.98922026590012,1930.2900390625,0.4641540050506592,1343.3541259765625,0.23813648521900177,0.19659660145640373,1830.264404296875,5509.034496591608,0.7275025248527527,1059.6258544921875,3.142528035484145,4148.30544249949,1053.980712890625,0.9869649410247803,4965.393079192624,0.9157516360282898,68.24842380431633,2783.0,-2058.634765625,1306.795166015625,7912.270641565323,0.9856827259063721,540000,0.3835,2783.0,0.0049371798576567285,0.04570844769477844,-0.020268840715289116
271,193.95275590551182,1535.170654296875,0.46407628059387207,1356.581787109375,0.23827265202999115,0.21710044279694557,1832.080810546875,5585.697159729973,0.7263145446777344,1072.3599853515625,3.12956180434504,4154.085348006904,1069.5968017578125,0.9830278158187866,4972.232523703557,0.9157689213752747,68.23417780004856,2794.0,-2071.86572265625,1325.6248779296875,7943.233398199081,0.9809922575950623,542000,0.387,2794.0,0.004295163650301133,-0.02873830497264862,-0.052135396748781204
272,194.0417409917945,1791.2813720703125,0.4642311632633209,1357.9468994140625,0.23848873376846313,0.21483223438262938,1834.388427734375,5651.955781528906,0.7252294421195984,1079.9571533203125,3.1199538181329727,4162.539765047231,1071.8167724609375,0.9806665182113647,4984.543779860857,0.9157502055168152,68.21744240643753,2803.0,-2108.504150390625,1317.912841796875,7974.500081062317,0.9709656238555908,544000,0.3895,2803.0,0.004046238451403247,-0.04302147030830383,0.010115435346961021
273,194.00248756218906,2258.38623046875,0.4641992151737213,1377.0869140625,0.23831495642662048,0.21309757113456726,1836.3564453125,5652.5290504166205,0.7241052985191345,1042.8974609375,3.110984722215353,4167.30252163088,1039.513671875,0.9624980688095093,4989.0575520956645,0.9157827496528625,68.20491841603547,2814.0,-2084.95263671875,1336.685791015625,8005.287781000137,0.9764299988746643,546000,0.392,2814.0,0.004295163650301133,-0.09112177044153214,-0.19857335090637207
274,193.96637168141592,1235.9552001953125,0.46403050422668457,1417.161376953125,0.23825694620609283,0.20603761479258537,1838.0267333984375,5751.554692765194,0.7275788187980652,1065.4830322265625,3.09740768924431,4172.51283031928,1066.2542724609375,0.982083261013031,4994.76527729394,0.915813148021698,68.19533692572713,2825.0,-2000.502197265625,1374.652099609375,8035.740047693253,0.9804649353027344,548000,0.397,2825.0,0.004295163650301133,-0.06650710850954056,0.010887948796153069
275,193.88469675599436,3039.564697265625,0.46370765566825867,1420.62158203125,0.23828038573265076,0.19530608579516412,1839.263916015625,5697.783052071123,0.7265345454216003,1044.3125,3.0823330400368447,4174.865483796423,1043.4354248046875,0.9806196689605713,5002.0395576207975,0.9158473610877991,68.18424612622239,2836.0,-2100.36181640625,1376.8045654296875,8066.379424095154,0.9849370121955872,550000,0.3995,2836.0,0.0044695645181095965,-0.05305818095803261,-0.025651372969150543
276,193.7942415730337,2243.5693359375,0.4682343900203705,1462.44775390625,0.23824846744537354,0.2074238170683384,1839.153564453125,5479.669522899406,3.649458646774292,843.357666015625,3.0742947597025783,4174.0630945831845,849.7783813476562,0.9814083576202393,5002.2786329361015,0.9159281253814697,68.1701782850717,2848.0,-1579.49951171875,1433.3994140625,8097.38237285614,0.9734311699867249,552000,0.4015,2848.0,0.006024297687744463,-0.16809256374835968,-0.08967974036931992
277,193.79776067179847,1871.62255859375,0.4681905210018158,1418.6065673828125,0.23824001848697662,0.19158562868833542,1839.023681640625,5336.662892020748,3.6434390544891357,842.7162475585938,3.078785124235883,4175.355605498261,845.7869873046875,0.9711829423904419,4999.747310024901,0.9160115122795105,68.15290607210338,2858.0,-1639.2618408203125,1395.714111328125,8128.780296087265,0.973929762840271,554000,0.401,2858.0,0.006394913388759758,0.0833219662308693,-0.0018853191286325455
278,193.8239191073919,3309.50537109375,0.4679703414440155,1337.10888671875,0.2373843640089035,0.19831493735313416,1835.998779296875,5080.141988067989,3.6371395587921143,809.9158935546875,3.097121149164603,4171.210311256155,814.2747192382812,0.967465341091156,4991.8152424298705,0.9162753224372864,68.14102433241928,2868.0,-1723.050048828125,1310.18017578125,8159.548604488373,0.9628961682319641,556000,0.401,2868.0,0.00652345114787383,0.1621103286743164,0.04622361809015274
279,193.8735232800556,2308.6552734375,0.4678427278995514,1335.67578125,0.23708972334861755,0.19358277410268784,1834.467041015625,4814.23696188498,3.6307754516601562,850.7118530273438,3.1020076257361984,4168.99738617791,852.1880493164062,0.9429742693901062,4983.6002254898285,0.9163929224014282,68.11940957347537,2878.0,-1748.6177978515625,1311.9981689453125,8191.4978930950165,0.9613495469093323,558000,0.4005,2878.0,0.006654572515946094,0.09428964555263519,0.20729199051856995
280,194.0,1389.318603515625,0.4681555926799774,1329.089599609375,0.23662148416042328,0.20527096793055535,1833.279052734375,4724.9739638071005,3.6244962215423584,862.8903198242188,3.102675230350873,4169.547168565017,865.002685546875,0.9756165742874146,4985.502517304821,0.9165381789207458,68.1091898399256,2886.0,-1790.84765625,1303.10888671875,8222.091634273529,0.9797341227531433,560000,0.4,2886.0,0.005240915906043995,-0.12405338883399963,-0.010656094178557396
281,194.0521408839779,1221.437255859375,0.4680899381637573,1263.404541015625,0.23647719621658325,0.2016537919640541,1833.893310546875,4656.017836361727,3.618215560913086,837.488525390625,3.085034695654893,4173.231199057658,836.7047119140625,0.9662763476371765,4993.619338043104,0.9165909290313721,68.08839937618066,2896.0,-1852.99853515625,1233.4288330078125,8253.975789546967,0.9842365980148315,562000,0.401,2896.0,0.005563337841870998,-0.05964433029294014,-0.10828376561403275
282,194.07019958706124,3765.594970703125,0.4678601920604706,1244.3394775390625,0.23619215190410614,0.20616867944598197,1833.90185546875,4438.633168572189,3.611929178237915,869.0025634765625,3.0711257611841956,4173.119149494697,868.2905883789062,0.9606967568397522,4990.827027908623,0.9167025685310364,68.07123398957889,2906.0,-1864.75732421875,1220.424560546875,8285.43816447258,0.9754741787910461,564000,0.401,2906.0,0.005346258315755479,0.014737745746970177,-0.11759105324745178
283,194.05075445816186,1129.9119873046875,0.4678022861480713,1292.698974609375,0.23615089058876038,0.20906780838966368,1834.5872802734375,4388.152160650212,3.6056602001190186,891.2628784179688,3.0485295531360026,4175.325404753191,888.6716918945312,0.9868249893188477,4998.315402653018,0.9167866110801697,68.05512861644274,2916.0,-1887.72412109375,1267.084716796875,8316.786868333817,0.9862709641456604,566000,0.402,2916.0,0.005036417172795629,-0.0031717130914330482,0.03556094691157341
284,194.06151742993848,1793.323486328125,0.46772050857543945,1334.566162109375,0.23587879538536072,0.1923807655274868,1835.0667724609375,4277.19574858887,3.5994584560394287,904.0634155273438,3.039212182499252,4176.094031196138,904.3605346679688,0.9786666035652161,5002.581918983822,0.916906476020813,68.03898295496657,2926.0,-1932.8253173828125,1308.32958984375,8348.155356407166,0.9690002202987671,568000,0.402,2926.0,0.004839897909672315,-0.0949970930814743,-0.12209770083427429
285,194.10626702997274,1728.2506103515625,0.4677826464176178,1378.1658935546875,0.23573864996433258,0.2004740457236767,1836.0189208984375,4298.74014387826,3.5932817459106445,935.8269653320312,3.00913564047573,4179.084647968149,934.9741821289062,0.9872533082962036,5020.465877394824,0.9169632196426392,68.02613264026608,2936.0,-1952.7344970703125,1349.223876953125,8379.13281083107,0.9799495935440063,570000,0.402,2936.0,0.004744532800384585,0.023670345544815063,0.04840129613876343
286,194.1093007467753,1788.7984619140625,0.4678246080875397,1345.2861328125,0.23521091043949127,0.20297272220253945,1836.8460693359375,4311.9676858874745,3.5871212482452393,952.4002075195312,3.0040056799391257,4180.369888659825,951.4413452148438,0.9730478525161743,5019.04245620426,0.9171781539916992,68.01690920306365,2946.0,-1988.84228515625,1318.238525390625,8409.673516511917,0.9739988446235657,572000,0.401,2946.0,0.00421053195794641,-0.11937370151281357,-0.04324434697628021
287,194.13836265223276,8616.27734375,0.4678898751735687,1302.193359375,0.23497065901756287,0.20092121943831442,1838.0662841796875,4397.50283406814,3.580986738204956,978.8807373046875,2.988841641059857,4182.383376448743,975.9171142578125,0.9813399910926819,5019.5139298376325,0.9172232747077942,68.00315489074997,2956.0,-2007.72998046875,1276.28466796875,8440.784856557846,0.98142409324646,574000,0.402,2956.0,0.004295163650301133,0.008079182356595993,0.08450508862733841
288,194.15138233310856,1697.109375,0.46776556968688965,1341.906494140625,0.235190749168396,0.1994130864739418,1839.2236328125,4478.350958462074,3.5749151706695557,969.6185913085938,2.9778084733538224,4185.105649916657,964.3989868164062,0.9836822748184204,5021.301871290386,0.9171910285949707,67.99021045578175,2966.0,-2021.5274658203125,1320.5885009765625,8471.807869672775,0.9682990908622742,576000,0.4035,2966.0,0.004651046760498564,-0.16637399792671204,-0.08220969885587692
289,194.1410816257978,2892.438232421875,0.46765372157096863,1330.123291015625,0.23531626164913177,0.1896225568652153,1840.3406982421875,4722.184680597805,3.5688488483428955,968.9402465820312,2.966072121414293,4188.198895194947,964.609375,0.981072723865509,5019.642945472395,0.9171995520591736,67.97079881346411,2977.0,-2034.7081298828125,1304.71875,8503.651716470718,0.9860978126525879,578000,0.406,2977.0,0.0049371798576567285,-0.03854518383741379,-0.050396569073200226
290,194.16103113491798,1896.10009765625,0.46776261925697327,1309.7760009765625,0.23543839156627655,0.20277748852968216,1842.1224365234375,4835.665218537013,3.562830924987793,956.0740966796875,2.9539212869651164,4192.487970752643,956.1602783203125,0.9839888215065002,5029.200631088836,0.9171623587608337,67.9579330779522,2987.0,-2036.67333984375,1286.701416015625,8534.691591262817,0.986976683139801,580000,0.4075,2987.0,0.004744532800384585,-0.11830586194992065,-0.13542182743549347
291,194.18485151818484,1398.4156494140625,0.4677594006061554,1305.568115234375,0.23552168905735016,0.20106168434023858,1843.3154296875,4815.778634659567,3.5568418502807617,980.70166015625,2.941396785052374,4195.425192421805,979.7522583007812,0.9738353490829468,5032.646024117159,0.9171602129936218,67.93770852083911,2997.0,-2070.028076171875,1278.88916015625,8566.671038389206,0.9804055690765381,582000,0.409,2997.0,0.004381496439672185,-0.1198677346110344,-0.09335397928953171
292,194.1936127744511,3149.55908203125,0.4678262770175934,1297.255615234375,0.23584875464439392,0.2078707030415535,1844.4039306640625,4908.973614984188,3.550901412963867,991.2280883789062,2.929428281672038,4197.598672631407,988.7199096679688,0.9917383193969727,5029.270653630422,0.9170997142791748,67.92111185232905,3006.0,-2038.7425537109375,1264.4154052734375,8598.210248231888,0.9900512099266052,584000,0.4095,3006.0,0.0049371798576567285,-0.008138676173985004,-0.057026155292987823
293,194.23268147166058,988.1681518554688,0.4677625596523285,1290.216552734375,0.2359231561422348,0.19266333684325218,1845.7091064453125,5030.681346186693,3.5449583530426025,1006.83642578125,2.9200774732441763,4203.541193467297,1001.0704345703125,0.9816791415214539,5037.866072072069,0.9170950651168823,67.9097265030022,3017.0,-2026.5037841796875,1257.10498046875,8629.10263633728,0.9772803783416748,586000,0.4105,3017.0,0.004295163650301133,-0.12449584901332855,0.007174791768193245
294,194.27495042961004,1934.356201171875,0.4680396020412445,1322.802734375,0.23572520911693573,0.20444415599107743,1848.0372314453125,5141.583034910041,3.5390796661376953,1000.155517578125,2.912826447229075,4208.000475469565,988.5723876953125,0.9703906774520874,5046.395503819834,0.9171112775802612,67.89661152776556,3026.0,-2080.443115234375,1285.3258056640625,8660.225993156433,0.9694666862487793,588000,0.4115,3026.0,0.0038883556208891092,-0.1697036474943161,-0.16898126900196075
295,194.19914417379854,1664.4822998046875,0.4677567481994629,1392.916748046875,0.23580659925937653,0.20692656591534614,1848.84375,5075.694789816303,3.5359814167022705,999.3823852539062,2.9005866689034967,4209.4943457410955,994.9295654296875,0.9780846834182739,5049.20068699576,0.9171461462974548,67.88647597481781,3038.0,-2080.042724609375,1358.8427734375,8690.97992682457,0.9830529093742371,590000,0.4135,3038.0,0.005240915906043995,-0.10144578665494919,-0.11369346082210541
296,194.16994750656167,1686.5513916015625,0.46757960319519043,1388.8134765625,0.23537199199199677,0.20101416900753974,1849.589599609375,5129.129005271173,3.5301167964935303,1012.8837280273438,2.8943502980405014,4210.977295918739,1007.33935546875,0.9711891412734985,5047.674637034258,0.9172590970993042,67.87729554681373,3048.0,-2118.925048828125,1354.354736328125,8721.62031841278,0.9720910787582397,592000,0.4165,3048.0,0.004651046760498564,-0.14182575047016144,-0.15905050933361053
297,194.17783589408305,5684.74951171875,0.4674622118473053,1344.20458984375,0.23508062958717346,0.21373793005943298,1850.7811279296875,5171.198376365673,3.5243148803710938,1026.3731689453125,2.884227312556659,4215.768514919005,1021.725830078125,0.9816724061965942,5046.546165263451,0.9173665046691895,67.86378357834745,3059.0,-2075.789306640625,1313.088134765625,8752.827630281448,0.9851124286651611,594000,0.42,3059.0,0.004744532800384585,-0.06108113378286362,-0.07289276272058487
