AI_distance,reference_perturbed_action_mean,train/loss_actor,reference_Q_std,total/epochs,rollout/actions_mean,rollout/return,reference_perturbed_action_std,rollout/Q_mean,obs_rms_std,total/duration,param_noise_stddev,obs_rms_mean,rollout/episodes,total/steps_per_second,total/episodes,reference_actor_Q_std,reference_action_mean,reference_Q_mean,rollout/return_history,rollout/actions_std,AI_return,rollout/episode_steps,AI_success_rate,train/loss_critic,reference_actor_Q_mean,reference_action_std,total/steps,train/param_noise_distance
20.171871434946652,-0.5099607706069946,-39.96674728393555,43.32391357421875,1,-0.32690051198005676,160.3038158252991,0.7518174052238464,16.354305267333984,0.19735315442085266,13.192935466766357,0.14259466822295339,0.5259059071540833,38.0,151.59628462051504,38.0,42.924495697021484,-0.4711991548538208,40.75080108642578,160.3038158252991,0.7152460217475891,1093.1537198333674,52.31578947368421,,2021.66943359375,41.026329040527344,0.8421332240104675,2000,0.254191600382328
19.99307764113317,-0.2697869837284088,-146.25970458984375,115.107666015625,2,-0.24006792902946472,730.1630555546135,0.830498456954956,64.97724914550781,0.19991612434387207,25.988852977752686,0.025245515830755405,0.4915556311607361,74.0,153.91214084839112,74.0,114.0064926147461,-0.27076035737991333,117.06802368164062,730.1630555546135,0.7578335404396057,1097.121999703204,53.41891891891892,,1255.138671875,119.17341613769531,0.8358315825462341,4000,0.20598558828234673
19.856679999450222,-0.193216472864151,-280.4803771972656,195.14407348632812,3,-0.2248123735189438,798.7415128714102,0.8803898692131042,121.1089859008789,0.19926439225673676,38.97815465927124,0.017644720880324885,0.49804216623306274,109.0,153.9323770570769,109.0,194.51678466796875,-0.1356189101934433,218.5995635986328,965.5557686634846,0.8000238537788391,1094.1910089887551,54.293577981651374,,1118.844970703125,223.17616271972656,0.8901214003562927,6000,0.21359864071011544
19.640419628962235,0.33454179763793945,-452.2432556152344,264.791259765625,4,-0.1116093173623085,1064.5379202119102,0.8917970657348633,216.3239288330078,0.23521992564201355,52.23630952835083,0.03402714112950338,0.46553972363471985,146.0,153.15017604101732,146.0,265.5036926269531,0.3742743134498596,314.6796569824219,1427.1131424996254,0.8268851637840271,1107.8132734531457,54.73287671232877,,1498.37451171875,331.5387268066406,0.8811057806015015,8000,0.19684794411063194
19.464475385514863,0.40308648347854614,-607.4246826171875,332.8507080078125,5,-0.027795374393463135,1256.2156568410971,0.8793434500694275,317.3599853515625,0.23434841632843018,65.04292893409729,0.02960235274322695,0.44924038648605347,178.0,153.74461396306717,178.0,337.1733703613281,0.36766761541366577,419.43914794921875,1659.9881325362446,0.8428641557693481,1124.1256603498643,56.09550561797753,,1897.7701416015625,443.4505615234375,0.8846203684806824,10000,0.20688160210847856
19.282252720721996,0.1273905634880066,-860.8396606445312,453.5014953613281,6,0.011755953542888165,1485.9392108830793,0.8753947019577026,417.6595764160156,0.25556010007858276,78.8262848854065,0.02285443614607805,0.43871814012527466,208.0,152.23348426790594,208.0,459.8245849609375,0.06790456175804138,645.282958984375,2251.2255895395206,0.8478162288665771,1150.191827585344,57.48557692307692,,2468.999755859375,678.5953979492188,0.9293131232261658,12000,0.20125963851809503
19.114271622034416,0.1531960368156433,-1037.6761474609375,525.9608764648438,7,0.027676142752170563,1475.645740841006,0.9266495108604431,504.0966491699219,0.2862887382507324,91.7280170917511,0.026798623766663403,0.43129104375839233,241.0,152.62512418639201,241.0,523.1365966796875,0.17423531413078308,874.1541748046875,2050.7174650350357,0.850847601890564,1155.1343124635919,58.09128630705394,,4541.267578125,915.1759033203125,0.9039897322654724,14000,0.2164402958750725
18.94024869559808,0.3053831458091736,-1099.050048828125,593.9857788085938,8,0.043448556214571,1490.5454270959003,0.861723780632019,588.6987915039062,0.27938178181648254,104.9366729259491,0.026270585008002553,0.4267135560512543,274.0,152.47291107933978,274.0,588.7623291015625,0.33438920974731445,896.1495971679688,2011.237900538022,0.8532885909080505,1163.1885752431358,58.25912408759124,,2238.2861328125,939.3123779296875,0.865996241569519,16000,0.21001868665218354
18.717058774828327,0.24846450984477997,-1210.3773193359375,689.1965942382812,9,0.06110681965947151,1533.513458599755,0.875901997089386,652.4904174804688,0.2967859208583832,118.3455536365509,0.021962663920618613,0.4200455844402313,312.0,152.09696897679405,312.0,683.4220581054688,0.27264514565467834,1077.63720703125,1670.0660817399353,0.8549556136131287,1177.098749438389,57.57692307692308,,4766.02392578125,1116.7659912109375,0.8773930668830872,18000,0.20834677636623383
18.49487252976405,-0.03215082734823227,-1343.376708984375,812.4136352539062,10,0.04540523141622543,1607.7241428431105,0.859773576259613,759.8199462890625,0.31086358428001404,132.08807682991028,0.01988251313764228,0.41818228363990784,349.0,151.41412063826158,349.0,814.2218017578125,0.06493791937828064,1158.33203125,2051.656805056998,0.8512529730796814,1197.8609215633633,57.05444126074499,,3117.90283203125,1186.118408203125,0.8648048043251038,20000,0.20390212371945382
18.272912353357967,0.19907143712043762,-1449.3106689453125,947.1492309570312,11,0.03707645460963249,1657.5470256116682,0.8463025689125061,854.2888793945312,0.3020479083061218,145.91252255439758,0.01764472088032488,0.41723981499671936,385.0,150.77527010608833,385.0,951.8133544921875,0.16375437378883362,1228.146728515625,2125.236327174179,0.8469359874725342,1216.3888803824832,57.015584415584414,,5833.037109375,1265.4151611328125,0.8718642592430115,22000,0.20264845490455627
18.04925260617171,0.06653328239917755,-1555.130126953125,1054.2144775390625,12,0.028420288115739822,1719.1927893586665,0.8837189078330994,968.5806884765625,0.2937747538089752,159.0469262599945,0.018361167303396805,0.4166550636291504,421.0,150.89886088566794,421.0,1066.4013671875,0.07787451893091202,1277.93505859375,2254.2532568855545,0.8442108035087585,1239.1991794272328,56.912114014251785,,3730.371826171875,1323.7864990234375,0.9076164364814758,24000,0.20325833618640898
17.836126892909764,0.08004750311374664,-1631.31640625,1182.2752685546875,13,0.01789291389286518,1813.4158239439196,0.903023362159729,1074.628173828125,0.30188485980033875,172.27070593833923,0.019106704324195603,0.41540002822875977,454.0,150.9252537068384,454.0,1192.66943359375,0.022908909246325493,1427.233642578125,2431.2781173507387,0.8418996930122375,1270.61934034125,57.180616740088105,,4023.178466796875,1476.516845703125,0.8975727558135986,26000,0.21071003645658493
17.65578315905447,-0.15020281076431274,-1780.1075439453125,1270.1414794921875,14,0.007535601034760475,1844.7046783521325,0.8877860903739929,1146.9814453125,0.33243224024772644,185.3002645969391,0.020689822899908242,0.4135625660419464,484.0,151.10609831510473,484.0,1279.6817626953125,-0.09723833203315735,1663.509033203125,2568.060029383807,0.8397936224937439,1288.7241632296937,57.8099173553719,,5239.86669921875,1709.976318359375,0.9231196045875549,28000,0.20037572532892228
17.476891892730567,-0.165538027882576,-1855.88818359375,1318.0811767578125,15,-0.010479489341378212,1878.3207488573917,0.9174144268035889,1200.7938232421875,0.32548069953918457,198.62383580207825,0.020689822899908242,0.41321316361427307,512.0,151.03927420822725,512.0,1314.532470703125,-0.03554247319698334,1671.1837158203125,2653.871039064127,0.8348979353904724,1307.5986466876338,58.48828125,,6245.96728515625,1723.902587890625,0.9291520714759827,30000,0.1997556482255459
