#{"t_start": 1521352029.8529105, "env_id": null}
r,l,t
-633.734602,49,2.74426
-750.986688,68,4.664029
-287.865009,63,4.776093
-242.270308,79,6.381211
-2576.105724,106,8.047994
-154.670115,83,9.665003
-407.252265,51,9.767665
-583.429089,76,11.804496
-337.52676,19,11.867074
-765.430408,53,13.456898
-782.516722,58,15.033111
674.666231,77,15.179185
1220.480082,89,17.048762
4297.601405,188,20.397619
837.067088,87,22.041922
760.349864,90,23.700959
162.586465,73,25.336353
43.733692,63,25.457349
-484.72414,56,27.04017
-434.610731,68,27.186231
180.218528,88,28.857213
391.521296,263,33.77686
-1849.260377,169,37.377673
-701.117415,156,39.146845
-1804.422145,162,42.417097
-416.909963,42,42.510399
-1308.005651,89,44.169637
-194.109876,41,45.727669
-2993.416283,208,49.081542
29.881498,80,49.243319
-242.269847,77,50.842556
-331.412567,70,52.457101
-278.8458,50,52.559655
-509.666959,71,54.28758
-245.040131,84,55.955958
316.952926,97,57.624945
-150.480425,52,57.727594
44.928532,78,59.39593
-300.23898,74,61.021881
-178.582553,56,62.632694
-1139.483175,215,66.432007
3017.841772,165,68.218375
4139.531718,183,72.211961
1594.837272,256,77.177702
-1825.645242,350,82.752085
810.848021,125,84.583853
-108.426495,216,89.505741
4806.992716,319,94.576566
-307.196197,128,96.300264
2123.472928,139,98.042449
1143.612138,208,103.373446
4609.760195,160,105.739403
360.393334,78,107.800585
-376.144081,53,107.903591
-14.841806,84,109.550609
4786.145447,211,112.927579
321.667244,69,114.537855
912.510284,78,116.1722
137.077607,76,117.796106
-782.98434,53,117.902427
857.991613,135,121.144269
1116.393841,92,121.317186
211.819871,74,122.951036
1096.913688,101,124.647831
2254.750944,251,130.197591
307.568112,77,130.409015
750.193257,86,132.27436
188.921658,113,133.99949
639.288199,95,135.636625
156.358804,69,137.263841
2180.828005,240,142.437413
1124.694647,133,144.183592
178.664034,109,145.8973
-506.10709,52,145.999523
165.306119,129,149.430121
551.186208,152,151.212243
1223.882727,92,152.890913
461.897527,83,154.533824
2629.679459,149,157.963018
-175.295939,198,159.846569
1549.696326,88,161.539906
1401.228962,206,164.905542
491.99228,83,166.55123
1239.504568,159,169.900962
-67.910558,136,171.650772
1521.063067,97,173.331879
1813.097305,118,175.052905
4986.985271,199,178.654871
2946.413468,272,183.722294
759.745827,403,190.484232
-118.911262,171,194.057698
1349.312336,207,198.114514
334.315232,99,200.469553
7932.406789,232,203.992707
1036.866995,170,207.331498
3561.208287,151,209.14406
1166.9624,104,210.861902
4434.188934,173,214.7244
2665.074888,183,218.099587
7812.121694,225,221.937048
7563.292203,204,226.047692
3864.174121,172,229.461744
4279.066202,214,232.930593
5338.454197,240,238.438934
1943.766104,233,241.890722
9381.883351,354,247.68083
1681.35624,153,251.243889
5293.971639,223,254.669969
3457.568379,164,258.120055
3203.086339,228,261.843432
4116.820821,241,266.783911
428.58986,182,268.983263
-582.838453,76,270.657302
9469.353021,252,275.620895
4502.418042,286,279.175636
13540.373069,281,284.614643
1704.945457,142,287.942671
3909.054331,269,291.433977
-1373.143527,205,294.829787
5371.072333,223,299.749445
3285.645466,167,301.584176
5425.944351,209,304.952381
1725.671452,236,309.929713
-200.476186,82,311.603677
166.370057,156,313.423492
7382.019766,345,320.413018
5759.380891,231,323.849831
6853.177965,229,327.309958
5848.882464,228,330.743406
12540.5684,259,335.768287
8546.40071,247,341.383501
-190.626396,171,343.223504
-4561.148413,414,350.789799
2740.516592,140,354.346192
2355.441533,226,358.018806
6963.392758,363,364.749136
-4881.006495,381,371.545439
1310.844181,190,373.49863
6929.485845,222,378.451018
1694.96166,254,381.950056
2226.095305,163,385.281633
4687.842777,178,389.351133
302.497074,297,394.586614
7147.476071,271,398.664824
2258.198067,312,404.19617
1444.186105,318,411.337395
4973.797876,223,414.976463
1041.520816,186,418.397378
1315.196914,184,420.798346
3851.786772,222,426.394111
-3060.979277,331,431.595633
7784.349778,231,435.131645
4148.541721,194,438.58798
11325.14993,257,443.711655
5478.60827,205,447.195199
2685.150094,293,452.370169
1003.572566,257,455.941565
7766.269788,256,461.749934
-561.545867,255,465.477926
6933.847654,218,470.555661
-1322.138831,262,474.188188
865.124766,214,477.686359
2107.578993,183,481.075513
2635.901934,196,484.555158
15620.738989,333,491.401887
3975.445152,255,495.012607
131.81905,150,498.824399
2509.901482,248,502.403065
5799.455932,383,509.403685
4590.228462,236,512.936578
3287.027877,129,516.60271
6038.752887,286,520.240627
2388.956614,199,523.740264
2306.720955,196,527.221187
2666.102899,174,530.673689
-727.788059,179,534.480879
350.732198,250,538.088031
6414.331761,223,543.150197
7995.609391,256,546.797656
2551.545706,243,551.958532
466.208202,174,553.954588
135.120119,221,559.036917
4560.549676,260,562.704388
26.193523,227,566.699204
3976.414227,232,572.236634
1249.189857,193,575.793472
4868.770478,219,579.383848
7880.77116,234,583.247593
3382.058094,180,586.965784
948.127228,166,590.418151
2159.791127,177,592.333316
4699.39801,254,597.605232
2987.748866,281,602.865428
2568.129514,215,606.779523
-3776.110361,190,610.328983
-1096.433907,209,614.368589
9377.015702,286,619.787758
5571.177678,216,623.452836
-5658.720622,205,627.267794
-686.933514,315,632.762298
-4058.22352,299,638.304441
-299.507952,153,642.112897
-2134.83661,197,645.716709
5339.699222,294,651.124859
-930.894526,276,654.859194
2011.670706,312,660.394792
483.557028,244,665.700302
4416.652468,276,671.193642
4453.670083,275,674.949302
4552.716173,223,680.610195
7947.344705,261,684.32456
1125.686984,218,688.531936
920.131194,213,693.912381
8008.601345,259,697.80305
4822.300535,230,701.953243
8892.046548,346,709.118356
1047.853145,183,713.03502
3177.649086,165,715.016032
1909.062821,155,718.940566
5524.180643,314,724.430853
4685.872746,237,728.148168
1135.84377,210,733.434615
5362.91561,248,737.154154
-224.088275,88,738.94768
249.082233,196,742.59775
3060.082423,274,747.978528
3684.777868,292,753.731359
-327.061737,89,754.059171
3743.488853,237,759.635438
-3801.709167,262,763.363298
1985.192291,276,768.803309
2898.538593,182,772.422582
-223.057995,201,776.081958
2571.370742,248,779.845357
3800.058866,263,785.271808
2197.096534,341,792.829062
-669.265585,251,796.594181
1118.936168,229,800.284256
3350.417381,181,803.906291
-2024.942732,231,807.627133
3009.29174,179,811.255154
6644.70536,215,814.929304
1839.194427,176,818.573983
5517.722373,234,822.311762
2501.648448,229,828.008197
3870.630872,174,831.997324
6930.071612,270,835.801169
