reference_perturbed_action_std,AI_success_rate,param_noise_stddev,train/param_noise_distance,rollout/return,reference_perturbed_action_mean,reference_action_std,rollout/Q_mean,reference_actor_Q_mean,reference_Q_std,total/epochs,total/episodes,train/loss_actor,total/duration,total/steps,reference_Q_mean,rollout/episode_steps,rollout/episodes,obs_rms_std,AI_distance,rollout/return_history,total/steps_per_second,reference_action_mean,rollout/actions_mean,AI_return,reference_actor_Q_std,obs_rms_mean,rollout/actions_std,train/loss_critic
0.8183872103691101,,0.01662212523270047,0.19832965180277826,1729.133390914855,0.5467640161514282,0.8237302899360657,518.333984375,652.95947265625,593.340576171875,12,149.0,-1046.27392578125,423.87859773635864,24000,632.168701171875,159.7248322147651,149.0,0.3173266351222992,10.904615688938568,2576.3648878004115,56.619985364128645,0.5233880281448364,0.5783014297485352,1729.133390914855,594.2648315429688,0.43498507142066956,0.7647311687469482,2515.8271484375
0.8380892276763916,,0.014175701821503062,0.2105472853779793,1852.5927076528426,0.5074304938316345,0.8539755940437317,574.8018188476562,768.6688232421875,635.3873901367188,13,157.0,-1111.5869140625,459.178382396698,26000,742.038818359375,164.2611464968153,157.0,0.3147270381450653,10.805370357491178,2778.98603236131,56.622874675179766,0.4802607297897339,0.5759246349334717,1852.5927076528426,633.2256469726562,0.43636372685432434,0.7660913467407227,13765.669921875
0.7553539872169495,,0.016294603698363365,0.19421604707837103,1981.1944438548437,0.6314252018928528,0.7664657831192017,618.246337890625,816.1658935546875,687.4208374023438,14,166.0,-1208.8572998046875,494.4589476585388,28000,792.2781982421875,168.43975903614458,166.0,0.31272074580192566,10.6805985889451,3098.0778419620383,56.62755246434758,0.6054457426071167,0.5747087597846985,1981.1944438548437,689.3140869140625,0.4367120563983917,0.7659844756126404,2921.9453125
0.7562866806983948,,0.014751292160020392,0.20149001300334932,2049.1271076522817,0.6285246014595032,0.7567928433418274,666.9168090820312,901.4318237304688,727.9829711914062,15,175.0,-1287.1724853515625,530.1553258895874,30000,877.936767578125,171.21142857142857,175.0,0.31108880043029785,10.596489584217295,3346.4860272284477,56.587189706452065,0.628585934638977,0.5736840963363647,2049.1271076522817,731.6466674804688,0.43558430671691895,0.7661012411117554,2467.63916015625
0.7920938730239868,,0.014175701821503062,0.20009947434067726,2067.2268823717236,0.5802884101867676,0.7714807391166687,717.3406982421875,962.9281616210938,759.0654907226562,16,184.0,-1371.86181640625,566.1424977779388,32000,937.6616821289062,173.8858695652174,184.0,0.308510959148407,10.541264293030311,3470.4733312147064,56.52287211364149,0.6058481931686401,0.5742606520652771,2067.2268823717236,757.6271362304688,0.43553268909454346,0.7657477855682373,4702.74755859375
0.8742835521697998,,0.014751292160020392,0.19422125428915024,2137.419768922167,0.45493558049201965,0.8716654181480408,763.7877197265625,1027.8934326171875,743.9364624023438,17,193.0,-1404.817138671875,602.4235005378723,34000,999.4668579101562,175.8082901554404,193.0,0.3073115050792694,10.460448402819644,3656.754914798562,56.43870129509089,0.4684031009674072,0.572717010974884,2137.419768922167,739.0012817382812,0.4368375241756439,0.7677809000015259,6290.33984375
0.8364894390106201,,0.013896384493189945,0.19736610040068625,2063.4921212478753,0.5222700238227844,0.8693740367889404,808.7689819335938,1069.069091796875,762.0443725585938,18,201.0,-1476.6424560546875,639.5822927951813,36000,1042.156982421875,178.43781094527364,201.0,0.3064174950122833,10.423229664542047,3317.4327025837238,56.2867365240341,0.4558749198913574,0.5628339648246765,2063.4921212478753,756.4847412109375,0.43664050102233887,0.7748497128486633,4531.66552734375
0.8361676931381226,,0.0136225708197137,0.20254852920770644,2048.334577934128,0.5111931562423706,0.832517147064209,853.4096069335938,1143.622314453125,730.145263671875,19,209.0,-1507.5111083984375,676.2291922569275,38000,1119.874755859375,181.3062200956938,209.0,0.30539023876190186,10.306281989615082,3098.4304044253345,56.19396564820619,0.518506646156311,0.5548607110977173,2048.334577934128,725.3604125976562,0.4368990659713745,0.7797989845275879,8625.8603515625
0.8435259461402893,,0.01335415235733134,0.19908615246415137,2149.5241124054246,0.491153359413147,0.8243577480316162,897.1975708007812,1165.402587890625,780.5521240234375,20,218.0,-1582.7886962890625,714.5288536548615,40000,1135.8525390625,183.44495412844037,218.0,0.30475321412086487,10.254637741011395,3100.455676708516,55.9809443599057,0.5245134234428406,0.5551400780677795,2149.5241124054246,778.1196899414062,0.43914780020713806,0.7786843776702881,20901.0234375
0.800016462802887,,0.01208933992007461,0.20412484169006348,2169.465524226899,0.5610296130180359,0.8069314956665039,934.69580078125,1199.006103515625,809.4530639648438,21,226.0,-1669.35595703125,751.2245604991913,42000,1165.9261474609375,184.57079646017698,226.0,0.3035292625427246,10.130574613484336,3099.6541592916565,55.90871519441651,0.5615573525428772,0.5529066324234009,2169.465524226899,809.2398681640625,0.4390582740306854,0.7793174386024475,2469.720458984375
0.8299360871315002,,0.01208933992007461,0.20161265701055528,2147.365135274775,0.5306785106658936,0.7879774570465088,964.3179931640625,1234.1951904296875,870.4237670898438,22,235.0,-1663.47021484375,788.4978201389313,44000,1200.9102783203125,186.22553191489362,235.0,0.30277106165885925,10.060961086377551,2844.0442049799813,55.802310261615325,0.5873750448226929,0.5492426753044128,2147.365135274775,872.8280029296875,0.436774879693985,0.7811122536659241,3749.438720703125
0.8002542853355408,,0.012580215599082718,0.19085007831454276,2154.1555838316895,0.566573977470398,0.8002034425735474,984.7182006835938,1250.47216796875,900.5476684570312,23,244.0,-1662.772216796875,825.4525759220123,46000,1215.8759765625,187.70491803278688,244.0,0.3024076223373413,9.94664405142669,2790.0598698686326,55.727005211194616,0.5739660859107971,0.547978937625885,2154.1555838316895,901.2886352539062,0.43523547053337097,0.7822485566139221,4223.89697265625
0.8077163696289062,,0.013091022799070031,0.19677552998065947,2228.6933825101155,0.5620984435081482,0.8328787088394165,1017.5223999023438,1305.89208984375,934.6905517578125,24,252.0,-1684.2008056640625,863.6636748313904,48000,1270.798095703125,189.96825396825398,252.0,0.3009898066520691,9.832617607104407,2954.146998725474,55.577189823771214,0.5299954414367676,0.5464068055152893,2228.6933825101155,935.4465942382812,0.43542516231536865,0.7826977968215942,2030.94580078125
0.8458166122436523,,0.012833077932624282,0.2014696329832077,2358.008510083361,0.5063712000846863,0.8411713242530823,1048.238525390625,1374.3822021484375,941.4653930664062,25,260.0,-1737.6446533203125,901.1911754608154,50000,1338.82080078125,191.9923076923077,260.0,0.30083754658699036,9.705905566933868,3080.8658594477033,55.4821233956635,0.5203917026519775,0.5444294810295105,2358.008510083361,945.0049438476562,0.4366525113582611,0.7841838002204895,2963.855224609375
0.841285765171051,,0.012833077932624282,0.20368360221385956,2427.8242433191103,0.5196685791015625,0.8217779397964478,1073.020751953125,1407.998779296875,953.1624145507812,26,268.0,-1737.791259765625,939.045485496521,52000,1372.4962158203125,193.8134328358209,268.0,0.3003028333187103,9.61563300925679,3191.368989976037,55.375379364616144,0.5482791066169739,0.5434879660606384,2427.8242433191103,954.060791015625,0.438109427690506,0.7850448489189148,3699.745849609375
0.7721604108810425,,0.012833077932624282,0.2031981761753559,2440.3873349609735,0.6160961985588074,0.8147285580635071,1093.4737548828125,1390.822265625,967.7651977539062,27,275.0,-1756.612548828125,976.4946281909943,54000,1366.522216796875,195.77454545454546,275.0,0.2989751398563385,9.569174030146232,3125.0927327511836,55.2998433796177,0.5594325661659241,0.5429491996765137,2440.3873349609735,965.2775268554688,0.43747207522392273,0.7857742309570312,3678.214599609375
0.8379839658737183,,0.014751292160020392,0.2045218600332737,2535.457504989805,0.509534478187561,0.8100603818893433,1131.7376708984375,1414.6953125,953.75732421875,28,283.0,-1802.9423828125,1014.4498109817505,56000,1390.4068603515625,197.78798586572438,283.0,0.2982598841190338,9.511849916661712,3371.9092107870442,55.20233666937656,0.5612288117408752,0.5432058572769165,2535.457504989805,953.1929931640625,0.4388350248336792,0.7849357724189758,6808.63623046875
0.8443118333816528,,0.013091022799070031,0.20170108169317247,2522.389228183984,0.5047305822372437,0.7989986538887024,1144.5052490234375,1411.1314697265625,974.1627197265625,29,290.0,-1786.0496826171875,1052.2587461471558,58000,1386.398681640625,199.95862068965516,290.0,0.29745879769325256,9.577112004738087,3288.1779877420763,55.11952284774723,0.5693391561508179,0.5437372326850891,2522.389228183984,971.6553344726562,0.44025132060050964,0.7846543192863464,5620.11083984375
0.8470447063446045,,0.01185113216358652,0.19235472708940507,2594.3565410779097,0.4856643080711365,0.8480772376060486,1163.237060546875,1444.645263671875,991.2073974609375,30,297.0,-1804.7105712890625,1090.241420507431,60000,1421.104736328125,201.44107744107745,297.0,0.2968202829360962,9.518716882509734,3509.2927635005885,55.03368233072103,0.4750545918941498,0.5392635464668274,2594.3565410779097,990.8909301757812,0.43984678387641907,0.7877463698387146,10871.193359375
0.8591515421867371,,0.010944321720492653,0.20554968908429147,2601.3328949917313,0.42824190855026245,0.8577736020088196,1175.244873046875,1445.2330322265625,1076.5322265625,31,303.0,-1928.564208984375,1128.0604619979858,62000,1412.976318359375,203.95709570957095,303.0,0.29626110196113586,9.498847387080636,3758.7629537354915,54.96159300733537,0.4462534487247467,0.5349819660186768,2601.3328949917313,1078.298095703125,0.4395594596862793,0.7907552123069763,3320.1220703125
0.8288347125053406,,0.010310046129879225,0.19976185292005538,2600.743124138071,0.48681482672691345,0.8298673033714294,1191.0830078125,1578.487060546875,1093.0753173828125,32,312.0,-1925.016845703125,1165.9792530536652,64000,1547.541259765625,204.73397435897436,312.0,0.2964058816432953,9.538842299775956,3697.041800806237,54.889484381806874,0.49185246229171753,0.5342382192611694,2600.743124138071,1096.330810546875,0.43796205520629883,0.791014552116394,10056.6826171875
0.7854809761047363,,0.009907751681525063,0.20272757470607758,2640.7681518259806,0.5713629722595215,0.8204233050346375,1210.9005126953125,1651.746826171875,1156.9674072265625,33,319.0,-1992.5965576171875,1204.0451378822327,66000,1619.654296875,206.26018808777428,319.0,0.2956836223602295,9.476781089026417,3718.997211069502,54.81522072842375,0.5193710327148438,0.5330017805099487,2640.7681518259806,1154.147216796875,0.438219279050827,0.7920553088188171,5888.62255859375
0.7613105177879333,,0.009149642450409314,0.20207417234778405,2639.6368324713158,0.6074047684669495,0.7770451903343201,1235.7939453125,1730.1590576171875,1180.1737060546875,34,326.0,-2017.8404541015625,1242.4498484134674,68000,1694.4417724609375,207.51226993865032,326.0,0.29529938101768494,9.409324526384578,3702.223989103697,54.73057933632641,0.5863828063011169,0.530371367931366,2639.6368324713158,1180.34521484375,0.4379483461380005,0.7926794290542603,3039.451171875
0.7960987687110901,,0.009149642450409314,0.19156938895583153,2701.7974986158406,0.5654270052909851,0.8150327801704407,1265.6241455078125,1777.2252197265625,1212.4443359375,35,334.0,-2059.06396484375,1280.7959644794464,70000,1722.7027587890625,209.2305389221557,334.0,0.2951231300830841,9.39686245354213,4015.696166144118,54.65351386272526,0.5515300035476685,0.5286048054695129,2701.7974986158406,1213.2156982421875,0.4384852349758148,0.7935695052146912,3880.670654296875
0.789370059967041,,0.009521154623962158,0.204041328728199,2699.002535769982,0.568755030632019,0.7979825735092163,1290.3775634765625,1818.015869140625,1237.134033203125,36,342.0,-2036.5955810546875,1319.1852679252625,72000,1768.20068359375,210.16959064327486,342.0,0.2949526309967041,9.395634645609046,4048.0182157874647,54.57914195269736,0.5648544430732727,0.5266857147216797,2699.002535769982,1229.37744140625,0.4378420412540436,0.7940133810043335,9516.4140625
0.840222954750061,,0.009907751681525063,0.19460154950618744,2714.031934527908,0.490031898021698,0.8807632327079773,1308.5091552734375,1872.5345458984375,1242.40966796875,37,350.0,-2018.6824951171875,1357.6651134490967,74000,1838.53564453125,211.15714285714284,350.0,0.29454541206359863,9.324872465764132,3970.2484829101945,54.50534102036828,0.4276464283466339,0.5247547030448914,2714.031934527908,1241.8682861328125,0.4375937879085541,0.7954227924346924,9099.802734375
0.8001295328140259,,0.010106897490323717,0.20399472877383232,2748.036153267132,0.5699018239974976,0.8305078744888306,1336.587646484375,1830.169677734375,1222.9871826171875,38,359.0,-2035.25,1396.240581035614,76000,1788.4923095703125,211.6183844011142,359.0,0.29489171504974365,9.320004677814897,3815.6631713473766,54.431880173279005,0.5279396176338196,0.5230833888053894,2748.036153267132,1221.157470703125,0.43845227360725403,0.79619300365448,18734.015625
0.8202928900718689,,0.009521154623962158,0.2072847430408001,2710.514683926342,0.5176029801368713,0.7938156723976135,1354.5732421875,1814.470947265625,1219.3544921875,39,366.0,-1996.6943359375,1434.737009048462,78000,1771.2252197265625,212.87158469945356,366.0,0.294662207365036,9.368289534799667,3590.234196554098,54.365364180387814,0.5610925555229187,0.5208873152732849,2710.514683926342,1214.255615234375,0.4389350116252899,0.7971481084823608,8758.212890625
0.825879693031311,,0.008619377074687717,0.20416545182466506,2708.5266791019767,0.5377634763717651,0.8199611902236938,1369.285888671875,1815.84423828125,1209.972900390625,40,371.0,-1990.9610595703125,1473.3913576602936,80000,1782.744873046875,215.0458221024259,371.0,0.29440590739250183,9.388524511577303,3476.28013450426,54.296504173227866,0.5309972763061523,0.5190397500991821,2708.5266791019767,1205.06787109375,0.43948790431022644,0.7976391315460205,4224.04931640625
0.8335525989532471,,0.00896935834762211,0.2117950926721096,2685.6994797418465,0.4963078498840332,0.8696228265762329,1382.5023193359375,1845.9327392578125,1165.9617919921875,41,378.0,-1983.1558837890625,1512.2021713256836,82000,1807.0111083984375,216.9100529100529,378.0,0.29443538188934326,9.386695045150057,3351.4716612238717,54.225553669265054,0.4269736409187317,0.51832515001297,2685.6994797418465,1156.7115478515625,0.4395400583744049,0.7972967624664307,6488.111328125
0.8212268352508545,,0.009149642450409314,0.19557886064052582,2762.6585653445836,0.5250094532966614,0.8295872807502747,1405.59033203125,1925.746826171875,1155.8525390625,42,385.0,-1985.4320068359375,1550.504240512848,84000,1879.876708984375,217.60779220779222,385.0,0.29379788041114807,9.34861393492408,3352.496005200687,54.175924067267296,0.524329423904419,0.5180920958518982,2762.6585653445836,1143.6058349609375,0.44063600897789,0.7971163988113403,5069.76025390625
0.8273654580116272,,0.009712529831903797,0.19752297565340995,2767.432311488173,0.5297145247459412,0.8239699602127075,1419.8685302734375,1928.267822265625,1174.0595703125,43,394.0,-2040.4771728515625,1589.1468501091003,86000,1887.680419921875,217.79187817258884,394.0,0.2936677634716034,9.30731603048949,3372.1867583387375,54.117088042615954,0.5366939306259155,0.5160560011863708,2767.432311488173,1156.9349365234375,0.44111010432243347,0.7982794642448425,10771.44140625
0.8610649108886719,,0.009712529831903797,0.20412344932556153,2794.895157793494,0.46560901403427124,0.8134092092514038,1433.4952392578125,1902.5223388671875,1166.15283203125,44,401.0,-2001.970947265625,1627.5571427345276,88000,1865.0008544921875,218.68329177057356,401.0,0.29314807057380676,9.29433958725058,3399.218975520396,54.068762127852224,0.5508579611778259,0.5163764357566833,2794.895157793494,1157.225341796875,0.44191253185272217,0.7980953454971313,3352.164794921875
0.8078910708427429,,0.009149642450409314,0.20780773788690568,2809.3641796370207,0.5545701384544373,0.8426480293273926,1447.76904296875,1891.57861328125,1139.125732421875,45,409.0,-1974.6212158203125,1666.1468107700348,90000,1853.2080078125,219.89486552567237,409.0,0.2926994264125824,9.265451830734627,3429.0143794905407,54.01684858635305,0.5007026195526123,0.5173304080963135,2809.3641796370207,1129.0670166015625,0.44203194975852966,0.7973626255989075,4013.063720703125
0.7106574773788452,,0.008619377074687717,0.2103465422987938,2817.3734899061487,0.6634257435798645,0.785433828830719,1460.1248779296875,1884.3875732421875,1123.7010498046875,46,417.0,-2031.7315673828125,1704.923657655716,92000,1838.584716796875,220.5875299760192,417.0,0.2923397123813629,9.217465585705373,3454.1275657241517,53.96136043211504,0.594572901725769,0.5177525281906128,2817.3734899061487,1115.4857177734375,0.44219934940338135,0.7969963550567627,10620.302734375
0.8268784284591675,,0.008283051950460692,0.19963430970907212,2872.507151457291,0.5243168473243713,0.8496613502502441,1482.9718017578125,1871.197509765625,1121.856201171875,47,424.0,-1983.1663818359375,1743.5829031467438,94000,1835.310791015625,221.23349056603774,424.0,0.29187169671058655,9.222970760743017,3584.9019132999233,53.91197621309134,0.4786025285720825,0.5192701816558838,2872.507151457291,1117.2681884765625,0.4435592591762543,0.7954990863800049,3161.80322265625
0.8648235201835632,,0.008619377074687717,0.20025913670659065,2915.1089107436906,0.4680172801017761,0.8583968877792358,1497.696533203125,1849.4171142578125,1154.458251953125,48,433.0,-1984.809814453125,1782.3075623512268,96000,1816.073974609375,221.13856812933025,433.0,0.2916162610054016,9.15920188978766,3643.1474024126255,53.86275748802661,0.4760400950908661,0.5199630856513977,2915.1089107436906,1151.3839111328125,0.4444010555744171,0.7949202060699463,3711.921630859375
0.8405620455741882,0.0022675736961451248,0.009149642450409314,0.2048466631770134,2967.7988827479753,0.5030710697174072,0.8799936771392822,1510.651123046875,1860.8704833984375,1169.4468994140625,49,441.0,-1984.5921630859375,1821.011191368103,98000,1827.0587158203125,221.8843537414966,441.0,0.2912238836288452,9.104019658681594,3885.5655799301335,53.81625355436384,0.43688666820526123,0.5200681090354919,2967.7988827479753,1173.5955810546875,0.4454033076763153,0.7946991324424744,15670.1123046875
0.8686242699623108,0.004464285714285714,0.009521154623962158,0.1966434495151043,3021.6470319274085,0.4514612555503845,0.8480700254440308,1525.941650390625,1892.8614501953125,1136.1827392578125,50,448.0,-1993.8848876953125,1860.0938215255737,100000,1858.226806640625,222.51785714285714,448.0,0.2905014455318451,9.039852151043055,4045.574952561181,53.76072907869994,0.48532938957214355,0.5201804041862488,3021.6470319274085,1147.222900390625,0.445828914642334,0.79444819688797,5705.53076171875
0.8983780741691589,0.004395604395604396,0.009712529831903797,0.2003921739757061,3045.9344938854706,0.4084045886993408,0.8546274900436401,1534.9625244140625,1894.850341796875,1183.769775390625,51,455.0,-1980.6009521484375,1898.6065089702606,102000,1861.17431640625,223.71648351648352,455.0,0.28988373279571533,9.0097055090767,4155.609344023372,53.72361230096136,0.48270243406295776,0.5206550359725952,3045.9344938854706,1185.802978515625,0.446451336145401,0.7940213084220886,4458.6201171875
0.8352339267730713,0.004319654427645789,0.009149642450409314,0.18796463876962663,3043.989714933335,0.5208427906036377,0.8651522994041443,1541.2335205078125,1894.419189453125,1172.0406494140625,52,463.0,-1971.2103271484375,1937.4646272659302,104000,1858.1859130859375,224.3671706263499,463.0,0.2897098660469055,8.994540861200143,4289.038832552688,53.67839935573972,0.46645551919937134,0.5213950276374817,3043.989714933335,1164.3505859375,0.44696152210235596,0.7934190034866333,8601.525390625
0.8254950046539307,0.00423728813559322,0.009521154623962158,0.1998426553606987,3072.4052955710135,0.5172949433326721,0.8258702754974365,1552.0179443359375,1888.1226806640625,1185.200927734375,53,472.0,-2027.02392578125,1976.1229312419891,106000,1857.695068359375,224.54872881355934,472.0,0.28986337780952454,8.925899457303798,4423.410816186187,53.64038761160432,0.523101806640625,0.5221363306045532,3072.4052955710135,1178.300537109375,0.4474852979183197,0.7928602695465088,3576.02197265625
0.8100635409355164,0.004166666666666667,0.009712529831903797,0.20159924656152725,3118.606721605019,0.5571749806404114,0.8337565660476685,1564.1070556640625,1855.2393798828125,1197.9595947265625,54,480.0,-2041.92529296875,2015.1904556751251,108000,1829.443359375,224.92916666666667,480.0,0.28972259163856506,8.868076041430934,4694.247725483442,53.59294933928121,0.5078420639038086,0.5228297710418701,3118.606721605019,1195.4124755859375,0.4482942521572113,0.7924238443374634,4390.5595703125
0.8155221939086914,0.006160164271047228,0.009149642450409314,0.2045729772746563,3148.3198823173093,0.534229576587677,0.8125901818275452,1579.64306640625,1875.2802734375,1208.744384765625,55,487.0,-2049.317138671875,2054.416851043701,110000,1847.29443359375,225.68788501026694,487.0,0.2895316779613495,8.831039851672404,4635.903955019529,53.543174523766645,0.5465854406356812,0.5231610536575317,3148.3198823173093,1202.976806640625,0.44881346821784973,0.7918765544891357,4830.46826171875
0.8895605206489563,0.006072874493927126,0.00896935834762211,0.19355335861444473,3157.096319662609,0.3884303867816925,0.8688876032829285,1587.7708740234375,1835.4171142578125,1199.3759765625,56,494.0,-2014.1990966796875,2093.288552761078,112000,1806.983642578125,226.5080971659919,494.0,0.2892277240753174,8.7824552383395,4692.372511869885,53.50432927761936,0.4418085515499115,0.5213191509246826,3157.096319662609,1195.8333740234375,0.44862350821495056,0.7931137084960938,5547.43505859375
0.8762965202331543,0.005964214711729622,0.008449541294664952,0.1927429148554802,3160.7847925186525,0.41588351130485535,0.8740588426589966,1595.7197265625,1818.839111328125,1230.66015625,57,503.0,-2034.526123046875,2132.4698309898376,114000,1785.391357421875,226.55467196819086,503.0,0.2892087697982788,8.78048464927526,4654.85784249431,53.45913848032454,0.4255407750606537,0.5208196043968201,3160.7847925186525,1229.8560791015625,0.44853565096855164,0.7935514450073242,4084.34814453125
0.9026140570640564,0.0058823529411764705,0.008119843104068908,0.19506937980651856,3182.7757234431688,0.3680227994918823,0.8955127000808716,1610.87548828125,1821.23095703125,1245.818603515625,58,510.0,-2049.71435546875,2171.3780014514923,116000,1795.654296875,227.03333333333333,510.0,0.28905102610588074,8.79194852481229,4699.1979019675455,53.422296773043634,0.389398455619812,0.5205615162849426,3182.7757234431688,1250.7667236328125,0.44887351989746094,0.7932566404342651,6715.38330078125
0.8769966959953308,0.005791505791505791,0.008283051950460692,0.19957400411367415,3194.0634942874713,0.4438229501247406,0.8679888844490051,1618.4661865234375,1858.9422607421875,1284.9501953125,59,518.0,-2066.254150390625,2210.381468296051,118000,1829.738037109375,227.6003861003861,518.0,0.28881728649139404,8.765458397504675,4743.780380190967,53.38445046364073,0.4400492310523987,0.518786609172821,3194.0634942874713,1288.161865234375,0.44903698563575745,0.7942189574241638,10285.3876953125
0.9001269936561584,0.005714285714285714,0.008792626553888941,0.20918568685650826,3216.4744009075466,0.38808563351631165,0.899028480052948,1630.8218994140625,1796.5335693359375,1263.5074462890625,60,525.0,-2022.9486083984375,2249.3009312152863,120000,1767.679443359375,228.15428571428572,525.0,0.2888811528682709,8.764279750189665,4606.994285912157,53.34990900268938,0.3909567892551422,0.5192303657531738,3216.4744009075466,1267.2080078125,0.45011916756629944,0.793350338935852,19872.15625
0.8771187663078308,0.005628517823639775,0.008792626553888941,0.19573506236076355,3227.596182873595,0.43776094913482666,0.8762272000312805,1643.9068603515625,1791.950439453125,1278.4798583984375,61,533.0,-2108.180419921875,2288.4216055870056,122000,1756.009033203125,228.70731707317074,533.0,0.28866007924079895,8.749947233766674,4580.666071196081,53.31185464345659,0.4552445411682129,0.5195319056510925,3227.596182873595,1276.4681396484375,0.4509507119655609,0.7928482890129089,2668.89599609375
