AI_return,train/loss_critic,total/steps,rollout/episodes,reference_actor_Q_mean,total/steps_per_second,rollout/actions_mean,obs_rms_std,total/episodes,reference_perturbed_action_mean,reference_perturbed_action_std,reference_Q_std,reference_action_mean,rollout/return,AI_distance,total/duration,rollout/episode_steps,obs_rms_mean,reference_Q_mean,AI_success_rate,param_noise_stddev,reference_action_std,rollout/actions_std,total/epochs,train/loss_actor,train/param_noise_distance,rollout/Q_mean,rollout/return_history,reference_actor_Q_std
87.19125787489752,2352.23291015625,22000,111.0,191.66656494140625,45.011166899738065,0.2347887009382248,0.21808134019374847,111.0,0.09321971237659454,0.9535463452339172,958.4925537109375,0.1612737625837326,87.19125787489752,12.544423892684843,488.7675995826721,197.0810810810811,0.47232624888420105,164.73764038085938,0.009009009009009009,0.007498538875796335,0.9553948044776917,0.9359032511711121,11,-490.0535583496094,0.21253683120012284,241.24729919433594,474.72585466788786,956.3114624023438
212.20926995223493,3482.827392578125,24000,120.0,225.44309997558594,45.07007970694236,0.24505667388439178,0.21901679039001465,120.0,0.19915194809436798,0.9489555358886719,977.0380249023438,0.19221660494804382,212.20926995223493,12.28932006466122,532.5040504932404,197.64166666666668,0.4704113006591797,199.68145751953125,0.016666666666666666,0.007205948471980551,0.960685133934021,0.9319252371788025,12,-560.6431884765625,0.20721539571881295,280.019775390625,703.1404617190418,975.2399291992188
108.78205671269347,4720.443359375,26000,129.0,289.87158203125,45.09683244453088,0.2498767226934433,0.2192659229040146,129.0,0.10490363091230392,0.9519364237785339,1012.3483276367188,-0.006000055931508541,108.78205671269347,12.664285344579731,576.537166595459,198.43410852713177,0.47332313656806946,263.60894775390625,0.015503875968992248,0.007498538875796335,0.9551678895950317,0.9292211532592773,13,-618.2589721679688,0.20487910032272338,283.1803283691406,544.1700773311111,1010.1881103515625
-317.8709857455566,5062.67578125,28000,137.0,344.5339660644531,45.07702829692242,0.23468159139156342,0.22005243599414825,137.0,-0.06833501160144806,0.9485684037208557,1073.119140625,-0.09966961294412613,-317.8709857455566,13.60878821466571,621.1589596271515,204.07299270072994,0.4733842611312866,323.311279296875,0.014598540145985401,0.006394913388759758,0.9360596537590027,0.9333418607711792,14,-606.693359375,0.20803323090076448,253.19203186035156,-199.7462937445123,1071.8865966796875
-578.2752380709807,6929.91943359375,30000,145.0,401.25921630859375,45.06486187452862,0.2152772694826126,0.21902568638324738,145.0,-0.05933196842670441,0.9525610208511353,1044.814453125,-0.0356905497610569,-578.2752380709807,14.110909266028216,665.7071330547333,205.4758620689655,0.46960020065307617,375.8294372558594,0.013793103448275862,0.005675160932492605,0.9548713564872742,0.9368730783462524,15,-593.9652099609375,0.20333552181720735,249.79092407226562,-878.0058255787029,1041.7298583984375
-538.3556892448998,3348.129150390625,32000,154.0,384.0751037597656,45.02986413394097,0.2163131833076477,0.21932975947856903,154.0,0.013793239369988441,0.9681409597396851,1065.6925048828125,-0.031618814915418625,-538.3556892448998,13.935825863455152,710.6394970417023,207.53246753246754,0.46770647168159485,364.042236328125,0.012987012987012988,0.0062689083313006155,0.9562413096427917,0.936407208442688,16,-598.9712524414062,0.20533859848976135,287.3004455566406,-807.547374418533,1062.9097900390625
-582.3398794731468,3076.5859375,34000,163.0,355.77215576171875,45.02644780868434,0.20690597593784332,0.2213873267173767,163.0,0.05785267800092697,0.9600735306739807,1109.7176513671875,0.05898144468665123,-582.3398794731468,13.973869638785487,755.1117544174194,208.56441717791412,0.4639575481414795,335.4020690917969,0.012269938650306749,0.006654572515946094,0.946471631526947,0.9377812147140503,17,-591.90576171875,0.20457882121205329,308.023681640625,-1127.4931594420536,1103.9771728515625
-418.4767447757687,6504.7783203125,36000,173.0,374.29827880859375,44.97991750423587,0.21382105350494385,0.22116069495677948,173.0,0.046428173780441284,0.962335467338562,1091.1705322265625,0.03023134171962738,-418.4767447757687,13.890150094494182,800.3571815490723,207.28323699421966,0.47023773193359375,350.9840393066406,0.011560693641618497,0.0059055952237471445,0.9637875556945801,0.9371015429496765,18,-587.5623168945312,0.21235703200101852,346.66290283203125,-993.5471869780763,1092.166748046875
-316.55716810735,6320.787109375,38000,183.0,384.15374755859375,44.96459769519503,0.2123623490333557,0.21954531967639923,183.0,-0.06817358732223511,0.9572741985321045,1146.017333984375,-0.015793688595294952,-316.55716810735,13.61916198242573,845.109307050705,207.15300546448088,0.46934232115745544,355.5909729003906,0.01092896174863388,0.0062689083313006155,0.9646089673042297,0.9374245405197144,19,-661.3174438476562,0.21400160431861878,370.0880432128906,-740.0145665293561,1140.475341796875
-337.66270362151266,14262.822265625,40000,191.0,498.9061279296875,44.92391551521587,0.20822209119796753,0.21830487251281738,191.0,0.052510254085063934,0.9578531384468079,1093.2022705078125,0.010424461215734482,-337.66270362151266,13.592963667795123,890.3943376541138,208.59685863874344,0.4695979654788971,471.9541931152344,0.010471204188481676,0.006654572515946094,0.9669986367225647,0.9376983046531677,20,-642.6422119140625,0.20386428236961365,395.1912841796875,-561.9686485439513,1083.1981201171875
-271.1451565115985,7009.42919921875,42000,200.0,473.2379150390625,44.89044786621066,0.21115855872631073,0.21737778186798096,200.0,-0.04260949790477753,0.9583559632301331,1161.763427734375,-0.09040924906730652,-271.1451565115985,13.410140861599325,935.6110708713531,209.975,0.468921035528183,441.0854187011719,0.015,0.006924774844929294,0.965583086013794,0.9367531538009644,21,-707.1519775390625,0.18619341313838958,413.54913330078125,-525.500397886446,1159.722412109375
-89.61078665624383,7849.62548828125,44000,210.0,485.25341796875,44.84948338179304,0.21614888310432434,0.217324361205101,210.0,0.05925187095999718,0.9694262742996216,1139.6063232421875,0.0796349048614502,-89.61078665624383,13.050687631701482,981.0592381954193,209.3,0.4685598313808441,463.517333984375,0.014285714285714285,0.006024297687744463,0.9673449397087097,0.9362747073173523,22,-771.2667236328125,0.20051657289266586,456.1517333984375,-279.0959387708064,1134.90576171875
89.08288685248966,5627.927734375,46000,220.0,481.44818115234375,44.81805237198708,0.2229813188314438,0.21712486445903778,220.0,0.08590979874134064,0.95522540807724,1159.59033203125,0.08999131619930267,89.08288685248966,12.96191847000535,1026.3721327781677,208.3318181818182,0.4726310670375824,453.1985778808594,0.013636363636363636,0.005675160932492605,0.9784484505653381,0.9349636435508728,23,-724.52392578125,0.20375587344169616,488.3331604003906,-58.66877286720464,1154.06640625
221.01793272300438,5170.10107421875,48000,231.0,520.160400390625,44.772565573894724,0.23288661241531372,0.21703748404979706,231.0,0.04131471365690231,0.9660022854804993,1133.0035400390625,0.015935050323605537,221.01793272300438,12.67218282532621,1072.0850901603699,207.42424242424244,0.472114235162735,489.39862060546875,0.012987012987012988,0.006024297687744463,0.9757499694824219,0.93316650390625,24,-788.1937255859375,0.1926722478866577,526.708740234375,554.8123535810331,1121.8377685546875
239.7385813050089,6489.568359375,50000,242.0,596.6478271484375,44.71823617147881,0.23446157574653625,0.2168472409248352,242.0,0.012767985463142395,0.9710573554039001,1179.389892578125,-0.009194672107696533,239.7385813050089,12.538780599969662,1118.112078666687,206.39669421487602,0.4708419740200043,564.9006958007812,0.012396694214876033,0.005137649157968821,0.9728609919548035,0.932443380355835,25,-914.048828125,0.19988650739192962,556.6488037109375,1214.5708075486132,1174.6795654296875
290.12440404129063,9359.07421875,52000,250.0,616.4321899414062,44.69203075711772,0.22960764169692993,0.21679778397083282,250.0,0.0593382753431797,0.9638513326644897,1161.8629150390625,0.037765614688396454,290.12440404129063,12.42556202151124,1163.5183973312378,207.264,0.46965494751930237,586.20458984375,0.012,0.005453718107902164,0.9630102515220642,0.9337023496627808,26,-909.5165405273438,0.19041386872529983,587.3101806640625,1586.9865574500884,1157.91650390625
360.8660094992696,5384.5966796875,54000,260.0,651.820556640625,44.67697935444956,0.23270240426063538,0.21688099205493927,260.0,0.02124086581170559,0.9662678837776184,1160.68994140625,0.08787232637405396,360.8660094992696,12.339267040299893,1208.6761634349823,207.6076923076923,0.4713036119937897,621.1754760742188,0.011538461538461539,0.006024297687744463,0.9646376967430115,0.9330764412879944,27,-921.1143188476562,0.1938983032107353,610.3798828125,1841.1031774319304,1153.4703369140625
408.76855980668057,5360.2880859375,56000,269.0,666.1405639648438,44.623078991972456,0.23433108627796173,0.21666653454303741,269.0,-0.029770303517580032,0.9735695719718933,1166.3016357421875,-0.13193286955356598,408.76855980668057,12.25483839561482,1254.955983877182,208.14126394052045,0.4714237153530121,630.029541015625,0.011152416356877323,0.0057892316672357065,0.9718683362007141,0.9325448274612427,28,-1022.35009765625,0.20100403010845183,629.012451171875,1971.0653820253056,1165.5003662109375
516.7971342334001,16026.4423828125,58000,278.0,711.8795166015625,44.62570869206982,0.23283354938030243,0.2156500369310379,278.0,-0.17743460834026337,0.9435306191444397,1160.898681640625,-0.14043503999710083,516.7971342334001,12.113419571341002,1299.6992473602295,207.79496402877697,0.47301149368286133,673.5018310546875,0.01079136690647482,0.0057892316672357065,0.9589720964431763,0.9329042434692383,29,-1019.3191528320312,0.20728806138038636,653.236083984375,2082.8133291064255,1150.7279052734375
567.0240430339549,14648.396484375,60000,289.0,703.9666137695312,44.5946131398539,0.22719435393810272,0.2156941443681717,289.0,-0.01951887086033821,0.9663913249969482,1201.3780517578125,0.011672135442495346,567.0240430339549,11.9933115536176,1345.4539859294891,207.1764705882353,0.471137136220932,677.7667846679688,0.010380622837370242,0.005675160932492605,0.9567170739173889,0.933826744556427,30,-1106.7864990234375,0.2025686791539192,670.6611328125,2229.791552461241,1199.0736083984375
617.8561323630657,4068.514892578125,62000,301.0,708.4808959960938,44.5808024716729,0.22548943758010864,0.2175694704055786,301.0,-0.07946139574050903,0.9533277750015259,1222.8076171875,-0.05358915776014328,617.8561323630657,11.816569759434566,1390.7331533432007,205.7043189368771,0.468665212392807,688.2188110351562,0.009966777408637873,0.005563337841870998,0.962448000907898,0.9344087243080139,31,-1077.6014404296875,0.2098563852906227,694.1199951171875,2330.7642781465956,1222.5887451171875
708.1925262098774,4590.201171875,64000,311.0,709.6655883789062,44.542449751082565,0.22403667867183685,0.2170640230178833,311.0,-0.12102404236793518,0.9702358245849609,1231.769775390625,-0.11308826506137848,708.1925262098774,11.622296856820592,1436.8316147327423,205.508038585209,0.46797022223472595,681.2738037109375,0.00964630225080386,0.0059055952237471445,0.9641389846801758,0.9346987009048462,32,-1111.911376953125,0.20025213494896887,719.9501342773438,2337.166932677652,1228.17822265625
693.8690866518741,4512.07080078125,66000,319.0,699.5909423828125,44.53376928202157,0.22158685326576233,0.21675337851047516,319.0,-0.08608976006507874,0.9579369425773621,1246.13330078125,-0.0206095352768898,693.8690866518741,11.616304865725514,1482.0214202404022,205.858934169279,0.46692022681236267,673.7882080078125,0.009404388714733543,0.005563337841870998,0.9694787859916687,0.9349524974822998,33,-1138.5894775390625,0.20710379108786584,730.922607421875,2032.0606482451722,1239.7608642578125
746.29167143757,5590.84814453125,68000,329.0,684.8148193359375,44.52417050139207,0.22554148733615875,0.21648716926574707,329.0,-0.00025092391297221184,0.9706320762634277,1243.1099853515625,-0.025869589298963547,746.29167143757,11.5181719909713,1527.2603449821472,206.6048632218845,0.4678816497325897,659.0745849609375,0.00911854103343465,0.006024297687744463,0.9704408049583435,0.9342337250709534,34,-1156.042724609375,0.20908045172691345,754.9025268554688,2020.520643684518,1240.5589599609375
804.1092858098782,4198.63671875,70000,339.0,682.9114990234375,44.507362745275465,0.22618542611598969,0.2215740829706192,339.0,-0.11931449174880981,0.9633706212043762,1291.5504150390625,-0.1297598034143448,804.1092858098782,11.40745702246123,1572.7734847068787,205.90265486725664,0.46733060479164124,657.8514404296875,0.008849557522123894,0.006145386071268126,0.9667778015136719,0.9341283440589905,35,-1144.281982421875,0.19979745775461197,776.6806640625,2211.2272490124956,1289.82275390625
804.7767869791379,5351.62939453125,72000,350.0,693.638427734375,44.49563569930264,0.22309261560440063,0.2224816530942917,350.0,-0.15991368889808655,0.9672355055809021,1284.935546875,-0.09750868380069733,804.7767869791379,11.40191980926446,1618.1362254619598,205.11714285714285,0.46699342131614685,673.2991333007812,0.008571428571428572,0.006145386071268126,0.9661734700202942,0.9348034262657166,36,-1140.9208984375,0.19778403013944626,780.1599731445312,2091.407744323756,1277.9898681640625
816.2049192182445,4107.68994140625,74000,360.0,670.9454956054688,44.47063970796219,0.2207711935043335,0.22215761244297028,360.0,0.007089599035680294,0.9704897999763489,1247.6165771484375,0.006267238408327103,816.2049192182445,11.332710682361036,1664.0192379951477,205.35,0.4658174216747284,648.10595703125,0.008333333333333333,0.006145386071268126,0.9595728516578674,0.935003936290741,37,-1180.2554931640625,0.19403925493359567,800.352294921875,2000.086084487579,1241.0946044921875
884.6223896081625,4107.958984375,76000,370.0,668.0640258789062,44.440192275622906,0.22184190154075623,0.22220516204833984,370.0,-0.03380429372191429,0.9711067080497742,1249.0089111328125,-0.03833930939435959,884.6223896081625,11.217865191995445,1710.16361784935,205.35135135135135,0.4659505784511566,643.3082275390625,0.010810810810810811,0.0057892316672357065,0.9674118161201477,0.9349332451820374,38,-1141.4786376953125,0.20641259640455245,819.7907104492188,2110.1142017504253,1245.3455810546875
889.0124214460974,4976.865234375,78000,379.0,677.7513427734375,44.41213364620069,0.21958822011947632,0.2220195084810257,379.0,0.021580688655376434,0.9605128169059753,1213.1424560546875,0.06633751839399338,889.0124214460974,11.243825689556171,1756.2768008708954,205.467018469657,0.4658099412918091,650.09130859375,0.010554089709762533,0.0057892316672357065,0.9600261449813843,0.9354565143585205,39,-1203.8687744140625,0.19808972433209418,827.063232421875,1887.0576471475756,1205.2452392578125
924.970249331992,6252.4267578125,80000,391.0,773.0802001953125,44.378420809783265,0.2193211168050766,0.22220098972320557,391.0,0.014761487022042274,0.9682076573371887,1179.8997802734375,0.024224217981100082,924.970249331992,11.207289923326305,1802.6779353618622,204.40153452685422,0.46491312980651855,722.8751220703125,0.010230179028132993,0.005453718107902164,0.9610356688499451,0.9356133937835693,40,-1183.8973388671875,0.20029287308454513,843.7180786132812,1967.4941061763252,1168.44921875
987.345012609658,12959.0771484375,82000,402.0,876.1295166015625,44.35394802933569,0.2203703075647354,0.22190050780773163,402.0,0.08688660711050034,0.9655046463012695,1051.843994140625,0.11836092174053192,987.345012609658,11.058247948107157,1848.7643973827362,203.72388059701493,0.4642482101917267,828.131103515625,0.009950248756218905,0.006145386071268126,0.9674127101898193,0.9350428581237793,41,-1214.485595703125,0.2045695625245571,867.7879028320312,2096.0822736790724,1038.6754150390625
993.8785891490353,3137.119140625,84000,412.0,876.4991455078125,44.31530748343606,0.2214113473892212,0.22144873440265656,412.0,0.07578375935554504,0.9650672078132629,1024.244384765625,0.17807650566101074,993.8785891490353,11.02127000954182,1895.507551908493,203.35679611650485,0.46524086594581604,838.6966552734375,0.009708737864077669,0.007063962819312372,0.9513582587242126,0.9347787499427795,42,-1250.1744384765625,0.19496314644813537,881.8267822265625,1870.2070163952337,1010.8839111328125
1011.8224679825512,4323.38232421875,86000,422.0,936.0050048828125,44.28339597947107,0.22157680988311768,0.22160093486309052,422.0,0.13609154522418976,0.9710701107978821,995.5595703125,0.16609762609004974,1011.8224679825512,10.970448816518383,1942.037147283554,203.59004739336493,0.46478578448295593,897.6295166015625,0.009478672985781991,0.006394913388759758,0.9585282206535339,0.9344995617866516,43,-1251.42333984375,0.1976925976574421,898.7646484375,1985.7498938309768,992.1080322265625
1057.8645164398188,3674.04248046875,88000,433.0,901.5011596679688,44.25187041683201,0.22186324000358582,0.22273482382297516,433.0,0.09064222872257233,0.9652448892593384,1049.005859375,0.08876960724592209,1057.8645164398188,10.872291270949612,1988.6165075302124,202.90762124711316,0.46434319019317627,871.72802734375,0.009237875288683603,0.0062689083313006155,0.9685370326042175,0.9343255162239075,44,-1301.4365234375,0.21400237187743187,916.7026977539062,1996.7021903062612,1052.634765625
1065.0494306873704,4647.26953125,90000,445.0,841.989013671875,44.218350901817345,0.22164800763130188,0.2230806201696396,445.0,0.07568955421447754,0.9793500900268555,1111.4827880859375,0.0708845928311348,1065.0494306873704,10.845626813523996,2035.3540592193604,202.17752808988763,0.46406373381614685,813.25048828125,0.008988764044943821,0.0057892316672357065,0.9872146844863892,0.9345943331718445,45,-1260.39697265625,0.19231895178556443,928.52685546875,1952.0173989743475,1110.4190673828125
1064.1465411578172,3638.563720703125,92000,454.0,808.518798828125,44.17891089585834,0.21938908100128174,0.22326667606830597,454.0,0.023594610393047333,0.9798926711082458,1138.8155517578125,0.08997110277414322,1064.1465411578172,10.840514228630562,2082.4415571689606,202.41189427312776,0.4639936685562134,782.2603759765625,0.011013215859030838,0.005563337841870998,0.9796479940414429,0.9351617693901062,46,-1271.51513671875,0.20178045883774756,937.8972778320312,1975.4159328076876,1138.71484375
1083.4057247978935,7333.31982421875,94000,464.0,780.9073486328125,44.144139205343855,0.2192920297384262,0.22351396083831787,464.0,0.023480717092752457,0.9800143837928772,1140.6683349609375,0.027862824499607086,1083.4057247978935,10.810866351376804,2129.387993335724,202.54525862068965,0.4638173580169678,747.6036376953125,0.010775862068965518,0.005563337841870998,0.9822244644165039,0.9354476928710938,47,-1258.626220703125,0.19786136955022812,946.3867797851562,1940.3291126082017,1137.9747314453125
1093.84139653163,3629.040283203125,96000,473.0,751.59912109375,44.10629363363937,0.21911287307739258,0.2270200252532959,473.0,-0.05993048846721649,0.9803066849708557,1148.95166015625,-0.008310998789966106,1093.84139653163,10.749680265481205,2176.560125350952,202.615221987315,0.4629379212856293,725.5585327148438,0.010570824524312896,0.005675160932492605,0.9890629053115845,0.9357035160064697,48,-1219.65283203125,0.20259567394852637,956.0361938476562,1823.2513818859672,1147.0799560546875
1119.369087626146,64098.64453125,98000,484.0,759.9844970703125,44.071048949324826,0.21893702447414398,0.22742587327957153,484.0,0.02470473386347294,0.974448025226593,1137.6461181640625,0.0934983342885971,1119.369087626146,10.642072076184114,2223.6820392608643,202.1611570247934,0.4608665406703949,726.9837646484375,0.010330578512396695,0.006394913388759758,0.9754845499992371,0.9356614351272583,49,-1246.632080078125,0.19019186854362488,966.5203247070312,1999.2719566942767,1138.1080322265625
1169.2226619262328,13105.3359375,100000,495.0,738.7510986328125,44.03029998571022,0.22032159566879272,0.22685615718364716,495.0,0.07757636904716492,0.974698543548584,1207.4483642578125,0.10460276156663895,1169.2226619262328,10.534404194249959,2271.163267850876,201.989898989899,0.46059873700141907,712.6696166992188,0.012121212121212121,0.0062689083313006155,0.9777051210403442,0.9354113340377808,50,-1272.8612060546875,0.20982514217495918,982.4782104492188,2013.8112953328935,1206.21923828125
1221.3247959276625,6696.65234375,102000,505.0,722.4725341796875,43.98711551372291,0.220768004655838,0.2263427972793579,505.0,0.06867880374193192,0.9738882780075073,1206.1246337890625,0.10393734276294708,1221.3247959276625,10.430531222046088,2318.860848426819,201.74257425742573,0.46094122529029846,698.4778442382812,0.011881188118811881,0.005563337841870998,0.9742981791496277,0.9354783892631531,51,-1278.7655029296875,0.188674468845129,998.4801025390625,2113.697131739193,1203.628662109375
1261.4032430640686,3361.870849609375,104000,516.0,680.1998901367188,43.939934566273415,0.2210836410522461,0.2264399379491806,516.0,0.05118636041879654,0.9535051584243774,1182.7210693359375,0.08416452258825302,1261.4032430640686,10.33233628254165,2366.867429971695,201.44573643410854,0.459395170211792,655.8526611328125,0.011627906976744186,0.005240915906043995,0.975057065486908,0.9355481266975403,52,-1229.96240234375,0.21119102761149405,1010.8583984375,2308.2438699392546,1180.7200927734375
1284.0790641669018,3675.497802734375,106000,527.0,639.1563720703125,43.900754061732506,0.22256219387054443,0.22585046291351318,527.0,0.05356685072183609,0.9678897857666016,1158.922607421875,0.025088297203183174,1284.0790641669018,10.254155409354967,2414.5371136665344,201.11195445920305,0.4589023292064667,613.1483154296875,0.011385199240986717,0.005453718107902164,0.966770350933075,0.935187816619873,53,-1291.89501953125,0.1971077798306942,1022.388427734375,2371.4553737674905,1155.751220703125
1308.7385527810513,6383.5654296875,108000,537.0,638.9861450195312,43.86748867338015,0.22348889708518982,0.22636264562606812,537.0,0.019130107015371323,0.9767706990242004,1175.1722412109375,0.012680022977292538,1308.7385527810513,10.25807273327461,2461.959944963455,201.11545623836128,0.4601767957210541,613.1541748046875,0.0111731843575419,0.0057892316672357065,0.9739258885383606,0.9351097345352173,54,-1244.3922119140625,0.19308437302708625,1033.2100830078125,2341.0933816899483,1172.5718994140625
1340.8243536542384,4282.92333984375,110000,548.0,592.8721313476562,43.82449853866106,0.22442162036895752,0.225693941116333,548.0,0.1740749180316925,0.9529964923858643,1166.9202880859375,0.19723713397979736,1340.8243536542384,10.228786340998203,2510.0116069316864,200.6934306569343,0.46026095747947693,564.8482055664062,0.012773722627737226,0.005453718107902164,0.952806830406189,0.935085654258728,55,-1268.393310546875,0.20656542107462883,1044.0438232421875,2629.5445147200035,1166.109619140625
1361.6253777803956,4976.845703125,112000,557.0,577.6390991210938,43.77354352129282,0.2248001992702484,0.22543318569660187,557.0,0.017578057944774628,0.9748003482818604,1181.870849609375,-0.015123768709599972,1361.6253777803956,10.178176235097823,2558.623108625412,200.96229802513466,0.45961931347846985,555.7330322265625,0.012567324955116697,0.005453718107902164,0.9793380498886108,0.935165524482727,56,-1234.0802001953125,0.1944732229411602,1051.8555908203125,2745.193343926473,1184.74072265625
1389.1623131529725,4914.21630859375,114000,567.0,598.6248779296875,43.73685819608265,0.2241511046886444,0.22567762434482574,567.0,0.018340542912483215,0.9697079062461853,1182.1063232421875,0.05644446983933449,1389.1623131529725,10.102555423219465,2606.4972360134125,200.9805996472663,0.45827245712280273,575.3561401367188,0.014109347442680775,0.005675160932492605,0.9768017530441284,0.9355444312095642,57,-1260.4691162109375,0.20547649532556533,1059.5345458984375,2843.4378661320893,1183.9522705078125
1422.741623275028,2451.17724609375,116000,577.0,551.7059936523438,43.69716249943574,0.2252974957227707,0.2256404012441635,577.0,0.06982146203517914,0.967758059501648,1183.964111328125,0.07117442786693573,1422.741623275028,10.011075385414138,2654.634611606598,200.9844020797227,0.45724931359291077,525.698486328125,0.01559792027729636,0.006024297687744463,0.9713863730430603,0.9353895783424377,58,-1207.6583251953125,0.1952257865667343,1069.872802734375,2900.4710936105007,1183.883056640625
1413.4673840271541,10673.9521484375,118000,584.0,520.1229248046875,43.652350261322034,0.22370627522468567,0.225331112742424,584.0,0.06711497157812119,0.9708887934684753,1175.0030517578125,-0.05494629219174385,1413.4673840271541,10.007686938172093,2703.1763305664062,201.56164383561645,0.4570073187351227,492.24676513671875,0.015410958904109588,0.005240915906043995,0.967832088470459,0.9358251094818115,59,-1245.07373046875,0.20856307551264763,1073.351318359375,2836.903138608036,1172.3563232421875
