AI_success_rate,reference_Q_mean,rollout/return_history,reference_actor_Q_mean,total/epochs,total/duration,rollout/return,rollout/episode_steps,train/param_noise_distance,total/episodes,AI_distance,rollout/actions_mean,reference_Q_std,total/steps_per_second,rollout/actions_std,reference_perturbed_action_mean,obs_rms_std,reference_action_mean,rollout/episodes,total/steps,param_noise_stddev,AI_return,obs_rms_mean,train/loss_actor,reference_perturbed_action_std,rollout/Q_mean,train/loss_critic,reference_actor_Q_std,reference_action_std
,93.28728485107422,674.3409231908663,96.59828186035156,11,207.7739405632019,567.7370389624961,183.74789915966386,0.20028446048498152,119.0,11.67184033118784,0.18260139226913452,117.31644439697266,105.88430839962777,0.8660048842430115,0.42809298634529114,0.21072189509868622,0.4185813069343567,119.0,22000,0.012580215599082718,567.7370389624961,0.4747363030910492,-99.45162963867188,0.7237672209739685,50.51791000366211,52.010623931884766,116.74850463867188,0.7449911236763
,104.54585266113281,573.7352642905872,107.57567596435547,12,225.16873025894165,650.621201552571,186.37007874015748,0.20074386328458785,127.0,11.804545326419994,0.20360615849494934,117.38502502441406,106.58673596640286,0.8632250428199768,0.4309520125389099,0.21224653720855713,0.3839537501335144,127.0,24000,0.010517278057089798,650.621201552571,0.4769257605075836,-110.10493469238281,0.7178127765655518,56.339385986328125,52.880611419677734,116.79120635986328,0.7496211528778076
0.007194244604316547,95.84166717529297,662.7952498040329,99.19647216796875,13,244.30939888954163,678.0298280862808,185.9064748201439,0.20183492332696915,139.0,11.566081220918734,0.22412936389446259,112.73403930664062,106.42243040250469,0.8516925573348999,0.3805272579193115,0.21259774267673492,0.26393747329711914,139.0,26000,0.010106897490323717,678.0298280862808,0.4725974500179291,-111.20218658447266,0.7650891542434692,65.63542938232422,64.74938201904297,112.59541320800781,0.7894810438156128
0.006711409395973154,106.14105987548828,645.0195259510398,108.67497253417969,14,264.2206265926361,640.14572154876,186.95302013422818,0.20738300204277038,149.0,11.569890772404182,0.23110781610012054,118.69196319580078,105.9720445034338,0.8477729558944702,0.38453561067581177,0.21459980309009552,0.41908711194992065,149.0,28000,0.009521154623962158,640.14572154876,0.46837863326072693,-122.85944366455078,0.7814587354660034,69.27941131591797,78.1752700805664,119.17517852783203,0.7612919211387634
0.006329113924050633,111.2247314453125,531.2827964205417,113.78665161132812,15,285.9323332309723,578.6853090865274,189.14556962025316,0.21084445476531982,158.0,11.682898812705881,0.24210719764232635,129.03314208984375,104.9199286453778,0.8447261452674866,0.09870874136686325,0.21397890150547028,0.19677822291851044,158.0,30000,0.010310046129879225,578.6853090865274,0.46860265731811523,-118.61721801757812,0.8677619099617004,70.52096557617188,84.29043579101562,129.11624145507812,0.8403894305229187
0.005988023952095809,108.84261322021484,688.9068833156437,111.5998764038086,16,309.3640787601471,558.0995415119685,190.89221556886227,0.2001204988360405,167.0,11.746039590677633,0.2491675764322281,129.04486083984375,103.43799489665348,0.8416926860809326,0.15968887507915497,0.21347542107105255,0.15548467636108398,167.0,32000,0.009907751681525063,558.0995415119685,0.4676973521709442,-117.97328186035156,0.8838469982147217,72.60073852539062,109.35386657714844,128.8632049560547,0.8167031407356262
0.005681818181818182,107.34744262695312,665.4047535221298,110.99519348144531,17,329.26675367355347,573.6713544361548,191.3181818181818,0.2043640846014023,176.0,11.599625544199997,0.24881958961486816,129.58636474609375,103.2597418982324,0.8409067988395691,0.01775583066046238,0.2123897522687912,0.0014001885429024696,176.0,34000,0.010106897490323717,573.6713544361548,0.4655130207538605,-112.52200317382812,0.8793279528617859,75.0306167602539,43.71894073486328,130.3601531982422,0.8797146677970886
0.005405405405405406,107.30707550048828,620.6612643721404,109.95392608642578,18,351.6902961730957,494.7177583977519,193.7891891891892,0.20772746860980987,185.0,11.703837766334583,0.24355696141719818,136.8546905517578,102.36279019277075,0.8406147956848145,0.12674608826637268,0.21171121299266815,0.032013602554798126,185.0,36000,0.009333550263662541,494.7177583977519,0.4653257429599762,-109.6933364868164,0.8595309257507324,78.41504669189453,47.465572357177734,137.5177459716797,0.8527901768684387
0.0051813471502590676,107.32787322998047,558.6655902295355,109.65814971923828,19,373.19419145584106,502.40017652716807,193.84974093264248,0.20348636627197267,193.0,11.726758038315172,0.2390095293521881,140.12828063964844,101.82366411374446,0.8402687311172485,0.0776580423116684,0.2128920704126358,0.18453526496887207,193.0,38000,0.009907751681525063,502.40017652716807,0.4666893184185028,-104.21954345703125,0.8383315205574036,79.33297729492188,58.36790084838867,140.3060760498047,0.8683964610099792
0.0049261083743842365,96.86444854736328,539.5135788395318,100.23628234863281,20,392.20838832855225,476.52433732390546,196.11822660098522,0.2018957617878914,203.0,11.81178181164677,0.23398393392562866,137.29685974121094,101.98659995637848,0.8403878211975098,-0.0008573057129979134,0.21148468554019928,0.03975094109773636,203.0,40000,0.010517278057089798,476.52433732390546,0.46737924218177795,-99.71978759765625,0.8521237969398499,80.30866241455078,73.82232666015625,138.37091064453125,0.8916534781455994
0.004807692307692308,102.51025390625,249.87685680599265,104.95974731445312,21,413.73241806030273,344.24409630586956,201.62980769230768,0.20229597568511962,208.0,12.063514719097576,0.2189260572195053,137.86163330078125,101.51488780334921,0.8458172678947449,-0.10435738414525986,0.2127547711133957,0.18766263127326965,208.0,42000,0.008619377074687717,344.24409630586956,0.463222861289978,-94.57025146484375,0.847868800163269,76.89749145507812,68.00068664550781,138.68882751464844,0.8710683584213257
0.004608294930875576,97.48910522460938,-232.39251889339997,101.1638412475586,22,434.18810510635376,169.65992382214353,202.52073732718895,0.1948857843875885,217.0,12.48344655811627,0.21652014553546906,142.0882110595703,101.33856612498,0.8467925190925598,0.24452847242355347,0.21492569148540497,0.19285602867603302,217.0,44000,0.00896935834762211,169.65992382214353,0.46752533316612244,-90.2749252319336,0.8955298066139221,77.85108947753906,61.852195739746094,142.13143920898438,0.8748728036880493
0.004464285714285714,97.35202026367188,-699.283104803437,101.63053894042969,23,454.0763785839081,56.16739052823141,204.13392857142858,0.19751264438033103,224.0,12.64544396339843,0.2125614434480667,139.1582794189453,101.30454295697244,0.8469765782356262,0.3432545065879822,0.21390806138515472,0.39719271659851074,224.0,46000,0.007649259507199841,56.16739052823141,0.4657665491104126,-90.3220443725586,0.8072575926780701,77.2000961303711,60.443782806396484,140.13458251953125,0.7788286209106445
0.004310344827586207,94.0706558227539,-1012.8849957012734,96.69259643554688,24,477.6195442676544,-72.61951400968145,206.5,0.2030142280459404,232.0,12.95754063805615,0.20929516851902008,141.58790588378906,100.49839998402821,0.8491917252540588,0.05240892618894577,0.2131839543581009,0.17157898843288422,232.0,48000,0.008283051950460692,-72.61951400968145,0.46829894185066223,-84.0744400024414,0.8800880908966064,75.88331604003906,76.43275451660156,142.60562133789062,0.8545268177986145
0.008333333333333333,92.93663024902344,-1102.6341378346233,95.66199493408203,25,499.0716857910156,-51.920882000307394,207.65416666666667,0.2013629099726677,240.0,12.823253230145838,0.20504994690418243,139.4219970703125,100.1860081898882,0.8489624261856079,0.070485420525074,0.21298885345458984,0.03382517024874687,240.0,50000,0.008449541294664952,-51.920882000307394,0.4657150208950043,-83.88261413574219,0.906694769859314,76.05465698242188,58.615074157714844,140.0327606201172,0.8829938173294067
0.008064516129032258,86.62133026123047,-1284.2535356083906,89.18476867675781,26,519.4405393600464,-132.4690272420933,209.46774193548387,0.20020931839942932,248.0,12.961507627641684,0.19645412266254425,136.08665466308594,100.10770446231302,0.851396918296814,0.06739208847284317,0.21268631517887115,0.03523118793964386,248.0,52000,0.008619377074687717,-132.4690272420933,0.46472397446632385,-76.8990478515625,0.8817432522773743,74.0362319946289,52.9413948059082,136.5576629638672,0.8667498826980591
0.0078125,85.4083480834961,-1420.5975675879358,87.8020248413086,27,537.7915391921997,-181.19577152233256,210.8203125,0.20966829657554625,256.0,13.019457365180866,0.1897202730178833,136.42422485351562,100.41065369141313,0.8522897958755493,0.24280183017253876,0.21231256425380707,0.19017952680587769,256.0,54000,0.00896935834762211,-181.19577152233256,0.4633137285709381,-75.16357421875,0.8034225702285767,74.35075378417969,52.170875549316406,137.29293823242188,0.8263144493103027
0.007518796992481203,82.16129302978516,-1349.972837116474,85.20364379882812,28,558.870353937149,-162.1283746548879,210.0639097744361,0.2069033180177212,266.0,12.954153805568046,0.18618489801883698,134.18408203125,100.20213025344658,0.8536123633384705,0.04908861592411995,0.2122124433517456,0.06719942390918732,266.0,56000,0.009521154623962158,-162.1283746548879,0.46238288283348083,-74.55072021484375,0.8673920035362244,75.5013656616211,99.7636947631836,134.84182739257812,0.8881872892379761
0.007246376811594203,81.33483123779297,-1283.0766490870255,85.71142578125,29,575.2171158790588,-99.06342944905545,209.07608695652175,0.20695616006851197,276.0,12.80259028483897,0.1855563074350357,130.67066955566406,100.83149196866853,0.8550689816474915,0.1855328381061554,0.2109128087759018,0.41452717781066895,276.0,58000,0.010106897490323717,-99.06342944905545,0.46308231353759766,-72.90308380126953,0.8393173217773438,76.12295532226562,91.52337646484375,131.63800048828125,0.806735098361969
0.007067137809187279,84.73367309570312,-1458.7657114063854,87.24510955810547,30,597.1813955307007,-209.20462503155326,211.5441696113074,0.2004506203532219,283.0,13.00449188475186,0.1840175837278366,130.06716918945312,100.47198464158356,0.8556923270225525,0.18271996080875397,0.212506964802742,0.08354290574789047,283.0,60000,0.009333550263662541,-209.20462503155326,0.46162891387939453,-76.72465515136719,0.8842368721961975,74.142822265625,63.309757232666016,130.17459106445312,0.8870590925216675
0.006825938566552901,86.82858276367188,-1661.4589711832575,89.29788208007812,31,619.2808754444122,-236.118303920076,211.03754266211604,0.19836022317409516,293.0,13.131128636018422,0.17590099573135376,131.95034790039062,100.11612251953876,0.8575599789619446,0.012109493836760521,0.21309073269367218,0.26168859004974365,293.0,62000,0.008619377074687717,-236.118303920076,0.46283790469169617,-78.2283935546875,0.9021008610725403,74.79671478271484,51.5088005065918,132.3852996826172,0.8792710900306702
0.006666666666666667,83.48776245117188,-1833.109420450657,86.11128234863281,32,637.6559410095215,-288.2493288185109,212.70333333333335,0.19879972964525222,300.0,13.207387442604597,0.17027540504932404,129.3143768310547,100.3676056066799,0.8593092560768127,0.24875697493553162,0.21356649696826935,0.22928957641124725,300.0,64000,0.009333550263662541,-288.2493288185109,0.4613761603832245,-72.3295669555664,0.8846385478973389,74.69640350341797,61.236175537109375,130.15048217773438,0.8885564804077148
0.006514657980456026,86.32115173339844,-1551.3864128094292,89.32194519042969,33,658.0098588466644,-247.21456810206243,213.73941368078175,0.20539958745241166,307.0,13.109043990908729,0.16609370708465576,130.12022399902344,100.3024485312156,0.8606927990913391,0.3780052065849304,0.2138499766588211,0.2647678852081299,307.0,66000,0.008449541294664952,-247.21456810206243,0.4589902460575104,-72.52435302734375,0.8221886157989502,74.22245025634766,95.61331939697266,130.87266540527344,0.8351670503616333
0.006269592476489028,88.22950744628906,-1111.853761836653,90.95579528808594,34,679.435950756073,-276.3317961269166,212.9090909090909,0.20622602760791778,319.0,13.16013264692193,0.16575226187705994,130.81455993652344,100.08301727974496,0.8606326580047607,0.2960376441478729,0.21481378376483917,0.1796555519104004,319.0,68000,0.00896935834762211,-276.3317961269166,0.458693265914917,-73.25516510009766,0.8719508647918701,75.42898559570312,111.0730972290039,131.32745361328125,0.8851768374443054
0.006097560975609756,82.40664672851562,-1270.4780342229312,86.81593322753906,35,699.5857117176056,-372.4679188484812,213.1768292682927,0.20240451484918595,328.0,13.381395798184696,0.16679389774799347,133.46832275390625,100.05921908859133,0.8613793253898621,0.31733712553977966,0.21521490812301636,0.29176798462867737,328.0,70000,0.009712529831903797,-372.4679188484812,0.4601593315601349,-72.99533081054688,0.9010018706321716,74.61811065673828,128.6619110107422,134.63832092285156,0.8536408543586731
0.005917159763313609,83.15264129638672,-965.87777274006,86.39772033691406,36,720.7641453742981,-343.4394968873812,212.86094674556213,0.1958575090765953,338.0,13.350162769676999,0.16848056018352509,134.1211395263672,99.89398121712877,0.8621358871459961,0.44291529059410095,0.21553440392017365,0.4714588522911072,338.0,72000,0.009333550263662541,-343.4394968873812,0.46066102385520935,-73.55644989013672,0.764474093914032,74.98250579833984,78.59685516357422,134.6905059814453,0.7857891321182251
0.005747126436781609,80.89328002929688,-615.6925778410972,83.07238006591797,37,741.6616730690002,-271.32636936824395,211.81034482758622,0.2031349042057991,348.0,13.219423688853436,0.1758299171924591,133.34063720703125,99.77595268444651,0.8609217405319214,0.3189990520477295,0.21567761898040771,0.20395244657993317,348.0,74000,0.009149642450409314,-271.32636936824395,0.4601272642612457,-73.86260986328125,0.8538082242012024,76.51199340820312,86.00958251953125,134.53074645996094,0.8686189651489258
0.00558659217877095,84.64044189453125,-552.2573924753452,90.33943939208984,38,762.383645772934,-275.38538583713625,211.9217877094972,0.2017916026711464,358.0,13.215896646758457,0.18189482390880585,128.82594299316406,99.68734300818883,0.8598748445510864,0.13396543264389038,0.2160194367170334,0.10710731148719788,358.0,76000,0.009333550263662541,-275.38538583713625,0.46004244685173035,-75.45698547363281,0.880923330783844,77.19917297363281,179.10247802734375,131.51377868652344,0.8911677002906799
0.005434782608695652,79.43975830078125,-368.7713493072458,82.91043853759766,39,785.8454449176788,-206.3379348494114,211.02445652173913,0.21222314536571502,368.0,13.149805433823614,0.18554891645908356,134.13677978515625,99.25615845259608,0.8598948121070862,0.32937946915626526,0.21605950593948364,0.3126181960105896,368.0,78000,0.008449541294664952,-206.3379348494114,0.46107733249664307,-72.56686401367188,0.8662334680557251,77.46026611328125,124.65880584716797,134.7861328125,0.8786807060241699
0.005277044854881266,18.42034912109375,-326.7426321067731,21.058609008789062,40,804.0063016414642,-203.05359657400248,210.7994722955145,0.19411957249045372,379.0,13.133593329057854,0.1899479180574417,100.62334442138672,99.50170768148396,0.8603304624557495,0.4821382164955139,0.32993263006210327,0.2687518000602722,379.0,80000,0.011388705069074755,-203.05359657400248,0.46216118335723877,-30.42706298828125,0.8216891288757324,77.88487243652344,158.93911743164062,101.2775650024414,0.9171640872955322
0.005128205128205128,24.816246032714844,-124.54056004215363,27.140209197998047,41,825.1944496631622,-197.79457437166732,210.12051282051283,0.21178824692964554,390.0,13.171129206037325,0.1878102421760559,97.790283203125,99.37051810451675,0.8624199628829956,0.1349717378616333,0.3275052011013031,0.11451379954814911,390.0,82000,0.009907751681525063,-197.79457437166732,0.46347761154174805,-35.531158447265625,0.9481828212738037,76.77767944335938,67.44213104248047,98.0624771118164,0.9541057348251343
0.005012531328320802,31.65285873413086,74.29422587809309,35.1363525390625,42,843.6424148082733,-205.22801423737783,210.062656641604,0.2027849903702736,399.0,13.226556807845572,0.18698365986347198,96.77801513671875,99.56825134152352,0.8634468913078308,0.16242912411689758,0.3257339894771576,0.12683098018169403,399.0,84000,0.009712529831903797,-205.22801423737783,0.4636284410953522,-41.37186050415039,0.9523254036903381,75.53072357177734,105.26036834716797,97.32771301269531,0.9552751183509827
0.004866180048661801,36.94810104370117,206.43053233393366,39.76555252075195,43,864.1967413425446,-166.8448595844019,209.1411192214112,0.21078496754169465,411.0,13.120552930345088,0.19132238626480103,98.55152893066406,99.51437662955951,0.864199697971344,0.1274314969778061,0.3234732449054718,0.14782077074050903,411.0,86000,0.008792626553888941,-166.8448595844019,0.4633987843990326,-41.37825012207031,0.9390948414802551,75.89542388916016,48.659881591796875,98.82467651367188,0.9479590654373169
0.0047169811320754715,39.10137176513672,464.363119973548,41.750030517578125,44,885.4469652175903,-160.3422501508162,207.35141509433961,0.20039053693413733,424.0,13.140438249237732,0.19176535308361053,98.01844787597656,99.38483439081506,0.8653309345245361,0.07483083009719849,0.3215428590774536,0.28203892707824707,424.0,88000,0.008619377074687717,-160.3422501508162,0.46392273902893066,-42.87568283081055,0.9320946335792542,76.8676528930664,60.663475036621094,98.48309326171875,0.8830526471138
0.004597701149425287,42.221160888671875,544.3035780431157,44.5091667175293,45,910.2764761447906,-131.90373004354564,206.69655172413792,0.1978950861096382,435.0,13.178590746433464,0.18910488486289978,98.3471908569336,98.87105990167804,0.8670729994773865,0.3389410674571991,0.3201952874660492,0.34217384457588196,435.0,90000,0.009333550263662541,-131.90373004354564,0.4654472768306732,-52.137203216552734,0.8960116505622864,76.69280242919922,61.0753059387207,98.55136108398438,0.8965925574302673
0.004514672686230248,50.07716369628906,567.0379423815293,52.41388702392578,46,930.1292097568512,-128.14869727671868,207.27990970654628,0.21262421995401382,443.0,13.191782668688866,0.19146324694156647,98.82765197753906,98.91098896254434,0.8665940761566162,0.09053977578878403,0.3188447058200836,0.13315890729427338,443.0,92000,0.00896935834762211,-128.14869727671868,0.46468210220336914,-50.02607345581055,0.9356420040130615,76.89556121826172,57.43622970581055,99.20271301269531,0.9224010705947876
0.004405286343612335,55.236019134521484,453.74815960786117,58.024864196777344,47,951.5961000919342,-128.61769740458283,206.81718061674007,0.2036703509092331,454.0,13.20534576290174,0.1876092553138733,101.73978424072266,98.7814052526262,0.8672336339950562,0.1652466356754303,0.317757248878479,0.2126612514257431,454.0,94000,0.009712529831903797,-128.61769740458283,0.4644737243652344,-55.44892501831055,0.9419959783554077,76.91409301757812,55.16957473754883,102.58645629882812,0.9222434759140015
0.004319654427645789,56.689422607421875,541.6090349281492,59.09884262084961,48,971.8934392929077,-78.28384515860512,207.05831533477323,0.20267898678779603,463.0,13.052599483235316,0.19169843196868896,106.20482635498047,98.77626097552827,0.8661181330680847,0.01327553391456604,0.3159959018230438,0.17109334468841553,463.0,96000,0.010106897490323717,-78.28384515860512,0.46318474411964417,-58.87850570678711,0.9322741627693176,77.68535614013672,66.17694091796875,106.36901092529297,0.9359608888626099
0.004228329809725159,60.38207244873047,471.7566428729248,64.00341796875,49,993.3504476547241,-74.00162895458116,206.95137420718817,0.19185564070940017,473.0,13.033392529529198,0.19089701771736145,104.8065185546875,98.65601835824968,0.8669695854187012,0.13824278116226196,0.3146117925643921,0.19858625531196594,473.0,98000,0.009907751681525063,-74.00162895458116,0.4622202217578888,-66.5656967163086,0.9357908964157104,77.42523956298828,101.98968505859375,105.70320892333984,0.9333340525627136
0.004123711340206186,62.691184997558594,509.184651608035,65.35348510742188,50,1013.3228433132172,-28.19515143466325,205.88659793814432,0.21001141175627708,485.0,12.935752517795,0.1920653134584427,104.52622985839844,98.68523211520072,0.8665527701377869,0.39010748267173767,0.3133580684661865,0.36499497294425964,485.0,100000,0.009712529831903797,-28.19515143466325,0.46140584349632263,-64.05563354492188,0.854651153087616,78.22022247314453,63.74361801147461,104.88410186767578,0.8740673065185547
0.004024144869215292,62.95145797729492,756.0132772303265,65.8277359008789,51,1037.412769317627,-1.3969583593532064,205.1891348088531,0.21377818048000335,497.0,12.84474022752965,0.19386935234069824,102.47665405273438,98.32151966578544,0.8662886619567871,0.2818010747432709,0.31215527653694153,0.3733905851840973,497.0,102000,0.009333550263662541,-1.3969583593532064,0.46022871136665344,-66.83094787597656,0.8771629333496094,78.8220443725586,65.91183471679688,102.97088623046875,0.859100878238678
0.003952569169960474,64.38928985595703,934.75746969787,66.95059967041016,52,1058.8523976802826,40.84147704761764,205.36561264822134,0.21663962721824645,506.0,12.742889825261418,0.19811111688613892,102.67649841308594,98.21954431783088,0.8653998970985413,0.4680328369140625,0.3111828863620758,0.4579698443412781,506.0,104000,0.010310046129879225,40.84147704761764,0.45924100279808044,-66.30628967285156,0.8143881559371948,79.59793090820312,55.201194763183594,103.0214614868164,0.7993661165237427
0.005859375,63.26959991455078,950.8591034902271,67.27854919433594,53,1074.9075644016266,52.96594001947486,206.56640625,0.19797023952007295,512.0,12.714330741902058,0.19921760261058807,101.76879119873047,98.6131305709133,0.8652320504188538,0.3327152132987976,0.30984872579574585,0.28739339113235474,512.0,106000,0.009333550263662541,52.96594001947486,0.4596107006072998,-65.59862518310547,0.8868290781974792,79.57601165771484,64.57483673095703,102.31685638427734,0.8946352005004883
0.0076481835564053535,60.281219482421875,1109.5778860375324,62.65876770019531,54,1093.2919399738312,85.67605421142675,206.4321223709369,0.19675701946020127,523.0,12.664146821570448,0.2001037895679474,99.27374267578125,98.7842277540115,0.8651486039161682,0.374735563993454,0.30897256731987,0.3281744718551636,523.0,108000,0.011164302587074557,85.67605421142675,0.45993146300315857,-65.09993743896484,0.8518274426460266,80.04828643798828,55.66108322143555,99.44400024414062,0.8720157146453857
0.007532956685499058,62.576053619384766,1201.8346076000998,65.68450927734375,55,1111.2749917507172,126.57155596734957,206.4030131826742,0.20736818104982377,531.0,12.590428711280772,0.19729489088058472,97.8432846069336,98.98540038834543,0.8655168414115906,0.33470186591148376,0.3081150949001312,0.1907425820827484,531.0,110000,0.009521154623962158,126.57155596734957,0.45910969376564026,-65.70870971679688,0.8742128610610962,79.74058532714844,61.67232894897461,97.5894546508789,0.9176204204559326
0.007380073800738007,61.162628173828125,1356.1382028927503,63.33873748779297,56,1127.9896512031555,149.44537062767753,206.43542435424354,0.20315891563892363,542.0,12.579132693588768,0.1938866376876831,99.42369842529297,99.29169109001722,0.865939736366272,0.20732338726520538,0.30726245045661926,0.12233098596334457,542.0,112000,0.010517278057089798,149.44537062767753,0.45893287658691406,-68.0122299194336,0.8922020792961121,80.05009460449219,65.75410461425781,99.89427947998047,0.9010491967201233
0.007246376811594203,65.0828628540039,1579.2361587611124,68.37405395507812,57,1147.7549381256104,177.56075939130793,206.4963768115942,0.21148275345563888,552.0,12.543563021852997,0.19306576251983643,101.99674224853516,99.3243385092052,0.8661805987358093,0.21860863268375397,0.30623069405555725,0.18789973855018616,552.0,114000,0.009712529831903797,177.56075939130793,0.458604097366333,-67.56138610839844,0.8971537947654724,80.02654266357422,48.33332824707031,102.33802032470703,0.8983368873596191
0.007142857142857143,61.96074676513672,1391.9937580115854,64.45320129394531,58,1167.907149553299,163.03555724870662,206.9767857142857,0.19671526402235032,560.0,12.574195573068259,0.19315208494663239,104.53231811523438,99.32296419656963,0.8663453459739685,0.28587231040000916,0.3048442304134369,0.002402637153863907,560.0,116000,0.010310046129879225,163.03555724870662,0.45971858501434326,-66.833251953125,0.8805884122848511,80.23515319824219,58.42988586425781,104.66634368896484,0.904285728931427
0.007029876977152899,65.29165649414062,1493.232976424601,65.63462829589844,59,1189.3496403694153,205.1506257751019,207.11247803163445,0.19942819595336914,569.0,12.52067992975154,0.19081592559814453,106.47697448730469,99.21388630793959,0.866570770740509,0.31937524676322937,0.30372464656829834,0.2829005718231201,569.0,118000,0.009333550263662541,205.1506257751019,0.459654301404953,-69.71766662597656,0.8684391379356384,80.1747055053711,85.85491943359375,106.3397445678711,0.8531118035316467
0.006920415224913495,67.32528686523438,1422.0780950294693,69.39015197753906,60,1212.1879408359528,189.40206075683497,207.46193771626298,0.2016269353032112,578.0,12.551912725258253,0.19091062247753143,107.86783599853516,98.99455023223976,0.8669793009757996,0.14497806131839752,0.30276569724082947,0.03826478123664856,578.0,120000,0.009907751681525063,189.40206075683497,0.45854243636131287,-70.19348907470703,0.9395898580551147,79.70893096923828,54.43568420410156,107.72574615478516,0.9334398508071899
