#{"t_start": 1522599880.5981345, "env_id": null}
r,l,t
-2120.337255,103,3.589062
-1413.07903,75,3.723613
-2187.830778,70,4.883481
-2654.121679,142,6.18008
-2201.127414,83,7.378362
-1611.571161,74,8.760064
-4936.152019,158,11.31223
-1462.35092,93,11.483877
-2823.473049,94,12.681954
-1721.15473,96,13.885584
-4282.540603,116,16.123103
-2625.403111,87,16.275926
-14750.42655,209,18.664729
-1531.797476,68,19.792338
-2756.068112,90,20.963161
-1870.568836,78,22.111216
-2527.865123,99,23.300153
-2554.84068,82,24.455138
-1608.794441,71,24.588445
-2463.68703,85,25.712917
-1653.559342,90,27.143731
-1995.120074,78,28.305748
-1936.218268,77,29.480241
-1066.594258,77,29.622225
-1794.080869,85,30.807988
-2480.639361,79,31.956124
-1471.499769,76,33.099849
-2225.727585,94,34.38779
-1383.823706,103,35.968694
-2054.866471,88,37.294451
-2281.935503,89,38.661178
-1664.507205,90,38.854526
-3067.945096,85,40.171044
-2639.201283,81,41.482132
-1307.367474,35,41.56054
-4779.963354,136,44.040338
-5203.58644,174,46.484176
-1749.637105,54,46.590779
-2810.204749,116,47.864575
-3125.575121,167,50.293962
-4951.200392,144,51.618895
-2789.871195,95,53.0552
-2309.898872,75,54.521099
-3975.877611,116,56.131696
-3134.304772,109,57.545931
871.644476,233,61.265655
-1236.112685,78,61.409876
-4158.282323,120,63.687507
-4517.721424,174,65.020273
-2457.812904,85,66.200688
-1243.601453,104,67.392154
-2063.557524,160,69.731124
-2128.01874,115,70.979211
-1402.189121,102,72.199008
-4986.509406,151,74.508843
-1254.915196,32,74.570552
-1194.806588,84,75.725037
-1131.563648,26,75.772765
-1744.996805,87,76.956824
-1580.834368,88,78.343081
-2505.856206,115,79.56171
-2375.835865,93,81.01934
-830.734292,91,82.591616
-2722.255793,99,84.112563
-1935.514183,89,85.464347
-4121.876319,113,86.835168
-1432.779865,89,88.073566
-2112.431343,100,89.320093
-798.751421,97,90.562191
-257.279237,103,91.810432
-959.489998,16,91.845866
-1332.924152,90,93.09346
-1403.57611,88,94.337296
-1781.016998,101,95.602302
-659.289175,90,95.761839
-2030.358587,110,97.997488
-1815.536558,116,99.222621
-1482.842698,99,100.415706
-384.461749,101,101.610828
-752.175824,91,102.812263
-286.498537,100,104.228426
-1177.359661,91,105.400831
-386.369863,95,106.592192
-2023.307751,116,107.835756
-959.489344,94,109.043757
-1467.477676,99,110.269062
-1008.421455,87,110.433746
-917.851314,88,111.633938
-1297.010708,102,112.858694
-1628.928545,109,114.054053
-772.692425,93,115.226499
-1803.94345,117,117.511495
-711.033747,90,117.667774
-979.81049,113,119.903909
-2463.578037,108,121.134506
-898.871167,88,122.325837
-701.766275,109,123.553059
-840.967555,112,124.778935
-2133.396431,111,126.000831
-186.665524,114,127.206876
-309.667376,90,128.56721
-591.819734,93,129.757481
198.092557,111,130.978307
-5046.433475,280,134.531226
-670.736782,197,136.945192
-1128.090768,247,139.391657
-273.493964,96,140.608004
-4401.010224,249,144.153118
-1904.099792,282,146.761192
645.146606,135,149.11644
-4977.056591,249,151.700402
-4464.410479,201,154.692167
270.15845,466,161.108616
-4007.67907,257,165.065915
-3169.732856,379,169.057654
-3731.500231,239,173.413528
-3135.881379,238,176.249953
-1994.690028,408,181.444669
-2005.631982,168,183.74112
-1923.275561,171,186.029095
-2488.966837,256,188.486056
-837.366015,288,192.060703
-1906.023169,191,194.440162
-1712.853637,130,195.67977
-8006.12378,297,199.252096
-4087.970581,341,204.193647
-2061.231347,207,207.4774
-4001.952068,223,210.33171
-3148.084313,188,212.99033
-6533.694982,441,218.169925
-10781.395629,663,227.473574
-17151.622389,468,233.823663
-8371.484674,315,237.51209
-38.1928,372,241.252831
8144.390103,382,246.147412
-5513.211736,258,249.79452
1800.941476,270,252.392392
-2564.568495,286,256.372982
2874.510071,250,260.765272
197.292724,307,264.390302
-2171.585506,227,266.872959
-1958.324014,166,269.240691
-2733.397444,256,271.772362
1456.786626,355,276.468383
-649.231971,277,280.527183
-2571.379315,215,283.577446
3896.274302,365,288.799694
-1433.394266,195,290.185997
-639.57732,198,292.661312
-2893.407088,231,296.252505
-297.878903,238,298.762174
3620.168259,238,302.345802
2824.853725,228,304.879005
11713.090788,313,308.823799
-3537.102834,523,314.940728
3521.95688,253,318.596816
-679.271365,304,322.489547
-2248.966341,231,325.604752
6347.853088,249,329.658909
-6087.738619,329,334.370816
3614.773051,323,338.01437
-3866.970077,216,340.527861
-1425.363789,216,343.061893
-7.802961,316,348.269623
846.028276,217,351.373091
-6755.778122,399,356.641076
-2230.131162,346,360.731222
2063.933918,293,364.38906
-3169.422437,169,367.25814
-2663.921761,232,369.860062
-3393.775836,407,374.791426
-3854.021326,219,377.317529
-16074.336781,726,388.021188
-8562.586378,338,391.77779
8236.197239,356,396.530078
2401.701433,299,400.143662
5469.398116,250,402.640983
-1775.126293,341,406.398057
2010.878263,309,411.467402
-4115.930938,305,415.19336
-1885.408357,415,420.142863
500.172263,278,423.778581
1657.457644,354,427.557993
-8928.520154,435,433.179459
-16823.866185,515,442.4561
-848.09872,316,446.59121
7951.808483,346,450.460331
2929.174122,302,454.188877
4005.630852,176,456.618892
4321.096982,277,460.301919
917.154016,207,462.792985
95.956364,334,466.74011
-4198.521186,327,470.500099
-11326.964587,390,475.348604
-3631.314858,263,479.041223
-4904.451374,313,482.784472
4972.428855,409,487.775349
3676.760529,185,490.515656
2560.31808,312,494.541315
3036.423426,493,501.600711
5623.160956,230,504.247844
-2405.945604,320,509.638526
-1543.232612,304,513.631467
-1044.98339,309,517.665299
-1385.685487,301,521.376152
832.680647,194,524.11581
1155.147669,323,528.251796
5685.778101,282,532.106364
183.661328,212,534.570343
6115.054371,262,537.109765
-5541.692653,385,542.243466
2038.358694,315,546.650987
2857.90587,279,550.799252
5610.275397,301,554.478854
-3297.891322,314,558.168131
5228.23288,262,561.800154
2122.801309,250,564.371414
-2891.199057,250,568.189187
9526.477802,240,570.738407
3630.503842,306,574.456392
-1003.794446,188,576.877886
3603.554924,178,579.305872
1504.521708,257,582.931298
-1107.851254,223,585.449815
3509.350038,298,589.15049
1403.717582,333,593.328288
551.435943,214,595.798389
5948.513749,237,599.838546
2755.747598,246,602.358799
1914.880879,254,605.950282
5385.396598,212,608.390864
4202.160271,247,611.260951
491.079925,233,614.933605
2373.239912,179,616.241844
3513.401513,239,620.159771
1062.769613,204,622.610592
3594.208305,262,625.174189
2302.522368,211,628.7598
9495.320727,256,631.777293
3251.37956,217,634.333849
2084.92918,309,638.091107
-70.451134,258,641.622735
2000.394312,258,645.464913
-2283.951396,257,648.015699
9694.915853,344,652.84705
8877.81856,247,655.412586
3269.435358,233,657.947459
1281.349043,200,660.449926
12780.777584,235,664.006042
595.28344,329,668.059284
-3831.181522,681,676.916939
601.931063,147,678.239485
3297.982499,292,682.467018
1147.390534,286,686.341563
3462.127291,154,688.844104
7368.324414,323,692.630935
-116.49451,228,695.537211
4786.461134,276,699.226533
6889.883807,264,702.910378
4272.789434,288,705.558378
3599.809852,198,708.051154
3802.109883,272,711.722471
5804.28755,258,715.469352
3901.851624,348,720.458293
16468.407963,293,725.045442
7405.935116,207,727.739394
3886.932829,263,731.486326
7101.32971,224,734.067248
-2575.381794,448,740.287737
14260.859651,308,744.07463
-934.555314,304,748.125938
-2458.850392,286,752.262663
7237.572002,347,756.68709
2272.505455,207,759.42199
-3989.8281,270,763.1143
2526.253448,316,767.49043
-10464.519094,476,774.673924
13638.234186,229,777.97096
1106.717414,269,782.064042
5624.674275,195,785.264308
4399.21626,386,789.608007
4006.2737,302,793.269791
-10013.84206,792,803.376864
1724.295223,243,807.017022
