obs_rms_mean,reference_Q_std,rollout/Q_mean,total/steps,rollout/episodes,reference_Q_mean,reference_action_mean,reference_perturbed_action_std,total/steps_per_second,param_noise_stddev,reference_actor_Q_mean,rollout/actions_std,rollout/return,AI_return,reference_action_std,train/param_noise_distance,obs_rms_std,rollout/episode_steps,AI_distance,total/duration,reference_perturbed_action_mean,total/epochs,train/loss_critic,rollout/return_history,total/episodes,reference_actor_Q_std,rollout/actions_mean,AI_success_rate,train/loss_actor
0.46841636300086975,473.60516357421875,-35.127593994140625,24000,130.0,35.04970932006836,0.10122442245483398,0.8799363374710083,106.17874888086268,0.009907751681525063,63.83530044555664,0.9415255784988403,274.4499595515513,274.4499595515513,0.8865253925323486,0.20022010266780854,0.21944069862365723,184.45384615384614,12.633449949055162,226.033931016922,0.062256377190351486,12,1504.77392578125,1143.2732471781596,130.0,456.6171569824219,0.06305164843797684,0.007692307692307693,-211.40371704101562
0.46091386675834656,496.7732238769531,-48.0423698425293,26000,137.0,132.43234252929688,0.11911672353744507,0.8993111252784729,106.34972239598767,0.010517278057089798,160.14271545410156,0.9401884078979492,245.46701800299098,245.46701800299098,0.8758009672164917,0.20619764417409897,0.2229229211807251,188.5839416058394,12.679962229526582,244.4764256477356,0.08904547989368439,13,1071.2227783203125,1184.7002556332698,137.0,483.15618896484375,0.0543387345969677,0.0072992700729927005,-298.1727600097656
0.46435508131980896,508.4168701171875,-18.36359977722168,28000,147.0,202.61375427246094,0.09506171941757202,0.8284722566604614,106.57227675797962,0.010310046129879225,229.9139404296875,0.9368942975997925,253.65054209588533,253.65054209588533,0.8380740880966187,0.1941205543279648,0.2238163948059082,188.7482993197279,12.671357257857572,262.73249340057373,0.07426488399505615,14,1385.6795654296875,1289.9075687853472,147.0,493.57647705078125,0.05928442254662514,0.006802721088435374,-361.0796203613281
0.4653531312942505,515.2859497070312,3.1321041584014893,30000,157.0,239.08309936523438,0.009805066511034966,0.881644606590271,106.54593983695749,0.010728675346037303,266.14495849609375,0.9321282505989075,200.86268356448755,200.86268356448755,0.8706251382827759,0.20182940036058425,0.22431667149066925,190.55414012738854,12.871417132871194,281.568683385849,0.12405211478471756,15,1182.6712646484375,1304.939114650839,157.0,501.4237365722656,0.05898105353116989,0.006369426751592357,-400.3979797363281
0.4617573916912079,547.7925415039062,16.25562858581543,32000,165.0,291.0614318847656,-0.03196196258068085,0.8646312355995178,106.19097578764813,0.011164302587074557,317.7408447265625,0.9290677905082703,265.47568372933665,265.47568372933665,0.8404847383499146,0.2023202183842659,0.224362313747406,192.27272727272728,12.728520083130885,301.34387373924255,0.03183982893824577,16,1647.4842529296875,1337.021421064896,165.0,534.4405517578125,0.054252542555332184,0.006060606060606061,-439.69891357421875
0.4604574143886566,590.358642578125,43.317623138427734,34000,175.0,291.1114196777344,-0.019483182579278946,0.8553628325462341,105.47808374674288,0.009907751681525063,317.57403564453125,0.9255006313323975,299.33264987193184,299.33264987193184,0.8415966629981995,0.20744823634624482,0.2233157604932785,194.17142857142858,12.601126789807646,322.3418438434601,-0.0812075063586235,17,1304.4622802734375,1392.0854865917854,175.0,577.7337646484375,0.05499805510044098,0.005714285714285714,-480.96954345703125
0.4591618776321411,582.1889038085938,74.48762512207031,36000,183.0,319.44854736328125,-0.09857282787561417,0.8841118812561035,105.83699319163011,0.010106897490323717,342.46185302734375,0.9219076633453369,380.62693315460143,380.62693315460143,0.837952733039856,0.2068074658513069,0.22344033420085907,195.98360655737704,12.403470283705504,340.1457176208496,0.030069313943386078,18,1216.5369873046875,1338.0882759161934,183.0,570.9649658203125,0.052830252796411514,0.00546448087431694,-498.287353515625
0.45707258582115173,625.1561889648438,95.51768493652344,38000,193.0,336.96734619140625,-0.016300726681947708,0.859566330909729,105.80912320684769,0.009521154623962158,363.41351318359375,0.9186450242996216,390.2570692697055,390.2570692697055,0.8375346660614014,0.2050986811518669,0.22306673228740692,196.5440414507772,12.355844656755984,359.137273311615,0.06219208613038063,19,1016.7697143554688,1199.6700489877048,193.0,614.2361450195312,0.054677385836839676,0.0051813471502590676,-529.0938110351562
0.4565863311290741,650.6377563476562,127.67355346679688,40000,204.0,333.0418701171875,-0.037484679371118546,0.8474406599998474,106.18630384432237,0.009712529831903797,361.1656494140625,0.9142851829528809,491.12509149801326,491.12509149801326,0.8346441388130188,0.21736738264560698,0.22255904972553253,195.4950980392157,12.126484116394469,376.69641518592834,0.03891032934188843,20,1573.848388671875,1241.3573705423544,204.0,641.0382690429688,0.057699140161275864,0.004901960784313725,-563.8594360351562
0.4583043158054352,727.5105590820312,123.98047637939453,42000,211.0,398.3016662597656,0.03548340126872063,0.8344359993934631,106.44128288935275,0.009712529831903797,429.6185607910156,0.912735641002655,422.87950005470555,422.87950005470555,0.8323412537574768,0.19283136665821077,0.2224828600883484,198.4265402843602,12.369155853543575,394.583744764328,0.0067006372846663,21,1763.5987548828125,932.32264929825,211.0,715.0565185546875,0.05767589062452316,0.004739336492890996,-616.6453247070312
0.45742011070251465,743.0186157226562,157.1231689453125,44000,222.0,403.14471435546875,0.20515267550945282,0.8429288268089294,106.81214079919249,0.009712529831903797,435.5869445800781,0.9098373055458069,537.7638673322007,537.7638673322007,0.8056408762931824,0.19776932507753373,0.2231309413909912,196.95495495495496,12.18267725576605,411.9381904602051,0.16718214750289917,22,2738.737548828125,993.8955587610275,222.0,727.7543334960938,0.0636363998055458,0.0045045045045045045,-616.013916015625
0.4534568786621094,764.4207763671875,180.85926818847656,46000,233.0,412.3165283203125,0.08563734591007233,0.8584071397781372,106.75856848359996,0.009907751681525063,439.50482177734375,0.9080522060394287,531.6339850066242,531.6339850066242,0.8534698486328125,0.20128342866897583,0.22401578724384308,197.26180257510728,12.065027776469018,430.8787636756897,0.09549199789762497,23,2482.99462890625,880.0471332482995,233.0,755.5098266601562,0.06578074395656586,0.004291845493562232,-643.6141357421875
0.4524225890636444,784.39013671875,219.3397979736328,48000,243.0,403.97222900390625,0.20183053612709045,0.8032354116439819,106.38673797601957,0.010310046129879225,434.26251220703125,0.906377375125885,620.392730169415,620.392730169415,0.8164829611778259,0.20551487058401108,0.22297190129756927,196.88477366255145,11.82037175995165,451.18405652046204,0.3329699635505676,24,2593.026123046875,1111.9537235479804,243.0,775.068359375,0.06692363321781158,0.00411522633744856,-640.4545288085938
0.45153021812438965,793.4910888671875,246.8338623046875,50000,254.0,403.9881591796875,0.21041397750377655,0.7938823699951172,105.81344373478186,0.009521154623962158,434.11566162109375,0.9045196771621704,633.8930133354659,633.8930133354659,0.7982882261276245,0.19850897073745727,0.2235199213027954,196.75590551181102,11.760663927139971,472.529748916626,0.3300131559371948,25,2604.10888671875,1363.725415012456,254.0,783.2490234375,0.07176150381565094,0.007874015748031496,-680.4509887695312
0.4509592056274414,815.3709106445312,276.9224853515625,52000,265.0,381.9183349609375,0.20637443661689758,0.8756154179573059,105.43175834342952,0.010310046129879225,411.51519775390625,0.9024838209152222,732.7548182051227,732.7548182051227,0.8109697699546814,0.20073316842317582,0.22346486151218414,196.20377358490566,11.535982029182824,493.2100234031677,0.19377565383911133,26,2516.00390625,1503.7653900901703,265.0,805.46044921875,0.0767311155796051,0.007547169811320755,-677.3343505859375
0.44987761974334717,819.992431640625,297.36553955078125,54000,275.0,373.315185546875,0.20208677649497986,0.821200966835022,105.09805169157893,0.009149642450409314,402.8134765625,0.9003467559814453,734.0540543408046,734.0540543408046,0.8204684257507324,0.20687077462673187,0.22296448051929474,196.3309090909091,11.48066418452014,513.8059091567993,0.19501549005508423,27,1966.343017578125,1494.8165121613315,275.0,809.4290161132812,0.08007856458425522,0.007272727272727273,-686.6304931640625
0.44947299361228943,838.0217895507812,320.0422058105469,56000,285.0,366.96234130859375,0.1596796214580536,0.8667945861816406,105.31385143364153,0.00896935834762211,394.2655334472656,0.8991996049880981,787.7661597024123,787.7661597024123,0.8640191555023193,0.2083570244908333,0.22263062000274658,195.96491228070175,11.31974791439284,531.7439181804657,0.1889510452747345,28,3268.925048828125,1496.5434547793714,285.0,827.9077758789062,0.08305437117815018,0.007017543859649123,-662.6177368164062
0.44795727729797363,835.290771484375,316.6734619140625,58000,292.0,409.932861328125,0.07975447177886963,0.8702702522277832,105.57559257410425,0.009333550263662541,435.7816162109375,0.8999176621437073,773.4321288908478,773.4321288908478,0.885321855545044,0.20752238124608993,0.22383816540241241,198.5582191780822,11.342957640924983,549.3694005012512,0.09254832565784454,29,3460.11572265625,1477.4696973329512,292.0,825.62890625,0.08266549557447433,0.00684931506849315,-677.90234375
0.44561266899108887,828.4861450195312,333.73052978515625,60000,302.0,350.37078857421875,0.1477077603340149,0.836603581905365,105.96517355812767,0.008792626553888941,376.9065856933594,0.8994445204734802,797.8359102031972,797.8359102031972,0.859492301940918,0.20332485526800156,0.2243918925523758,198.32450331125827,11.251662864852333,566.2237694263458,0.2201644629240036,30,2911.533203125,1502.8298114360223,302.0,826.9917602539062,0.08426469564437866,0.006622516556291391,-712.3093872070312
0.44479551911354065,822.1364135742188,346.5351867675781,62000,311.0,384.09527587890625,0.15877078473567963,0.9106980562210083,105.71213749055137,0.008119843104068908,407.405029296875,0.8980699777603149,805.2596925060838,805.2596925060838,0.868867039680481,0.20040116354823112,0.2247268557548523,199.23472668810288,11.20881351369303,586.4984047412872,0.05595538020133972,31,1886.6099853515625,1612.0818985784915,311.0,815.3063354492188,0.08666230738162994,0.006430868167202572,-701.287841796875
0.44386014342308044,847.2246704101562,356.27166748046875,64000,317.0,353.62493896484375,0.294192373752594,0.8449862003326416,105.83940748059092,0.008619377074687717,383.5397644042969,0.8976681232452393,824.6612501187923,824.6612501187923,0.8569509983062744,0.20073746562004088,0.22390468418598175,201.5141955835962,11.162702277184511,604.6897041797638,0.22744034230709076,32,2523.952880859375,1578.4479480536136,317.0,840.8695678710938,0.08770560473203659,0.006309148264984227,-730.0445556640625
0.4448331296443939,831.462890625,374.4111633300781,66000,327.0,360.53778076171875,0.19698305428028107,0.9001747369766235,105.92296402426369,0.008792626553888941,388.93682861328125,0.8968554139137268,853.3272062051623,853.3272062051623,0.8866396546363831,0.21383145064115525,0.22923271358013153,201.69418960244647,11.111944825068448,623.0943460464478,0.1408502161502838,33,3228.1689453125,1628.009326770163,327.0,819.3734741210938,0.08883565664291382,0.0061162079510703364,-744.0037231445312
0.4455115795135498,857.7689208984375,396.55029296875,68000,337.0,376.01806640625,0.203024759888649,0.8473749160766602,105.48612250115316,0.008449541294664952,404.24688720703125,0.8962584137916565,904.2060386303004,904.2060386303004,0.8699977397918701,0.1971054767072201,0.2286543846130371,201.513353115727,11.016558991895195,644.6345584392548,0.2616330087184906,34,3435.2919921875,1711.4950705419585,337.0,849.1258544921875,0.0931125283241272,0.005934718100890208,-741.2454833984375
0.44446349143981934,899.7733154296875,411.8966369628906,70000,347.0,303.0417785644531,0.1185746043920517,0.8878844380378723,105.23248965448617,0.00896935834762211,323.7159423828125,0.8955147862434387,951.4786296087983,951.4786296087983,0.8750318884849548,0.19409302800893782,0.22819112241268158,201.60518731988472,10.897913783865944,665.1938030719757,0.08106586337089539,35,2294.7255859375,1682.4253822172157,347.0,892.744384765625,0.09781739115715027,0.005763688760806916,-706.1976318359375
0.4440312385559082,887.33837890625,426.51904296875,72000,356.0,287.33087158203125,0.3511524796485901,0.849780261516571,105.2164257142381,0.010944321720492653,317.99517822265625,0.8960705995559692,960.8574175365898,960.8574175365898,0.8594464063644409,0.19371253490447998,0.22765333950519562,201.7443820224719,10.838748626851254,684.3038005828857,0.25141751766204834,36,4566.31201171875,1740.5793490332753,356.0,879.7034301757812,0.09887146204710007,0.0056179775280898875,-728.5795288085938
0.4435472786426544,901.421630859375,447.1640930175781,74000,366.0,305.5751953125,0.23242172598838806,0.8967311978340149,105.02819463535884,0.009521154623962158,333.9800720214844,0.8957940936088562,1039.186097080462,1039.186097080462,0.8698680996894836,0.20143419459462167,0.2273145169019699,201.60382513661202,10.720365324267481,704.5727126598358,0.09352552890777588,37,2697.385009765625,1832.6439494773615,366.0,892.5961303710938,0.10115616023540497,0.00546448087431694,-742.4143676757812
0.44204044342041016,938.0603637695312,457.0826721191406,76000,374.0,307.3070983886719,0.21180453896522522,0.8375992774963379,104.92266036730969,0.009333550263662541,333.87939453125,0.8968040347099304,1055.289250536783,1055.289250536783,0.8888759613037109,0.20242142260074616,0.22652363777160645,202.74064171122996,10.632439845886596,724.3430516719818,0.27217236161231995,38,2688.5205078125,1925.8518693095148,374.0,932.0014038085938,0.10166914761066437,0.008021390374331552,-785.3881225585938
0.44402047991752625,922.515380859375,478.2933349609375,78000,385.0,312.61578369140625,0.2932382822036743,0.8701435327529907,104.86030388343197,0.009333550263662541,336.21893310546875,0.8961141705513,1086.4811182599824,1086.4811182599824,0.8529439568519592,0.20998090803623198,0.2260744422674179,202.14025974025975,10.627138240323294,743.8467857837677,0.2811008095741272,39,4366.37158203125,1937.8187501490565,385.0,916.0353393554688,0.10225406289100647,0.007792207792207792,-752.8402099609375
0.4444965124130249,956.8309326171875,488.9320983886719,80000,396.0,315.0369873046875,0.3587362766265869,0.7855357527732849,104.72039288685544,0.009521154623962158,347.54107666015625,0.896084725856781,1120.3101361830124,1120.3101361830124,0.8318345546722412,0.19829422414302825,0.22596538066864014,201.9419191919192,10.608912603129175,763.9390742778778,0.4730631709098816,40,5043.705078125,2099.5347582114755,396.0,946.6765747070312,0.10347466915845871,0.007575757575757576,-813.169189453125
0.44402015209198,919.833740234375,493.99786376953125,82000,407.0,348.4122314453125,0.4225079417228699,0.8284256458282471,104.52134606648151,0.009907751681525063,382.14593505859375,0.8960153460502625,1094.1882450266205,1094.1882450266205,0.8171913027763367,0.1951746241748333,0.2266734093427658,201.46683046683046,10.718031433393133,784.528740644455,0.3254672884941101,41,5071.2197265625,2048.1887883689265,407.0,912.0201416015625,0.10816448926925659,0.007371007371007371,-796.91162109375
0.443380206823349,913.0335693359375,508.8543701171875,84000,417.0,373.17559814453125,0.27167484164237976,0.8409581184387207,104.67906804249343,0.010106897490323717,403.0108337402344,0.896260678768158,1115.5299697226826,1115.5299697226826,0.8592758178710938,0.20069679498672485,0.22658808529376984,201.35971223021582,10.639413201178764,802.4526925086975,0.37164098024368286,42,3173.000732421875,2037.583810867015,417.0,903.4879760742188,0.10760941356420517,0.007194244604316547,-810.890625
0.44471001625061035,900.50341796875,527.3292236328125,86000,429.0,364.8485107421875,0.19512338936328888,0.8653489351272583,104.71425133431532,0.009149642450409314,391.72235107421875,0.8958747982978821,1154.1285274968461,1154.1285274968461,0.8762111067771912,0.20417182117700577,0.22629587352275848,200.33333333333334,10.579395425595278,821.2826707363129,0.24736085534095764,43,3433.90478515625,2081.5316671818505,429.0,894.415771484375,0.10866344720125198,0.009324009324009324,-845.7513427734375
0.4457724094390869,901.8018188476562,545.2074584960938,88000,440.0,349.5548095703125,0.33451634645462036,0.9003276824951172,104.59120483446972,0.009333550263662541,374.2321472167969,0.8954343795776367,1178.4903578476128,1178.4903578476128,0.8441833257675171,0.20386132419109346,0.22628657519817352,199.92727272727274,10.572594192621867,841.370936870575,0.17216195166110992,44,3201.265625,2053.3694980504765,440.0,897.3719482421875,0.10994292795658112,0.00909090909090909,-817.4042358398438
0.4461055099964142,910.8963012695312,552.9886474609375,90000,449.0,347.69879150390625,0.3167891502380371,0.8360157012939453,104.28431050203967,0.010106897490323717,381.93035888671875,0.8945525884628296,1172.8259738345175,1172.8259738345175,0.8691729307174683,0.1906337034702301,0.22588689625263214,199.89309576837417,10.578656044807667,863.0253157615662,0.38217633962631226,45,4055.509033203125,1958.8520762975595,449.0,907.2329711914062,0.11060214787721634,0.008908685968819599,-862.7430419921875
0.44616997241973877,911.4185180664062,559.135009765625,92000,458.0,413.88043212890625,0.21782216429710388,0.8794262409210205,104.19341966921404,0.009333550263662541,442.42388916015625,0.89446622133255,1177.5667579863625,1177.5667579863625,0.8706732988357544,0.20352909624576568,0.2257690578699112,200.5414847161572,10.56018359574095,882.9732270240784,0.24806621670722961,46,3106.4580078125,1889.6564001845911,458.0,905.5907592773438,0.11265702545642853,0.008733624454148471,-858.3919677734375
0.44614043831825256,901.1534423828125,574.4573364257812,94000,470.0,432.2319641113281,0.2260686755180359,0.8438915014266968,104.19458612757509,0.008792626553888941,465.29736328125,0.8943292498588562,1198.5761628468624,1198.5761628468624,0.8433573842048645,0.21109237521886826,0.2256961613893509,199.94042553191488,10.509298862260481,902.1581974029541,0.2675810754299164,47,3206.36083984375,1773.0343205078864,470.0,891.1764526367188,0.11473574489355087,0.00851063829787234,-876.646240234375
0.44553613662719727,921.80712890625,574.1533813476562,96000,478.0,436.67181396484375,0.20536288619041443,0.8803583979606628,104.11585293299068,0.008283051950460692,472.632080078125,0.8944836258888245,1191.884602949554,1191.884602949554,0.8812002539634705,0.19842780336737634,0.22529466450214386,200.44560669456067,10.481262808248841,922.0497868061066,0.27430459856987,48,2910.739990234375,1592.1334818949954,478.0,915.418212890625,0.11563736200332642,0.008368200836820083,-880.58544921875
0.44649139046669006,945.7858276367188,583.5465698242188,98000,489.0,448.36676025390625,0.32510003447532654,0.8422601222991943,104.34462860299791,0.008449541294664952,484.9671630859375,0.8941070437431335,1202.6563109021947,1202.6563109021947,0.8662341833114624,0.20194925248622894,0.2248256951570511,200.280163599182,10.453936821350315,939.1954460144043,0.33456599712371826,49,3033.59375,1502.3646363495511,489.0,941.0670776367188,0.118476502597332,0.0081799591002045,-900.6253662109375
0.44605138897895813,963.0322265625,595.6578979492188,100000,498.0,489.3670349121094,0.3965816795825958,0.8747837543487549,104.17049669048228,0.008283051950460692,522.892822265625,0.8937726616859436,1215.7844347321054,1215.7844347321054,0.7982296943664551,0.20393168047070503,0.22457455098628998,200.41767068273091,10.419850912254434,959.9647037982941,0.18907402455806732,50,4677.9775390625,1696.7108626772547,498.0,958.4949951171875,0.12085655331611633,0.008032128514056224,-897.39013671875
0.4461418688297272,989.3441162109375,599.3359985351562,102000,507.0,493.17352294921875,0.20690953731536865,0.8379133939743042,104.3044931621961,0.00896935834762211,527.3201293945312,0.8935520648956299,1189.2041367852332,1189.2041367852332,0.8716123700141907,0.19346126541495323,0.2240135222673416,200.9940828402367,10.432764561552322,977.9060988426208,0.34654122591018677,51,3904.204345703125,1575.9188162427872,507.0,976.0217895507812,0.12173869460821152,0.007889546351084813,-907.8758544921875
0.44548463821411133,970.6974487304688,611.0978393554688,104000,517.0,475.9588928222656,0.21552541851997375,0.8950989842414856,104.37176823588747,0.00896935834762211,512.00732421875,0.8933557271957397,1210.574965302956,1210.574965302956,0.8870816230773926,0.20809807300567626,0.2243054360151291,200.83558994197293,10.357786083067975,996.4380383491516,0.09997063130140305,52,3429.58154296875,1606.912596872696,517.0,962.9779052734375,0.12399753928184509,0.007736943907156673,-905.51025390625
0.44602489471435547,942.3612670898438,622.4869995117188,106000,528.0,489.4248352050781,0.21867938339710236,0.78647381067276,104.44225026572192,0.009149642450409314,521.6428833007812,0.8929842710494995,1226.8280386483016,1226.8280386483016,0.8927029967308044,0.20001361638307572,0.22395773231983185,200.53977272727272,10.320948524680098,1014.9149384498596,0.4586392939090729,53,5862.22314453125,1522.1939834287095,528.0,936.2893676757812,0.12571237981319427,0.007575757575757576,-883.8341674804688
0.4454305171966553,934.17822265625,628.818603515625,108000,538.0,441.39898681640625,0.37496963143348694,0.8733676671981812,104.57244701017567,0.009521154623962158,484.5989685058594,0.8930920958518982,1247.3147649553464,1247.3147649553464,0.8586874604225159,0.19802970454096794,0.22433416545391083,200.73791821561338,10.283762175738518,1032.7768268585205,0.34111276268959045,54,4645.03662109375,1618.6306393453124,538.0,930.5289916992188,0.1244296208024025,0.007434944237918215,-873.974853515625
0.4454566240310669,974.7998046875,633.9367065429688,110000,549.0,480.83056640625,0.23106679320335388,0.8479394316673279,104.4384454612413,0.008619377074687717,517.288330078125,0.8928962349891663,1245.4517729166178,1245.4517729166178,0.8897514939308167,0.20689807444810868,0.22453685104846954,200.32058287795994,10.311674072460423,1053.2519850730896,0.3111485242843628,55,4201.6259765625,1571.5416107952485,549.0,969.7019653320312,0.12549059092998505,0.007285974499089253,-907.5283813476562
0.4446890652179718,942.20703125,646.5477905273438,112000,559.0,509.17071533203125,0.20963504910469055,0.8802118897438049,104.4785659652332,0.009712529831903797,543.2324829101562,0.8922981023788452,1273.909617159923,1273.909617159923,0.8920125365257263,0.1953899782896042,0.22461463510990143,200.05903398926654,10.24550028967282,1071.9902112483978,0.16671012341976166,56,3516.218505859375,1707.3608868299445,559.0,942.4291381835938,0.125828355550766,0.007155635062611807,-920.0838012695312
0.44543588161468506,984.5475463867188,660.5001220703125,114000,571.0,499.4981994628906,0.27667945623397827,0.9135252833366394,104.45904962227048,0.009712529831903797,537.10791015625,0.8919046521186829,1298.6290670907056,1298.6290670907056,0.8739093542098999,0.20302752539515495,0.22463767230510712,199.40805604203152,10.198803931398581,1091.336752653122,0.247918963432312,57,2699.6015625,1889.1956697785458,571.0,981.788818359375,0.12800545990467072,0.0070052539404553416,-942.328857421875
0.4443871080875397,1000.2197265625,670.2288208007812,116000,584.0,475.9697570800781,0.11737026274204254,0.9093201756477356,104.34184558817182,0.008283051950460692,506.314208984375,0.8911146521568298,1306.4895683487985,1306.4895683487985,0.900467038154602,0.2076733037829399,0.22458864748477936,198.4623287671233,10.157014815887925,1111.7303833961487,0.10649596154689789,58,4418.80322265625,1919.643196017438,584.0,992.8223876953125,0.12916694581508636,0.00684931506849315,-959.6381225585938
0.4442969560623169,995.2318725585938,680.6713256835938,118000,595.0,484.28289794921875,0.16692152619361877,0.9097235798835754,104.32771185950715,0.008283051950460692,512.783447265625,0.8905813097953796,1330.2051770680541,1330.2051770680541,0.8760406374931335,0.20492403835058212,0.22461317479610443,197.98319327731093,10.101228459242417,1131.0513563156128,0.16258081793785095,59,3968.8671875,1909.1366964001375,595.0,990.1906127929688,0.13096177577972412,0.0067226890756302525,-997.2413330078125
0.44478797912597656,1005.9340209960938,693.8984375,120000,607.0,475.82562255859375,0.24764415621757507,0.9199510812759399,104.37211636236907,0.009712529831903797,506.8143310546875,0.8896569609642029,1379.3390163443694,1379.3390163443694,0.9019290804862976,0.19510638117790222,0.22427816689014435,197.66227347611203,10.022592338737379,1149.7323632240295,0.18602398037910461,60,3221.07373046875,2343.32285570919,607.0,1000.5900268554688,0.13249778747558594,0.008237232289950576,-980.143310546875
